,RIC,error
CTCT,,No best match available
MARK,,No best match available
HIA,,No best match available
IAN,,No best match available
MSCI,,No best match available
THCT,,No best match available
LPLA,,No best match available
STVVY,,No best match available
NYF,NYF,
CMF,CMF,
BWX,BWX,
MAIN,,No best match available
MAPP,,No best match available
VOHO,,No best match available
ZEP,,No best match available
ROIC,,No best match available
AFGR,,No best match available
NNHE,,No best match available
FFNW,,No best match available
TARG,,No best match available
CML,,No best match available
TGH,TGH,
WCB.,,No best match available
VM,,No best match available
DSP,,No best match available
PLW,,No best match available
PZT,PZT,
PWZ,PWZ,
PCY,PCY,
PZA,PZA,
3SPKM,,No best match available
INY,,No best match available
CXA,,No best match available
SHM,SHM,
LPSB,,No best match available
PATAQ,,No best match available
NED,,No best match available
DFT,,No best match available
KLEG,,No best match available
SIH,,No best match available
SFV,,No best match available
SZG,,No best match available
SVD,,No best match available
SSK,,No best match available
SNB,,No best match available
CRCTF,,No best match available
HDGCF,,No best match available
UP.Z,,No best match available
TMI.1,,No best match available
SGS,,No best match available
CCT.Z,,No best match available
TPCS,,No best match available
MV.2,,No best match available
KALO,,No best match available
EVXXF,,No best match available
CRGIY,CRGIY.PK^D10,
TCW,,No best match available
WZGRF,,No best match available
CVI,CVI,
FUQI,,No best match available
EPSN,,No best match available
DNGDF,,No best match available
ADGE,,No best match available
LGFTY,LGFTY.PK^L11,
VNRRQ,,No best match available
SVWYF,SVWYF.PK^D13,
IRO,,No best match available
MERR.,,No best match available
AAC,AAC,
PZN,PZN,
ULTA,,No best match available
FGXI,,No best match available
EFU,EFU,
EFZ,EFZ,
RDLCF,,No best match available
AGSVF,,No best match available
PMII,,No best match available
BTBIF,,No best match available
HOLX.,,No best match available
BVLDF,,No best match available
GPHOF,,No best match available
GXDX,,No best match available
DGS,DGS,
BCOM,,No best match available
SRLTF,,No best match available
AVLIF,,No best match available
FANH,,No best match available
NSPH,,No best match available
ERIP,,No best match available
EEV,EEV,
EUM,EUM,
GA,,No best match available
IQNT,,No best match available
IMRSQ,,No best match available
GLG.1,,No best match available
GRO,,No best match available
ANTE,,No best match available
APEI,,No best match available
AREX,,No best match available
ARYX,,No best match available
BFRM,,No best match available
CLA.2,,No best match available
ENSG,,No best match available
GPH.2,,No best match available
ICXT,,No best match available
LL,LL,
ASJP,,No best match available
HTS,,No best match available
OZM,OZM,
RSU,,No best match available
RMS,,No best match available
RSW,,No best match available
RRY,,No best match available
RMM,RMM,
RRZ,,No best match available
UIHC,,No best match available
SLS.1,,No best match available
EST.4,,No best match available
PXP.P,,No best match available
EWV,EWV,
FXP,FXP,
EYT,,No best match available
NFBK,,No best match available
QELP,,No best match available
NPD,,No best match available
OSP,,No best match available
EDS.1,,No best match available
CUT,CUT,
ES.2,,No best match available
RSLS,,No best match available
MKTSQ,,No best match available
RLNT,,No best match available
INET,,No best match available
NES,NES,
ABII,,No best match available
RLIA,,No best match available
ECGI.,,No best match available
CIM,CIM,
EPB,,No best match available
IDI.1,,No best match available
RBCN,,No best match available
PAR.3,,No best match available
CCRD.,,No best match available
SFSF,,No best match available
SRCI,,No best match available
ORRLF,,No best match available
SVAUF,,No best match available
PTOI,,No best match available
NMM,NMM,
PAP.3,,No best match available
IVDA,,No best match available
GLLK,,No best match available
ORCD,,No best match available
GSL.2,,No best match available
SIHI,,No best match available
PAX,,No best match available
PVI,PVI,
PHB,PHB,
AGB.U,,No best match available
FRCGF,,No best match available
CCCL,,No best match available
FPAY,,No best match available
IFAS,,No best match available
IFEU,,No best match available
IFGL,,No best match available
IFNA,,No best match available
IEUS,,No best match available
BKF,BKF,
ECH,ECH,
AIA,,No best match available
NMD,,No best match available
GSTCQ,,No best match available
EPD.Z,,No best match available
WLBC.,,No best match available
CDIIQ,,No best match available
IGGY,,No best match available
ENTR.,,No best match available
WPWR,,No best match available
GD.,,No best match available
LBRMF,,No best match available
PFX.Z,,No best match available
CMPS.,,No best match available
FGD,FGD,
ESMK,,No best match available
BGMD,,No best match available
TITN,,No best match available
WSHLY,,No best match available
VISN,,No best match available
LRN,LRN,
SLSDF,,No best match available
NTGMF,,No best match available
PKO,PKO,
FLNKF,FLNKF.PK^E11,
BULM,BULM.PK^H12,
AMCO,,No best match available
FNV,FNV,
OGLDF,,No best match available
FABK,,No best match available
SAW,,No best match available
PUF,,No best match available
MYP.1,,No best match available
WSI,,No best match available
PNRC,,No best match available
DDWWF,,No best match available
URX,,No best match available
ADTV,ADTV.PH^B09,
CEDU,,No best match available
CLAS,,No best match available
ITLN,,No best match available
MDAS,,No best match available
VIT,,No best match available
XIN,XIN,
JNK,JNK,
FRMUF,,No best match available
INGXF,,No best match available
ACBI,,No best match available
OMMH,,No best match available
OCEL,,No best match available
DYNGF,,No best match available
ITM,ITM,
OESX,,No best match available
USL,USL,
BTG,BTG,
LIA,,No best match available
TGY,,No best match available
GQN,,No best match available
0233B,NL0013668544.PA,
FOR,FOR,
EDV,EDV,
GU,,No best match available
MEMS,,No best match available
N,,No best match available
TKP,,No best match available
MLS,,No best match available
TNK,TNK,
FIBCF,,No best match available
CAZFF,,No best match available
DFRG,,No best match available
SCZ,,No best match available
TOK,TOK,
IGF,,No best match available
CHPRF,,No best match available
APPCQ,,No best match available
MYND,,No best match available
API.Z,,No best match available
BWC.,,No best match available
ETHOF,,No best match available
DCTI,,No best match available
ORN,ORN,
GRE.Z,,No best match available
WFEMF,,No best match available
TAO,TAO,
ACLZ,,No best match available
VPRB,,No best match available
SMREF,,No best match available
YEWB,,No best match available
RCR,,No best match available
EMB,,No best match available
SVBRF,,No best match available
PPOTF,,No best match available
ZAZUF,,No best match available
CLYAF,,No best match available
FPLSF,,No best match available
RCKXF,,No best match available
PBP,PBP,
MGK,MGK,
MGC,MGC,
MGV,MGV,
SCJ,SCJ,
AVNMF,AVNMF.PQ^H16,
JUHL,,No best match available
FDBL,,No best match available
SGSI,,No best match available
ELXR,,No best match available
GRHHQ,,No best match available
CERGF,,No best match available
PIZ,,No best match available
PIE,,No best match available
PRY.3,,No best match available
SKYRF,,No best match available
SATS,,No best match available
CSOC,,No best match available
CEXE,,No best match available
PPRW,,No best match available
TFCCF,,No best match available
MLN,MLN,
BIP,BIP,
IFXY,,No best match available
LYDIF,,No best match available
DNBK,,No best match available
SFBC,,No best match available
ETR8,,No best match available
OCTV,,No best match available
QRMLF,,No best match available
VGBK,,No best match available
KOL,KOL,
BWEN,,No best match available
GVFG,,No best match available
OGP,,No best match available
WMZ,,No best match available
HMR,,No best match available
AXG,,No best match available
TUX,,No best match available
RISK,,No best match available
CCALF,CCALF.PK^A13,
GLE.U,,No best match available
OGSM,,No best match available
CYH.,,No best match available
HNUZF,,No best match available
HZOZF,,No best match available
HBNNF,,No best match available
HBTPF,,No best match available
FYR,,No best match available
PGX,PGX,
PQBW,,No best match available
AHC,AHC,
HBCGF,,No best match available
BTTGF,,No best match available
HMD.,,No best match available
HMU.,,No best match available
EBSB,,No best match available
IPCM,,No best match available
ATAI,,No best match available
TSMA,,No best match available
BOX.2,,No best match available
NLX,,No best match available
HHWW,,No best match available
BJK,BJK,
GCC,GCC,
CMPZF,,No best match available
ATURF,,No best match available
BHL,,No best match available
FOHL,,No best match available
RCZRF,,No best match available
CLFMF,,No best match available
HAO,HAO,
LATIQ,,No best match available
ATRN.,,No best match available
CBNJ,,No best match available
KBLB,,No best match available
ARST.,,No best match available
BCDS,,No best match available
MAKO,,No best match available
CRTM,CRTX.PSX,
CGFEF,,No best match available
BLSP,,No best match available
ATYM,,No best match available
CYMGF,CYMGF.PK^K12,
CRPB,,No best match available
IRSB,,No best match available
PIN,PIN,
PSRU,,No best match available
YL.1,,No best match available
ACCU.,,No best match available
CSII,,No best match available
INTL.,,No best match available
IPCA,,No best match available
PHMX,,No best match available
RGSE,,No best match available
COLUF,,No best match available
GSY,GSY,
GIY,,No best match available
UEM,,No best match available
DARA,,No best match available
TREVF,,No best match available
ALGM,,No best match available
ABE.1,,No best match available
ALMA,,No best match available
AWK,AWK,
ANAC,,No best match available
BWO,,No best match available
BEAT,,No best match available
IRDM.,,No best match available
MKGI,,No best match available
DPSI,,No best match available
KALY,,No best match available
IBAS,,No best match available
AYTU,,No best match available
DWX,DWX,
DVYD,,No best match available
CMR.,,No best match available
BPW,,No best match available
GFKRF,,No best match available
GRS.H,GRSh.TMX^I15,
TCP.,,No best match available
RWL,RWL,
RWK,RWK,
LAXAF,,No best match available
RWJ,RWJ,
EPI,EPI,
TRXD,,No best match available
ONBI,,No best match available
WCQ.,,No best match available
POGO,,No best match available
0038A,,No best match available
SMB,SMB,
UGA,,No best match available
POTG,,No best match available
V,V,
FLPC,,No best match available
ELGSF,,No best match available
EMPK,,No best match available
CATPF,,No best match available
LMDIA,LMDIA.PH^B09,
HMDEF,,No best match available
SLVRF,,No best match available
CFX,CFX,
VAC.1,,No best match available
BLRC,,No best match available
DTWO,,No best match available
EMPH,,No best match available
EYON,,No best match available
FN,FN,
FUBC,,No best match available
SMAK.,,No best match available
SWRL,,No best match available
HCCI,,No best match available
CLDX,,No best match available
GALE,,No best match available
HAU.1,,No best match available
HAD.1,,No best match available
PCROF,,No best match available
PM,,No best match available
CJJD,,No best match available
PPX.Z,,No best match available
MDMD,,No best match available
ORRCF,,No best match available
WIP,WIP,
HI,HI,
AXIU,,No best match available
CAVO,,No best match available
LOGM,,No best match available
BOST,,No best match available
CYDX,,No best match available
SLNT,,No best match available
CCXI,,No best match available
ZGNX,,No best match available
SWI,SWI,
GLAS,,No best match available
FNRG,,No best match available
SPCL,,No best match available
DPS,,No best match available
TLL,,No best match available
LTL,,No best match available
0055B,NL0013666761.PA,
PKN,,No best match available
ACWI,,No best match available
ACWX,,No best match available
THD,THD,
EIS,EIS,
TUR,,No best match available
HKE,,No best match available
ISNY,,No best match available
INSYQ,,No best match available
BTRV,,No best match available
ERII,,No best match available
PSE,,No best match available
KKR,KKR,
NAME.,,No best match available
NIA.,,No best match available
RXDX.,,No best match available
RKSCF,,No best match available
NMEX,,No best match available
NRGOF,,No best match available
FNTE,,No best match available
PNXQ,,No best match available
PQSC,,No best match available
NXFI,,No best match available
REN,,No best match available
RHIEQ,RHIEQ.PK^D11,
SOH,,No best match available
ROM.H,,No best match available
SRSE,SRSE.S,
TMDX.,,No best match available
TRNR,TRNRxm.BRQ^E12,
VFSI,,No best match available
AUS,,No best match available
LDN,,No best match available
UHN,,No best match available
HMAQF,,No best match available
VRLI,,No best match available
VRS,VRS,
VITC,,No best match available
NX,NX,
ETZCF,,No best match available
GKL.H,,No best match available
NHVCF,,No best match available
PMA,,No best match available
PLK,,No best match available
PQY,,No best match available
PQZ,,No best match available
DAX.1,,No best match available
WES.3,,No best match available
XANO,,No best match available
CDNA,,No best match available
FLDM,,No best match available
CDXS,,No best match available
IPI,IPI,
6179B,,No best match available
TAN,TAN,
TYI,,No best match available
HKG,,No best match available
FRC.3,,No best match available
PMBS,,No best match available
WMPN,,No best match available
CRSXF,,No best match available
LRCPF,,No best match available
0074B,NL0013666951.PA,
FRMA,,No best match available
AGNC,,No best match available
KWT,,No best match available
URBF,,No best match available
RUM.,,No best match available
SCYYF,,No best match available
SDC.2,,No best match available
RAX,,No best match available
TMDI,,No best match available
LNDG,,No best match available
RKHNF,,No best match available
XCPL,,No best match available
ECHO,,No best match available
NQEXF,,No best match available
PST,PST,
TBT,TBT,
HCI,HCI,
PTO,,No best match available
PAO,,No best match available
PCA,,No best match available
SK.2,,No best match available
CHIT,,No best match available
WTRNF,,No best match available
MRC,MRC,
ALXEF,,No best match available
MSTG,,No best match available
NXSN,,No best match available
DGI,,No best match available
EPOC,,No best match available
GRI,GRI,
ITL,,No best match available
JNB,,No best match available
SGT,,No best match available
ALDH,,No best match available
GOMZ,,No best match available
NEPI,,No best match available
RWO,RWO,
MDD,,No best match available
PMG,,No best match available
PCGLF,,No best match available
0082B,NL0013667033.PA,
IOVA,,No best match available
ICN,,No best match available
EU,,No best match available
CYB,CYB,
BZF,,No best match available
SPOXF,,No best match available
GWRI,,No best match available
LOPE,,No best match available
JYF,,No best match available
EWX,EWX,
SNO,,No best match available
BRU,,No best match available
AEX,,No best match available
MSTM,,No best match available
MLVF,,No best match available
VTC.4,,No best match available
SB,,No best match available
USY,,No best match available
SINO,,No best match available
CXCMF,,No best match available
PAO.,,No best match available
TAV,,No best match available
LIS,,No best match available
FLSS,,No best match available
TOMZ,,No best match available
ADFS,,No best match available
GLTC,,No best match available
KBRS,,No best match available
SNI,,No best match available
BKJ,BKJ,
PSOF,,No best match available
BBLKF,,No best match available
TLXLY,TLXLY.PK^I10,
HBCP,,No best match available
NXTG.,,No best match available
OCSL,,No best match available
AIKO,,No best match available
PNQI,,No best match available
FRN,,No best match available
PMNA,,No best match available
RHO,,No best match available
RHM,,No best match available
RTW.1,,No best match available
RTG,,No best match available
RFN,,No best match available
RFL.1,,No best match available
REC,,No best match available
REA,,No best match available
SEF,SEF,
DDG,DDG,
NEDMF,,No best match available
MTPK,MTPK.BEL^G15,
IVR,IVR,
MG,,No best match available
0505B,NL0013671266.PA,
CPEX,,No best match available
AUGNF,AUGNF.PK^K11,
HPJ,,No best match available
NNA,NNA,
FAN,FAN,
HQU.,,No best match available
HSD.,,No best match available
HQD.,,No best match available
HSU.,,No best match available
MCTC,,No best match available
IQE,,No best match available
FDMCF,,No best match available
BKI,BKI,
MKTDF,,No best match available
AGAM,,No best match available
HDU.,,No best match available
HDD.,,No best match available
HZBTF,,No best match available
HTU.,,No best match available
VICA,,No best match available
SZR,,No best match available
AUNZ,,No best match available
WOOD,,No best match available
FCHI,,No best match available
ICLN,,No best match available
NUCL,,No best match available
SPAG,,No best match available
VT,VT,
OBGRF,,No best match available
ANGZF,,No best match available
RSSS,,No best match available
NTGSF,,No best match available
UOY,,No best match available
DOY,,No best match available
PWND,,No best match available
ZONE,,No best match available
ALIM,,No best match available
MYAGF,,No best match available
TRXXF,,No best match available
TCKKF,,No best match available
KVLQF,,No best match available
ILG,ILG.TR^G19,
BNKPF,,No best match available
HSNI,,No best match available
HJD.,,No best match available
HJU.,,No best match available
ATVI,,No best match available
DL,DL,
TREE,,No best match available
AFK,AFK,
PTAM,,No best match available
ARGEF,,No best match available
GULF,,No best match available
CNRMF,,No best match available
LBTG,,No best match available
SDRYF,,No best match available
WMRSF,,No best match available
LAC,LAC,
JBT,JBT,
BONU,,No best match available
DANB,,No best match available
CMMCY,CMMCY.PK^K12,
BEI,,No best match available
RXN,RXN,
PPPMF,,No best match available
BERY,,No best match available
IPF,,No best match available
IPW,,No best match available
IPU,,No best match available
IST,,No best match available
IPK,,No best match available
IRV,,No best match available
IPN,,No best match available
IRY,,No best match available
LUCRF,,No best match available
IPS,,No best match available
IPD,,No best match available
KITE.,,No best match available
GCL,,No best match available
NHR,,No best match available
DNO,,No best match available
MES,,No best match available
RRTS,,No best match available
SOGAF,,No best match available
RYES,,No best match available
DJSP,,No best match available
WIND,,No best match available
JMBRF,,No best match available
STRI,,No best match available
AGDXF,,No best match available
LCPRF,,No best match available
TAT.U,,No best match available
HEVI,,No best match available
CHR,,No best match available
CLDPQ,,No best match available
AONEQ,,No best match available
MYRG,,No best match available
HECCQ,,No best match available
CWL,,No best match available
UPR,,No best match available
VRSK,,No best match available
3504B,,No best match available
CCNB,,No best match available
AGMX,AGMXxm.BRQ^G10,
ART,,No best match available
AVIV,,No best match available
CLTCF,,No best match available
DRNE,,No best match available
AAXJ,,No best match available
TSRMF,,No best match available
NIVS,,No best match available
ABBB,,No best match available
IBIO,,No best match available
RCON,,No best match available
BHLL,,No best match available
OGXI,,No best match available
CGR.,,No best match available
AVGO,,No best match available
FFD,,No best match available
OGAR,,No best match available
SEA.3,,No best match available
CIF.,,No best match available
CHND,,No best match available
BLPG,,No best match available
AGNB,,No best match available
SAUC,,No best match available
GELV,,No best match available
HAP,HAP,
DUCP,DUCPEUR.PZp^B09,
MDTC,,No best match available
MXL.Z,,No best match available
JRE,,No best match available
TPNEF,,No best match available
FXRU,,No best match available
USCFF,,No best match available
CTSM,CTSM.PH^B09,
RDSH.,,No best match available
PGXPF,,No best match available
TFIV.,,No best match available
ASCMA,,No best match available
MHH,MHH,
MJN,,No best match available
PAGG,,No best match available
PBTQ,,No best match available
PKOL,,No best match available
PSAU,,No best match available
PSTL.,,No best match available
PTRP,,No best match available
MYOS,,No best match available
GWTI,,No best match available
RST,RST,
XHM.A,,No best match available
WEN.P,,No best match available
TRNX,,No best match available
LBCMF,,No best match available
DUK5,,No best match available
AIRRF,,No best match available
FSFG,,No best match available
EOPT,,No best match available
LPIH,,No best match available
SNWV,,No best match available
CFL.2,,No best match available
IFCI,,No best match available
MDRX,,No best match available
TNEYF,,No best match available
VRUS,,No best match available
COUGF,,No best match available
GPRE,,No best match available
FLM,FLM,
PXR,,No best match available
MWAV,,No best match available
DMRC,,No best match available
RPMT,,No best match available
AYEYF,,No best match available
AUG,AUG,
MNGGF,,No best match available
SNVP,,No best match available
SIXD,,No best match available
ANCB,ANCB.W^E14,
AIDC,,No best match available
CRTX.,,No best match available
CYMBF,,No best match available
FAS,FAS,
FAZ,FAZ,
TZA,,No best match available
TNA,TNA,
SPXS,,No best match available
SPXL,,No best match available
ERY,ERY,
ERX,ERX,
VENGF,VENGF.PK^C11,
TZD,,No best match available
TGR,,No best match available
SUB,SUB,
AOM,AOM,
AOR,,No best match available
AOK,AOK,
AOA,,No best match available
AGZ,AGZ,
TZE,,No best match available
TZG,,No best match available
TZI,,No best match available
TZL,,No best match available
TZO,,No best match available
TZV,,No best match available
CBU.,,No best match available
CCLP,,No best match available
TZ,,No best match available
RWW,RWW,
CIBY,,No best match available
CGEM,,No best match available
OGN.U,,No best match available
ABO,,No best match available
UPIN,,No best match available
BSPM,,No best match available
MMEX,,No best match available
ALARF,,No best match available
XGR.,,No best match available
XAL.,,No best match available
XCR.,,No best match available
XGC.,,No best match available
MYG,,No best match available
FSBW,,No best match available
AZIL,,No best match available
PSR,PSR,
RTR,,No best match available
RIHC,,No best match available
GL.3,,No best match available
XNRG,,No best match available
AAST,,No best match available
YCS,YCS,
EUO,EUO,
SCO,SCO,
CMD.1,,No best match available
YCL,YCL,
ULE,ULE,
UCO,UCO,
UCD,,No best match available
REPCF,,No best match available
YNR,,No best match available
CLWR,,No best match available
UGL,UGL,
GLL,GLL,
ZSL,ZSL,
AGQ,AGQ,
CLW,CLW,
ROI,,No best match available
VBIO,,No best match available
HNB,,No best match available
SLCA,,No best match available
SCDA,,No best match available
GIG.1,,No best match available
FACT,,No best match available
ONCS,,No best match available
ASO,,No best match available
TECL,,No best match available
TECS,,No best match available
EDC,EDC,
EDZ,EDZ,
DZK,DZK,
DPK,DPK,
LOONF,,No best match available
ZVO,,No best match available
FFNTQ,,No best match available
ENGT,,No best match available
BCDI,,No best match available
NRBT,,No best match available
HAX.1,,No best match available
MIDZ,,No best match available
MIDU,,No best match available
LSTWF,,No best match available
IDX,IDX,
IGOV,,No best match available
ISHG,,No best match available
RWV,,No best match available
FAA,,No best match available
PMIC,,No best match available
MDSO,,No best match available
ABIO,,No best match available
MBG,MBG,
BWZ,BWZ,
NXWI,,No best match available
SMT,,No best match available
IKAR,,No best match available
TSPT,,No best match available
PRB,,No best match available
OPEN,,No best match available
BONXF,,No best match available
BKUH,,No best match available
HYD,HYD,
BLUF,,No best match available
GXG,GXG,
SPIB,,No best match available
MINE,,No best match available
LIWA,,No best match available
KANP,,No best match available
OREO.,,No best match available
ORZCF,,No best match available
NUW,NUW,
CLAYF,,No best match available
MOMT,,No best match available
GRPH.,,No best match available
RIVE,,No best match available
AHCP,,No best match available
VYCO,,No best match available
HIF.,,No best match available
HIX.,,No best match available
TETAA,,No best match available
ALTA,,No best match available
DDDX,,No best match available
PLSB,,No best match available
HIE.,,No best match available
HIG..,,No best match available
SPLB,,No best match available
BYGRF,,No best match available
CSAHF,,No best match available
DNC.,,No best match available
CYOU,,No best match available
OPI,,No best match available
CHOPF,,No best match available
PGSY,,No best match available
QAI,QAI,
MTT,MTT,
HAGRF,HAGRF.PK^C13,
ALSO,,No best match available
FROT.,,No best match available
DHCPQ,,No best match available
3HUTC,,No best match available
PSF.U,,No best match available
VSS,VSS,
MAXMF,,No best match available
ADMP,,No best match available
TRITF,,No best match available
ISMKF,,No best match available
CWB,CWB,
TYD,TYD,
TYO,TYO,
TMF,TMF,
TMV,TMV,
BVTK,,No best match available
TCZ.,,No best match available
AURM,,No best match available
NJV,NJV,
NYV,NYV,
NPN,NPN,
NCB,NCB,
KME,,No best match available
AMBCF,,No best match available
CEW,CEW,
GVT,,No best match available
MTLFF,,No best match available
ABMT,,No best match available
CSGH,,No best match available
NGRC,,No best match available
CADIF,,No best match available
BRF,BRF.P,
PXHI,,No best match available
HDRSF,,No best match available
NCAP,,No best match available
OPXS,,No best match available
HASC,,No best match available
NTCXF,,No best match available
OGEM,,No best match available
HEWA,,No best match available
EMT,,No best match available
RC,RC,
LEDCF,,No best match available
EOT,EOT,
CPC.3,,No best match available
CGBLF,,No best match available
OCY.U,,No best match available
FFMH,,No best match available
TUZ,TUZ,
EFO,EFO,
EET,EET,
XPP,XPP,
EZJ,EZJ,
BCNN,,No best match available
DGWIY,,No best match available
ZDJ.,,No best match available
ZCN.,,No best match available
ZFM.,,No best match available
ZUE.,,No best match available
ENVI.,,No best match available
MCRO,,No best match available
CSB.U,,No best match available
DENR,,No best match available
GOEG,,No best match available
MYRX,,No best match available
TECO,,No best match available
NTEK,,No best match available
WMC,WMC,
SRCRF,,No best match available
BRMC,BRMC.PK^F12,
NTFL,,No best match available
LGYH,LGYH.PK^L12,
ISDR,,No best match available
ENRJ,,No best match available
PSON,,No best match available
CAGM,,No best match available
VCMG,,No best match available
MRRHF,,No best match available
LOVI.,,No best match available
EPV,EPV,
JPX,,No best match available
BZQ,BZQ,
SMK,,No best match available
EMIF,,No best match available
EPU,EPU,
XWD.,,No best match available
XEM.,,No best match available
CPXWF,,No best match available
HUG.,,No best match available
HUZ.,,No best match available
HUN.,,No best match available
UPRO,,No best match available
SPXU,,No best match available
IGI,IGI,
JVS,,No best match available
HZD.,,No best match available
HZMXF,,No best match available
UWC,,No best match available
TWQ,,No best match available
QABA,,No best match available
LOTE,,No best match available
EQL,EQL,
CNET,,No best match available
TIN.H,,No best match available
JEX.,,No best match available
ZSTN,,No best match available
MGMXF,,No best match available
GMICF,,No best match available
IDWAF,,No best match available
EFLO,,No best match available
WTKN,,No best match available
CSM,CSM,
TBNK,,No best match available
DRN,DRN,
DRV,DRV,
BKBEF,,No best match available
CFN,,No best match available
ISVRF,,No best match available
ENCTF,,No best match available
FTLK,,No best match available
POSRF,,No best match available
SYIFF,,No best match available
CCWFQ,,No best match available
ADUS,,No best match available
AGEM,,No best match available
TDNT,,No best match available
HAF.,,No best match available
LRDC,,No best match available
BUDZ,,No best match available
SIVR,,No best match available
GAA.,,No best match available
JBS,,No best match available
SCFFF,,No best match available
ASPS,,No best match available
HELOF,,No best match available
CDLRF,,No best match available
TXMD,,No best match available
PMT,PMT,
TPZ,TPZ,
OCTX,,No best match available
SVRZF,,No best match available
NVGC,,No best match available
CO,,No best match available
0521B,NL0013671423.PA,
CGNH,,No best match available
ACOM,,No best match available
EWDYF,,No best match available
GXOCF,,No best match available
HIWCF,,No best match available
WLTNF,,No best match available
H,H,
CDCSY,CDCSY.PK^E12,
GPF.U,,No best match available
FTNT,,No best match available
HAWKQ,HAWKQ.PK^J11,
GXF,GXF,
STWD,,No best match available
DGHG,,No best match available
0165A,,No best match available
VNM,,No best match available
PMTRF,,No best match available
PERFQ,,No best match available
MION,,No best match available
HPRT,,No best match available
CXS,,No best match available
TBF,TBF,
PLPL,,No best match available
PGTMF,,No best match available
STPZ,,No best match available
DMN.P,,No best match available
PPRRF,,No best match available
ESSX,,No best match available
MAXD,,No best match available
3284B,,No best match available
BSKS,,No best match available
TAER,,No best match available
EVSP,,No best match available
GNUS,,No best match available
AMCF,,No best match available
NEYYF,,No best match available
GCAP,,No best match available
LTPZ,,No best match available
TIPZ,,No best match available
GTSO,,No best match available
CODA,,No best match available
GAME,,No best match available
ARCL,,No best match available
GTEC,,No best match available
DENT,,No best match available
TTTM,,No best match available
TENZ,,No best match available
IDWM,,No best match available
NTLK,,No best match available
RUE,,No best match available
ISDSF,,No best match available
RPQ.P,,No best match available
MKJI,,No best match available
OBAF,,No best match available
KAR,KAR,
FGEM,,No best match available
PSK,PSK,
NSPX,,No best match available
OTCM,OTCM.PK,
SKYH,,No best match available
CRBQ,,No best match available
OMER,,No best match available
COLTF,,No best match available
SRNE,,No best match available
CLNY,,No best match available
ARI,ARI,
BNO,BNO,
GEBRF,,No best match available
ZOOM,,No best match available
VRD,,No best match available
VLLX,,No best match available
NEV,NEV,
IWX,IWX,
IWL,IWL,
IWY,IWY,
0563B,NL0013671845.PA,
RCM,,No best match available
IRDM,,No best match available
6783B,,No best match available
ESR,,No best match available
RPX,,No best match available
RWG,,No best match available
YUANF,,No best match available
CULL,,No best match available
ZMTP,,No best match available
LSTMF,,No best match available
IMV,,No best match available
FVGCF,,No best match available
DLMAF,,No best match available
TMH,,No best match available
BPVIF,,No best match available
SWRF.,,No best match available
NBP,,No best match available
FIVZ,,No best match available
ZROZ,,No best match available
YAO,,No best match available
BALT,,No best match available
CELM,,No best match available
VTNR,,No best match available
CRIC,,No best match available
CCME,,No best match available
BJB,,No best match available
OMNT,OMNT.PQ^C17,
SWHN,,No best match available
ORGS,,No best match available
ICIZF,,No best match available
EDSFF,,No best match available
GNRC,,No best match available
IPCIF,,No best match available
OFS.U,,No best match available
NAF.U,,No best match available
FIG.,,No best match available
HCBB.,,No best match available
PTAXF,,No best match available
CRBA,,No best match available
CRBI,,No best match available
CPI,,No best match available
GRES,,No best match available
CAGZ,CAGZFL19Z6^1,
PKTEF,,No best match available
ZMT.,,No best match available
ZFS.,,No best match available
BMRTF,,No best match available
ZEO.,,No best match available
BMMPF,,No best match available
BMCBF,,No best match available
ZHY.,,No best match available
ZDM.,,No best match available
ZEM.,,No best match available
PRFC,,No best match available
OOK,,No best match available
5067B,,No best match available
TWO,TWO,
ASPW,,No best match available
CVE,,No best match available
SCHB,,No best match available
ULEIQ,ULEIQ.PK^B12,
SCHX,,No best match available
SCHA,,No best match available
SCHF,,No best match available
COWN,,No best match available
FLNT,,No best match available
TXF,,No best match available
AAINF,,No best match available
TASIF,TASIF.PQ^H16,
MRK.P,,No best match available
LSTZA,,No best match available
NMKTF,,No best match available
ARR,ARR,
NITMF,,No best match available
STBZ,STBZ.W^E14,
GDXJ,,No best match available
PEB,PEB,
BRGO,,No best match available
TRNO,,No best match available
GPRC,,No best match available
LLIT,,No best match available
XTRM.,,No best match available
BARZ,,No best match available
PARXF,,No best match available
ALT.8,,No best match available
BAB,BAB,
MNA,MNA,
MINT,,No best match available
POAI,,No best match available
CDKNF,,No best match available
UNL,UNL,
GRID,,No best match available
HSFD,,No best match available
ANTH,,No best match available
PRVW,,No best match available
HTRRF,,No best match available
ISHQF,,No best match available
0166A,,No best match available
BRIOF,,No best match available
SVN,,No best match available
MSP.U,,No best match available
HAC.,,No best match available
OCPCF,,No best match available
PCD.U,,No best match available
BOSS.,,No best match available
CCM,CCM,
INDY,,No best match available
ECOB,,No best match available
EFC,EFC,
CALX,,No best match available
NKBP,,No best match available
VCIT,,No best match available
VCLT,,No best match available
VCSH,,No best match available
VGIT,,No best match available
VGLT,,No best match available
VGSH,,No best match available
VMBS,,No best match available
STK,STK,
GDO,GDO,
AOL,,No best match available
BBLUQ,,No best match available
HGSH,,No best match available
JLS,JLS,
PLND,,No best match available
MUNI,,No best match available
TLG,,No best match available
ST,,No best match available
CRMD,,No best match available
YINN,,No best match available
YANG,,No best match available
LBJ,LBJ,
