,RIC,error
SLG,SLG,
GYSLF,,No best match available
MEC1,,No best match available
BUGS,BUGS.PK^B12,
BYCX,,No best match available
ROBK,,No best match available
KNDL,,No best match available
SXRZF,,No best match available
STBK,,No best match available
NTFY,,No best match available
PSMT,,No best match available
VTSI,,No best match available
ACAS,,No best match available
AGWTQ,AGWTQ.PK^H09,
SOA,,No best match available
DDJHF,,No best match available
NICK,,No best match available
UGDIF,,No best match available
TPTH,,No best match available
OMEX,,No best match available
SIGA,,No best match available
LGCUF,,No best match available
EMITF,,No best match available
ESLT,,No best match available
SEYE,,No best match available
CLGRF,CLGRF.PQ^F16,
MTOR,,No best match available
7262B,,No best match available
PETS,,No best match available
HILL,,No best match available
YUM,YUM,
MBAIF,,No best match available
FARO,,No best match available
SHBK,,No best match available
PLCE,,No best match available
MRETF,,No best match available
SSFN,,No best match available
PEAMF,,No best match available
RCNI,,No best match available
GAXCQ,,No best match available
MHN,MHN,
FGHH,FGHH.PK^H11,
ISON,,No best match available
SPB.1,,No best match available
RDCM,,No best match available
TFRFF,,No best match available
AMEN,,No best match available
FCCY,,No best match available
IDGR,,No best match available
RLRN,,No best match available
BVX.Z,,No best match available
STRZ,,No best match available
STEL,,No best match available
WALKQ,,No best match available
3XOHO,,No best match available
PVSW,,No best match available
MFL,MFL,
NAT,NAT,
BCICF,BCICF.PK^G07,
OLEPF,,No best match available
ANNB,,No best match available
PVMCF,,No best match available
TRAD,,No best match available
FPWM,,No best match available
HCM.1,,No best match available
HYC,,No best match available
PCBK,,No best match available
UEPS,,No best match available
ACSEF,,No best match available
CAC,,No best match available
LGTY,,No best match available
INVE,,No best match available
TRMS,,No best match available
PWER,,No best match available
NLY,NLY,
IWFSF,,No best match available
ACMR.,,No best match available
AIPC,,No best match available
AMB,,No best match available
BSAR,,No best match available
NRC,,No best match available
SSBXQ,,No best match available
SRI,SRI,
SFRFF,,No best match available
RBA,RBA,
OSIS,,No best match available
CHRW,,No best match available
MBRG,,No best match available
SAPIF,,No best match available
SUUIF,,No best match available
CHH,CHH,
CLNH,,No best match available
TUC,,No best match available
3MNEA,,No best match available
MGRUF,,No best match available
BRVO.,,No best match available
IRET,,No best match available
SMN.U,,No best match available
FCS,,No best match available
PWI.1,,No best match available
ROAC,,No best match available
SLHVF,,No best match available
CHL,,No best match available
CDCI,CDCI.PK^F08,
3ALRG,,No best match available
0080A,,No best match available
MBAY,,No best match available
DRQ,DRQ,
CUI,,No best match available
IN,,No best match available
3ITCD,,No best match available
PFCO,,No best match available
EAGB,,No best match available
SNNAF,,No best match available
MBWM,,No best match available
SNSGF,,No best match available
REMY,,No best match available
CWST,,No best match available
HPPI,,No best match available
ABVT,,No best match available
EPR,EPR,
CLBH,,No best match available
LTS,LTS,
GPI,GPI,
OECI,OECI.PK^F12,
BSMZF,,No best match available
CSU,CSU,
CBIS,,No best match available
NOVC,,No best match available
TONS.,,No best match available
PSEM,,No best match available
SNRNQ,SNRNQ.PK^H11,
FTMNF,,No best match available
DY.,,No best match available
OEXFF,,No best match available
ECMXF,,No best match available
HOMS,,No best match available
MKX.,,No best match available
FCEN.,,No best match available
ROYHF,,No best match available
CTIB,,No best match available
YDNT,,No best match available
MTD,MTD,
TCC.1,,No best match available
3AESK,,No best match available
MLGGY,,No best match available
PACI,,No best match available
BBQZY,,No best match available
MOFG,,No best match available
CPFH,,No best match available
RGX.1,,No best match available
LGY.U,,No best match available
RBYCF,,No best match available
ECTE,,No best match available
OLNCF,,No best match available
0155A,,No best match available
PYR.1,,No best match available
SAH,SAH,
SPHC,,No best match available
SVON,,No best match available
MLCOF,,No best match available
GEVI,,No best match available
HIT.U,,No best match available
CTHR,,No best match available
OCEIF,OCEIF.PK^I08,
TSUAF,,No best match available
MCCRF,,No best match available
PGNX,,No best match available
AFMCF,,No best match available
NVDL,,No best match available
CDN.,,No best match available
SBBX,,No best match available
AMG,AMG,
AFCO.,,No best match available
ORXE,,No best match available
GEOS,,No best match available
ENHT,,No best match available
RNWK,,No best match available
AMCC,,No best match available
BASI,,No best match available
FTGX,,No best match available
GMTCQ,GMTCQ.PK^D13,
DPGYF,,No best match available
AUMN,,No best match available
CSBB,,No best match available
ILIU,,No best match available
BASCF,,No best match available
NANX,,No best match available
ASRT,,No best match available
MPWG,,No best match available
IEAM,,No best match available
TOTZF,,No best match available
CFFI,,No best match available
EVHC,EVHC.W^E14,
IBCA,,No best match available
OMNI,,No best match available
3FDTR,,No best match available
BB,,No best match available
MHTX,,No best match available
ICPBF,,No best match available
ROIUF,,No best match available
AIII,,No best match available
FRN.2,,No best match available
ASRPF,ASRPF.PK^D10,
INGR,,No best match available
HNLMF,,No best match available
BLLN,,No best match available
IVISF,,No best match available
MDTV,,No best match available
BRMR,,No best match available
POWI,,No best match available
BRTX,,No best match available
GNEUF,GNEUF.PK^E13,
GWLKQ,,No best match available
AWTI,AWTI.PK^E09,
HWK,,No best match available
SPD.2,,No best match available
OPAY,,No best match available
ANPM,,No best match available
DTGF,DTGF.PK^K12,
PBIX,,No best match available
URI,URI,
NMTLF,,No best match available
PHLI,,No best match available
AI,,No best match available
SWCB,,No best match available
VSBN,,No best match available
SOYL,,No best match available
3SPDV,,No best match available
QEXXF,,No best match available
ADOT,ADOT.PK^G11,
SVCX,SVCX.PK^H16,
AOGC,,No best match available
SNZH,SNZH.PK^E11,
EVBS,,No best match available
AMIN,,No best match available
PEDE.,,No best match available
NWFL,,No best match available
TMOL,,No best match available
OVLY,,No best match available
OLBK,,No best match available
PSBC,,No best match available
BEGI,,No best match available
EOPIQ,EOPIQ.PK^D11,
CBBO,,No best match available
3FLFL,,No best match available
BJGP,,No best match available
SDGL,,No best match available
KLIB,,No best match available
KISB,,No best match available
NAWL.,,No best match available
LCNB,,No best match available
MTCH.,,No best match available
MDJT.,,No best match available
MILLQ,,No best match available
HOPE,,No best match available
SLPHQ,,No best match available
IRMC,,No best match available
GPPL,,No best match available
NJMC,,No best match available
LIVE,,No best match available
SAAS,,No best match available
PFHO,,No best match available
NPLA,,No best match available
FCGYF,,No best match available
TSA,,No best match available
RASF,,No best match available
HFWA,,No best match available
TSBK,,No best match available
LIXXF,,No best match available
MPB,,No best match available
SCS,SCS,
GMGLF,,No best match available
LDSH,,No best match available
ACY,ACY,
SYS.4,,No best match available
DIA,DIA,
OPOF,,No best match available
PSYTF,,No best match available
IPPLF,,No best match available
RMLXD,,No best match available
SWIM,,No best match available
DSGX,,No best match available
TSBA,,No best match available
WPC,WPC,
FXNC,,No best match available
TALN,,No best match available
RMTI,,No best match available
VRSN,,No best match available
ENMFF,,No best match available
IESC,,No best match available
CORV,,No best match available
DRETF,,No best match available
WOAM,,No best match available
CECO,,No best match available
EGTYF,,No best match available
WINS.,,No best match available
WSCC,,No best match available
MRCY,,No best match available
PFIS,,No best match available
AGFRF,AGFRF.PK^K12,
CYE,,No best match available
WTSHF,,No best match available
ENSI,,No best match available
GPL,GPL,
CTAC.,,No best match available
ZTSTF,,No best match available
ATUSF,,No best match available
MDS,,No best match available
3368B,,No best match available
MDER,MDER.PK^A09,
PWR,PWR,
ZAAP,ZP.P^K06,
COFS,,No best match available
AWWC,,No best match available
FCGI,,No best match available
INKS.,,No best match available
MUSE,MUSEEUR.PZp^A09,
MACQF,,No best match available
IBIN,,No best match available
ECBE,,No best match available
NUTR,,No best match available
CTBK,,No best match available
CBAN,,No best match available
GNSS,,No best match available
MUH.A,,No best match available
SHOEQ,SHOEQ.PK^H11,
ABK.A,,No best match available
DOCC,,No best match available
MDRRF,MDRRF.PK^F11,
0084A,,No best match available
BLAB,,No best match available
WENDF,,No best match available
WARGF,,No best match available
RPTZF,,No best match available
ETOP,,No best match available
MUH,MUH.A,
QUTIF,,No best match available
XTND,,No best match available
TTRHF,,No best match available
CNXN,,No best match available
SRDX,,No best match available
GMPW,,No best match available
XEL5,,No best match available
TORZ,,No best match available
FUSB,,No best match available
WDR,WDR,
CIX,CIX,
MUC,MUC,
SSCFF,,No best match available
BDMS,,No best match available
CPNT,,No best match available
UNS1,,No best match available
ESREF,RO-ESREF.OL^A08,
JST,,No best match available
MRGE.,,No best match available
UBSBF,,No best match available
SDXMF,,No best match available
CAO,,No best match available
CCNMF,,No best match available
CWLZ,,No best match available
PACT.,,No best match available
AQMT,,No best match available
ANH,ANH,
CAPC,,No best match available
CAVB,,No best match available
ICBC,,No best match available
XPOI,,No best match available
STKPQ,,No best match available
ASI,,No best match available
GSVI,,No best match available
CONX,,No best match available
OSPN,,No best match available
ACPIQ,ACPIQ.PK^F12,
ILNC,ILNC.PK^K11,
FNDT,,No best match available
INO,,No best match available
CRGN,,No best match available
BRCM,,No best match available
MOBI.,,No best match available
APSN,,No best match available
SMXMF,,No best match available
SONO.,,No best match available
CPA.U,,No best match available
FII,FII,
CLU,,No best match available
0710B,NL0013673312.PA,
NEPG,,No best match available
NCFT,,No best match available
TPB,TPB,
AAAGY,AAAGY.PK^H10,
SANYY,,No best match available
RENX,,No best match available
BAYRY,,No best match available
BZLFY,,No best match available
DLAKY,,No best match available
MRCIY,,No best match available
TATYY,,No best match available
SSLZY,,No best match available
AMCR,,No best match available
ATEYY,,No best match available
RELX,,No best match available
AMEZY,,No best match available
SPMYY,,No best match available
ESALY,,No best match available
JMHLY,,No best match available
SSL,SSL,
JHX,JHX,
SZEZY,SZEZY.PK^G08,
PSO,PSO,
LRLCY,,No best match available
ABOYY,ABOYY.PK^G07,
EONGY,,No best match available
CXP.1,,No best match available
CTTAY,,No best match available
FERGY,,No best match available
SHCAY,,No best match available
VWAGY,,No best match available
KGFHY,,No best match available
DEG,,No best match available
ADO,,No best match available
NLSN,,No best match available
RWEOY,,No best match available
SEOAY,,No best match available
SHRGY,SHRGY.PK^J08,
CKHUY,,No best match available
AIQUY,,No best match available
SNY,,No best match available
HAVSY,HAVSY.PK^G06,
VIVHY,,No best match available
PUBGY,,No best match available
NVS,NVS,
SNN,SNN,
ALU,,No best match available
WTKWY,,No best match available
AFLYY,,No best match available
UPMKY,,No best match available
NRIT,,No best match available
TRMD.,,No best match available
SRA.2,,No best match available
SDXAY,,No best match available
HMY,HMY,
MXCYY,,No best match available
HGVLY,,No best match available
SPPJY,,No best match available
NTDOY,,No best match available
VLEEY,,No best match available
DANKY,,No best match available
LOGI,,No best match available
UUGRY,,No best match available
CGGYY,,No best match available
IPRPY,IPRPY.PK^G12,
SPI.3,,No best match available
SSEZY,,No best match available
SAP,,No best match available
INTHY,,No best match available
NCLH,,No best match available
PKX,PKX,
SPKKY,,No best match available
HEINY,,No best match available
PTILY,PTILY.PK^L08,
VNLPY,,No best match available
CX,,No best match available
WMMVY,,No best match available
CTORF,,No best match available
AAK.Z,,No best match available
FECCF,,No best match available
AETUF,,No best match available
ABCFF,,No best match available
AATSF,,No best match available
SKR.Z,,No best match available
AMRZF,,No best match available
AFO.2,,No best match available
IVUMF,IVUMF.PK^K12,
ARFCF,,No best match available
AGMIF,,No best match available
AHBRF,,No best match available
CFGX,,No best match available
GEMNF,,No best match available
TGRO,,No best match available
LMDCF,,No best match available
BDRGF,,No best match available
AMBTQ,,No best match available
DTGI,,No best match available
AMT,AMT,
AMAB,,No best match available
EIS.Z,,No best match available
SNN.Z,,No best match available
CCZFF,,No best match available
ATLRF,,No best match available
PAYS,,No best match available
9688B,,No best match available
AQPVF,,No best match available
AQLNF,AQLNF.PK^A10,
ADMO,,No best match available
AHNMF,,No best match available
ARWJF,,No best match available
CYPYF,,No best match available
AOTVF,,No best match available
ABGFF,,No best match available
FZR.U,,No best match available
COSWF,,No best match available
AGCCF,,No best match available
AUNFF,,No best match available
AVLNF,,No best match available
LECFF,,No best match available
MMTIF,,No best match available
AXANF,AXANF.PQ^H16,
YOHOF,,No best match available
BPIGF,,No best match available
BADFF,,No best match available
BSRR,,No best match available
BCS.P,,No best match available
BMNTF,,No best match available
UPC.Z,,No best match available
CMCXF,,No best match available
BPAX.,,No best match available
BEVFF,,No best match available
BCI.,,No best match available
BRKDF,,No best match available
WEEEF,,No best match available
BZZT.,,No best match available
BHMNF,,No best match available
BVTEF,,No best match available
BLVKF,,No best match available
LFBG,,No best match available
PBMLF,,No best match available
BRLXF,,No best match available
NNGVF,,No best match available
CWVLF,,No best match available
HNCKF,,No best match available
BIT.1,,No best match available
JAMGF,,No best match available
KL,KL,
JPOTF,,No best match available
BRKL,,No best match available
DRRSF,,No best match available
GULSF,,No best match available
ILISF,,No best match available
IMAHF,,No best match available
PMBJF,,No best match available
CPCF,,No best match available
CBEEF,,No best match available
IDIFF,IDIFF.PK^A13,
NWXPF,,No best match available
BALMF,,No best match available
CWYUF,,No best match available
CLPYF,,No best match available
CVYPF,,No best match available
CANWF,,No best match available
CCRJF,CCRJF.PK^D11,
CRXIF,,No best match available
CBC.H,CBCh.V^E07,
CAOMF,,No best match available
CANSF,,No best match available
CUOSF,,No best match available
AOIFF,,No best match available
CPSJF,,No best match available
CTGI.,,No best match available
HVBTF,,No best match available
COGGF,,No best match available
CDXGF,,No best match available
DNAG,,No best match available
CRPOF,,No best match available
CMIG,,No best match available
CERT,,No best match available
PPAFQ,,No best match available
ADSD,,No best match available
GCRIF,,No best match available
RBI.1,,No best match available
WPM,WPM,
CWH.,,No best match available
LGDOF,,No best match available
JGFCF,,No best match available
CCP.P,,No best match available
SBEZF,,No best match available
CLKFF,,No best match available
CLNMF,,No best match available
0048A,,No best match available
COLM,,No best match available
AJXGF,,No best match available
SWYDF,,No best match available
XLEFF,,No best match available
DMIFF,,No best match available
ED1,,No best match available
OMCCF,,No best match available
LGORF,,No best match available
3PEZG,,No best match available
XEPRF,,No best match available
SUVRF,,No best match available
TTL.Z,,No best match available
IOGIF,,No best match available
SOHFF,,No best match available
QHRTF,,No best match available
ISEYF,,No best match available
LDIFF,,No best match available
CTPMF,,No best match available
BRSOF,,No best match available
CDDRF,,No best match available
AVRTF,,No best match available
ASKDF,,No best match available
CSNT,,No best match available
ZBLFF,ZBLFF.PK^F12,
TIDE,,No best match available
FSVEF,,No best match available
VYGVF,,No best match available
NWTT,,No best match available
CYDVF,,No best match available
CTDH,,No best match available
CY.H,,No best match available
IFLXF,,No best match available
NGD,NGD,
DNLYF,,No best match available
APDN,,No best match available
0588B,NL0013672090.PA,
INI.Z,,No best match available
DSU,DSU,
LMCNF,,No best match available
PEYUF,,No best match available
DEZ.1,,No best match available
DVNNF,DVNNF.PK^G10,
DGCRF,,No best match available
DZRFF,,No best match available
NRIFF,,No best match available
DTEMF,,No best match available
3602B,,No best match available
SA,,No best match available
TAOIF,,No best match available
VNDKF,,No best match available
ECRTF,,No best match available
EGPLF,,No best match available
3ESHQ,,No best match available
LWLG,,No best match available
BXLPF,BXLPF.PK^H11,
ECU.,,No best match available
EGFLY,EGFLY.PK^A11,
ELDO,,No best match available
ELTP,,No best match available
NANM,,No best match available
EVSC,EVSC.PK^A13,
EESE,,No best match available
EGDFF,,No best match available
ENDTF,,No best match available
ESGR.,,No best match available
OLIKF,,No best match available
PRPJF,,No best match available
ECGI.,,No best match available
MXV.,,No best match available
EET.2,,No best match available
EGX.Z,,No best match available
TSKFF,,No best match available
EXLLF,,No best match available
MDNNF,,No best match available
EORXF,,No best match available
SDDDF,,No best match available
AZMTF,,No best match available
3ARGY,,No best match available
EORBF,,No best match available
FMBM,,No best match available
FWM.,,No best match available
FRLIF,FRLIF.PK^C11,
FBSS,,No best match available
FPPP,,No best match available
ACLP,ACLP_r.WA^A13,
MCAP,,No best match available
FI.H,,No best match available
SSEBF,,No best match available
FQVLF,,No best match available
FPOCF,,No best match available
TXT.U,,No best match available
BEC.Z,,No best match available
CBWTF,,No best match available
TVETF,,No best match available
PLM,PLM,
FMTIF,FMTIF.PK^B12,
DAYYF,DAYYF.PK^L11,
LGMFF,,No best match available
AAMA,AAMA.PK^D12,
FTMDF,,No best match available
PTL.,,No best match available
GAS.1,,No best match available
ALDVF,,No best match available
FOFN,,No best match available
PVX,,No best match available
FCMCQ,FCMCQ.PK^H12,
TRBMF,,No best match available
FRHLF,,No best match available
USYNF,,No best match available
GWRRF,,No best match available
ECMLF,,No best match available
GLVCF,,No best match available
EVGEF,,No best match available
PAOS,,No best match available
GGCRF,GGCRF.PK^G12,
GNBT,,No best match available
CXLIF,,No best match available
GGLXF,,No best match available
GLMFF,,No best match available
GILXF,,No best match available
DJIFF,,No best match available
HRRZF,,No best match available
BIM.,,No best match available
GLKFF,,No best match available
MKVNF,,No best match available
NNEMF,,No best match available
GBKVF,GBKVF.PK^E12,
GBRIF,,No best match available
MTYFF,,No best match available
GPXM,,No best match available
LSANF,,No best match available
BAJFF,,No best match available
BWMG,,No best match available
ENGFF,,No best match available
SND.Z,,No best match available
GPTRF,,No best match available
GCGMF,,No best match available
GWMGF,,No best match available
AHFCF,,No best match available
TAKD,,No best match available
GBO.H,,No best match available
GRDSF,,No best match available
HEG.1,,No best match available
EKGGF,,No best match available
HBC.P,,No best match available
UNIGF,,No best match available
BIOYF,,No best match available
HLTOY,,No best match available
0162A,,No best match available
RCTFF,,No best match available
AVGCF,AVGCF.PK^J12,
HLFN,,No best match available
HFBC,,No best match available
LOKCF,,No best match available
HYKCF,,No best match available
ACF.Z,,No best match available
IRW,,No best match available
PNOPF,,No best match available
ICLTF,,No best match available
ISSX,,No best match available
IDYLF,,No best match available
IAC.Z,,No best match available
IRMGF,,No best match available
AILQF,,No best match available
SAMOF,,No best match available
ITKG,,No best match available
ICMTF,ICMTF.PK^K12,
ARSC,,No best match available
IBTGF,,No best match available
EXP.2,,No best match available
PNMLF,,No best match available
GRJVF,,No best match available
CVVUF,,No best match available
IDAS,,No best match available
FGOVF,,No best match available
NOM.,,No best match available
IRDYF,,No best match available
VVVFF,,No best match available
THM,THM,
EZM.1,,No best match available
TLTFF,,No best match available
IXN.,,No best match available
WSMXF,,No best match available
CZXMF,,No best match available
JNRRF,JNRRF.PK^B13,
TEC.1,,No best match available
FSM,,No best match available
CLLZF,,No best match available
ICGQF,,No best match available
KIQ,KIQ,
ESKYF,,No best match available
BLKPF,,No best match available
AHP.,,No best match available
NIOBF,,No best match available
KLDX,,No best match available
AGGFF,,No best match available
KOLR,,No best match available
MXGIF,,No best match available
AFMJF,,No best match available
WSEYF,,No best match available
BRYFF,,No best match available
PLYFF,,No best match available
ERL.H,,No best match available
RGDFF,,No best match available
EXK,EXK,
LEXVF,,No best match available
FE..,,No best match available
LBEFF,,No best match available
SMTS,,No best match available
ROGFF,,No best match available
LGI.Z,,No best match available
SNUYF,,No best match available
LXRRF,,No best match available
TCLVF,,No best match available
MPZ.Z,,No best match available
MRR.,,No best match available
MCBC,,No best match available
MCDMF,,No best match available
MCKZF,,No best match available
MYO.,,No best match available
CCJMF,,No best match available
SVLC,,No best match available
ZNI.Z,,No best match available
MJGCF,,No best match available
MFMNF,,No best match available
EMX,EMX,
MAUXF,,No best match available
HFGVF,,No best match available
ENAFF,,No best match available
MSVB,,No best match available
MDY,MDY,
MGHCF,,No best match available
RDMKF,,No best match available
MNODF,,No best match available
MLGAF,,No best match available
NTWK,,No best match available
MRDDF,,No best match available
MMIPF,,No best match available
MISN,,No best match available
TYHJF,,No best match available
MLYCF,,No best match available
EVRRF,,No best match available
HRTT,,No best match available
ZMWYF,,No best match available
MFU.U,,No best match available
MMPUF,MMPUF.PK^K12,
MUJ,MUJ,
TITUF,,No best match available
NOIGF,NOIGF.PK^F12,
SDT.U,,No best match available
EFE.Z,,No best match available
AOOR,AOOR.PK^F11,
ORRMF,ORRMF.PK^L12,
NHR.1,,No best match available
CHWE,,No best match available
ENE.Z,,No best match available
PNCKF,,No best match available
APMFF,,No best match available
CNNEF,,No best match available
NGUGF,,No best match available
NMN.U,,No best match available
NRSRF,,No best match available
NKRSF,,No best match available
SBWFF,,No best match available
NIOCF,,No best match available
VAA.Z,,No best match available
VRXMF,VRXMF.PK^L08,
NXX.,,No best match available
COGDF,,No best match available
SMDZF,,No best match available
NOSOF,,No best match available
RVTI,,No best match available
NATUF,,No best match available
NODB,,No best match available
HIIAF,,No best match available
NAK,NAK,
BYVVF,,No best match available
NWYF,,No best match available
NWIN,,No best match available
NKOFF,,No best match available
APAFF,,No best match available
FE1,,No best match available
OILXF,OILXF.PK^D12,
WHIT,,No best match available
SCRH,,No best match available
EOXFF,,No best match available
ONT.,,No best match available
UULFF,,No best match available
OZN,,No best match available
OR,OR,
UUUU,,No best match available
CIGIQ,CIGIQ.PK^I11,
PGL.Z,,No best match available
PWESF,,No best match available
PISEF,,No best match available
KOG,,No best match available
AXXDF,,No best match available
VGLDF,,No best match available
PCSFF,,No best match available
PLDLF,,No best match available
PIE.Z,,No best match available
HBM,HBM,
ZNNC,,No best match available
PAHAF,PAHAF.PK^B13,
PGC,,No best match available
PES.,,No best match available
PBRCF,PBRCF.PK^F11,
RED.Z,,No best match available
NOXGF,,No best match available
MRKR,,No best match available
PTORF,,No best match available
CMLGF,,No best match available
PLBN,,No best match available
PLLVF,,No best match available
DTEYF,,No best match available
PWURF,,No best match available
RIOM,,No best match available
KCL.,,No best match available
ECL.H,ECLh.TMX^I15,
PMVGF,,No best match available
CNMXF,,No best match available
SOQDQ,,No best match available
PMX.,,No best match available
TRARF,,No best match available
PGX.Z,,No best match available
PMK.Z,,No best match available
JECFF,,No best match available
QTRRF,,No best match available
RER.2,,No best match available
RHWKF,,No best match available
NRX.2,,No best match available
BEN.Z,,No best match available
GVCM,,No best match available
HOILF,,No best match available
SGMNF,,No best match available
RIOCF,,No best match available
RDIAF,,No best match available
RTT.Z,,No best match available
RTRAF,,No best match available
RRDSF,,No best match available
RYSMF,,No best match available
TNFG,TNFG.PK^H11,
EWPMF,,No best match available
SPY,SPY,
SELSF,,No best match available
SGSVF,,No best match available
UROFF,,No best match available
SJOE,,No best match available
GBV.,,No best match available
FOLGF,,No best match available
VPC.Z,,No best match available
VAERF,,No best match available
CGAFF,CGAFF.PK^B13,
NXIFF,,No best match available
MSII,,No best match available
SPGTF,SPGTF.PK^H09,
CS.1,,No best match available
SGRNF,,No best match available
PPEHF,,No best match available
SHGDF,,No best match available
MTK.Z,,No best match available
SHESF,,No best match available
MLKKF,,No best match available
MWXRF,,No best match available
LUNMF,,No best match available
SCMF,,No best match available
STPJF,,No best match available
VKIN,,No best match available
SVM,SVM,
SPS.,,No best match available
SPVEF,,No best match available
SHVLF,,No best match available
TEUM,,No best match available
PHXHF,,No best match available
LTXFF,,No best match available
CECBF,,No best match available
AUAYF,,No best match available
NTSFF,,No best match available
RSSYF,,No best match available
BXEFD,,No best match available
SRYB,,No best match available
TIR.1,,No best match available
TYK.Z,,No best match available
TAYC,,No best match available
USSHF,,No best match available
TMCV,,No best match available
EQU,,No best match available
TNTU,TNTU.PK^D10,
TMGEF,,No best match available
NPCUF,,No best match available
TITAF,,No best match available
TPCFF,,No best match available
BRMWF,,No best match available
WLDVF,,No best match available
TCHSF,,No best match available
BUKRF,,No best match available
BIDCF,,No best match available
3TOPL,,No best match available
PYCFF,,No best match available
TVL.1,,No best match available
TNTSF,TNTSF.PK^E09,
CLKXF,,No best match available
SGCNF,,No best match available
STMGF,,No best match available
TPSSF,,No best match available
OVTZ,,No best match available
DMX,,No best match available
UPL,,No best match available
SFCJF,,No best match available
UBOH,,No best match available
BRUZF,,No best match available
WLL.Z,,No best match available
SPRWF,,No best match available
NKWFF,,No best match available
PRPCF,,No best match available
GBLHF,,No best match available
UVYZY,UVYZY.PK^D11,
JSDA,,No best match available
VEGF,,No best match available
VSMMF,VSMMF.PK^J10,
IGFFF,,No best match available
VSGN,,No best match available
RDEXF,,No best match available
ZUMRF,,No best match available
MBND,,No best match available
VITFF,,No best match available
VKR.U,,No best match available
NBAN,,No best match available
JGBO,,No best match available
WIXFF,,No best match available
ETRXF,,No best match available
AG,,No best match available
VCIGF,,No best match available
IPT,,No best match available
WNXXF,,No best match available
WFGCF,,No best match available
WDA.,,No best match available
EMU,,No best match available
EDVMF,,No best match available
FAIRF,,No best match available
CSOSF,,No best match available
SALOF,SALOF.PQ^E17,
SIM.2,,No best match available
CIMK,CIMK.PK^G07,
WTCRF,,No best match available
WPRT,,No best match available
GQMLF,,No best match available
WWEXF,,No best match available
WKR.Z,,No best match available
CSPUF,,No best match available
HBRM,,No best match available
WICEF,WICEF.PQ^H16,
WTA.,,No best match available
ADRGF,,No best match available
SOGFF,,No best match available
YNGFF,,No best match available
YZCAY,,No best match available
AFRIF,,No best match available
SNAVF,,No best match available
FCCG,,No best match available
FGBI,,No best match available
HOFF,,No best match available
RLH,RLH,
OME,,No best match available
6911B,,No best match available
CYGFF,,No best match available
ARMH,,No best match available
CRTP,,No best match available
PFBC,,No best match available
SOFO,,No best match available
EFTI,,No best match available
ENLU,ENLU.PK^K12,
OBP.,,No best match available
GAI,,No best match available
DEAR,,No best match available
ANNRF,ANNRF.PK^J09,
CSBC,,No best match available
NGEN,,No best match available
RSX.Z,,No best match available
BOTH,,No best match available
MDIN,,No best match available
SSG.1,,No best match available
ADPI,,No best match available
BTSR,,No best match available
FTBK,,No best match available
YLD.,,No best match available
EZGRP,EZGRP.PK^H07,
HTBK,,No best match available
JADE,,No best match available
LBAI,,No best match available
SKYIQ,,No best match available
TCFC,,No best match available
PUCCF,,No best match available
FNFG,,No best match available
BNCN,,No best match available
COMB.,,No best match available
AXYX,,No best match available
MANH,,No best match available
UPFC,,No best match available
CPV.1,,No best match available
CRAI,,No best match available
DHF,DHF,
ADNY,,No best match available
IOX,,No best match available
LHO,,No best match available
CLEC,CLEC.PO^A08,
WUHN,,No best match available
AWLD.,,No best match available
SFDL,,No best match available
AMKR,,No best match available
3BSDS,,No best match available
MAEI,,No best match available
CPSO,,No best match available
IPCC,,No best match available
SOCB,,No best match available
POEFF,,No best match available
VTR,VTR,
FGFH,,No best match available
MUS,,No best match available
PCLO,,No best match available
SMMF,,No best match available
GRUA,,No best match available
MPE.1,,No best match available
FIZN,,No best match available
EQY,,No best match available
FBMT,,No best match available
3DRUG,,No best match available
FRMC,,No best match available
EVOL,,No best match available
NBD.1,,No best match available
SHS,,No best match available
DIGF,DIGF.PK^L08,
IOSP,,No best match available
AGTK,,No best match available
ICLR,,No best match available
LLL,,No best match available
PRZFF,,No best match available
CANI,,No best match available
IDXG,,No best match available
WCN,WCN,
AXTI,,No best match available
AWX,AWX,
NEFF,,No best match available
HIX,HIX,
SFNS,,No best match available
SLCH,,No best match available
CZBC,,No best match available
CLRS.,,No best match available
CATC,,No best match available
QMXGF,,No best match available
HCKT,,No best match available
MDPCF,,No best match available
IHCH,,No best match available
ULTI,,No best match available
HZO,HZO,
RAE,,No best match available
HWBK,,No best match available
IPLY,,No best match available
CNRD,,No best match available
ARPC,,No best match available
SLGI,,No best match available
NWMT.,,No best match available
FNHM,,No best match available
GIL,GIL,
FLYR,,No best match available
SCOO,,No best match available
PANC,,No best match available
CZBT,,No best match available
HAST,,No best match available
MSTR,,No best match available
SKAS,,No best match available
UNB,,No best match available
SUMT,,No best match available
LZR,,No best match available
CXDO,,No best match available
CBKM,,No best match available
BEBE,,No best match available
TYCB,,No best match available
EGBN,,No best match available
GISX,,No best match available
COBZ,,No best match available
ORRF,,No best match available
OMM.1,,No best match available
AVIT,,No best match available
GTCC.,,No best match available
CTSH,,No best match available
CRRWF,,No best match available
PBCO,,No best match available
RH,RH,
DOX,,No best match available
APES,APES.PK^F06,
FNLC,,No best match available
GGB,GGB,
ATDEF,,No best match available
BRBI,,No best match available
CEDCQ,,No best match available
GNVC,,No best match available
TSQ,TSQ,
WBCO,,No best match available
DNI,DNI,
TRDO,,No best match available
TLVA,TLVPa.WA^D11,
VVR,VVR,
GRNB.,,No best match available
CMLS,,No best match available
KG,,No best match available
LMIA,,No best match available
HYF,,No best match available
