,RIC,error
18383M696,,No best match available
18383M688,,No best match available
18383M712,,No best match available
184681104,,No best match available
15671G506,CQE.TO,
74623T108,,No best match available
231631201,SRV,
92599X002,,No best match available
33735T109,,No best match available
33736N101,,No best match available
166871103,CYRS.PK,
92189F700,,No best match available
461217200,IVS.V,
539319103,LIXT.PK,
G38275114,,No best match available
12673W407,CYCA.PK,
16936J202,CALI.PK,
74979T108,,No best match available
464288414,,No best match available
88076W103,TDC,
832677108,,No best match available
29257A106,,No best match available
28699U936,,No best match available
16948F107,CXDC.O,
78468R721,,No best match available
63861K101,NMNX.PK,
45236R101,ILA.V,
224216101,,No best match available
40060P107,GTA.V^B19,
98914Q200,,No best match available
G5753U112,,No best match available
33731L100,,No best match available
G8651P110,,No best match available
04016A101,AR.TO,
68215W107,OMTK.PK,
92912Y109,IID,
609442108,MVIh.V,
Y73760301,,No best match available
92327R103,,No best match available
34407D109,FLY,
41013P749,HTY,
33817P207,FTLF.PK,
43787N108,,No best match available
092546100,,No best match available
01882W100,,No best match available
73936T847,,No best match available
73936T466,,No best match available
46138E727,,No best match available
46138E735,,No best match available
73936T748,,No best match available
16946P107,CCGM.PK,
429086309,,No best match available
756102307,,No best match available
756102703,,No best match available
756102109,,No best match available
756102406,,No best match available
756102505,,No best match available
756102604,,No best match available
756102208,,No best match available
26433B107,,No best match available
75845J208,,No best match available
233052505,,No best match available
233052406,,No best match available
233052307,,No best match available
233052208,,No best match available
233052109,,No best match available
38123D103,GSUh.V^I15,
073582108,,No best match available
210313102,,No best match available
75955K102,MARK.O,
430880104,,No best match available
45890H100,,No best match available
55354G100,MSCI.K,
87248Q101,THCT.PK,
50212V100,LPLA.O,
16938G107,STVVY.PK^F19,
464288323,,No best match available
464288356,,No best match available
78464A516,,No best match available
56035L104,MAIN.K,
56509R108,,No best match available
92863M104,VOHO.PK,
98944B108,,No best match available
76131N101,ROIC.O,
008294209,,No best match available
64007R109,NNHE.PK,
32022K102,FFNW.O,
87612C100,,No best match available
20452A108,,No best match available
G8766E109,,No best match available
92935F103,,No best match available
92769R108,,No best match available
78470A104,,No best match available
46138E107,,No best match available
46138E529,,No best match available
46138E206,,No best match available
46138E784,,No best match available
46138E537,,No best match available
846311108,SQG.V,
78464A433,,No best match available
78464A441,,No best match available
78468R739,,No best match available
516651106,,No best match available
70336T500,,No best match available
65487R303,,No best match available
26613Q106,,No best match available
48248V201,KLEG.PK,
784678203,,No best match available
784678104,,No best match available
784678609,,No best match available
784678500,,No best match available
784678401,,No best match available
784678302,,No best match available
227045200,,No best match available
42965Y100,,No best match available
91588W108,,No best match available
87299X948,,No best match available
86323M100,,No best match available
15135W105,,No best match available
878739101,TPCS.PK,
591407101,,No best match available
48343P208,KALO.PK,
29877A106,EVX.V,
21872Q202,,No best match available
89677G109,,No best match available
960008100,,No best match available
12662P108,CVI,
36102A207,,No best match available
294375209,EPS.TO^C19,
26779X101,DNG.TO,
025398108,,No best match available
54318P108,,No best match available
91828V308,VNRRQ.PK^G19,
812731107,,No best match available
18383M670,,No best match available
59042R106,,No best match available
000307108,AAC,
74731Q103,PZN,
90384S303,ULTA.O,
G3396L102,,No best match available
74348A475,,No best match available
74347R370,,No best match available
757637400,RDL.TO,
04014D206,ASL.V,
739299105,,No best match available
11777P300,BTB_u.TO,
43699X939,,No best match available
09752Q103,BOL.V,
38871F102,GPH.V,
37243V100,,No best match available
97717W281,,No best match available
M15629104,,No best match available
81173R101,SFFh.V^B16,
00782P108,AAL.V,
30712A103,FANH.O,
63009F204,,No best match available
29269E104,,No best match available
74347B284,,No best match available
74347R396,,No best match available
374511103,,No best match available
45825N107,,No best match available
45322N105,IMRSQ.PK,
37929X107,,No best match available
00850H103,,No best match available
00941Q104,ANTE.O,
02913V103,APEI.O,
03834A103,AREX.O,
043387109,ARYX.PK,
09065G107,,No best match available
14055E104,,No best match available
29358P101,ENSG.O,
38116J109,,No best match available
44934T105,,No best match available
55003T107,LL,
04537Q106,,No best match available
41902R103,,No best match available
67551U204,OZM,
78355W783,,No best match available
78355W734,,No best match available
78355W767,,No best match available
78355W726,,No best match available
78355W759,,No best match available
78355W692,,No best match available
910710102,UIHC.O,
78444D101,,No best match available
29365R108,,No best match available
72699Z958,,No best match available
74348A459,,No best match available
74347B227,,No best match available
30232E205,,No best match available
66611T108,NFBK.O,
74836B209,,No best match available
16943C109,,No best match available
671028108,,No best match available
90212G109,,No best match available
46138E545,,No best match available
292756202,,No best match available
761123504,RSLS.PK,
25456U109,,No best match available
75953K302,,No best match available
460608102,,No best match available
67091K302,NES,
00383Y102,,No best match available
75944L104,RLIA.PK^C19,
29999L931,,No best match available
16934Q208,CIM,
283702108,,No best match available
451665103,,No best match available
78112T206,RBCN.O,
88580F109,,No best match available
22546J103,,No best match available
864596101,,No best match available
78470V108,SRCI.K,
68634K106,OLA.TO,
86212H105,SVI.V,
72759R102,PTOI.PK,
Y62267409,,No best match available
69999V935,,No best match available
46583A105,IVDA.PK,
380624205,GLLK.PK,
68562L100,,No best match available
Y27184103,,No best match available
82935L101,,No best match available
74347T103,,No best match available
46138G862,,No best match available
46138E719,,No best match available
04623X106,,No best match available
30376T109,FGX.NLB,
G2113X134,,No best match available
33939J303,FPAY.O,
464288463,,No best match available
464288471,,No best match available
464288489,,No best match available
464288455,,No best match available
464288497,,No best match available
464286657,,No best match available
464286640,,No best match available
464288430,,No best match available
670683101,,No best match available
36729W202,GSTCQ.PK^A19,
29879E106,,No best match available
96199Z952,,No best match available
12508A307,CDIIQ.PK,
451697106,,No best match available
29384R105,,No best match available
94947A106,,No best match available
254742109,,No best match available
505435107,LIM.TO^B15,
74318R102,,No best match available
13466X107,,No best match available
33734X200,,No best match available
296475106,,No best match available
08861T206,BGMD.PK,
88830R101,TITN.O,
92934F203,,No best match available
92833U202,,No best match available
48273U102,LRN,
81619L106,SNS.V,
66516M109,,No best match available
72202B100,PKO,
339338105,,No best match available
12024P101,,No best match available
042182204,AMCO.PK,
351858105,FNV.TO,
689007102,OOO.V,
31848L104,FABK.PK,
34416W106,,No best match available
34416W205,,No best match available
34416W304,,No best match available
34416W403,,No best match available
74050H106,PNRC.PK,
25537Y104,DGS.TO,
911360105,,No best match available
125297101,ADTV.PH^B09,
16945L107,,No best match available
182742106,,No best match available
45816W504,,No best match available
584045108,,No best match available
921564100,,No best match available
98417P105,XIN,
78468R622,,No best match available
318326105,FCD_u.V,
45799W935,,No best match available
048269203,ACBI.O,
68216A104,OMMH.PK,
674811104,,No best match available
239582109,,No best match available
92189H201,,No best match available
686275108,OESX.O,
91288V103,,No best match available
11777Q209,BTO.TO,
53015Y107,,No best match available
89472N101,,No best match available
378982102,,No best match available
27032L108,,No best match available
346232101,FOR,
921910709,,No best match available
40330W205,,No best match available
586264103,,No best match available
64118Q107,,No best match available
73104R102,,No best match available
599346103,,No best match available
Y8565N102,,No best match available
31932K103,,No best match available
149801102,,No best match available
245077102,DFRG.O,
464288273,,No best match available
464288265,,No best match available
464288372,,No best match available
Q22964102,,No best match available
023850100,,No best match available
62857N202,,No best match available
04682P101,,No best match available
108707100,,No best match available
29766C106,ECC.V,
21030W109,,No best match available
68628V308,ORN,
81733G108,,No best match available
98212A105,WOF.CD^I15,
46138E602,,No best match available
00435A102,ACLZ.PK,
91831H106,VPRB.PK,
798738209,SMN.V,
98584C101,YEWB.PK,
76970L109,,No best match available
464288281,,No best match available
G81701107,,No best match available
69481U106,PP.V,
989197108,,No best match available
46433W109,,No best match available
33833X101,VNP.TO,
77467Q106,RME.TO,
46137V399,,No best match available
921910816,,No best match available
921910873,,No best match available
921910840,,No best match available
464286582,,No best match available
01986P209,,No best match available
48132B204,JUHL.PK,
358452100,,No best match available
84764H201,SGSI.PK,
28660Q104,,No best match available
39530A104,,No best match available
156770109,CRP.TO,
46138E875,,No best match available
46138E867,,No best match available
73936T425,,No best match available
83083Y309,,No best match available
278768106,SATS.O,
12763A109,CSOC.PK,
17256R105,CEXE.PK,
740566104,PPRW.PK,
881002109,TII.V,
92189F536,,No best match available
G16252101,,No best match available
45685T202,IFXY.PK,
G5724R107,,No best match available
236442109,,No best match available
83607A100,SFBC.O,
29399W008,,No best match available
675720205,,No best match available
74836T101,QRM.TO^H17,
927819102,,No best match available
92189F809,,No best match available
11161T207,BWEN.O,
G38490200,,No best match available
67085V108,,No best match available
96950K103,,No best match available
84920F107,,No best match available
049162100,,No best match available
89582E108,,No best match available
767735103,,No best match available
N1842P109,,No best match available
37949C208,,No best match available
68618D102,OGSM.PK,
46433E109,,No best match available
08661L205,,No best match available
08663A108,,No best match available
08661D104,,No best match available
08662G106,,No best match available
80306T109,,No best match available
46138E511,,No best match available
73936G100,,No best match available
001282102,AHC,
08660N103,,No best match available
08661J101,,No best match available
44046V113,,No best match available
44045U108,,No best match available
58958U103,EBSB.O,
44984A105,,No best match available
00211V106,ATAI.O,
89386A104,,No best match available
G79978105,,No best match available
G6830P100,,No best match available
40441G107,,No best match available
92189F882,,No best match available
97718W108,GCC,
38239G107,GGT_u.TO^F16,
049613201,,No best match available
09255Q105,,No best match available
35582T108,,No best match available
04226J108,A.V,
46432E100,,No best match available
46138E701,,No best match available
51829W101,,No best match available
04899B937,,No best match available
139209100,,No best match available
50075W104,KBLB.PK,
039666102,,No best match available
055347207,,No best match available
560879108,,No best match available
231306101,,No best match available
12529J105,CFY.V,
09605C301,BLSP.PK,
04519U109,ATYM.PK,
46432M102,,No best match available
13056P100,,No best match available
46269V100,,No best match available
46137R109,,No best match available
74624D102,PSRU.PK,
984599100,,No best match available
00439N100,ACCU.PH^B09,
141619106,CSII.O,
45823D101,INTL.PH^B09,
44999W944,,No best match available
717418107,,No best match available
75601N500,RGSE.PK,
19681L802,CSI.TO^B14,
46090A887,,No best match available
18383M662,,No best match available
18383M639,,No best match available
23703P304,,No best match available
89531J109,TV.TO,
017489105,3AL.BE^E13,
003827102,,No best match available
01999U914,,No best match available
030420103,AWK,
032420101,,No best match available
08999Y911,,No best match available
090672106,BEAT.O,
36172H108,,No best match available
609011200,MKGI.O,
24345A408,DPSI.PK,
483380101,KALY.PK,
450732201,,No best match available
054754700,AYTU.O,
78463X772,,No best match available
238681100,,No best match available
46433M101,,No best match available
055637102,,No best match available
684007107,OOR.V,
398242107,,No best match available
89616E108,,No best match available
46138G698,,No best match available
46138G672,,No best match available
M6717V108,,No best match available
46138G664,,No best match available
97717W422,,No best match available
89846A108,TRXD.PK,
682323209,ONBI.PK,
95210P100,,No best match available
73044L108,,No best match available
61847Z002,,No best match available
92189F528,,No best match available
91201T102,,No best match available
735867103,POTG.PK,
92826C839,V,
320697105,FLPC.PK^C19,
31447L109,FGR.V,
291617108,EMPK.PK,
37637H105,EMM.V,
53071M500,,No best match available
83006T205,,No best match available
828062109,SVE.V,
194014106,CFX,
92299U910,,No best match available
09608T103,,No best match available
25384D104,,No best match available
29158P400,,No best match available
30233A103,,No best match available
G3323L100,,No best match available
33740N105,,No best match available
83299B937,,No best match available
90349P105,SWRL.PK,
42726M106,HCCI.O,
15117B202,CLDX.O,
363256504,,No best match available
44046X101,LP65128668^I10,
44047A100,,No best match available
694459207,POC.V,
718172109,PM,
16949A206,CJJD.O,
74270V109,,No best match available
58449C100,,No best match available
687033100,OCO.V,
78464A490,,No best match available
431571108,HI,
05461J109,,No best match available
14964V205,,No best match available
54142L109,LOGM.O,
00599Z968,,No best match available
23299W952,,No best match available
79471P108,,No best match available
16383L106,CCXI.O,
98978L204,ZGNX.O,
83417Q105,SWI,
377216106,,No best match available
34520U103,FNRG.PK,
83416X101,,No best match available
26138E109,,No best match available
74347B755,,No best match available
74347R263,,No best match available
18999Z917,,No best match available
73937B100,,No best match available
464288257,,No best match available
464288240,,No best match available
464286624,,No best match available
464286632,,No best match available
464286715,,No best match available
40499Z940,,No best match available
45799X925,,No best match available
45824V209,INSYQ.PK,
090675109,,No best match available
29270J100,ERII.O,
72388B106,,No best match available
48251W104,KKR,
62987A104,NAME.PH^B09,
65499A934,,No best match available
74344H102,,No best match available
77406P102,RKS.CD,
665416103,NMEX.PK,
65250B105,NRG.V,
31810G109,,No best match available
73935X120,,No best match available
73935X138,,No best match available
65339A102,NXFI.PK,
76116A306,REN^C19,
74957T104,,No best match available
78461E107,,No best match available
776206104,,No best match available
83699Z971,,No best match available
89376X106,,No best match available
900303108,,No best match available
92039U402,,No best match available
64118K506,,No best match available
64118K605,,No best match available
911783108,,No best match available
40699Z963,,No best match available
922277108,,No best match available
92531L207,VRS,
92847A200,,No best match available
747619104,NX,
27723P103,EZNC.CD,
378988109,,No best match available
666006101,NEE.V,
73935B300,,No best match available
73935B409,,No best match available
73935B102,,No best match available
73935B201,,No best match available
64118K100,,No best match available
958254104,,No best match available
98400G104,,No best match available
14167L103,CDNA.O,
34385P108,FLDM.O,
192005106,CDXS.O,
46121Y102,IPI,
55399Z915,,No best match available
46138G706,,No best match available
64118K407,,No best match available
64118K308,,No best match available
64118K209,,No best match available
746094200,,No best match available
96925V101,WMPN.PK,
22099M933,,No best match available
54418Y207,,No best match available
48299Z952,,No best match available
31832R109,FRMA.PK,
00123Q104,AGNC.O,
92189F874,,No best match available
91704A402,URBF.PK,
77472P101,RUM.V,
80600L109,SCY.TO,
81169Q109,,No best match available
750086100,,No best match available
88830X819,TMD.TO,
51508G104,,No best match available
77340P101,RK.V,
98370P100,XCPL.PK,
27875T101,ECHO.O,
62999P933,,No best match available
74347R313,,No best match available
74347B201,,No best match available
40416E103,HCI,
73936Q306,,No best match available
73936Q405,,No best match available
73936Q504,,No best match available
78649R103,,No best match available
164865305,CHIT.PK,
95942C104,WRX.TO,
55345K103,MRC,
00165J109,AL.V,
628187106,MSTG.PK,
65334S207,,No best match available
25389M877,,No best match available
29429D103,,No best match available
00162Q106,,No best match available
64118K860,,No best match available
64118K811,,No best match available
64118K829,,No best match available
01408L109,,No best match available
381746106,,No best match available
65599U954,,No best match available
78463X749,,No best match available
78463X764,,No best match available
70336V109,,No best match available
69320J106,,No best match available
68399Z926,,No best match available
462260100,IOVA.O,
97717W166,,No best match available
97717W174,,No best match available
97717W182,,No best match available
97717W240,,No best match available
852066109,SII.TO,
37899W931,,No best match available
38526M106,LOPE.O,
97717W224,,No best match available
78463X756,,No best match available
64118K803,,No best match available
64118K704,,No best match available
64118K845,,No best match available
59199Z927,,No best match available
561409103,MLVF.O,
92999Y949,,No best match available
Y7388L103,,No best match available
97717W273,,No best match available
82935V109,SINO.O,
22405X102,,No best match available
697744100,,No best match available
64118K878,,No best match available
64118K837,,No best match available
345143200,FLSS.PK,
890023104,TOMZ.PK,
025351107,ADFS.PK,
368537106,GLTC.PK,
48243C109,,No best match available
811065101,SNI.O^C18,
059915108,BKJ,
G6891W101,,No best match available
Y0971E107,,No best match available
879690105,,No best match available
43689E107,HBCP.O,
65338Q108,,No best match available
67401P108,OCSL.O,
02155W207,AIKO.PK,
46137V530,,No best match available
46138E776,,No best match available
73936Q603,,No best match available
78355W619,,No best match available
78355W627,,No best match available
78355W635,,No best match available
78355W643,,No best match available
78355W650,,No best match available
78355W668,,No best match available
78355W676,,No best match available
78355W684,,No best match available
74347B185,,No best match available
74347R222,,No best match available
643723208,,No best match available
591703103,,No best match available
46131B100,IVR,
60649T107,MG,
00499Z928,,No best match available
12620N104,,No best match available
05104R104,,No best match available
43113X101,HPJ.O,
Y62159143,,No best match available
33736G106,,No best match available
08661G107,,No best match available
08661F208,,No best match available
08662E101,,No best match available
08662D103,,No best match available
55282A100,MCTC.PK,
64118K886,,No best match available
61534J105,,No best match available
09215C105,BKI,
24380K105,MKT.V,
008368102,,No best match available
44046D105,,No best match available
44046G108,,No best match available
08662H104,,No best match available
44046J102,,No best match available
75063R106,VICA.PK,
97717W158,,No best match available
97717W216,,No best match available
464288174,,No best match available
464288190,,No best match available
464288224,,No best match available
464288232,,No best match available
846794204,,No best match available
922042742,,No best match available
68556N104,OGD.TO,
034760207,,No best match available
761025105,RSSS.PK,
38116P105,GPY.V,
55610W204,,No best match available
55610T201,,No best match available
73937B308,,No best match available
98977N102,,No best match available
016259103,ALIM.O,
577838501,MYA.TO,
88103X108,TXR.V,
88709B104,TF.TO,
92025V109,VO.V,
44967H101,ILG.O^I18,
05570P103,BKX.TO,
404303109,,No best match available
44045M114,,No best match available
44045Q206,,No best match available
00507V109,ATVI.O,
16944W104,DL,
52603B107,TREE.O,
92189F866,,No best match available
737549105,PTAM.PK,
04014T102,RGX.TO^G19,
97717X305,,No best match available
20716C403,CFM.V,
530362102,,No best match available
811375104,,No best match available
960755304,,No best match available
53680Q207,LAC.TO,
477839104,JBT,
090621103,,No best match available
23899X939,,No best match available
169418209,,No best match available
10599Z934,,No best match available
76169B102,RXN,
74164W106,,No best match available
08579W103,BERY.K,
78463X699,,No best match available
78463X715,,No best match available
78463X632,,No best match available
78463X640,,No best match available
78463X657,,No best match available
78463X665,,No best match available
78463X673,,No best match available
78463X681,,No best match available
54928Q108,LUC.TO,
78463X723,,No best match available
78463X731,,No best match available
13499Z947,,No best match available
36156U109,,No best match available
G66202105,,No best match available
912613205,,No best match available
92189F858,,No best match available
76973Q204,RRTS.K,
86323Y104,,No best match available
76760M101,RYES.PK,
G7982P104,,No best match available
337561104,WIND.MU^J11,
470273103,JBR.CD,
78478V209,STRI.PK,
037180106,AGD.V,
55025N104,,No best match available
25699W912,,No best match available
42249G107,HEVI.PK^B19,
14056T100,,No best match available
18911Q102,CLDPQ.PK,
03739T108,,No best match available
55405W104,MYRG.O,
448838300,,No best match available
15911P100,,No best match available
91299W942,,No best match available
92345Y106,VRSK.O,
53634W508,,No best match available
190435107,CCNB.PK,
05277R105,,No best match available
04315B107,,No best match available
05381L101,,No best match available
15103F100,,No best match available
262100209,DRNE.PK,
464288182,,No best match available
894647106,TML.TO,
62914U108,,No best match available
050254101,ABBB.PK,
451033203,IBIO.K,
G7415M108,,No best match available
120613203,BHLL.PK,
68230A106,,No best match available
46433A206,,No best match available
11135F101,AVGO.O,
61757P101,,No best match available
67085B102,,No best match available
18383Q820,,No best match available
46433R100,,No best match available
169431103,CHND.PK,
09568Q107,BLPG.PK,
01724P107,AGNB.PK^D11,
25532M105,SAUC.O,
39303U204,GELV.PK,
92189F841,,No best match available
23821U300,,No best match available
58448P102,MDTC.PK,
612499103,,No best match available
64118K779,,No best match available
22999X922,,No best match available
23130M106,,No best match available
90352L108,,No best match available
16999Z929,,No best match available
76999K934,,No best match available
705646503,PX.V,
88322P100,,No best match available
043632108,ASCMA.PK^H19,
57633B100,MHH,
582839106,,No best match available
46138E685,,No best match available
73936Q801,,No best match available
73936Q884,,No best match available
46138E677,,No best match available
73936Q868,,No best match available
73936Q850,,No best match available
62857P108,MYOS.O,
39679T104,GWTI.PK,
777780107,RST,
85512A109,,No best match available
95099Z948,,No best match available
876214107,,No best match available
53015K107,LBC.V,
264429002,,No best match available
05156F107,AU.V,
33621E109,FSFG.O,
29414L102,EOPT.PK,
543354104,,No best match available
80303D107,SNWV.PK,
109699108,,No best match available
44951L100,IFCI.PK,
01988P108,MDRX.O,
87505Y409,TVE.TO,
92537A106,VRUS.PK,
22208A101,,No best match available
393222104,GPRE.O,
33736M103,,No best match available
46138E792,,No best match available
84841P101,,No best match available
25381B101,DMRC.O,
759141104,RPMT.PK,
04023A102,,No best match available
05208W108,AUG.TO,
60936L106,YAK.V,
80534P200,SNVP.PK,
83002F100,SIXD.PK,
032838104,,No best match available
00136N106,,No best match available
21924P103,,No best match available
23257X109,CYB.TO,
25459Y694,,No best match available
25460E133,,No best match available
25460E125,,No best match available
25459W847,,No best match available
25460E885,,No best match available
25459W862,,No best match available
25460E554,,No best match available
25459W888,,No best match available
92277D104,,No best match available
464289206,,No best match available
464289107,,No best match available
464288158,,No best match available
464289875,,No best match available
464289867,,No best match available
464289883,,No best match available
464289859,,No best match available
464288166,,No best match available
464289305,,No best match available
464289404,,No best match available
464289503,,No best match available
464289602,,No best match available
464289701,,No best match available
464289800,,No best match available
31863A108,,No best match available
12637A103,CCLP.O,
89699U938,,No best match available
46138G680,,No best match available
12543Y104,CIBY.PK,
209263102,CGEM.PK,
67088H106,,No best match available
02099U937,,No best match available
91378L106,UPIN.PK,
090678301,BSPM.PK,
55314K407,MMEX.PK,
01163Q400,AD.TO,
46429J104,,No best match available
46429K101,,No best match available
464292101,,No best match available
46430A100,,No best match available
64118K696,,No best match available
30263Y104,FSBW.O,
05478B107,AZIL.PK,
46090A101,,No best match available
68386C500,,No best match available
776767105,RIHC.PK,
38199P949,,No best match available
98418U103,,No best match available
018847103,AAST.PK^F19,
74347W569,,No best match available
74347W882,,No best match available
74347W668,,No best match available
74347W676,,No best match available
74347W270,,No best match available
74347W874,,No best match available
74347W247,,No best match available
74347W288,,No best match available
76027P400,RP.V,
98584G102,,No best match available
18538Q105,,No best match available
74347W601,,No best match available
74347W395,,No best match available
74347W114,,No best match available
74347W353,,No best match available
18538R103,CLW,
97717X107,,No best match available
92849B107,VBIO.PK,
42703Q104,,No best match available
90346E103,SLCA.K,
05575Y208,SCDA.PK,
37518Q109,,No best match available
30303Q103,,No best match available
68234L306,ONCS.O,
00950G104,,No best match available
25459W102,,No best match available
25460E562,,No best match available
25490K281,,No best match available
25460E547,,No best match available
25459W789,,No best match available
25459Y355,,No best match available
543512206,LNEh.V,
98979V102,ZVO.O,
358453306,,No best match available
29268X103,ENGT.PK,
731036109,BCDI.PK,
67011H207,NRBT.PK,
44045T101,,No best match available
25460E117,,No best match available
25459W730,,No best match available
54238U104,,No best match available
92189F833,,No best match available
464288117,,No best match available
464288125,,No best match available
68386C609,,No best match available
18383Q812,,No best match available
707561106,,No best match available
58471A105,MDSO.O,
00211Y506,ABIO.O,
78464A383,,No best match available
78464A334,,No best match available
65338J104,,No best match available
83172R207,,No best match available
45173V107,,No best match available
89354M106,,No best match available
92189F510,,No best match available
68372A104,,No best match available
09852X701,BTR.V,
057586208,BKUH.PK,
92189H409,,No best match available
09641Q207,BLUF.PK^F19,
37950E200,,No best match available
78464A375,,No best match available
603171109,MINE.PK,
532352101,,No best match available
48282H308,KANP.PK,
02799A934,,No best match available
68616T109,ORE.V,
670695105,NUW,
46433Q102,,No best match available
60937K206,MOMT.PK,
38899V931,,No best match available
76940Q105,RIVE.O,
033310103,AHCP.PK,
92921M203,VYCO.PK,
44046A101,,No best match available
08661X100,,No best match available
88165Y200,TETAA.PK,
02152V103,ALTA.PK,
88556A100,DDDX.PK,
745861104,PLSB.PK,
44046P108,,No best match available
44046R104,,No best match available
78464A367,,No best match available
10363P104,BOY.TO,
14756A104,,No best match available
24242T104,,No best match available
15911M107,CYOU.O,
67623C109,OPI.O,
G21101137,,No best match available
736878208,PGSY.PK,
45409B107,,No best match available
95768A109,MTT,
44050C100,,No best match available
45672T207,,No best match available
30499Z933,,No best match available
25501G105,DHCPQ.PK,
444486104,,No best match available
74041F102,,No best match available
922042718,,No best match available
842813107,SOU.V,
00547W208,ADMP.O,
G9103F106,,No best match available
46433C103,,No best match available
78464A359,,No best match available
25459W565,,No best match available
25459W557,,No best match available
25459W540,,No best match available
25459Y678,,No best match available
10568D302,BVTK.PK,
89616F105,,No best match available
052093101,AURM.PK,
670702109,NJV,
670706100,NYV,
67074K105,NPN,
6706EB106,NCB,
78464A524,,No best match available
03064H109,,No best match available
97717W133,,No best match available
19761R109,,No best match available
59125R106,MTS.V,
00752M101,ABMT.PK,
16943F102,CSGH.PK,
636268203,NGRC.PK,
127527885,CDC.V,
92189F825,,No best match available
71922R106,PXHI.PK,
43004Y101,HI.V,
66702Q203,NCAP.PK,
68384X209,OPXS.PK,
41810A101,,No best match available
63228P108,NXT.V,
268461860,,No best match available
42227G202,HEWA.PK,
268461852,,No best match available
75574U101,RC,
12629F102,LEDh.V^H16,
27829L105,EOT,
163868102,,No best match available
46432D201,,No best match available
670873207,,No best match available
320148109,FFMH.PK,
72201R106,,No best match available
74347X500,,No best match available
74347X302,,No best match available
74347X880,,No best match available
74347X708,,No best match available
058479106,BCNN.PK,
266043108,,No best match available
05560D102,,No best match available
05574G109,,No best match available
05590L108,,No best match available
05574C108,,No best match available
29413C202,,No best match available
45409B206,,No best match available
13536R106,,No best match available
25470P102,DENR.PK,
381004100,,No best match available
62856H107,MYRX.PK,
89465N100,TECO.PK,
63009Y203,NTEK.PK,
95790D105,WMC,
80918M203,SGN.V,
08520E103,,No best match available
64127V105,NTFL.PK,
524934106,,No best match available
46520M204,ISDR.K,
292758406,,No best match available
71676J102,PSON.PK^H19,
16943T102,,No best match available
92336E200,VCMG.PK,
571624105,MHY_u.CD,
68299V934,,No best match available
74348A434,,No best match available
74347X229,,No best match available
74347B292,,No best match available
74347X179,,No best match available
464288216,,No best match available
464289842,,No best match available
46430Y108,,No best match available
46430E102,,No best match available
14042M102,CPX.TO,
44054G107,,No best match available
44054A100,,No best match available
44054K108,,No best match available
74347X864,,No best match available
74347B268,,No best match available
95790A101,IGI,
471892109,,No best match available
08661T109,,No best match available
08662K107,,No best match available
74347X104,,No best match available
74348A681,,No best match available
33736Q104,,No best match available
54567W309,LOTE.PK,
00162Q205,,No best match available
16949H201,CNET.O,
29881C304,TINh.V,
48214A108,,No best match available
98878T208,ZSTN.PK,
02153D201,,No best match available
37252B102,MIC.TO,
G4741R109,,No best match available
26843K200,,No best match available
950408203,WTKN.PK,
74347R248,,No best match available
88145X108,TBNK.O,
25459W755,,No best match available
25460E141,,No best match available
09228A104,,No best match available
14170T101,,No best match available
46434E108,,No best match available
29251N302,EPO.V,
G36993106,,No best match available
73102N103,,No best match available
828425108,,No best match available
G1194E106,,No best match available
006739106,ADUS.O,
268461100,,No best match available
89616C201,TDNT.PK,
44052P117,,No best match available
516808102,LRDC.PK,
948508106,BUDZ.PK,
003264108,,No best match available
36829N102,,No best match available
46599X933,,No best match available
84921K105,SPP.V,
L0175J104,,No best match available
423274604,HRC.V,
137508107,,No best match available
88338N107,TXMD.O,
70931T103,PMT,
89147X104,TPZ,
67572P101,OCTX.PK,
74641C202,,No best match available
641266101,,No best match available
G39342103,,No best match available
12599T918,,No best match available
14160X203,CGNH.PK,
032803108,,No best match available
270046105,,No best match available
38742A100,GXO.TO,
16948T107,,No best match available
97263A105,WIL.V,
448579102,H,
12507Y108,,No best match available
90361P108,GPF_u.TO^C16,
34959E109,FTNT.O,
81201R107,,No best match available
37950E101,,No best match available
85571B105,STWD.K,
255228108,,No best match available
89299P008,,No best match available
92189F817,,No best match available
740174107,PBU_u.TO^J17,
71376C100,,No best match available
604702100,,No best match available
42225Q103,,No best match available
226553105,,No best match available
74347X849,,No best match available
72703D100,PLPL.PK,
69553W204,,No best match available
72201R205,,No best match available
257233205,,No best match available
74345T105,PFM.V,
297187106,,No best match available
57776X109,MAXD.PK,
726631104,,No best match available
09626D106,,No best match available
876491101,TAER.PK,
294077102,EVSP.PK,
37229T301,GNUS.O,
67086W105,AMCF.PK,
65440N100,,No best match available
36268W100,GCAP.K,
72201R304,,No best match available
72201R403,,No best match available
393422308,GTSO.PK,
19188U206,CODA.O,
81941U105,,No best match available
03956P102,,No best match available
37950B107,,No best match available
00768Y107,,No best match available
89853X306,,No best match available
72201R700,,No best match available
44951N106,IDWM.PK,
64112B106,NTLK.PK,
781295100,,No best match available
46432X108,ISD.V,
20823W201,,No best match available
59863E101,,No best match available
67424G101,,No best match available
48238T109,KAR,
268461506,,No best match available
78464A292,,No best match available
45782A205,NSPX.PK,
67106F108,OTCM.PK,
83083A103,,No best match available
00162Q304,,No best match available
682143102,OMER.O,
196874101,GTPh.V,
83587F202,SRNE.O,
19626G108,CLNY.K,
03762U105,ARI,
91167Q100,,No best match available
39364R108,GRB.V,
98976E400,ZOOM.PK,
78464A318,,No best match available
92007L103,VLLX.PK,
67074M101,NEV,
