Date,HIGH,CLOSE,LOW,OPEN,VOLUME
2000-11-09,7.272727,6.590909,6.022727,6.704545,141240.001412
2000-11-10,7.045454,6.420454,6.363636,6.931818,117260.001173
2000-11-13,6.988636,6.988636,6.25,6.704545,32670.000327
2000-11-14,7.159091,6.704545,6.590909,7.159091,52140.000521
2000-11-15,6.818182,6.704545,6.363636,6.590909,12100.000121
2000-11-16,6.363636,5.909091,5.681818,6.363636,16060.000161
2000-11-17,6.335227,6.022727,5.795454,5.795454,17820.000178
2000-11-20,5.965909,5.681818,5.681818,5.795454,46530.000465
2000-11-21,6.974432,6.25,5.284091,5.568182,73920.000739
2000-11-22,5.795454,4.886364,4.886364,5.738636,36190.000362
2000-11-24,5.340909,4.772727,4.772727,5.227273,31130.000311
2000-11-27,4.772727,4.318182,3.409091,4.772727,23320.000233
2000-11-28,5.227273,5.0,4.318182,4.659091,20790.000208
2000-11-29,5.028409,3.977273,3.636364,5.028409,42570.000426
2000-11-30,4.261364,1.818182,1.818182,3.693182,83930.000839
2000-12-01,3.636364,3.295455,1.647727,1.647727,99770.000998
2000-12-04,3.75,3.181818,2.954545,2.954545,22880.000229
2000-12-05,3.181818,3.181818,2.954545,2.954545,9570.000096
2000-12-06,3.352273,3.352273,2.869318,3.181818,114070.001141
2000-12-07,2.954545,2.727273,1.818182,2.954545,125070.001251
2000-12-08,2.727273,2.670455,2.159091,2.613636,42350.000424
2000-12-11,4.090909,4.090909,2.670455,2.670455,42460.000425
2000-12-12,5.227273,5.170454,4.034091,4.034091,78650.000787
2000-12-13,5.227273,4.545455,4.204545,5.227273,57750.000578
2000-12-14,4.659091,4.545455,4.431818,4.659091,62480.000625
2000-12-15,5.113636,4.204545,4.204545,5.113636,21780.000218
2000-12-18,4.772727,4.431818,4.318182,4.772727,29040.00029
2000-12-19,4.715909,4.318182,4.090909,4.545455,95150.000952
2000-12-20,4.545455,3.181818,3.181818,4.318182,26070.000261
2000-12-21,3.522727,2.727273,2.727273,3.522727,11220.000112
2000-12-22,4.431818,3.636364,2.727273,2.727273,99000.00099
2000-12-26,3.636364,2.727273,2.613636,3.636364,11550.000116
2000-12-27,2.727273,2.386364,2.386364,2.727273,15180.000152
2000-12-28,2.386364,2.386364,2.386364,2.386364,9020.00009
2000-12-29,2.5,2.5,2.102273,2.102273,14190.000142
2001-01-02,2.727273,2.045455,2.045455,2.727273,31790.000318
2001-01-03,2.698864,2.045455,2.045455,2.698864,7480.000075
2001-01-04,2.727273,2.443182,2.159091,2.727273,13200.000132
2001-01-05,2.386364,2.386364,2.386364,2.386364,440.000004
2001-01-08,2.727273,2.713068,1.931818,2.272727,9460.000095
2001-01-09,2.272727,2.272727,2.045455,2.045455,1760.000018
2001-01-10,2.727273,2.5,1.818182,2.556818,33660.000337
2001-01-11,2.556818,2.556818,2.329545,2.329545,11220.000112
2001-01-12,2.556818,2.556818,2.556818,2.556818,5500.000055
2001-01-16,2.556818,2.272727,2.272727,2.556818,1540.000015
2001-01-17,2.556818,2.556818,2.443182,2.443182,6490.000065
2001-01-18,2.556818,2.130682,2.130682,2.414773,9350.000094
2001-01-19,2.215909,2.215909,2.215909,2.215909,220.000002
2001-01-22,2.215909,2.215909,2.215909,2.215909,110.000001
2001-01-23,2.556818,2.556818,2.159091,2.159091,3190.000032
2001-01-24,2.556818,2.556818,2.386364,2.556818,16170.000162
2001-01-25,2.386364,2.386364,2.386364,2.386364,1100.000011
2001-01-26,3.181818,3.181818,2.386364,2.556818,14080.000141
2001-01-29,3.579545,3.579545,2.954545,3.053977,31240.000312
2001-01-30,3.977273,3.863636,3.806818,3.849432,15290.000153
2001-01-31,3.977273,3.409091,3.409091,3.963068,7700.000077
2001-02-01,3.636364,3.636364,2.997159,2.997159,4730.000047
2001-02-08,3.011364,2.727273,2.443182,3.011364,7700.000077
2001-02-09,2.727273,2.443182,2.443182,2.727273,8910.000089
2001-02-12,2.727273,2.727273,2.713068,2.713068,1430.000014
2001-02-13,2.727273,2.443182,2.443182,2.727273,9570.000096
2001-02-14,2.443182,2.443182,2.443182,2.443182,110.000001
2001-02-15,2.443182,2.443182,2.443182,2.443182,1650.000017
2001-02-16,2.5,2.272727,2.159091,2.5,26840.000268
2001-02-22,2.159091,1.988636,1.704545,2.159091,13090.000131
2001-02-23,1.931818,1.704545,1.704545,1.818182,15840.000158
2001-02-26,1.960227,1.647727,1.647727,1.960227,550.000006
2001-02-27,1.803977,1.647727,1.647727,1.803977,990.00001
2001-02-28,1.590909,1.590909,1.590909,1.590909,440.000004
2001-03-01,1.363636,1.363636,1.25,1.363636,7920.000079
2001-03-02,1.477273,1.477273,1.477273,1.477273,110.000001
2001-03-05,1.704545,1.704545,1.534091,1.534091,1540.000015
2001-03-06,1.647727,1.647727,1.647727,1.647727,1100.000011
2001-03-07,1.647727,1.647727,1.647727,1.647727,110.000001
