,Instrument,Instrument Is Active Flag,Delisted Quote Flag,Pricing Volatility,"Total Assets, Reported","Working Capital, Period over Period Average (Pvt)","Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date,GICS Industry Name,NAICS Industry Group Name,Has Filed For Bankruptcy
0,1068874,0.0,1.0,,8464000.0,,,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
1,1068874,,,,8464000.0,,,,,,
2,1068874,,,,9468000.0,,,,,,
3,1068874,,,,9468000.0,,,,,,
4,1068874,,,,9468000.0,,,,,,
5,1068874,,,,9468000.0,,,,,,
6,1068874,,,,9468000.0,,,,,,
7,1068874,,,,6082000.0,,,,,,
8,1068874,,,,6082000.0,,,,,,
9,1068874,,,,6082000.0,,,,,,
10,1068874,,,,6082000.0,,,,,,
11,1068874,,,,6461000.0,,,,,,
12,1068874,,,,6461000.0,,,,,,
13,1068874,,,,6461000.0,,,,,,
14,1068874,,,,7297000.0,,,,,,
15,1068874,,,,7297000.0,,,,,,
16,1068874,,,,7297000.0,,,,,,
17,1068874,,,,7297000.0,,,,,,
18,1068874,,,,15224000.0,,,,,,
19,1068874,,,,15224000.0,,,,,,
20,1068874,,,,15224000.0,,,,,,
21,1068874,,,,15224000.0,,,,,,
22,1068874,,,,15224000.0,,,,,,
23,1068874,,,,32228000.0,,,,,,
24,1068874,,,,32228000.0,,,,,,
25,1068874,,,,32228000.0,,,,,,
26,1068874,,,,32228000.0,,,,,,
27,1068874,,,,30799000.0,,,,,,
28,1068874,,,,30799000.0,,,,,,
29,1068874,,,,30799000.0,,,,,,
30,1068874,,,,30799000.0,,,,,,
31,1068874,,,,19600000.0,,,,,,
32,1068874,,,,19600000.0,,,,,,
33,1068874,,,,19600000.0,,,,,,
34,1068874,,,,19600000.0,,,,,,
35,1068874,,,,12096000.0,,,,,,
36,1068874,,,,12096000.0,,,,,,
37,1068874,,,,12096000.0,,,,,,
38,1068874,,,,12096000.0,,,,,,
39,1068874,,,,6664000.0,,,,,,
40,1068874,,,,6664000.0,,,,,,
41,1068874,,,,6664000.0,,,,,,
42,1068874,,,,6664000.0,,,,,,
43,1068874,,,,6664000.0,,,,,,
44,1068874,,,,4957000.0,,,,,,
45,1068874,,,,4957000.0,,,,,,
46,1068874,,,,4957000.0,,,,,,
47,1068874,,,,6160000.0,,,,,,
48,1068874,,,,6160000.0,,,,,,
49,1068874,,,,6160000.0,,,,,,
50,1068874,,,,6236000.0,,,,,,
51,1068874,,,,6236000.0,,,,,,
52,1068874,,,,6236000.0,,,,,,
53,1068874,,,,6236000.0,,,,,,
54,1068874,,,,5098000.0,,,,,,
55,1068874,,,,5098000.0,,,,,,
56,1068874,,,,5098000.0,,,,,,
57,1068874,,,,5098000.0,,,,,,
58,1068874,,,,5479000.0,,,,,,
59,1068874,,,,5479000.0,,,,,,
60,1068874,,,,5479000.0,,,,,,
61,1068874,,,,5479000.0,,,,,,
62,1068874,,,,10392000.0,,,,,,
63,1068874,,,,10392000.0,,,,,,
64,1068874,,,,10392000.0,,,,,,
65,1068874,,,,10392000.0,,,,,,
66,1068874,,,,10392000.0,,,,,,
67,1068874,,,,14945000.0,,,,,,
68,1068874,,,,14945000.0,,,,,,
69,1068874,,,,14945000.0,,,,,,
70,1068874,,,,14945000.0,,,,,,
71,1068874,,,,14945000.0,,,,,,
72,1068874,,,,14945000.0,,,,,,
73,1068874,,,,14945000.0,,,,,,
74,1068874,,,,14945000.0,,,,,,
75,1068874,,,,14945000.0,,,,,,
76,1068874,,,,14945000.0,,,,,,
77,1068874,,,,14945000.0,,,,,,
78,1024126,0.0,0.0,,433912000.0,,,,Pharmaceuticals,Pharmaceutical and Medicine Manufacturing,
79,1024126,,,,433912000.0,,,,,,
80,1024126,,,,433912000.0,,,,,,
81,1024126,,,,433912000.0,,,,,,
82,1024126,,,,359881000.0,,,,,,
83,1024126,,,,359881000.0,,,,,,
84,1024126,,,,359881000.0,,,,,,
85,1024126,,,,359881000.0,,,,,,
86,1024126,,,,198161000.0,,,,,,
87,1024126,,,,198161000.0,,,,,,
