Company name,CIK,Bankruptcy,Bankruptcy chapter,Form type,Date,URL
Hartford Life Global Funding Trust 2005-064,0001328325,False,-1,8-K,06/27/2005,https://www.sec.gov/Archives/edgar/data/1328325/000093041305004603/0000930413-05-004603.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1330312/000093041306004874/0000930413-06-004874.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1330312/000093041306004002/0000930413-06-004002.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1330312/000093041306003129/0000930413-06-003129.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1330312/000093041306002333/0000930413-06-002333.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1330312/000093041306001406/0000930413-06-001406.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1330312/000093041306000514/0000930413-06-000514.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305008460/0000930413-05-008460.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305007867/0000930413-05-007867.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305007280/0000930413-05-007280.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K/A,10/14/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305007098/0000930413-05-007098.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305006748/0000930413-05-006748.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305006091/0000930413-05-006091.txt
Hartford Life Global Funding Trust 2005-072,0001330312,False,-1,8-K,07/27/2005,https://www.sec.gov/Archives/edgar/data/1330312/000093041305005331/0000930413-05-005331.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306004875/0000930413-06-004875.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306004003/0000930413-06-004003.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306003131/0000930413-06-003131.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306002332/0000930413-06-002332.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,03/06/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306001767/0000930413-06-001767.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306001407/0000930413-06-001407.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1330314/000093041306000515/0000930413-06-000515.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305008469/0000930413-05-008469.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305007875/0000930413-05-007875.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305007281/0000930413-05-007281.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K/A,10/14/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305007099/0000930413-05-007099.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305006749/0000930413-05-006749.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305006092/0000930413-05-006092.txt
Hartford Life Global Funding Trust 2005-073,0001330314,False,-1,8-K,07/27/2005,https://www.sec.gov/Archives/edgar/data/1330314/000093041305005329/0000930413-05-005329.txt
Hartford Life Global Funding Trust 2005-074,0001330332,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1330332/000093041306004876/0000930413-06-004876.txt
Hartford Life Global Funding Trust 2005-074,0001330332,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1330332/000093041305008473/0000930413-05-008473.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1330952/000093041306004877/0000930413-06-004877.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1330952/000093041306004005/0000930413-06-004005.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1330952/000093041306003132/0000930413-06-003132.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1330952/000093041306002334/0000930413-06-002334.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1330952/000093041306001408/0000930413-06-001408.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1330952/000093041306000516/0000930413-06-000516.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305008474/0000930413-05-008474.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305007877/0000930413-05-007877.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305007269/0000930413-05-007269.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K/A,10/14/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305007100/0000930413-05-007100.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305006750/0000930413-05-006750.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305006093/0000930413-05-006093.txt
Hartford Life Global Funding Trust 2005-075,0001330952,False,-1,8-K,07/27/2005,https://www.sec.gov/Archives/edgar/data/1330952/000093041305005330/0000930413-05-005330.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1330960/000093041306004878/0000930413-06-004878.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1330960/000093041306004010/0000930413-06-004010.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1330960/000093041306003133/0000930413-06-003133.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1330960/000093041306002335/0000930413-06-002335.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1330960/000093041306001409/0000930413-06-001409.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1330960/000093041306000517/0000930413-06-000517.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305008461/0000930413-05-008461.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305007878/0000930413-05-007878.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305007272/0000930413-05-007272.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K/A,10/14/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305007101/0000930413-05-007101.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305006751/0000930413-05-006751.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305006095/0000930413-05-006095.txt
Hartford Life Global Funding Trust 2005-076,0001330960,False,-1,8-K,07/27/2005,https://www.sec.gov/Archives/edgar/data/1330960/000093041305005328/0000930413-05-005328.txt
Hartford Life Global Funding Trust 2005-077,0001330981,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1330981/000093041306004879/0000930413-06-004879.txt
Hartford Life Global Funding Trust 2005-077,0001330981,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1330981/000093041305008476/0000930413-05-008476.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1331726/000093041306004880/0000930413-06-004880.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1331726/000093041306004012/0000930413-06-004012.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1331726/000093041306003134/0000930413-06-003134.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1331726/000093041306002336/0000930413-06-002336.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1331726/000093041306001410/0000930413-06-001410.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1331726/000093041306000518/0000930413-06-000518.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305008475/0000930413-05-008475.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305007882/0000930413-05-007882.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305007268/0000930413-05-007268.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K/A,10/14/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305007102/0000930413-05-007102.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305006752/0000930413-05-006752.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305006096/0000930413-05-006096.txt
Hartford Life Global Funding Trust 2005-078,0001331726,False,-1,8-K,07/27/2005,https://www.sec.gov/Archives/edgar/data/1331726/000093041305005327/0000930413-05-005327.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1331730/000093041306004881/0000930413-06-004881.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1331730/000093041306004007/0000930413-06-004007.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1331730/000093041306003135/0000930413-06-003135.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1331730/000093041306002337/0000930413-06-002337.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1331730/000093041306001411/0000930413-06-001411.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1331730/000093041306000519/0000930413-06-000519.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1331730/000093041305008477/0000930413-05-008477.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1331730/000093041305007274/0000930413-05-007274.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K/A,10/14/2005,https://www.sec.gov/Archives/edgar/data/1331730/000093041305007103/0000930413-05-007103.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1331730/000093041305006753/0000930413-05-006753.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1331730/000093041305006098/0000930413-05-006098.txt
Hartford Life Global Funding Trust 2005-079,0001331730,False,-1,8-K,07/27/2005,https://www.sec.gov/Archives/edgar/data/1331730/000093041305005326/0000930413-05-005326.txt
Hartford Life Global Funding Trust 2005-080,0001331756,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1331756/000093041306004882/0000930413-06-004882.txt
Hartford Life Global Funding Trust 2005-080,0001331756,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1331756/000093041305008462/0000930413-05-008462.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1332366/000093041306004883/0000930413-06-004883.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1332366/000093041306004009/0000930413-06-004009.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1332366/000093041306003136/0000930413-06-003136.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1332366/000093041306002338/0000930413-06-002338.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1332366/000093041306001412/0000930413-06-001412.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1332366/000093041306000520/0000930413-06-000520.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1332366/000093041305008463/0000930413-05-008463.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1332366/000093041305007872/0000930413-05-007872.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1332366/000093041305007270/0000930413-05-007270.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1332366/000093041305006754/0000930413-05-006754.txt
Hartford Life Global Funding Trust 2005-081,0001332366,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1332366/000093041305006103/0000930413-05-006103.txt
Hartford Life Global Funding Trust 2005-082,0001332376,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1332376/000093041306000521/0000930413-06-000521.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1332996/000093041306004884/0000930413-06-004884.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1332996/000093041306004015/0000930413-06-004015.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1332996/000093041306003137/0000930413-06-003137.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1332996/000093041306002339/0000930413-06-002339.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1332996/000093041306001413/0000930413-06-001413.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1332996/000093041306000522/0000930413-06-000522.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1332996/000093041305008465/0000930413-05-008465.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1332996/000093041305007876/0000930413-05-007876.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1332996/000093041305007273/0000930413-05-007273.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1332996/000093041305006755/0000930413-05-006755.txt
Hartford Life Global Funding Trust 2005-083,0001332996,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1332996/000093041305006099/0000930413-05-006099.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1332987/000093041306004885/0000930413-06-004885.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1332987/000093041306004016/0000930413-06-004016.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1332987/000093041306003138/0000930413-06-003138.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1332987/000093041306002340/0000930413-06-002340.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1332987/000093041306001414/0000930413-06-001414.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1332987/000093041306000523/0000930413-06-000523.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1332987/000093041305008466/0000930413-05-008466.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1332987/000093041305007866/0000930413-05-007866.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1332987/000093041305007279/0000930413-05-007279.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1332987/000093041305006756/0000930413-05-006756.txt
Hartford Life Global Funding Trust 2005-084,0001332987,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1332987/000093041305006100/0000930413-05-006100.txt
Hartford Life Global Funding Trust 2005-085,0001332993,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1332993/000093041306000524/0000930413-06-000524.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1333632/000093041306004886/0000930413-06-004886.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1333632/000093041306004018/0000930413-06-004018.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1333632/000093041306003139/0000930413-06-003139.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1333632/000093041306002341/0000930413-06-002341.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1333632/000093041306001415/0000930413-06-001415.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1333632/000093041306000525/0000930413-06-000525.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1333632/000093041305008464/0000930413-05-008464.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1333632/000093041305007868/0000930413-05-007868.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1333632/000093041305007271/0000930413-05-007271.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1333632/000093041305006757/0000930413-05-006757.txt
Hartford Life Global Funding Trust 2005-086,0001333632,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1333632/000093041305006101/0000930413-05-006101.txt
Hartford Life Global Funding Trust 2005-087,0001333634,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1333634/000093041306000526/0000930413-06-000526.txt
Hartford Life Global Funding Trust 2005-088,0001333646,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1333646/000093041306000527/0000930413-06-000527.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1334375/000093041306004887/0000930413-06-004887.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1334375/000093041306004004/0000930413-06-004004.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1334375/000093041306003140/0000930413-06-003140.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1334375/000093041306002342/0000930413-06-002342.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1334375/000093041306001416/0000930413-06-001416.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1334375/000093041306000528/0000930413-06-000528.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1334375/000093041305008468/0000930413-05-008468.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1334375/000093041305007869/0000930413-05-007869.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1334375/000093041305007277/0000930413-05-007277.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1334375/000093041305006758/0000930413-05-006758.txt
Hartford Life Global Funding Trust 2005-089,0001334375,False,-1,8-K,08/25/2005,https://www.sec.gov/Archives/edgar/data/1334375/000093041305006102/0000930413-05-006102.txt
Hartford Life Global Funding Trust 2005-090,0001334386,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1334386/000093041306000529/0000930413-06-000529.txt
Hartford Life Global Funding Trust 2005-091,0001334392,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1334392/000093041306000530/0000930413-06-000530.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1335089/000093041306004889/0000930413-06-004889.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1335089/000093041306004006/0000930413-06-004006.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1335089/000093041306003141/0000930413-06-003141.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1335089/000093041306002343/0000930413-06-002343.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1335089/000093041306001417/0000930413-06-001417.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1335089/000093041306000531/0000930413-06-000531.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,12/27/2005,https://www.sec.gov/Archives/edgar/data/1335089/000093041305008467/0000930413-05-008467.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,11/28/2005,https://www.sec.gov/Archives/edgar/data/1335089/000093041305007873/0000930413-05-007873.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,10/27/2005,https://www.sec.gov/Archives/edgar/data/1335089/000093041305007278/0000930413-05-007278.txt
Hartford Life Global Funding Trust 2005-092,0001335089,False,-1,8-K,09/26/2005,https://www.sec.gov/Archives/edgar/data/1335089/000093041305006759/0000930413-05-006759.txt
Hartford Life Global Funding Trust 2005-093,0001335099,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1335099/000093041306001418/0000930413-06-001418.txt
Hartford Life Global Funding Trust 2005-094,0001335115,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1335115/000093041306001420/0000930413-06-001420.txt
Hartford Life Global Funding Trust 2005-095,0001335047,False,-1,8-K,06/27/2006,https://www.sec.gov/Archives/edgar/data/1335047/000093041306004890/0000930413-06-004890.txt
Hartford Life Global Funding Trust 2005-095,0001335047,False,-1,8-K,05/25/2006,https://www.sec.gov/Archives/edgar/data/1335047/000093041306004014/0000930413-06-004014.txt
Hartford Life Global Funding Trust 2005-095,0001335047,False,-1,8-K,04/26/2006,https://www.sec.gov/Archives/edgar/data/1335047/000093041306003142/0000930413-06-003142.txt
Hartford Life Global Funding Trust 2005-095,0001335047,False,-1,8-K,03/27/2006,https://www.sec.gov/Archives/edgar/data/1335047/000093041306002346/0000930413-06-002346.txt
Hartford Life Global Funding Trust 2005-095,0001335047,False,-1,8-K,02/27/2006,https://www.sec.gov/Archives/edgar/data/1335047/000093041306001421/0000930413-06-001421.txt
Hartford Life Global Funding Trust 2005-095,0001335047,False,-1,8-K,01/27/2006,https://www.sec.gov/Archives/edgar/data/1335047/000093041306000532/0000930413-06-000532.txt
