Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2017-09-01,95.75941954012352,95.5886746613001,93.4259061962037,94.8487801863987,37695.0,2447044.3333333335
2017-09-05,95.57444592139817,92.45835188287111,92.45835188287111,95.3610148228689,60874.0,3610897.3333333335
2017-09-06,92.95635777943936,92.30183574394965,91.07816411238196,92.771384160714,57938.0,3448637.6666666665
2017-09-07,92.41566566316526,92.03148968581262,91.37696765032291,91.917659766597,38283.0,2127507.0
2017-09-08,92.771384160714,92.27337826414576,91.97457472620479,92.34452196365551,31388.0,2699999.6666666665
2017-09-11,95.5602171814962,95.11912624453575,92.771384160714,92.84252786022375,62024.0,3855677.6666666665
2017-09-12,98.53402382100376,97.49532580816141,96.47185254701415,97.04000613129901,80007.0,4877006.666666667
2017-09-13,99.03202971757199,98.8897423185525,97.16806479041658,98.03601792443551,50258.0,3074528.3333333335
2017-09-14,100.0280415107085,99.62963679345391,98.4913376012979,99.03202971757199,61409.0,4088280.3333333335
2017-09-15,100.59719110678651,99.4019769550227,98.8897423185525,99.97112655110071,73959.0,10794049.333333334
2017-09-18,100.12764269002216,99.27391829590515,99.06048719737592,99.60117931365001,37342.0,2397902.6666666665
2017-09-19,99.75769545257147,99.67232301315975,99.08894467717981,99.62963679345391,35158.0,2237760.0
2017-09-20,100.31261630874751,100.18455764962997,99.11754444438273,99.9995840309046,28548.0,2270810.6666666665
2017-09-21,100.31261630874751,100.05649899051241,99.7434667126695,100.18455764962997,25591.0,1483428.3333333333
2017-09-22,99.92844033139485,99.5442643540422,99.14585963678762,99.80038167227731,23881.0,1359583.3333333333
2017-09-25,100.14187142992411,100.08495647031631,98.47710886139593,99.70078049296364,28506.0,2139732.0
2017-09-26,100.27804047078577,98.67631122002327,98.64785374021935,99.97112655110071,32366.0,1748083.6666666667
2017-09-27,98.9181997983564,97.893730525416,97.13960731061265,98.9181997983564,42623.0,2348007.0
2017-09-28,98.27790650276863,98.2636777628667,96.42817031551516,97.3814958889458,40350.0,2628559.6666666665
2017-09-29,98.76168365943495,98.50556634119985,97.56646950767114,98.17830532345499,31690.0,1915524.3333333333
2017-10-02,100.1987863895319,100.1987863895319,98.39173642198426,98.74745491953301,35166.0,2014876.3333333333
2017-10-03,100.4833611875709,100.11341395012019,99.45903420202951,100.18455764962997,38415.0,2265449.3333333335
2017-10-04,100.89599464472745,100.24147260923776,100.2272438693358,100.4264462279631,38147.0,1999816.0
2017-10-05,101.02405330384501,100.98136708413915,99.9426690712968,100.76793598560991,32038.0,1827196.3333333333
2017-10-06,101.35131432158987,101.3370855816879,100.4833611875709,100.739478505806,23797.0,1415777.0
2017-10-09,102.27618241521661,101.9916076171776,101.02405330384501,101.30862810188401,26524.0,1759644.0
2017-10-10,102.09120879649124,101.83509147825615,101.2517131422762,101.82086273835422,29609.0,1609899.6666666667
2017-10-11,101.92046391766786,101.90623517776594,100.9102233846294,101.73549029894251,26503.0,1697038.3333333333
2017-10-12,101.92046391766786,101.59320289992303,101.32285684178595,101.73549029894251,25898.0,1488218.3333333333
2017-10-13,102.02006509698151,101.63588911962886,101.23748440237425,101.77817651864837,28008.0,1712072.0
2017-10-16,102.17658123590296,100.92445212453137,100.75370724570796,102.16235249600099,26730.0,1445658.3333333333
2017-10-17,100.93156649448235,100.8533084250216,100.35530252845335,100.739478505806,26968.0,1868900.0
2017-10-18,100.98136708413915,100.71102102600211,100.39798874815921,100.8248509452177,27107.0,1585127.3333333333
2017-10-19,101.13076885310963,100.86753716492355,100.01381277080655,100.52604740727676,26006.0,2002136.0
2017-10-20,101.57911644742009,101.2801706220801,101.02405330384501,101.30862810188401,36346.0,2458087.3333333335
2017-10-23,102.70276003747706,101.80663399845226,101.59320289992303,102.37578359453025,48088.0,3735113.3333333335
2017-10-24,102.61767217286342,102.24772493541272,101.89200643786397,102.21926745560881,43336.0,3454944.6666666665
2017-10-25,102.58921469305949,101.15211196296256,100.92445212453137,102.24772493541272,41270.0,2545524.6666666665
2017-10-26,105.07924417590075,103.94094498374477,102.48961351374585,102.91647571080435,63782.0,5615651.333333333
2017-10-27,104.0120886832545,103.21527924874532,102.77418831178487,103.869801284235,41431.0,2862439.0
2017-10-30,103.31488042805896,101.9916076171776,101.7638054913474,102.90224697090238,32692.0,1953607.0
2017-10-31,103.10856369948068,102.88801823100046,101.877777697962,102.31886863492247,38712.0,2002533.6666666667
2017-11-01,104.69506819854813,104.32512096109741,102.90224697090238,104.02631742315644,45837.0,2656175.0
