Date,VOLUME,HIGH,CLOSE,LOW,OPEN,COUNT
2008-03-04,,14.349999999999998,14.349999999999998,14.349999999999998,14.349999999999998,
2008-03-05,,14.349999999999998,14.349999999999998,14.349999999999998,14.349999999999998,
2008-03-06,,15.19,15.19,15.19,15.19,
2008-03-07,,13.79,13.79,13.79,13.79,
2008-03-10,,13.65,13.65,13.65,13.65,
2008-03-11,,13.020000000000001,13.020000000000001,13.020000000000001,13.020000000000001,
2008-03-12,,14.069999999999999,14.069999999999999,14.069999999999999,14.069999999999999,
2008-03-13,,14.069999999999999,14.069999999999999,14.069999999999999,14.069999999999999,
2008-03-14,,12.88,12.88,12.88,12.88,
2008-03-17,,12.39,12.39,12.39,12.39,
2008-03-18,,12.32,12.32,12.32,12.32,
2008-03-19,,10.57,10.57,10.57,10.57,
2008-03-20,,10.43,10.43,10.43,10.43,
2008-03-25,,9.030000000000001,9.030000000000001,9.030000000000001,9.030000000000001,
2008-03-26,,9.38,9.38,9.38,9.38,
2008-03-27,,9.030000000000001,9.030000000000001,9.030000000000001,9.030000000000001,
2008-03-28,,8.82,8.82,8.82,8.82,
2008-03-31,,8.68,8.68,8.68,8.68,
2008-04-01,,9.1,9.1,9.1,9.1,
2008-04-02,,9.520000000000001,9.520000000000001,9.520000000000001,9.520000000000001,
2008-04-03,,9.31,9.31,9.31,9.31,
2008-04-04,,8.89,8.89,8.89,8.89,
2008-04-07,,8.82,8.82,8.82,8.82,
2008-04-08,,8.68,8.68,8.68,8.68,
2008-04-09,,8.68,8.68,8.68,8.68,
2008-04-10,,8.469999999999999,8.469999999999999,8.469999999999999,8.469999999999999,
2008-04-11,,8.54,8.54,8.54,8.54,
2008-04-14,,8.469999999999999,8.469999999999999,8.469999999999999,8.469999999999999,
2008-04-15,,8.26,8.26,8.26,8.26,
2008-04-16,,7.9799999999999995,7.9799999999999995,7.9799999999999995,7.9799999999999995,
2008-04-17,,7.49,7.49,7.49,7.49,
2008-04-18,,7.49,7.49,7.49,7.49,
2008-04-21,,7.42,7.42,7.42,7.42,
2008-04-22,,7.49,7.49,7.49,7.49,
2008-04-23,,7.3500000000000005,7.3500000000000005,7.3500000000000005,7.3500000000000005,
2008-04-24,,7.49,7.49,7.49,7.49,
2008-04-25,,7.3500000000000005,7.3500000000000005,7.3500000000000005,7.3500000000000005,
2008-04-28,,7.49,7.49,7.49,7.49,
2008-04-29,,7.49,7.49,7.49,7.49,
2008-04-30,,7.840000000000001,7.840000000000001,7.840000000000001,7.840000000000001,
2008-05-02,,9.94,9.94,9.94,9.94,
2008-05-05,,10.08,10.08,10.08,10.08,
2008-05-06,,10.08,10.08,10.08,10.08,
2008-05-07,,10.15,10.15,10.15,10.15,
2008-05-08,,9.87,9.87,9.87,9.87,
2008-05-09,,10.29,10.29,10.29,10.29,
2008-05-12,,9.66,9.66,9.66,9.66,
2008-05-13,,9.94,9.94,9.94,9.94,
2008-05-14,,10.08,10.08,10.08,10.08,
2008-05-15,,10.01,10.01,10.01,10.01,
2008-05-16,,9.94,9.94,9.94,9.94,
2008-05-19,,9.799999999999999,9.799999999999999,9.799999999999999,9.799999999999999,
2008-05-20,,9.450000000000001,9.450000000000001,9.450000000000001,9.450000000000001,
2008-05-21,,8.82,8.82,8.82,8.82,
2008-05-22,,7.909999999999999,7.909999999999999,7.909999999999999,7.909999999999999,
2008-05-23,,7.42,7.42,7.42,7.42,
2008-05-26,,7.3500000000000005,7.3500000000000005,7.3500000000000005,7.3500000000000005,
2008-05-27,,7.3500000000000005,7.3500000000000005,7.3500000000000005,7.3500000000000005,
2008-05-28,,7.5600000000000005,7.5600000000000005,7.5600000000000005,7.5600000000000005,
2008-05-29,,7.49,7.49,7.49,7.49,
2008-05-30,,7.630000000000001,7.630000000000001,7.630000000000001,7.630000000000001,
2008-06-02,,8.26,8.26,8.26,8.26,
2008-06-03,,7.7700000000000005,7.7700000000000005,7.7700000000000005,7.7700000000000005,
2008-06-04,,7.28,7.28,7.28,7.28,
2008-06-05,,7.0,7.0,7.0,7.0,
2008-06-06,,6.6499999999999995,6.6499999999999995,6.58,6.58,
2008-06-09,,6.510000000000001,6.44,6.44,6.510000000000001,
2008-06-10,,6.16,6.02,6.02,6.16,
2008-06-11,,6.3,6.3,6.09,6.09,
2008-06-12,,6.16,6.16,6.09,6.09,
2008-06-13,,6.37,6.37,6.09,6.09,
2008-06-16,,6.44,6.37,6.37,6.44,
2008-06-17,,6.37,6.37,6.37,6.37,
2008-06-18,,6.3,6.23,6.23,6.3,
2008-06-19,,6.02,5.88,5.88,6.02,
2008-06-20,,6.02,5.88,5.88,6.02,
2008-06-23,,6.02,6.02,5.67,5.67,
2008-06-24,,6.09,6.09,6.02,6.09,
2008-06-25,,6.6499999999999995,6.6499999999999995,6.16,6.3,
2008-06-26,,6.44,6.44,6.44,6.44,
2008-06-27,,5.88,5.88,5.88,5.88,
2008-06-30,,6.16,6.16,5.67,5.67,
2008-07-01,,6.09,5.95,5.95,6.09,
2008-07-02,14.285714285714286,5.81,5.726,5.726,5.81,
2008-07-03,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-07-04,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-07-07,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-07-08,,5.81,5.67,5.67,5.81,
2008-07-09,,5.88,5.88,5.88,5.88,
2008-07-10,,5.81,5.81,5.81,5.81,
2008-07-11,,5.6000000000000005,5.46,5.46,5.6000000000000005,
2008-07-14,,5.53,5.53,5.53,5.53,
2008-07-15,,5.25,5.25,5.25,5.25,
2008-07-16,,5.25,5.25,5.25,5.25,
2008-07-17,,5.109999999999999,5.109999999999999,5.109999999999999,5.109999999999999,
2008-07-18,,5.81,5.81,5.81,5.81,
2008-07-21,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-07-22,,5.25,5.25,4.97,4.97,
2008-07-23,,5.6000000000000005,5.6000000000000005,5.04,5.04,
2008-07-24,,5.81,5.81,5.6000000000000005,5.6000000000000005,
2008-07-25,,5.95,5.95,5.390000000000001,5.390000000000001,
2008-07-28,,5.46,5.32,5.32,5.46,
2008-07-29,,5.390000000000001,5.390000000000001,5.25,5.25,
2008-07-30,,5.46,5.46,5.390000000000001,5.390000000000001,
2008-07-31,,5.390000000000001,5.390000000000001,5.32,5.390000000000001,
2008-08-01,,5.18,5.18,5.18,5.18,
2008-08-04,,5.53,5.53,5.53,5.53,
2008-08-05,,6.09,6.09,5.95,5.95,
2008-08-06,,6.02,6.02,6.02,6.02,
2008-08-07,,6.02,6.02,5.88,5.88,
2008-08-08,,6.44,6.44,6.44,6.44,
2008-08-11,,5.739999999999999,5.6000000000000005,5.6000000000000005,5.739999999999999,
2008-08-12,,5.109999999999999,5.109999999999999,5.109999999999999,5.109999999999999,
2008-08-13,,5.25,5.109999999999999,5.109999999999999,5.25,
2008-08-14,,5.739999999999999,5.739999999999999,5.46,5.46,
2008-08-15,,5.53,5.53,5.53,5.53,
2008-08-18,,5.46,5.32,5.32,5.46,
2008-08-19,,5.390000000000001,5.32,5.32,5.390000000000001,
2008-08-20,,5.25,5.25,5.25,5.25,
2008-08-21,,5.46,5.46,5.25,5.25,
2008-08-22,,5.32,5.32,5.32,5.32,
2008-08-25,,5.32,5.25,5.25,5.32,
2008-08-26,,5.390000000000001,5.25,5.25,5.390000000000001,
2008-08-27,,5.53,5.53,5.53,5.53,
2008-08-28,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-08-29,,6.09,6.09,6.09,6.09,
2008-09-01,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-09-02,,5.67,5.67,5.46,5.46,
2008-09-03,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-09-04,,5.95,5.95,5.739999999999999,5.739999999999999,
2008-09-05,,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,
2008-09-08,,6.37,6.37,6.09,6.09,
2008-09-09,,6.23,6.23,6.23,6.23,
2008-09-10,,6.3,6.3,6.3,6.3,
2008-09-11,,6.09,6.02,6.02,6.09,
2008-09-12,,5.81,5.81,5.81,5.81,
2008-09-15,,5.67,5.67,5.390000000000001,5.390000000000001,
2008-09-16,,5.53,5.53,5.53,5.53,
2008-09-17,,5.53,5.53,5.53,5.53,
2008-09-18,,5.53,5.53,5.53,5.53,
2008-09-19,,5.53,5.46,5.46,5.53,
2008-09-22,,5.81,5.81,5.81,5.81,
2008-09-23,,5.390000000000001,5.390000000000001,5.390000000000001,5.390000000000001,
2008-09-24,,5.25,5.25,5.25,5.25,
2008-09-25,,5.25,5.25,5.109999999999999,5.109999999999999,
2008-09-26,,5.109999999999999,5.109999999999999,5.109999999999999,5.109999999999999,
2008-09-29,,5.390000000000001,5.390000000000001,5.390000000000001,5.390000000000001,
2008-09-30,,6.37,6.37,6.37,6.37,
2008-10-01,,5.53,5.53,5.53,5.53,
2008-10-02,,5.739999999999999,5.739999999999999,5.739999999999999,5.739999999999999,
2008-10-03,,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,
2008-10-06,,5.53,5.53,5.53,5.53,
2008-10-07,,4.83,4.83,4.83,4.83,
2008-10-08,,4.48,4.48,4.48,4.48,
2008-10-09,,3.4299999999999997,3.4299999999999997,3.4299999999999997,3.4299999999999997,
2008-10-10,,3.29,3.15,3.15,3.29,
2008-10-13,,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,
2008-10-14,,3.5,3.5,3.5,3.5,
2008-10-15,,3.64,3.64,3.64,3.64,
2008-10-16,,2.52,2.52,2.52,2.52,
2008-10-17,,2.1,2.1,2.1,2.1,
2008-10-20,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2008-10-21,,2.24,2.24,2.24,2.24,
2008-10-22,,3.08,3.08,3.08,3.08,
2008-10-23,,2.94,2.94,2.94,2.94,
2008-10-24,,3.7800000000000002,3.7800000000000002,3.7800000000000002,3.7800000000000002,
2008-10-27,,3.4299999999999997,3.4299999999999997,3.4299999999999997,3.4299999999999997,
2008-10-28,,3.8500000000000005,3.8500000000000005,3.8500000000000005,3.8500000000000005,
2008-10-29,,3.08,3.08,3.08,3.08,
2008-10-30,,3.08,3.08,3.08,3.08,
2008-10-31,,3.08,3.08,3.08,3.08,
2008-11-03,,2.94,2.94,2.94,2.94,
2008-11-04,,2.73,2.73,2.73,2.73,
2008-11-05,,2.59,2.59,2.59,2.59,
2008-11-06,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2008-11-07,,2.59,2.59,2.59,2.59,
2008-11-10,,1.8900000000000001,1.8900000000000001,1.8900000000000001,1.8900000000000001,
2008-11-11,,1.75,1.75,1.75,1.75,
2008-11-12,,1.393,1.393,1.393,1.393,
2008-11-13,,1.47,1.47,1.47,1.47,
2008-11-14,,1.12,1.12,1.12,1.12,
2008-11-17,,1.323,1.323,1.323,1.323,
2008-11-18,,1.1900000000000002,1.1900000000000002,1.1900000000000002,1.1900000000000002,
2008-11-19,,1.33,1.33,1.33,1.33,
2008-11-20,,1.456,1.456,1.456,1.456,
2008-11-21,,1.33,1.33,1.33,1.33,
2008-11-24,,1.33,1.33,1.33,1.33,
2008-11-25,,1.54,1.54,1.54,1.54,
2008-11-26,,1.288,1.288,1.288,1.288,
2008-11-27,,1.358,1.358,1.358,1.358,
2008-11-28,,1.358,1.358,1.358,1.358,
2008-12-01,,1.589,1.589,1.589,1.589,
2008-12-02,,1.61,1.61,1.61,1.61,
2008-12-03,,1.428,1.428,1.428,1.428,
2008-12-04,,1.582,1.582,1.582,1.582,
2008-12-05,,1.316,1.316,1.316,1.316,
2008-12-08,,1.372,1.372,1.372,1.372,
2008-12-09,,1.302,1.302,1.302,1.302,
2008-12-10,,1.505,1.505,1.505,1.505,
2008-12-11,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2008-12-12,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2008-12-15,,2.1,2.1,2.1,2.1,
2008-12-16,,2.31,2.31,2.31,2.31,
2008-12-17,,2.31,2.31,2.31,2.31,
2008-12-18,,2.1,2.1,2.1,2.1,
2008-12-19,,1.82,1.82,1.82,1.82,
2008-12-22,,1.82,1.82,1.82,1.82,
2008-12-23,,1.7149999999999999,1.7149999999999999,1.7149999999999999,1.7149999999999999,
2008-12-29,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2008-12-30,,2.17,2.17,2.17,2.17,
2009-01-02,,1.75,1.75,1.75,1.75,
2009-01-05,,1.8900000000000001,1.8900000000000001,1.8900000000000001,1.8900000000000001,
2009-01-06,,1.8900000000000001,1.8900000000000001,1.8900000000000001,1.8900000000000001,
2009-01-07,,2.66,2.66,2.66,2.66,
2009-01-08,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-01-09,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-01-12,,2.59,2.59,2.59,2.59,
2009-01-13,,2.52,2.52,2.52,2.52,
2009-01-14,,2.52,2.52,2.52,2.52,
2009-01-15,,2.59,2.59,2.59,2.59,
2009-01-16,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-01-19,,2.17,2.17,2.17,2.17,
2009-01-20,,2.24,2.24,2.24,2.24,
2009-01-21,,2.31,2.31,2.31,2.31,
2009-01-22,,2.17,2.17,2.17,2.17,
2009-01-23,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-01-26,,2.52,2.52,2.52,2.52,
2009-01-27,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-01-28,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-01-29,,2.66,2.66,2.66,2.66,
2009-01-30,,2.52,2.52,2.52,2.52,
2009-02-02,,2.59,2.59,2.59,2.59,
2009-02-03,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-02-04,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-02-05,,2.4499999999999997,2.4499999999999997,2.3800000000000003,2.3800000000000003,
2009-02-06,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-02-09,,2.59,2.59,2.59,2.59,
2009-02-10,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-02-11,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-02-12,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-02-13,,2.3800000000000003,2.3800000000000003,2.24,2.24,
2009-02-16,,2.31,2.31,2.31,2.31,
2009-02-17,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-02-18,,2.17,2.17,2.1,2.1,
2009-02-19,,2.24,2.1,2.1,2.1,
2009-02-20,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2009-02-23,,2.03,2.03,2.03,2.03,
2009-02-24,,2.17,2.17,2.17,2.17,
2009-02-25,,2.1,2.1,2.1,2.1,
2009-02-26,,2.1,2.1,2.1,2.1,
2009-02-27,,2.31,2.31,2.31,2.31,
2009-03-02,,2.59,2.59,2.59,2.59,
2009-03-03,,2.59,2.59,2.59,2.59,
2009-03-04,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2009-03-05,,2.24,2.24,2.24,2.24,
2009-03-06,,1.701,1.701,1.701,1.701,
2009-03-09,,1.484,1.484,1.484,1.484,
2009-03-10,,1.82,1.82,1.82,1.82,
2009-03-11,,1.589,1.589,1.589,1.589,
2009-03-12,,1.54,1.54,1.54,1.54,
2009-03-13,,1.61,1.61,1.61,1.61,
2009-03-16,,1.582,1.582,1.582,1.582,
2009-03-17,,1.645,1.645,1.645,1.645,
2009-03-18,,1.6380000000000001,1.6380000000000001,1.6380000000000001,1.6380000000000001,
2009-03-19,,1.498,1.498,1.498,1.498,
2009-03-20,,1.519,1.519,1.519,1.519,
2009-03-23,,1.617,1.617,1.617,1.617,
2009-03-24,,1.75,1.75,1.519,1.519,
2009-03-25,,1.75,1.75,1.75,1.75,
2009-03-26,,1.75,1.75,1.75,1.75,
2009-03-27,,1.75,1.75,1.75,1.75,
2009-03-30,,1.512,1.512,1.512,1.512,
2009-03-31,,1.82,1.82,1.568,1.568,
2009-04-01,,1.82,1.708,1.708,1.82,
2009-04-02,,1.82,1.7429999999999999,1.7429999999999999,1.82,
2009-04-03,,1.75,1.75,1.75,1.75,
2009-04-06,,1.68,1.68,1.68,1.68,
2009-04-07,,1.82,1.82,1.82,1.82,
2009-04-08,,2.1,2.1,1.9600000000000002,1.9600000000000002,
2009-04-09,,2.3800000000000003,1.9600000000000002,1.9600000000000002,2.3800000000000003,
2009-04-14,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2009-04-15,,2.03,2.03,1.9600000000000002,1.9600000000000002,
2009-04-16,,2.24,2.24,2.03,2.03,
2009-04-17,,2.31,2.31,2.03,2.1,
2009-04-20,,2.24,2.24,2.24,2.24,
2009-04-21,,2.3800000000000003,2.3800000000000003,2.24,2.24,
2009-04-22,,2.1,2.1,2.1,2.1,
2009-04-23,,2.52,2.52,2.52,2.52,
2009-04-24,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-04-27,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-04-28,,2.3800000000000003,2.31,2.31,2.3800000000000003,
2009-04-29,,2.17,2.17,2.17,2.17,
2009-04-30,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-05-04,,2.17,2.17,2.17,2.17,
2009-05-05,,2.31,2.31,2.31,2.31,
2009-05-06,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-05-07,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-05-08,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-05-11,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-05-12,,3.15,3.15,3.15,3.15,
2009-05-13,,3.15,3.15,3.15,3.15,
2009-05-14,,3.08,3.08,3.08,3.08,
2009-05-15,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-05-18,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-05-19,,2.24,2.24,2.24,2.24,
2009-05-20,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-05-21,,2.59,2.59,2.59,2.59,
2009-05-22,,2.24,2.24,2.24,2.24,
2009-05-25,,2.24,2.24,2.24,2.24,
2009-05-26,,2.24,2.24,2.24,2.24,
2009-05-27,,2.52,2.52,2.52,2.52,
2009-05-28,,2.31,2.31,2.31,2.31,
2009-05-29,,2.31,2.31,2.31,2.31,
2009-06-01,,2.03,2.03,2.03,2.03,
2009-06-02,,2.24,2.24,2.24,2.24,
2009-06-03,,2.24,2.24,2.24,2.24,
2009-06-04,,2.17,2.17,2.17,2.17,
2009-06-05,,2.31,2.31,2.31,2.31,
2009-06-08,,2.31,2.31,2.31,2.31,
2009-06-09,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-06-10,,2.24,2.24,2.24,2.24,
2009-06-11,,2.31,2.31,2.31,2.31,
2009-06-12,,2.31,2.31,2.31,2.31,
2009-06-15,,2.31,2.31,2.31,2.31,
2009-06-16,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-06-17,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-06-18,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-06-19,,2.24,2.24,2.24,2.24,
2009-06-22,,2.31,2.31,2.31,2.31,
2009-06-23,,2.52,2.52,2.52,2.52,
2009-06-24,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-06-25,,2.1,2.1,2.1,2.1,
2009-06-26,42.857142857142854,2.485,2.485,2.485,2.485,
2009-06-29,,1.8900000000000001,1.8900000000000001,1.8900000000000001,1.8900000000000001,
2009-06-30,,2.17,2.17,2.17,2.17,
2009-07-01,,2.4499999999999997,2.4499999999999997,2.4499999999999997,2.4499999999999997,
2009-07-02,,2.17,2.17,2.17,2.17,
2009-07-03,,2.17,2.17,2.17,2.17,
2009-07-06,,2.17,2.17,2.17,2.17,
2009-07-07,,2.1,2.1,2.1,2.1,
2009-07-08,,2.31,2.31,2.31,2.31,
2009-07-09,,2.24,2.24,2.24,2.24,
2009-07-10,,2.17,2.17,2.17,2.17,
2009-07-13,,2.1,2.1,2.1,2.1,
2009-07-14,,1.8900000000000001,1.8900000000000001,1.8900000000000001,1.8900000000000001,
2009-07-15,,2.1,2.1,2.1,2.1,
2009-07-16,,2.24,2.24,2.24,2.24,
2009-07-17,,2.24,2.24,2.24,2.24,
2009-07-20,,1.9600000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,
2009-07-21,,2.17,2.17,2.17,2.17,
2009-07-22,,2.24,2.24,2.24,2.24,
2009-07-23,,2.31,2.31,2.31,2.31,
2009-07-24,,2.24,2.24,2.24,2.24,
2009-07-27,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-07-28,,2.31,2.31,2.31,2.31,
2009-07-29,,2.31,2.31,2.31,2.31,
2009-07-30,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-07-31,,2.59,2.59,2.59,2.59,
2009-08-03,,2.31,2.31,2.31,2.31,
2009-08-04,,2.52,2.52,2.52,2.52,
2009-08-05,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-08-06,,2.03,2.03,2.03,2.03,
2009-08-07,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-08-10,,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003,
2009-08-11,,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,
2009-08-12,,2.73,2.73,2.73,2.73,
