Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
869688,3734000.0,1619000.0,Securities and Commodity Contracts Intermediation and Brokerage,,0.0,-44046000.0,2692000.0,,10372000.0,Westech Capital Corp,869688.0,14794000.0,14656000.0,14656000.0,-4399000.0,14656000.0,1042000.0,3480000.0,3.26115,17275000.0,-6707000.0,1.0,14656000.0,25165000.0,,
1472866,5578240.0,,Scientific Research and Development Services,-68740.0,0.0,-18253320.0,4989940.0,2759080.0,7676550.0,Microbix Biosystems Inc,1472866.0,6412220.0,2131290.0,2131290.0,-2484540.0,2131290.0,588300.0,18180000.0,0.04401,6082470.0,-2484540.0,1.0,2131290.0,14088770.0,410490.0,1661680.0
1092099,75406000.0,,Depository Credit Intermediation,,1.0,22390000.0,,,844221000.0,Civitas Bankgroup Inc,1092099.0,53945000.0,53945000.0,53945000.0,6685000.0,53945000.0,,,3.39026,,,0.0,53945000.0,898166000.0,,
1093677,3558860.0,0.0,Other Investment Pools and Funds,,1.0,-21090.0,3534710.0,293680.0,7618270.0,Worldstar Energy Corp,1093677.0,-21090.0,-7297300.0,-7297300.0,-21090.0,-7297300.0,24150.0,22530000.0,,,-20280.0,0.0,-7297300.0,7597180.0,260.0,7618270.0
1040227,670000.0,1719000.0,Waste Treatment and Disposal,,1.0,-24860000.0,507000.0,437000.0,2351000.0,Global 8 Environmental Technologies Inc,1040227.0,-1004000.0,-1004000.0,-1004000.0,-5637000.0,-1004000.0,163000.0,2280000.0,-0.01452,0.0,-5634000.0,0.0,-1004000.0,1347000.0,3000.0,2351000.0
789868,112762000.0,30199210.0,Dairy Product Manufacturing,-27334930.0,1.0,60952000.0,101523000.0,151944910.0,242668490.0,Feihe International Inc,789868.0,115876000.0,84446000.0,84446000.0,17032510.0,84446000.0,11785000.0,470620000.0,4.89431,193191710.0,36488520.0,0.0,84446000.0,358544030.0,,221414000.0
1005356,1326000.0,83000.0,Semiconductor and Other Electronic Component Manufacturing,49000.0,1.0,-11868000.0,1161000.0,707000.0,1895000.0,Advanced ID Corp,1005356.0,-413430.0,-413430.0,-413430.0,-2516000.0,-413430.0,165000.0,1170000.0,-0.00544,1159000.0,-2225000.0,0.0,-413430.0,1483000.0,,676000.0
1085203,331000.0,517000.0,Software Publishers,,1.0,-12410000.0,328000.0,60000.0,1322000.0,Rocketinfo Inc,1085203.0,-211000.0,-1186000.0,-1186000.0,-5181000.0,-1186000.0,3000.0,60000.0,-0.02156,180000.0,-5182000.0,0.0,-1186000.0,1111000.0,22000.0,1042000.0
885568,796592000.0,,"Electric Power Generation, Transmission and Distribution",,,,797354000.0,158627000.0,1185912000.0,Old Dominion Electric Cooperative,885568.0,319833000.0,319833000.0,319833000.0,11784000.0,319833000.0,12025000.0,,319.833,,74538000.0,,319833000.0,1505745000.0,39637000.0,259785000.0
71633,,,Insurance Carriers,,,,,,,New York Life Insurance Co,71633.0,,,,,,,,,,,,,,,
71633,,,,,,,,,,,1131381.0,,,,,,,,,,,,,,,
1094810,647000.0,,Depository Credit Intermediation,,0.0,29989000.0,,,1258312810.0,MutualFirst Financial Inc,1094810.0,130515000.0,123108000.0,123108000.0,-22098230.0,123108000.0,,41770000.0,17.62526,,,1.0,123108000.0,1388828000.0,,
1080759,,,,,1.0,,,,,Great China Mining Inc,1080759.0,,,,,,,,,,,0.0,,,,
1165921,1039000.0,-262000.0,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",-8000.0,1.0,-901000.0,784000.0,3925000.0,1866000.0,Law Enforcement Associates Corp,1165921.0,5560000.0,3385000.0,3385000.0,72000.0,3385000.0,255000.0,3090000.0,0.13129,9246000.0,244000.0,0.0,3385000.0,7425000.0,,1866000.0
