Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
1350138,0.0,,Metal Ore Mining,,0.0,-62526040.0,-3810590.0,2876670.0,-1771770.0,Southern Arc Minerals Inc,1350138.0,11195450.0,11195450.0,11195450.0,-8680790.0,11195450.0,1643970.0,5460000.0,1.02509,,-7840150.0,1.0,11195450.0,9423680.0,25070.0,199200.0
1321544,144522000.0,-639000.0,"Newspaper, Periodical, Book, and Directory Publishers",191000.0,0.0,-3131000.0,143001000.0,9904000.0,153348000.0,American Community Newspapers Inc,1321544.0,61199000.0,-134022000.0,-134022000.0,-4588000.0,-134022000.0,1521000.0,30000.0,-9.16487,36170000.0,1217000.0,1.0,-134022000.0,214549000.0,6384000.0,9064000.0
1011835,208414000.0,,Pharmaceutical and Medicine Manufacturing,,1.0,-334161000.0,-20374000.0,353979000.0,315703000.0,Medivation Inc,1011835.0,76947000.0,76947000.0,76947000.0,-42613000.0,76947000.0,228788000.0,7732190000.0,0.50755,272942000.0,-22241000.0,0.0,76947000.0,392650000.0,,95689000.0
1203957,995000.0,888000.0,Pharmaceutical and Medicine Manufacturing,,1.0,-87245000.0,-440000.0,4741000.0,7455000.0,Bionovo Inc,1203957.0,11003000.0,9312000.0,9312000.0,-13699000.0,9312000.0,1435000.0,60000.0,0.17061,265000.0,-23630000.0,0.0,9312000.0,18458000.0,,7341000.0
1203957,,,,,,,,,,,1280920.0,,,,,,,,,,,,,,,
722077,2195010000.0,64215000.0,Motion Picture and Video Industries,,1.0,321142000.0,1650699000.0,841380000.0,3537785000.0,AMC Entertainment Inc,722077.0,1508939000.0,-1017323000.0,-1017323000.0,364400000.0,-1017323000.0,544311000.0,,-1017.323,2749428000.0,189014000.0,0.0,-1017323000.0,5046724000.0,197537000.0,657996000.0
17485,2105000.0,1171000.0,Health and Personal Care Stores,255000.0,1.0,-3524000.0,-10156000.0,25535000.0,21894000.0,Liberator Medical Holdings Inc,17485.0,32435000.0,32015000.0,32015000.0,7802000.0,32015000.0,12261000.0,154180000.0,0.60217,74569000.0,12709000.0,0.0,32015000.0,54329000.0,663000.0,9910000.0
1456189,833740.0,400100.0,Other Miscellaneous Manufacturing,380000.0,0.0,-309990.0,-56400.0,8638740.0,2951220.0,Leatt Corp,1456189.0,7018670.0,6925710.0,6925710.0,-375180.0,6925710.0,893140.0,8010000.0,1.33171,14891670.0,-567070.0,1.0,6925710.0,9969900.0,334050.0,2910540.0
1330017,0.0,-3054150.0,"Advertising, Public Relations, and Related Services",,1.0,-214554090.0,-791230460.0,1214853580.0,505957490.0,Focus Media Holding Ltd,1330017.0,1469929000.0,1085372070.0,1085372070.0,235936790.0,1085372070.0,789258000.0,3621950000.0,1.64397,,315693890.0,0.0,1085372070.0,1975886490.0,,295728720.0
1106838,1816110.0,,Limited-Service Eating Places,5970.0,0.0,-14472820.0,1768070.0,1713130.0,9243260.0,Chanticleer Holdings Inc,1106838.0,10844350.0,922960.0,922960.0,-5328030.0,922960.0,442690.0,12490000.0,1.71302,8247490.0,-4606350.0,1.0,922960.0,20087610.0,622270.0,5531270.0
