,Instrument,Geographic Earnings Before Interest and Taxes (EBIT),GICS Industry Name,Total Liabilities,Depreciation And Amortization,Total Current Assets,NAICS Industry Group Name,Pricing Volatility,CIK Number,Total Equity,Cash and Short Term Investments
0,1107955,,,,,,"Electric Power Generation, Transmission and Distribution",,1107955.0,,
1,109758,,,72731000.0,,43643000.0,"Other Professional, Scientific, and Technical Services",,109758.0,6567000.0,2255000.0
2,109758,,,72731000.0,,43643000.0,,,,6567000.0,2255000.0
3,109758,,,72731000.0,,43643000.0,,,,6567000.0,2255000.0
4,109758,,,72731000.0,,43643000.0,,,,6567000.0,2255000.0
5,109758,,,74654000.0,,60344000.0,,,,33222000.0,3540000.0
6,109758,,,74654000.0,,60344000.0,,,,33222000.0,3540000.0
7,109758,,,74654000.0,,60344000.0,,,,33222000.0,3540000.0
8,109758,,,74654000.0,,60344000.0,,,,33222000.0,3540000.0
9,109758,,,295950000.0,,67658000.0,,,,-169109000.0,21043000.0
10,109758,,,295950000.0,,67658000.0,,,,-169109000.0,21043000.0
11,109758,,,295950000.0,,67658000.0,,,,-169109000.0,21043000.0
12,109758,,,295950000.0,,67658000.0,,,,-169109000.0,21043000.0
13,109758,,,256617000.0,,86422000.0,,,,-100579000.0,43095000.0
14,109758,,,256617000.0,,86422000.0,,,,-100579000.0,43095000.0
15,109758,,,256617000.0,,86422000.0,,,,-100579000.0,43095000.0
16,109758,,,256617000.0,,86422000.0,,,,-100579000.0,43095000.0
17,109758,,,202267000.0,,116857000.0,,,,-18073000.0,68433000.0
18,109758,,,202267000.0,,116857000.0,,,,-18073000.0,68433000.0
19,109758,,,202267000.0,,116857000.0,,,,-18073000.0,68433000.0
20,109758,,,202267000.0,,116857000.0,,,,-18073000.0,68433000.0
21,109758,,,150741000.0,,120161000.0,,,,45380000.0,86901000.0
22,109758,,,150741000.0,,120161000.0,,,,45380000.0,86901000.0
23,109758,,,150741000.0,,120161000.0,,,,45380000.0,86901000.0
24,109758,,,150741000.0,,120161000.0,,,,45380000.0,86901000.0
25,109758,,,158526000.0,,160926000.0,,,,96182000.0,93408000.0
26,109758,,,158526000.0,,160926000.0,,,,96182000.0,93408000.0
27,109758,,,158526000.0,,160926000.0,,,,96182000.0,93408000.0
28,109758,,,158526000.0,,160926000.0,,,,96182000.0,93408000.0
29,109758,,,121064000.0,,105545000.0,,,,89256000.0,58637000.0
30,109758,,,121064000.0,,105545000.0,,,,89256000.0,58637000.0
31,109758,,,121064000.0,,105545000.0,,,,89256000.0,58637000.0
32,109758,,,121064000.0,,105545000.0,,,,89256000.0,58637000.0
33,109758,,,132343000.0,,68618000.0,,,,48200000.0,21141000.0
34,109758,,,132343000.0,,68618000.0,,,,48200000.0,21141000.0
35,109758,,,132343000.0,,68618000.0,,,,48200000.0,21141000.0
36,109758,,,132343000.0,,68618000.0,,,,48200000.0,21141000.0
37,109758,,,214092000.0,,73845000.0,,,,-14495000.0,8658000.0
38,109758,,,214092000.0,,73845000.0,,,,-14495000.0,8658000.0
39,109758,,,214092000.0,,73845000.0,,,,-14495000.0,8658000.0
40,109758,,,214092000.0,,73845000.0,,,,-14495000.0,8658000.0
41,109758,,,175712000.0,,77637000.0,,,,30575000.0,8217000.0
42,109758,,,175712000.0,,77637000.0,,,,30575000.0,8217000.0
43,109758,,,175712000.0,,77637000.0,,,,30575000.0,8217000.0
44,109758,,,175712000.0,,77637000.0,,,,30575000.0,8217000.0
45,109758,,,151590000.0,,94823000.0,,,,77651000.0,18925000.0
46,109758,,,151590000.0,,94823000.0,,,,77651000.0,18925000.0
47,109758,,,151590000.0,,94823000.0,,,,77651000.0,18925000.0
48,109758,,,151590000.0,,94823000.0,,,,77651000.0,18925000.0
49,109758,,,112152000.0,,96140000.0,,,,126816000.0,19715000.0
50,109758,,,112152000.0,,96140000.0,,,,126816000.0,19715000.0
51,109758,,,112152000.0,,96140000.0,,,,126816000.0,19715000.0
52,109758,,,112152000.0,,96140000.0,,,,126816000.0,19715000.0
53,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
54,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
55,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
56,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
57,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
58,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
59,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
60,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
61,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
62,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
63,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
64,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
65,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
66,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
67,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
68,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
69,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
70,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
71,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
72,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
73,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
74,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
75,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
76,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
77,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
78,109758,,,115683000.0,,137683000.0,,,,153409000.0,66469000.0
79,1205643,,Commercial Services & Supplies,,,,Services to Buildings and Dwellings,,1205643.0,,
80,1205643,,,,,,,,1157752.0,,
81,1205643,,,,,,,,1366690.0,,
82,1205643,,,,,,,,,,
83,1205643,,,,,,,,,,
84,1205643,,,139000.0,7000.0,,,,,20550000.0,3835000.0
85,1205643,,,139000.0,7000.0,,,,,20550000.0,3835000.0
86,1205643,,,139000.0,7000.0,,,,,20550000.0,3835000.0
87,1205643,,,139000.0,7000.0,,,,,20550000.0,3835000.0
88,1205643,,,527000.0,1450000.0,,,,,41596000.0,25799000.0
89,1205643,,,527000.0,1450000.0,,,,,41596000.0,25799000.0
90,1205643,,,527000.0,1450000.0,,,,,41596000.0,25799000.0
91,1205643,,,527000.0,1450000.0,,,,,41596000.0,25799000.0
92,1205643,,,1771000.0,1495000.0,,,,,37036000.0,23861000.0
