,Instrument,Tangible Book Value - Utility,Market Capitalisation,Stock Price,Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period Average (Pvt)",Tangible Book Value - Banks,Has Filed For Bankruptcy,Earnings Before Interest & Taxes (EBIT) (Pvt),"Working Capital, Period over Period % Change (Pvt)",Tangible Book Value - Insurance
0,1107955,,,,,,,,,,
1,109758,-9677000.0,,,,,-9677000.0,,,,-9677000.0
2,109758,-9677000.0,,,,,-9677000.0,,,,-9677000.0
3,109758,-9677000.0,,,,,-9677000.0,,,,-9677000.0
4,109758,-9677000.0,,,,,-9677000.0,,,,-9677000.0
5,109758,19373000.0,,,0.0,,19373000.0,,,,19373000.0
6,109758,19373000.0,,,0.0,,19373000.0,,,,19373000.0
7,109758,19373000.0,,,0.0,,19373000.0,,,,19373000.0
8,109758,19373000.0,,,0.0,,19373000.0,,,,19373000.0
9,109758,-201007000.0,,,20167000.0,,-201007000.0,,,,-201007000.0
10,109758,-201007000.0,,,20167000.0,,-201007000.0,,,,-201007000.0
11,109758,-201007000.0,,,20167000.0,,-201007000.0,,,,-201007000.0
12,109758,-201007000.0,,,20167000.0,,-201007000.0,,,,-201007000.0
13,109758,-135887000.0,,,62922000.0,,-135887000.0,,,,-135887000.0
14,109758,-135887000.0,,,62922000.0,,-135887000.0,,,,-135887000.0
15,109758,-135887000.0,,,62922000.0,,-135887000.0,,,,-135887000.0
16,109758,-135887000.0,,,62922000.0,,-135887000.0,,,,-135887000.0
17,109758,-52497000.0,,,112795000.0,,-52497000.0,,,,-52497000.0
18,109758,-52497000.0,,,112795000.0,,-52497000.0,,,,-52497000.0
19,109758,-52497000.0,,,112795000.0,,-52497000.0,,,,-52497000.0
20,109758,-52497000.0,,,112795000.0,,-52497000.0,,,,-52497000.0
21,109758,4226000.0,,,173360000.0,,4226000.0,,,,4226000.0
22,109758,4226000.0,,,173360000.0,,4226000.0,,,,4226000.0
23,109758,4226000.0,,,173360000.0,,4226000.0,,,,4226000.0
24,109758,4226000.0,,,173360000.0,,4226000.0,,,,4226000.0
25,109758,52046000.0,,,228211000.0,,52046000.0,,,,52046000.0
26,109758,52046000.0,,,228211000.0,,52046000.0,,,,52046000.0
27,109758,52046000.0,,,228211000.0,,52046000.0,,,,52046000.0
28,109758,52046000.0,,,228211000.0,,52046000.0,,,,52046000.0
29,109758,48727000.0,,,266905000.0,,48727000.0,,,,48727000.0
30,109758,48727000.0,,,266905000.0,,48727000.0,,,,48727000.0
31,109758,48727000.0,,,266905000.0,,48727000.0,,,,48727000.0
32,109758,48727000.0,,,266905000.0,,48727000.0,,,,48727000.0
33,109758,8448000.0,,,279996000.0,,8448000.0,,,,8448000.0
34,109758,8448000.0,,,279996000.0,,8448000.0,,,,8448000.0
35,109758,8448000.0,,,279996000.0,,8448000.0,,,,8448000.0
36,109758,8448000.0,,,279996000.0,,8448000.0,,,,8448000.0
37,109758,-53945000.0,,,226345000.0,,-53945000.0,,,,-53945000.0
38,109758,-53945000.0,,,226345000.0,,-53945000.0,,,,-53945000.0
39,109758,-53945000.0,,,226345000.0,,-53945000.0,,,,-53945000.0
40,109758,-53945000.0,,,226345000.0,,-53945000.0,,,,-53945000.0
41,109758,-8734000.0,,,267305000.0,,-8734000.0,,,,-8734000.0
42,109758,-8734000.0,,,267305000.0,,-8734000.0,,,,-8734000.0
43,109758,-8734000.0,,,267305000.0,,-8734000.0,,,,-8734000.0
44,109758,-8734000.0,,,267305000.0,,-8734000.0,,,,-8734000.0
45,109758,32484000.0,,,313226000.0,,32484000.0,,,,32484000.0
46,109758,32484000.0,,,313226000.0,,32484000.0,,,,32484000.0
47,109758,32484000.0,,,313226000.0,,32484000.0,,,,32484000.0
48,109758,32484000.0,,,313226000.0,,32484000.0,,,,32484000.0
49,109758,70860000.0,,,128772000.0,,70860000.0,,,,70860000.0
50,109758,70860000.0,,,128772000.0,,70860000.0,,,,70860000.0
51,109758,70860000.0,,,128772000.0,,70860000.0,,,,70860000.0
52,109758,70860000.0,,,128772000.0,,70860000.0,,,,70860000.0
53,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
54,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
55,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
56,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
57,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
58,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
59,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
60,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
61,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
62,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
63,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
64,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
65,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
66,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
67,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
68,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
69,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
70,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
71,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
72,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
73,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
74,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
75,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
76,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
77,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
78,109758,99692000.0,,,156530000.0,,99692000.0,,,,99692000.0
79,1205643,,,,,,,0.0,,,
80,1205643,,,,,,,,,,
81,1205643,,,,,,,,,,
82,1205643,,,,,,,,,,
83,1205643,,,,,,,,,,
84,1205643,5049000.0,,,-465000.0,,5049000.0,,,,5049000.0
85,1205643,5049000.0,,,-465000.0,,5049000.0,,,,5049000.0
86,1205643,5049000.0,,,-465000.0,,5049000.0,,,,5049000.0
87,1205643,5049000.0,,,-465000.0,,5049000.0,,,,5049000.0
88,1205643,25366000.0,,,-5242000.0,,25366000.0,,,,25366000.0
89,1205643,25366000.0,,,-5242000.0,,25366000.0,,,,25366000.0
90,1205643,25366000.0,,,-5242000.0,,25366000.0,,,,25366000.0
91,1205643,25366000.0,,,-5242000.0,,25366000.0,,,,25366000.0
92,1205643,22294000.0,,,-13045000.0,,22294000.0,,,,22294000.0
93,1205643,22294000.0,,,-13045000.0,,22294000.0,,,,22294000.0
94,1205643,22294000.0,,,-13045000.0,,22294000.0,,,,22294000.0
95,1205643,22294000.0,,,-13045000.0,,22294000.0,,,,22294000.0
96,1205643,17197000.0,,,-20791000.0,,17197000.0,,,,17197000.0
97,1205643,17197000.0,,,-20791000.0,,17197000.0,,,,17197000.0
98,1205643,17197000.0,,,-20791000.0,,17197000.0,,,,17197000.0
99,1205643,14312000.0,,,-33596000.0,,14312000.0,,,,14312000.0
100,1205643,14312000.0,,,-33596000.0,,14312000.0,,,,14312000.0
101,1205643,14312000.0,,,-33596000.0,,14312000.0,,,,14312000.0
102,1205643,14312000.0,,,-33596000.0,,14312000.0,,,,14312000.0
103,1205643,37582000.0,,,-52418000.0,,37582000.0,,,,37582000.0
104,1205643,37582000.0,,,-52418000.0,,37582000.0,,,,37582000.0
105,1205643,37582000.0,,,-52418000.0,,37582000.0,,,,37582000.0
106,1205643,37582000.0,,,-52418000.0,,37582000.0,,,,37582000.0
107,1205643,37781000.0,,,-93400000.0,,37781000.0,,,,37781000.0
108,1205643,37781000.0,,,-93400000.0,,37781000.0,,,,37781000.0
109,1205643,37781000.0,,,-93400000.0,,37781000.0,,,,37781000.0
110,1205643,37781000.0,,,-93400000.0,,37781000.0,,,,37781000.0
111,1205643,35110000.0,,,-140611000.0,,35110000.0,,,,35110000.0
112,1205643,35110000.0,,,-140611000.0,,35110000.0,,,,35110000.0
113,1205643,35110000.0,,,-140611000.0,,35110000.0,,,,35110000.0
114,1205643,35110000.0,,,-140611000.0,,35110000.0,,,,35110000.0
115,1205643,36974000.0,,,-141669000.0,,36974000.0,,,,36974000.0
116,1205643,36974000.0,,,-141669000.0,,36974000.0,,,,36974000.0
117,1205643,36974000.0,,,-141669000.0,,36974000.0,,,,36974000.0
118,1205643,36974000.0,,,-141669000.0,,36974000.0,,,,36974000.0
119,1205643,47851000.0,,,-138800000.0,,47851000.0,,,,47851000.0
120,1205643,47851000.0,,,-138800000.0,,47851000.0,,,,47851000.0
121,1205643,47851000.0,,,-138800000.0,,47851000.0,,,,47851000.0
122,1205643,47851000.0,,,-138800000.0,,47851000.0,,,,47851000.0
123,1205643,39139000.0,,,-148894000.0,,39139000.0,,,,39139000.0
124,1205643,39139000.0,,,-148894000.0,,39139000.0,,,,39139000.0
125,1205643,39139000.0,,,-148894000.0,,39139000.0,,,,39139000.0
126,1205643,39139000.0,,,-148894000.0,,39139000.0,,,,39139000.0
127,1205643,14506000.0,,,-160521000.0,,14506000.0,,,,14506000.0
128,1205643,14506000.0,,,-160521000.0,,14506000.0,,,,14506000.0
129,1205643,14506000.0,,,-160521000.0,,14506000.0,,,,14506000.0
130,1205643,14506000.0,,,-160521000.0,,14506000.0,,,,14506000.0
131,1205643,13717000.0,,,-165894000.0,,13717000.0,,,,13717000.0
132,1205643,13717000.0,,,-165894000.0,,13717000.0,,,,13717000.0
133,1205643,13717000.0,,,-165894000.0,,13717000.0,,,,13717000.0
134,1205643,13717000.0,,,-165894000.0,,13717000.0,,,,13717000.0
135,1205643,16781000.0,,,-162936000.0,,16781000.0,,,,16781000.0
136,1205643,16781000.0,,,-162936000.0,,16781000.0,,,,16781000.0
137,1205643,16781000.0,,,-162936000.0,,16781000.0,,,,16781000.0
138,1205643,16781000.0,,,-162936000.0,,16781000.0,,,,16781000.0
139,1205643,3258000.0,,,-170928000.0,,3258000.0,,,,3258000.0
140,1205643,3258000.0,,,-170928000.0,,3258000.0,,,,3258000.0
141,1205643,3258000.0,,,-170928000.0,,3258000.0,,,,3258000.0
142,1205643,3258000.0,,,-170928000.0,,3258000.0,,,,3258000.0
143,1205643,-34922000.0,,,-122424000.0,,-34922000.0,,,,-34922000.0
144,1205643,-34922000.0,,,-122424000.0,,-34922000.0,,,,-34922000.0
145,1205643,-34922000.0,,,-122424000.0,,-34922000.0,,,,-34922000.0
146,1205643,-34922000.0,,,-122424000.0,,-34922000.0,,,,-34922000.0
147,1205643,-10085000.0,,,-108478000.0,,-10085000.0,,,,-10085000.0
148,1205643,-10085000.0,,,-108478000.0,,-10085000.0,,,,-10085000.0
149,1205643,-10085000.0,,,-108478000.0,,-10085000.0,,,,-10085000.0
150,1205643,-10085000.0,,,-108478000.0,,-10085000.0,,,,-10085000.0
151,1205643,5432000.0,,,-97749000.0,,5432000.0,,,,5432000.0
152,1205643,5432000.0,,,-97749000.0,,5432000.0,,,,5432000.0
153,1205643,5432000.0,,,-97749000.0,,5432000.0,,,,5432000.0
154,1205643,5432000.0,,,-97749000.0,,5432000.0,,,,5432000.0
155,1205643,-422000.0,,,-85549000.0,,-422000.0,,,,-422000.0
156,1205643,-422000.0,,,-85549000.0,,-422000.0,,,,-422000.0
157,1135152,362500000.0,,,,,362500000.0,,,,362500000.0
158,1135152,362500000.0,,,,,362500000.0,,,,362500000.0
159,1135152,362500000.0,,,,,362500000.0,,,,362500000.0
160,1135152,264500000.0,,,0.0,,264500000.0,,,,264500000.0
161,1135152,264500000.0,,,0.0,,264500000.0,,,,264500000.0
162,1135152,264500000.0,,,0.0,,264500000.0,,,,264500000.0
163,1135152,264500000.0,,,0.0,,264500000.0,,,,264500000.0
164,1135152,264500000.0,,,0.0,,264500000.0,,,,264500000.0
165,1135152,71100000.0,,,42300000.0,,71100000.0,,,,71100000.0
166,1135152,71100000.0,,,42300000.0,,71100000.0,,,,71100000.0
167,1135152,71100000.0,,,42300000.0,,71100000.0,,,,71100000.0
168,1135152,71100000.0,,,42300000.0,,71100000.0,,,,71100000.0
169,1135152,183900000.0,,,-87400000.0,,183900000.0,,,,183900000.0
170,1135152,183900000.0,,,-87400000.0,,183900000.0,,,,183900000.0
171,1135152,183900000.0,,,-87400000.0,,183900000.0,,,,183900000.0
172,1135152,183900000.0,,,-87400000.0,,183900000.0,,,,183900000.0
173,1135152,253900000.0,,,-29600000.0,,253900000.0,,,,253900000.0
174,1135152,253900000.0,,,-29600000.0,,253900000.0,,,,253900000.0
175,1135152,253900000.0,,,-29600000.0,,253900000.0,,,,253900000.0
176,1135152,253900000.0,,,-29600000.0,,253900000.0,,,,253900000.0
177,1135152,473400000.0,,,87100000.0,,473400000.0,,,,473400000.0
178,1135152,473400000.0,,,87100000.0,,473400000.0,,,,473400000.0
179,1135152,473400000.0,,,87100000.0,,473400000.0,,,,473400000.0
180,1135152,473400000.0,,,87100000.0,,473400000.0,,,,473400000.0
181,1135152,523400000.0,,,193200000.0,,523400000.0,,,,523400000.0
182,1135152,523400000.0,,,193200000.0,,523400000.0,,,,523400000.0
183,1135152,523400000.0,,,193200000.0,,523400000.0,,,,523400000.0
184,1135152,523400000.0,,,193200000.0,,523400000.0,,,,523400000.0
185,1135152,698600000.0,,,469500000.0,,698600000.0,,,,698600000.0
186,1135152,698600000.0,,,469500000.0,,698600000.0,,,,698600000.0
187,1135152,698600000.0,,,469500000.0,,698600000.0,,,,698600000.0
188,1135152,698600000.0,,,469500000.0,,698600000.0,,,,698600000.0
189,1135152,794300000.0,,,771600000.0,,794300000.0,,,,794300000.0
190,1135152,794300000.0,,,771600000.0,,794300000.0,,,,794300000.0
191,1135152,794300000.0,,,771600000.0,,794300000.0,,,,794300000.0
192,1135152,794300000.0,,,771600000.0,,794300000.0,,,,794300000.0
193,1135152,491500000.0,,,1081000000.0,,491500000.0,,,,491500000.0
194,1135152,491500000.0,,,1081000000.0,,491500000.0,,,,491500000.0
195,1135152,491500000.0,,,1081000000.0,,491500000.0,,,,491500000.0
196,1135152,491500000.0,,,1081000000.0,,491500000.0,,,,491500000.0
197,1135152,675500000.0,,,1438900000.0,,675500000.0,,,,675500000.0
198,1135152,675500000.0,,,1438900000.0,,675500000.0,,,,675500000.0
199,1135152,675500000.0,,,1438900000.0,,675500000.0,,,,675500000.0
200,1135152,675500000.0,,,1438900000.0,,675500000.0,,,,675500000.0
201,1135152,896400000.0,,,1814900000.0,,896400000.0,,,,896400000.0
202,1135152,896400000.0,,,1814900000.0,,896400000.0,,,,896400000.0
203,1135152,896400000.0,,,1814900000.0,,896400000.0,,,,896400000.0
204,1135152,896400000.0,,,1814900000.0,,896400000.0,,,,896400000.0
205,1135152,1030800000.0,,,2214700000.0,,1030800000.0,,,,1030800000.0
206,1135152,1030800000.0,,,2214700000.0,,1030800000.0,,,,1030800000.0
207,1135152,1030800000.0,,,2214700000.0,,1030800000.0,,,,1030800000.0
