,Instrument,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Net Income/Starting Line, Cumulative",Delisted Quote Flag,Total Current Liabilities,Operating Income,Net Debt Incl. Pref.Stock & Min.Interest,Inventories (CF),Cash,Price
80,1222218,,,,0.0,,,,,,
81,1222218,,,,,,,,,,
82,1222218,,,,,,,,,,
83,1222218,,,,,,,,,,
84,1222218,,,,,,,,,,
85,1222218,,,,,,,,,,
86,1222218,,,,,,,,,,
87,1222218,,,,,,,,,,
88,1222218,,,,,,,,,,
89,1222218,,,,,,,,,,
90,1222218,,,,,,,,,,
91,1222218,,,,,,,,,,
92,1222218,,,,,,,,,,
93,1222218,,,,,,,,,,
94,1222218,,,,,,,,,,
95,1222218,,,,,,,,,,
96,1222218,,0.0,-107000.0,,68000.0,-107000.0,0.0,,,
97,1222218,,0.0,-107000.0,,68000.0,-107000.0,0.0,,,
98,1222218,,0.0,-107000.0,,68000.0,-107000.0,0.0,,,
99,1222218,,0.0,-107000.0,,68000.0,-107000.0,0.0,,,
100,1222218,,5000.0,-53000.0,,81000.0,-53000.0,-3000.0,,,
101,1222218,,5000.0,-53000.0,,81000.0,-53000.0,-3000.0,,,
102,1222218,,5000.0,-53000.0,,81000.0,-53000.0,-3000.0,,,
103,1222218,,5000.0,-53000.0,,81000.0,-53000.0,-3000.0,,,
104,1222218,,546000.0,-1144000.0,,1344000.0,-1146000.0,377000.0,,,
105,1222218,,546000.0,-1144000.0,,1344000.0,-1146000.0,377000.0,,,
106,1222218,,546000.0,-1144000.0,,1344000.0,-1146000.0,377000.0,,,
107,1222218,,546000.0,-1144000.0,,1344000.0,-1146000.0,377000.0,,,
108,1222218,,546000.0,-1144000.0,,1344000.0,-1146000.0,377000.0,,,
109,1222218,,310000.0,-2009000.0,,2003000.0,-1975000.0,-928000.0,,,
110,1222218,,310000.0,-2009000.0,,2003000.0,-1975000.0,-928000.0,,,
111,1222218,,310000.0,-2009000.0,,2003000.0,-1975000.0,-928000.0,,,
112,1222218,,310000.0,-2009000.0,,2003000.0,-1975000.0,-928000.0,,,
113,1222218,,327000.0,-2844000.0,,3279000.0,-2047000.0,-504000.0,,,
114,1222218,,327000.0,-2844000.0,,3279000.0,-2047000.0,-504000.0,,,
115,1222218,,327000.0,-2844000.0,,3279000.0,-2047000.0,-504000.0,,,
116,1222218,,327000.0,-2844000.0,,3279000.0,-2047000.0,-504000.0,,,
117,1222218,,203430.0,-519350.0,,2666840.0,-492590.0,-1058890.0,,,
118,1222218,,203430.0,-519350.0,,2666840.0,-492590.0,-1058890.0,,,
119,1222218,,203430.0,-519350.0,,2666840.0,-492590.0,-1058890.0,,,
120,1222218,,203430.0,-519350.0,,2666840.0,-492590.0,-1058890.0,,,
121,1222218,,424240.0,863680.0,,2655920.0,867870.0,-1588720.0,,,
122,1222218,,424240.0,863680.0,,2655920.0,867870.0,-1588720.0,,,
123,1222218,,424240.0,863680.0,,2655920.0,867870.0,-1588720.0,,,
124,1222218,,424240.0,863680.0,,2655920.0,867870.0,-1588720.0,,,
125,1222218,,482830.0,-494010.0,,1987420.0,-494010.0,-269590.0,,752420.0,
126,1222218,,482830.0,-494010.0,,1987420.0,-494010.0,-269590.0,,752420.0,
127,1222218,,482830.0,-494010.0,,1987420.0,-494010.0,-269590.0,,752420.0,
128,1222218,,482830.0,-494010.0,,1987420.0,-494010.0,-269590.0,,752420.0,
129,1222218,,0.0,-1565010.0,,3625700.0,-188070.0,-6080.0,,6080.0,
130,1222218,,0.0,-1565010.0,,3625700.0,-188070.0,-6080.0,,6080.0,
131,1222218,,0.0,-1565010.0,,3625700.0,-188070.0,-6080.0,,6080.0,
132,1222218,,0.0,-1565010.0,,3625700.0,-188070.0,-6080.0,,6080.0,
133,1222218,,364320.0,-163240.0,,384660.0,-163240.0,188520.0,,175800.0,
134,1222218,,364320.0,-163240.0,,384660.0,-163240.0,188520.0,,175800.0,
135,1222218,,364320.0,-163240.0,,384660.0,-163240.0,188520.0,,175800.0,
136,1222218,,364320.0,-163240.0,,384660.0,-163240.0,188520.0,,175800.0,
137,1222218,,652630.0,-1691200.0,,848830.0,-1691200.0,214980.0,,437650.0,
138,1222218,,652630.0,-1691200.0,,848830.0,-1691200.0,214980.0,,437650.0,
139,1222218,,652630.0,-1691200.0,,848830.0,-1691200.0,214980.0,,437650.0,
140,1222218,,652630.0,-1691200.0,,848830.0,-1691200.0,214980.0,,437650.0,
141,1222218,,1125670.0,-2143750.0,,1897670.0,-2293730.0,982190.0,,143480.0,
142,1222218,,1125670.0,-2143750.0,,1897670.0,-2293730.0,982190.0,,143480.0,
143,1222218,,1125670.0,-2143750.0,,1897670.0,-2293730.0,982190.0,,143480.0,
144,1222218,,1125670.0,-2143750.0,,1897670.0,-2293730.0,982190.0,,143480.0,
145,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
146,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
147,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
148,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
149,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
150,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
151,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
152,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
153,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
154,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
155,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
156,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
157,1222218,,1429060.0,-2149390.0,,2511180.0,-2149390.0,1422980.0,,6080.0,
158,1514682,,,,0.0,,,,,,
159,1514682,,,,,,,,,,
160,1514682,,,,,,,,,,
161,1514682,,,,,,,,,,
162,1514682,,,,,,,,,,
163,1514682,,,,,,,,,,
164,1514682,,,,,,,,,,
165,1514682,,,,,,,,,,
166,1514682,,,,,,,,,,
167,1514682,,,,,,,,,,
168,1514682,,,,,,,,,,
169,1514682,,,,,,,,,,
170,1514682,,,,,,,,,,
171,1514682,,,,,,,,,,
172,1514682,,,,,,,,,,
173,1514682,,,,,,,,,,
174,1514682,,,,,,,,,,
175,1514682,,,,,,,,,,
176,1514682,,,,,,,,,,
177,1514682,,,,,,,,,,
178,1514682,,,,,,,,,,
179,1514682,,,,,,,,,,
180,1514682,,,,,,,,,,
181,1514682,,,,,,,,,,
182,1514682,,,,,,,,,,
183,1514682,,,,,,,,,,
184,1514682,,,,,,,,,,
185,1514682,,,,,,,,,,
186,1514682,,,,,,,,,,
187,1514682,,,,,,,,,,
188,1514682,,,,,,,,,,
189,1514682,,,,,,,,,,
190,1514682,,,,,,,,,,
191,1514682,,,,,,,,,,
192,1514682,,,,,,,,,,
193,1514682,,,,,,,,,,
194,1514682,,,,,,,,,,
195,1514682,,,,,,,,,,
196,1514682,,,,,,,,,,
197,1514682,,,,,,,,,,
198,1514682,,,,,,,,,,
199,1514682,,,,,,,,,,
200,1514682,,,,,,,,,,
201,1514682,,,,,,,,,,
202,1514682,,,,,,0.0,,,,
203,1514682,,,,,,0.0,,,,
204,1514682,,,,,,0.0,,,,
205,1514682,,,,,,0.0,,,,
206,1514682,,0.0,-115560.0,,665080.0,-115690.0,-156480.0,,156480.0,
207,1514682,,0.0,-115560.0,,665080.0,-115690.0,-156480.0,,156480.0,
208,1514682,,0.0,-115560.0,,665080.0,-115690.0,-156480.0,,156480.0,
209,1514682,,0.0,-115560.0,,665080.0,-115690.0,-156480.0,,156480.0,
210,1514682,,4730030.0,-7575970.0,,9968770.0,-6445780.0,5301420.0,-258300.0,,
211,1514682,,4730030.0,-7575970.0,,9968770.0,-6445780.0,5301420.0,-258300.0,,
212,1514682,,4730030.0,-7575970.0,,9968770.0,-6445780.0,5301420.0,-258300.0,,
213,1514682,,4730030.0,-7575970.0,,9968770.0,-6445780.0,5301420.0,-258300.0,,
214,1514682,,4730030.0,-7575970.0,,9968770.0,-6445780.0,5301420.0,-258300.0,,
215,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
216,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
217,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
218,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
219,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
220,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
221,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
222,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
223,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
224,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
225,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
226,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
227,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
228,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
229,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
230,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
231,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
232,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
233,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
234,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
235,1514682,,5026870.0,-24544710.0,,12102030.0,-19203350.0,2412490.0,-94850.0,,
236,1567345,,,,0.0,,,,,,
237,1567345,,,,,,,,,,
238,1567345,,,,,,,,,,
239,1567345,,,,,,,,,,
240,1567345,,,,,,,,,,
241,1567345,,,,,,,,,,
242,1567345,,,,,,,,,,
243,1567345,,,,,,,,,,
244,1567345,,,,,,,,,,
245,1567345,,,,,,,,,,
246,1567345,,,,,,,,,,
247,1567345,,,,,,,,,,
248,1567345,,,,,,,,,,
249,1567345,,,,,,,,,,
250,1567345,,,,,,,,,,
251,1567345,,,,,,,,,,
252,1567345,,,,,,,,,,
253,1567345,,,,,,,,,,
254,1567345,,,,,,,,,,
255,1567345,,,,,,,,,,
256,1567345,,,,,,,,,,
257,1567345,,,,,,,,,,
258,1567345,,,,,,,,,,
259,1567345,,,,,,,,,,
260,1567345,,,,,,,,,,
261,1567345,,,,,,,,,,
262,1567345,,,,,,,,,,
263,1567345,,,,,,,,,,
264,1567345,,,,,,,,,,
265,1567345,,,,,,,,,,
266,1567345,,,,,,,,,,
267,1567345,,,,,,,,,,
268,1567345,,,,,,,,,,
269,1567345,,,,,,,,,,
270,1567345,,,,,,,,,,
271,1567345,,,,,,,,,1754000.0,
272,1567345,,,,,,,,,1754000.0,
273,1567345,,,,,,,,,1754000.0,
274,1567345,,,,,,,,,1754000.0,
275,1567345,,,,,,,,,2486000.0,
276,1567345,,,,,,,,,2486000.0,
277,1567345,,,,,,,,,2486000.0,
278,1567345,,,,,,,,,2486000.0,
279,1567345,,,31032690.0,,,13834670.0,,,5101000.0,
280,1567345,,,31032690.0,,,13834670.0,,,5101000.0,
281,1567345,,,31032690.0,,,13834670.0,,,5101000.0,
282,1567345,,,31032690.0,,,13834670.0,,,5101000.0,
283,1567345,,64350000.0,7603970.0,,22814520.0,15401440.0,54167460.0,,10182540.0,
284,1567345,,64350000.0,7603970.0,,22814520.0,15401440.0,54167460.0,,10182540.0,
285,1567345,,64350000.0,7603970.0,,22814520.0,15401440.0,54167460.0,,10182540.0,
286,1567345,,64350000.0,7603970.0,,22814520.0,15401440.0,54167460.0,,10182540.0,
287,1567345,,64350000.0,7603970.0,,22814520.0,15401440.0,54167460.0,,10182540.0,
288,1567345,,57012000.0,11029600.0,,20769890.0,20866220.0,46927570.0,,10084430.0,
289,1567345,,57012000.0,11029600.0,,20769890.0,20866220.0,46927570.0,,10084430.0,
290,1567345,,57012000.0,11029600.0,,20769890.0,20866220.0,46927570.0,,10084430.0,
291,1567345,,57012000.0,11029600.0,,20769890.0,20866220.0,46927570.0,,10084430.0,
292,1567345,,172481000.0,-4297000.0,,22042000.0,6073000.0,-4141000.0,,176622000.0,
293,1567345,,172481000.0,-4297000.0,,22042000.0,6073000.0,-4141000.0,,176622000.0,
294,1567345,,172481000.0,-4297000.0,,22042000.0,6073000.0,-4141000.0,,176622000.0,
295,1567345,,172481000.0,-4297000.0,,22042000.0,6073000.0,-4141000.0,,176622000.0,
296,1567345,,221791000.0,10557000.0,,28031000.0,24911000.0,79781000.0,,142010000.0,
297,1567345,,221791000.0,10557000.0,,28031000.0,24911000.0,79781000.0,,142010000.0,
298,1567345,,221791000.0,10557000.0,,28031000.0,24911000.0,79781000.0,,142010000.0,
299,1567345,,221791000.0,10557000.0,,28031000.0,24911000.0,79781000.0,,142010000.0,
300,1567345,,217669000.0,13739000.0,,39850000.0,34867000.0,38137000.0,,179532000.0,
301,1567345,,217669000.0,13739000.0,,39850000.0,34867000.0,38137000.0,,179532000.0,
302,1567345,,217669000.0,13739000.0,,39850000.0,34867000.0,38137000.0,,179532000.0,
303,1567345,,217669000.0,13739000.0,,39850000.0,34867000.0,38137000.0,,179532000.0,
304,1567345,,210270000.0,18000000.0,,30051000.0,40023000.0,47180000.0,,163090000.0,
305,1567345,,210270000.0,18000000.0,,30051000.0,40023000.0,47180000.0,,163090000.0,
306,1567345,,210270000.0,18000000.0,,30051000.0,40023000.0,47180000.0,,163090000.0,
307,1567345,,210270000.0,18000000.0,,30051000.0,40023000.0,47180000.0,,163090000.0,
308,1567345,,207642000.0,-13436000.0,,31605000.0,24810000.0,83343000.0,,124299000.0,
309,1567345,,207642000.0,-13436000.0,,31605000.0,24810000.0,83343000.0,,124299000.0,
310,1567345,,207642000.0,-13436000.0,,31605000.0,24810000.0,83343000.0,,124299000.0,
311,1567345,,207642000.0,-13436000.0,,31605000.0,24810000.0,83343000.0,,124299000.0,
312,1567345,,206091000.0,-10797000.0,,39918000.0,44732000.0,113101000.0,,94478000.0,
313,1567345,,206091000.0,-10797000.0,,39918000.0,44732000.0,113101000.0,,94478000.0,
314,1463729,,,,1.0,,,,,,
315,1463729,,,,,,,,,,
316,1463729,,,,,,,,,,
317,1463729,,,,,,,,,,
318,1463729,,,,,,,,,,
319,1463729,,,,,,,,,,
320,1463729,,,,,,,,,,
321,1463729,,,,,,,,,,
322,1463729,,,,,,,,,,
323,1463729,,,,,,,,,,
324,1463729,,,,,,,,,,
325,1463729,,,,,,,,,,
326,1463729,,,,,,,,,,
327,1463729,,,,,,,,,,
328,1463729,,,,,,,,,,
329,1463729,,,,,,,,,,
330,1463729,,,,,,,,,,
331,1463729,,,,,,,,,,
332,1463729,,,,,,,,,,
333,1463729,,,,,,,,,,
334,1463729,,,,,,,,,,
335,1463729,,,,,,,,,,
336,1463729,,,,,,,,,,
337,1463729,,,,,,,,,,
338,1463729,,,,,,,,,,
339,1463729,,,,,,,,,,
340,1463729,,,,,,,,,,
341,1463729,,,,,,,,,,
342,1463729,,,,,,,,,,
343,1463729,,,,,,,,,,
344,1463729,,,,,,,,,,
345,1463729,,,,,,,,,,
346,1463729,,,,,,,,,,
347,1463729,,,,,,,,,,
348,1463729,,,,,,,,,,
349,1463729,,,,,,,,,,
350,1463729,,,,,,,,,,
351,1463729,,,,,,,,,,
352,1463729,,,,,,,,,,
353,1463729,,,,,,,,,,
354,1463729,,,,,,,,,,
355,1463729,,,,,,,,,,
356,1463729,,,,,,,,,,
357,1463729,,,,,,,,,,
358,1463729,,,,,,,,,,
359,1463729,,,,,,,,,,
360,1463729,,,,,,,,,,
361,1463729,,,,,,,,,,
362,1463729,,0.0,-6110000.0,,6588000.0,-6327000.0,15924000.0,,,
363,1463729,,0.0,-6110000.0,,6588000.0,-6327000.0,15924000.0,,,
364,1463729,,0.0,-6110000.0,,6588000.0,-6327000.0,15924000.0,,,
365,1463729,,0.0,-6110000.0,,6588000.0,-6327000.0,15924000.0,,,
366,1463729,,0.0,-6110000.0,,6588000.0,-6327000.0,15924000.0,,,
367,1463729,,0.0,-17710000.0,,6142000.0,-17710000.0,34389000.0,,,
368,1463729,,0.0,-17710000.0,,6142000.0,-17710000.0,34389000.0,,,
369,1463729,,0.0,-17710000.0,,6142000.0,-17710000.0,34389000.0,,,
370,1463729,,4915000.0,-48320000.0,,16141000.0,-47893000.0,-64575000.0,,,
371,1463729,,4915000.0,-48320000.0,,16141000.0,-47893000.0,-64575000.0,,,
372,1463729,,4915000.0,-48320000.0,,16141000.0,-47893000.0,-64575000.0,,,
373,1463729,,4915000.0,-48320000.0,,16141000.0,-47893000.0,-64575000.0,,,
374,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
375,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
376,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
377,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
378,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
379,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
380,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
381,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
382,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
383,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
384,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
385,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
386,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
387,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
388,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
389,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
390,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
391,1463729,,0.0,-114970000.0,,28520000.0,-111570000.0,-671929000.0,,,
392,1572684,,,,1.0,,,,,,
393,1572684,,,,,,,,,,
394,1572684,,,,,,,,,,
395,1572684,,,,,,,,,,
396,1572684,,,,,,,,,,
397,1572684,,,,,,,,,,
398,1572684,,,,,,,,,,
399,1572684,,,,,,,,,,
400,1572684,,,,,,,,,,
401,1572684,,,,,,,,,,
402,1572684,,,,,,,,,,
403,1572684,,,,,,,,,,
404,1572684,,,,,,,,,,
405,1572684,,,,,,,,,,
406,1572684,,,,,,,,,,
407,1572684,,,,,,,,,,
408,1572684,,,,,,,,,,
409,1572684,,,,,,,,,,
410,1572684,,,,,,,,,,
411,1572684,,,,,,,,,,
412,1572684,,,,,,,,,,
413,1572684,,,,,,,,,,
414,1572684,,,,,,,,,,
415,1572684,,,,,,,,,,
416,1572684,,,,,,,,,,
417,1572684,,,,,,,,,,
418,1572684,,,,,,,,,,
419,1572684,,,,,,,,,,
420,1572684,,,,,,,,,,
421,1572684,,,,,,,,,,
422,1572684,,,,,,,,,,
423,1572684,,,,,,,,,,
424,1572684,,,,,,,,,,
425,1572684,,,,,,,,,,
426,1572684,,,,,,,,,,
427,1572684,,,,,,,,,,
428,1572684,,,,,,,,,,
429,1572684,,,,,,,,,,
430,1572684,,,,,,,,,,
431,1572684,,,,,,,,,,
432,1572684,,,,,,,,,,
433,1572684,,,,,,,,,,
434,1572684,,,,,,,,,,
435,1572684,,,,,,,,,,
436,1572684,,,,,,,,,,
437,1572684,,,,,,,,,,
438,1572684,,,,,,,,,,
439,1572684,,,,,,,,,,
440,1572684,,,,,,,,,,
441,1572684,,,,,,,,,,
442,1572684,,30034000.0,-6567000.0,,,-6601000.0,27758000.0,-13005000.0,,
443,1572684,,30034000.0,-6567000.0,,,-6601000.0,27758000.0,-13005000.0,,
444,1572684,,30034000.0,-6567000.0,,,-6601000.0,27758000.0,-13005000.0,,
445,1572684,,30034000.0,-6567000.0,,,-6601000.0,27758000.0,-13005000.0,,
446,1572684,,29112000.0,3018000.0,,,2440000.0,18788000.0,735000.0,,
447,1572684,,29112000.0,3018000.0,,,2440000.0,18788000.0,735000.0,,
448,1572684,,30950000.0,-4287000.0,,,-4609000.0,69909000.0,-45137000.0,,
449,1572684,,30950000.0,-4287000.0,,,-4609000.0,69909000.0,-45137000.0,,
450,1572684,,30950000.0,-4287000.0,,,-4609000.0,69909000.0,-45137000.0,,
451,1572684,,30950000.0,-4287000.0,,,-4609000.0,69909000.0,-45137000.0,,
452,1572684,,135451000.0,-7721000.0,,,-7842000.0,217430000.0,-131045000.0,,
453,1572684,,135451000.0,-7721000.0,,,-7842000.0,217430000.0,-131045000.0,,
454,1572684,,135451000.0,-7721000.0,,,-7842000.0,217430000.0,-131045000.0,,
455,1572684,,135451000.0,-7721000.0,,,-7842000.0,217430000.0,-131045000.0,,
456,1572684,,155966000.0,5783000.0,,,5646000.0,243345000.0,-38476000.0,,
457,1572684,,155966000.0,5783000.0,,,5646000.0,243345000.0,-38476000.0,,
458,1572684,,155966000.0,5783000.0,,,5646000.0,243345000.0,-38476000.0,,
459,1572684,,155966000.0,5783000.0,,,5646000.0,243345000.0,-38476000.0,,
460,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
461,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
462,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
463,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
464,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
465,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
466,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
467,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
468,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
469,1572684,,160994000.0,14448000.0,,,8887000.0,246321000.0,-14200000.0,,
470,1391636,,,,1.0,,,,,,
471,1391636,,,,,,,,,,
472,1391636,,,,,,,,,,
473,1391636,,,,,,,,,,
474,1391636,,,,,,,,,,
475,1391636,,,,,,,,,,
476,1391636,,,,,,,,,,
477,1391636,,,,,,,,,,
478,1391636,,,,,,,,,,
479,1391636,,,,,,,,,,
480,1391636,,,,,,,,,,
481,1391636,,,,,,,,,,
482,1391636,,,,,,,,,,
483,1391636,,,,,,,,,,
484,1391636,,,,,,,,,,
485,1391636,,,,,,,,,,
486,1391636,,,,,,,,,,
487,1391636,,,,,,,,,,
488,1391636,,,,,,,,,,
489,1391636,,,,,,,,,,
490,1391636,,,,,,,,,,
491,1391636,,,,,,,,,,
492,1391636,,,,,,,,,,
493,1391636,,,,,,,,,,
494,1391636,,,,,,,,,,
495,1391636,,,,,,,,,,
496,1391636,,,,,,,,,,
497,1391636,,,,,,,,,,
498,1391636,,,,,,,,,,
499,1391636,,,,,,,,,,
500,1391636,,,,,,,,,,
501,1391636,,,,,,,,,,
502,1391636,,,,,,,,,,
503,1391636,,,,,,,,,,
504,1391636,,,,,,,,,,
505,1391636,,,,,,,,,,
