,Instrument,Tangible Book Value - Utility,Market Capitalisation,Stock Price,Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period Average (Pvt)",Tangible Book Value - Banks,Has Filed For Bankruptcy,Earnings Before Interest & Taxes (EBIT) (Pvt),"Working Capital, Period over Period % Change (Pvt)",Tangible Book Value - Insurance
0,890393,,,,,,,,,,
1,891038,,,,,,,,,,
2,892482,19078000.0,,,6612000.0,,19078000.0,0.0,,,19078000.0
3,892482,19078000.0,,,6612000.0,,19078000.0,0.0,,,19078000.0
4,892482,19078000.0,,,6612000.0,,19078000.0,,,,19078000.0
5,892482,19078000.0,,,6612000.0,,19078000.0,,,,19078000.0
6,892482,30963000.0,,,14862000.0,,30963000.0,,,,30963000.0
7,892482,30963000.0,,,14862000.0,,30963000.0,,,,30963000.0
8,892482,30963000.0,,,14862000.0,,30963000.0,,,,30963000.0
9,892482,30963000.0,,,14862000.0,,30963000.0,,,,30963000.0
10,892482,35234000.0,,,19670000.0,,35234000.0,,,,35234000.0
11,892482,35234000.0,,,19670000.0,,35234000.0,,,,35234000.0
12,892482,35234000.0,,,19670000.0,,35234000.0,,,,35234000.0
13,892482,35234000.0,,,19670000.0,,35234000.0,,,,35234000.0
14,892482,42157000.0,,,26134000.0,,42157000.0,,,,42157000.0
15,892482,42157000.0,,,26134000.0,,42157000.0,,,,42157000.0
16,892482,42157000.0,,,26134000.0,,42157000.0,,,,42157000.0
17,892482,42157000.0,,,26134000.0,,42157000.0,,,,42157000.0
18,892482,52012000.0,,,33800000.0,,52012000.0,,,,52012000.0
19,892482,52012000.0,,,33800000.0,,52012000.0,,,,52012000.0
20,892482,52012000.0,,,33800000.0,,52012000.0,,,,52012000.0
21,892482,52012000.0,,,33800000.0,,52012000.0,,,,52012000.0
22,892482,62722000.0,,,42872000.0,,62722000.0,,,,62722000.0
23,892482,62722000.0,,,42872000.0,,62722000.0,,,,62722000.0
24,892482,62722000.0,,,42872000.0,,62722000.0,,,,62722000.0
