,Instrument,Stock Price,Cash and Short Term Investments,Market Value for Company,CIK Number,Inventories (CF),Price,"Working Capital, Period over Period Average (Pvt)",Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date
7151,1088162,,5230000.0,,,146000.0,,,-9325000.0,,
7152,1088162,,2890000.0,,,2401000.0,,,-41939000.0,,
7153,1088162,,2890000.0,,,2401000.0,,,-41939000.0,,
7154,1088162,,2890000.0,,,2401000.0,,,-41939000.0,,
7155,1088162,,2890000.0,,,2401000.0,,,-41939000.0,,
7156,1088162,,2245000.0,,,763000.0,,,-37476000.0,,
7157,1088162,,2245000.0,,,763000.0,,,-37476000.0,,
7158,1088162,,2245000.0,,,763000.0,,,-37476000.0,,
7159,1088162,,2245000.0,,,763000.0,,,-37476000.0,,
7160,1088162,,3734000.0,,,-8462000.0,,,-26541000.0,,
7161,1088162,,3734000.0,,,-8462000.0,,,-26541000.0,,
7162,1088162,,3734000.0,,,-8462000.0,,,-26541000.0,,
7163,1088162,,3734000.0,,,-8462000.0,,,-26541000.0,,
7164,1088162,,2474000.0,,,-4832000.0,,,-28323000.0,,
7165,1088162,,2474000.0,,,-4832000.0,,,-28323000.0,,
7166,1088162,,2474000.0,,,-4832000.0,,,-28323000.0,,
7167,1088162,,2474000.0,,,-4832000.0,,,-28323000.0,,
7168,1088162,,2773000.0,,,7640000.0,,,-39523000.0,,
7169,1088162,,2773000.0,,,7640000.0,,,-39523000.0,,
7170,1088162,,2773000.0,,,7640000.0,,,-39523000.0,,
7171,1088162,,2773000.0,,,7640000.0,,,-39523000.0,,
7172,1088162,,1496000.0,,,7265000.0,,,-46964000.0,,
7173,1088162,,1496000.0,,,7265000.0,,,-46964000.0,,
7174,1088162,,1496000.0,,,7265000.0,,,-46964000.0,,
7175,1088162,,1496000.0,,,7265000.0,,,-46964000.0,,
7176,1088162,,5142000.0,,,1024000.0,,,-42217000.0,,
7177,1088162,,5142000.0,,,1024000.0,,,-42217000.0,,
7178,1088162,,5142000.0,,,1024000.0,,,-42217000.0,,
7179,1088162,,5142000.0,,,1024000.0,,,-42217000.0,,
7180,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7181,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7182,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7183,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7184,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7185,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7186,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7187,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7188,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7189,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7190,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7191,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7192,1088162,,2436000.0,,,-7696000.0,,,-53837000.0,,
7193,1159154,,,,1159154.0,-2076000.0,,,,,
7194,1159154,,,,,-2076000.0,,,,,
7195,1159154,,,,,-2076000.0,,,,,
7196,1159154,,389000.0,,,-1597000.0,,,-3825000.0,,
7197,1159154,,389000.0,,,-1597000.0,,,-3825000.0,,
7198,1159154,,389000.0,,,-1597000.0,,,-3825000.0,,
7199,1159154,,389000.0,,,-1597000.0,,,-3825000.0,,
7200,1159154,,389000.0,,,-1597000.0,,,-3825000.0,,
7201,1159154,,389000.0,,,-1597000.0,,,-3825000.0,,
7202,1159154,,3272000.0,,,579000.0,,,1929000.0,,
7203,1159154,,3272000.0,,,579000.0,,,1929000.0,,
7204,1159154,,3399000.0,,,715000.0,,,18519000.0,,
7205,1159154,,3399000.0,,,715000.0,,,18519000.0,,
7206,1159154,,3399000.0,,,715000.0,,,18519000.0,,
7207,1159154,,3399000.0,,,715000.0,,,18519000.0,,
7208,1159154,,22535000.0,,,-2000.0,,,44247000.0,,
7209,1159154,,22535000.0,,,-2000.0,,,44247000.0,,
7210,1159154,,22535000.0,,,-2000.0,,,44247000.0,,
7211,1159154,,22535000.0,,,-2000.0,,,44247000.0,,
7212,1159154,,22535000.0,,,-2000.0,,,44247000.0,,
7213,1159154,,46220000.0,,,-2683000.0,,,83099000.0,,
7214,1159154,,46220000.0,,,-2683000.0,,,83099000.0,,
7215,1159154,,46220000.0,,,-2683000.0,,,83099000.0,,
7216,1159154,,46220000.0,,,-2683000.0,,,83099000.0,,
7217,1159154,,162005000.0,,,1276000.0,,,142753000.0,,
7218,1159154,,162005000.0,,,1276000.0,,,142753000.0,,
7219,1159154,,162005000.0,,,1276000.0,,,142753000.0,,
7220,1159154,,162005000.0,,,1276000.0,,,142753000.0,,
7221,1159154,,195528000.0,,,-11448000.0,,,222263000.0,,
7222,1159154,,195528000.0,,,-11448000.0,,,222263000.0,,
7223,1159154,,195528000.0,,,-11448000.0,,,222263000.0,,
7224,1159154,,195528000.0,,,-11448000.0,,,222263000.0,,
7225,1159154,,164004000.0,,,-11419000.0,,,278336000.0,,
7226,1159154,,164004000.0,,,-11419000.0,,,278336000.0,,
7227,1159154,,164004000.0,,,-11419000.0,,,278336000.0,,
7228,1159154,,164004000.0,,,-11419000.0,,,278336000.0,,
7229,1159154,,129656000.0,,,-8212000.0,,,362916000.0,,
7230,1159154,,129656000.0,,,-8212000.0,,,362916000.0,,
7231,1159154,,129656000.0,,,-8212000.0,,,362916000.0,,
7232,1159154,,129656000.0,,,-8212000.0,,,362916000.0,,
7233,1159154,,157532000.0,,,-15595000.0,,,402571000.0,,
7234,1159154,,157532000.0,,,-15595000.0,,,402571000.0,,
7235,1159154,,157532000.0,,,-15595000.0,,,402571000.0,,
7236,1159154,,157532000.0,,,-15595000.0,,,402571000.0,,
7237,1159154,,291150000.0,,,-15138000.0,,,388725000.0,,
7238,1159154,,291150000.0,,,-15138000.0,,,388725000.0,,
7239,1159154,,291150000.0,,,-15138000.0,,,388725000.0,,
7240,1159154,,291150000.0,,,-15138000.0,,,388725000.0,,
7241,1159154,,219300000.0,,,-7900000.0,,,236900000.0,,
7242,1159154,,219300000.0,,,-7900000.0,,,236900000.0,,
7243,1159154,,219300000.0,,,-7900000.0,,,236900000.0,,
7244,1159154,,219300000.0,,,-7900000.0,,,236900000.0,,
7245,1159154,,210800000.0,,,15100000.0,,,288200000.0,,
7246,1159154,,210800000.0,,,15100000.0,,,288200000.0,,
7247,1159154,,210800000.0,,,15100000.0,,,288200000.0,,
7248,1159154,,210800000.0,,,15100000.0,,,288200000.0,,
7249,1159154,,276700000.0,,,-3500000.0,,,314900000.0,,
7250,1159154,,276700000.0,,,-3500000.0,,,314900000.0,,
7251,1159154,,276700000.0,,,-3500000.0,,,314900000.0,,
7252,1159154,,276700000.0,,,-3500000.0,,,314900000.0,,
7253,1159154,,223900000.0,,,6900000.0,,,379200000.0,,
7254,1159154,,223900000.0,,,6900000.0,,,379200000.0,,
7255,1159154,,223900000.0,,,6900000.0,,,379200000.0,,
7256,1159154,,223900000.0,,,6900000.0,,,379200000.0,,
7257,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7258,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7259,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7260,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7261,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7262,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7263,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7264,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7265,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7266,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7267,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7268,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7269,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7270,1159154,,173500000.0,,,-400000.0,,,352100000.0,,
7271,1105533,,,,1105533.0,,,,,,
7272,1105533,,,,,,,,,,
7273,1105533,,,,,,,,,,
7274,1105533,,,,,,,,,,
7275,1105533,,,,,,,,,,
7276,1105533,,,,,,,,,,
7277,1105533,,,,,,,,,,
7278,1105533,,,,,,,,,,
7279,1105533,,,,,,,,,,
7280,1105533,,,,,,,,,,
7281,1105533,,,,,,,,,,
7282,1105533,,,,,,,,,,
7283,1105533,,,,,,,,,,
7284,1105533,,,,,,,,,,
7285,1105533,,,,,,,,,,
7286,1105533,,,,,,,,,,
7287,1105533,,,,,,,,,,
7288,1105533,,,,,,,,,,
7289,1105533,,,,,,,,,,
7290,1105533,,,,,,,,,,
7291,1105533,,,,,,,,,,
7292,1105533,,,,,,,,,,
7293,1105533,,,,,,,,,,
7294,1105533,,,,,,,,,,
7295,1105533,,,,,,,,,,
7296,1105533,,,,,,,,,,
7297,1105533,,,,,,,,,,
7298,1105533,,15611830.0,,,,,,-70743700.0,,
7299,1105533,,15611830.0,,,,,,-70743700.0,,
7300,1105533,,15611830.0,,,,,,-70743700.0,,
7301,1105533,,15611830.0,,,,,,-70743700.0,,
7302,1105533,,7623970.0,,,,,,-76898320.0,,
7303,1105533,,7623970.0,,,,,,-76898320.0,,
7304,1105533,,7623970.0,,,,,,-76898320.0,,
7305,1105533,,7623970.0,,,,,,-76898320.0,,
7306,1105533,,23654670.0,,,,,,-89824600.0,,
7307,1105533,,23654670.0,,,,,,-89824600.0,,
7308,1105533,,23654670.0,,,,,,-89824600.0,,
7309,1105533,,23654670.0,,,,,,-89824600.0,,
7310,1105533,,10585430.0,,,,,,-99756550.0,,
7311,1105533,,10585430.0,,,,,,-99756550.0,,
7312,1105533,,10585430.0,,,,,,-99756550.0,,
7313,1105533,,10585430.0,,,,,,-99756550.0,,
7314,1105533,,10585430.0,,,,,,-99756550.0,,
7315,1105533,,10585430.0,,,,,,-99756550.0,,
7316,1105533,,10585430.0,,,,,,-99756550.0,,
7317,1105533,,5141970.0,,,,,,-108751310.0,,
7318,1105533,,5141970.0,,,,,,-108751310.0,,
7319,1105533,,2002810.0,,,,,,-128828990.0,,
7320,1105533,,2002810.0,,,,,,-128828990.0,,
7321,1105533,,2002810.0,,,,,,-128828990.0,,
7322,1105533,,2002810.0,,,,,,-128828990.0,,
7323,1105533,,2002810.0,,,,,,-128828990.0,,
7324,1105533,,2002810.0,,,,,,-128828990.0,,
7325,1105533,,2002810.0,,,,,,-128828990.0,,
7326,1105533,,12363740.0,,,,,,-126942690.0,,
7327,1105533,,46957780.0,,,,,,-150864250.0,,
7328,1105533,,46957780.0,,,,,,-150864250.0,,
7329,1105533,,46957780.0,,,,,,-150864250.0,,
7330,1105533,,46957780.0,,,,,,-150864250.0,,
7331,1105533,,56239940.0,,,,,,-204170190.0,,
7332,1105533,,56239940.0,,,,,,-204170190.0,,
7333,1105533,,56239940.0,,,,,,-204170190.0,,
7334,1105533,,56239940.0,,,,,,-204170190.0,,
7335,1105533,,7166300.0,,,,,,-278958710.0,,
7336,1105533,,7166300.0,,,,,,-278958710.0,,
7337,1105533,,7166300.0,,,,,,-278958710.0,,
7338,1105533,,7166300.0,,,,,,-278958710.0,,
7339,1105533,,52973380.0,,,,,,-331986820.0,,
7340,1105533,,52973380.0,,,,,,-331986820.0,,
7341,1105533,,52973380.0,,,,,,-331986820.0,,
7342,1105533,,52973380.0,,,,,,-331986820.0,,
7343,1105533,,52973380.0,,,,,,-331986820.0,,
7344,1105533,,15188840.0,,,,,,-372564330.0,,
7345,1105533,,15188840.0,,,,,,-372564330.0,,
7346,1105533,,15188840.0,,,,,,-372564330.0,,
7347,1105533,,15188840.0,,,,,,-372564330.0,,
7348,1105533,,15188840.0,,,,,,-372564330.0,,
7349,1403085,,,,1403085.0,,,,,,
7350,1403085,,,,,,,,,,
7351,1403085,,,,,,,,,,
7352,1403085,,,,,,,,,,
7353,1403085,,,,,,,,,,
7354,1403085,,,,,,,,,,
7355,1403085,,,,,,,,,,
7356,1403085,,,,,,,,,,
7357,1403085,,,,,,,,,,
7358,1403085,,,,,,,,,,
7359,1403085,,,,,,,,,,
7360,1403085,,,,,,,,,,
7361,1403085,,,,,,,,,,
7362,1403085,,,,,,,,,,
7363,1403085,,,,,,,,,,
7364,1403085,,,,,,,,,,
7365,1403085,,,,,,,,,,
7366,1403085,,,,,,,,,,
7367,1403085,,,,,,,,,,
7368,1403085,,,,,,,,,,
7369,1403085,,,,,,,,,,
7370,1403085,,,,,,,,,,
7371,1403085,,,,,,,,,,
7372,1403085,,,,,,,,,,
7373,1403085,,,,,,,,,,
7374,1403085,,,,,,,,,,
7375,1403085,,,,,,,,,,
7376,1403085,,,,,,,,,,
7377,1403085,,,,,,,,,,
7378,1403085,,,,,,,,,,
7379,1403085,,,,,,,,,,
7380,1403085,,,,,,,,,,
7381,1403085,,2000.0,,,,,,-98000.0,,
7382,1403085,,2000.0,,,,,,-98000.0,,
7383,1403085,,2000.0,,,,,,-98000.0,,
7384,1403085,,2000.0,,,,,,-98000.0,,
7385,1403085,,1000.0,,,,,,-140000.0,,
7386,1403085,,1000.0,,,,,,-140000.0,,
7387,1403085,,1000.0,,,,,,-140000.0,,
7388,1403085,,1000.0,,,,,,-140000.0,,
7389,1403085,,2950.0,,,,,,-209370.0,,
7390,1403085,,2950.0,,,,,,-209370.0,,
7391,1403085,,2950.0,,,,,,-209370.0,,
7392,1403085,,2950.0,,,,,,-209370.0,,
7393,1403085,,0.0,,,,,,-351890.0,,
7394,1403085,,0.0,,,,,,-351890.0,,
7395,1403085,,0.0,,,,,,-351890.0,,
7396,1403085,,0.0,,,,,,-351890.0,,
7397,1403085,,0.0,,,,,,-351890.0,,
7398,1403085,,8610.0,,,,,,-151770.0,,
7399,1403085,,8610.0,,,,,,-151770.0,,
7400,1403085,,8610.0,,,,,,-151770.0,,
7401,1403085,,19032390.0,,,,,,-4554710.0,,
7402,1403085,,19032390.0,,,,,,-4554710.0,,
7403,1403085,,19032390.0,,,,,,-4554710.0,,
7404,1403085,,19032390.0,,,,,,-4554710.0,,
7405,1403085,,15707000.0,,,3980290.0,,,-13086000.0,,
7406,1403085,,15707000.0,,,3980290.0,,,-13086000.0,,
7407,1403085,,15707000.0,,,3980290.0,,,-13086000.0,,
7408,1403085,,15707000.0,,,3980290.0,,,-13086000.0,,
7409,1403085,,3597000.0,,,3189000.0,,,-32159000.0,,
7410,1403085,,3597000.0,,,3189000.0,,,-32159000.0,,
7411,1403085,,3597000.0,,,3189000.0,,,-32159000.0,,
7412,1403085,,3597000.0,,,3189000.0,,,-32159000.0,,
7413,1403085,,3597000.0,,,3189000.0,,,-32159000.0,,
7414,1403085,,11788000.0,,,960000.0,,,-45255000.0,,
7415,1403085,,11788000.0,,,960000.0,,,-45255000.0,,
7416,1403085,,11788000.0,,,960000.0,,,-45255000.0,,
7417,1403085,,11788000.0,,,960000.0,,,-45255000.0,,
7418,1403085,,11788000.0,,,960000.0,,,-45255000.0,,
7419,1403085,,11788000.0,,,960000.0,,,-45255000.0,,
7420,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7421,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7422,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7423,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7424,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7425,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7426,1403085,,2592000.0,,,1169000.0,,,-76214000.0,,
7427,1351379,,,,1132645.0,,,,,,
7428,1351379,,,,1351379.0,,,,,,
7429,1351379,,,,,,,,,,
7430,1351379,,,,,,,,,,
7431,1351379,,,,,,,,,,
7432,1351379,,,,,,,,,,
7433,1351379,,,,,,,,,,
7434,1351379,,,,,,,,,,
7435,1351379,,107000.0,,,,,,-3047000.0,,
7436,1351379,,107000.0,,,,,,-3047000.0,,
7437,1351379,,107000.0,,,,,,-3047000.0,,
7438,1351379,,107000.0,,,,,,-3047000.0,,
7439,1351379,,625000.0,,,,,,-6355000.0,,
7440,1351379,,625000.0,,,,,,-6355000.0,,
7441,1351379,,625000.0,,,,,,-6355000.0,,
7442,1351379,,625000.0,,,,,,-6355000.0,,
7443,1351379,,1322000.0,,,0.0,,,-12061000.0,,
7444,1351379,,1322000.0,,,0.0,,,-12061000.0,,
7445,1351379,,1322000.0,,,0.0,,,-12061000.0,,
7446,1351379,,1322000.0,,,0.0,,,-12061000.0,,
7447,1351379,,16746000.0,,,0.0,,,-16064000.0,,
7448,1351379,,16746000.0,,,0.0,,,-16064000.0,,
7449,1351379,,16746000.0,,,0.0,,,-16064000.0,,
7450,1351379,,16746000.0,,,0.0,,,-16064000.0,,
7451,1351379,,34443000.0,,,-1626000.0,,,-37685000.0,,
7452,1351379,,34443000.0,,,-1626000.0,,,-37685000.0,,
7453,1351379,,34443000.0,,,-1626000.0,,,-37685000.0,,
7454,1351379,,34443000.0,,,-1626000.0,,,-37685000.0,,
7455,1351379,,12193000.0,,,789000.0,,,-92047000.0,,
7456,1351379,,12193000.0,,,789000.0,,,-92047000.0,,
7457,1351379,,12193000.0,,,789000.0,,,-92047000.0,,
7458,1351379,,12193000.0,,,789000.0,,,-92047000.0,,
7459,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7460,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7461,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7462,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7463,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7464,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7465,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7466,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7467,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7468,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7469,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7470,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7471,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7472,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7473,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7474,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7475,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7476,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7477,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7478,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7479,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7480,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7481,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7482,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7483,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7484,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7485,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7486,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7487,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7488,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7489,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7490,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7491,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7492,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7493,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7494,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7495,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7496,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7497,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7498,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7499,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7500,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7501,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7502,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7503,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7504,1351379,,939000.0,,,-220000.0,,,-166167000.0,,
7505,85417,,5104000.0,,85417.0,,,,36077000.0,,
7506,85417,,5104000.0,,,,,,36077000.0,,
7507,85417,,5104000.0,,,,,,36077000.0,,
7508,85417,,5104000.0,,,,,,36077000.0,,
7509,85417,,3393000.0,,,,,,37772000.0,,
7510,85417,,3393000.0,,,,,,37772000.0,,
7511,85417,,3393000.0,,,,,,37772000.0,,
7512,85417,,3393000.0,,,,,,37772000.0,,
7513,85417,,9457000.0,,,,,,30204000.0,,
7514,85417,,9457000.0,,,,,,30204000.0,,
7515,85417,,9457000.0,,,,,,30204000.0,,
7516,85417,,9457000.0,,,,,,30204000.0,,
7517,85417,,274000.0,,,,,,32224000.0,,
7518,85417,,274000.0,,,,,,32224000.0,,
7519,85417,,274000.0,,,,,,32224000.0,,
7520,85417,,274000.0,,,,,,32224000.0,,
7521,85417,,3708000.0,,,,,,33889000.0,,
7522,85417,,3708000.0,,,,,,33889000.0,,
7523,85417,,3708000.0,,,,,,33889000.0,,
7524,85417,,3708000.0,,,,,,33889000.0,,
7525,85417,,5560000.0,,,,,,34779000.0,,
7526,85417,,5560000.0,,,,,,34779000.0,,
7527,85417,,5560000.0,,,,,,34779000.0,,
7528,85417,,5560000.0,,,,,,34779000.0,,
7529,85417,,1008000.0,,,,,,29474000.0,,
7530,85417,,1008000.0,,,,,,29474000.0,,
7531,85417,,1008000.0,,,,,,29474000.0,,
7532,85417,,1008000.0,,,,,,29474000.0,,
7533,85417,,1008000.0,,,,,,29474000.0,,
7534,85417,,1008000.0,,,,,,29474000.0,,
7535,85417,,1008000.0,,,,,,29474000.0,,
7536,85417,,1008000.0,,,,,,29474000.0,,
7537,85417,,1008000.0,,,,,,29474000.0,,
7538,85417,,1008000.0,,,,,,29474000.0,,
7539,85417,,1008000.0,,,,,,29474000.0,,
7540,85417,,1008000.0,,,,,,29474000.0,,
7541,85417,,1008000.0,,,,,,29474000.0,,
7542,85417,,1008000.0,,,,,,29474000.0,,
7543,85417,,1008000.0,,,,,,29474000.0,,
7544,85417,,1008000.0,,,,,,29474000.0,,
7545,85417,,1008000.0,,,,,,29474000.0,,
7546,85417,,1008000.0,,,,,,29474000.0,,
7547,85417,,1008000.0,,,,,,29474000.0,,
7548,85417,,1008000.0,,,,,,29474000.0,,
7549,85417,,1008000.0,,,,,,29474000.0,,
7550,85417,,1008000.0,,,,,,29474000.0,,
7551,85417,,1008000.0,,,,,,29474000.0,,
7552,85417,,1008000.0,,,,,,29474000.0,,
7553,85417,,1008000.0,,,,,,29474000.0,,
7554,85417,,1008000.0,,,,,,29474000.0,,
7555,85417,,1008000.0,,,,,,29474000.0,,
7556,85417,,1008000.0,,,,,,29474000.0,,
7557,85417,,1008000.0,,,,,,29474000.0,,
7558,85417,,1008000.0,,,,,,29474000.0,,
7559,85417,,1008000.0,,,,,,29474000.0,,
7560,85417,,1008000.0,,,,,,29474000.0,,
7561,85417,,1008000.0,,,,,,29474000.0,,
7562,85417,,1008000.0,,,,,,29474000.0,,
7563,85417,,1008000.0,,,,,,29474000.0,,
7564,85417,,1008000.0,,,,,,29474000.0,,
7565,85417,,1008000.0,,,,,,29474000.0,,
7566,85417,,1008000.0,,,,,,29474000.0,,
7567,85417,,1008000.0,,,,,,29474000.0,,
7568,85417,,1008000.0,,,,,,29474000.0,,
7569,85417,,1008000.0,,,,,,29474000.0,,
7570,85417,,1008000.0,,,,,,29474000.0,,
7571,85417,,1008000.0,,,,,,29474000.0,,
7572,85417,,1008000.0,,,,,,29474000.0,,
7573,85417,,1008000.0,,,,,,29474000.0,,
7574,85417,,1008000.0,,,,,,29474000.0,,
7575,85417,,1008000.0,,,,,,29474000.0,,
7576,85417,,1008000.0,,,,,,29474000.0,,
7577,85417,,1008000.0,,,,,,29474000.0,,
7578,85417,,1008000.0,,,,,,29474000.0,,
7579,85417,,1008000.0,,,,,,29474000.0,,
7580,85417,,1008000.0,,,,,,29474000.0,,
7581,85417,,1008000.0,,,,,,29474000.0,,
7582,85417,,1008000.0,,,,,,29474000.0,,
7583,1103345,,2491000.0,,1103345.0,,,,-8057000.0,,
7584,1103345,,2491000.0,,,,,,-8057000.0,,
7585,1103345,,234000.0,,,,,,-14687000.0,,
7586,1103345,,234000.0,,,,,,-14687000.0,,
7587,1103345,,62497000.0,,,-208000.0,,,-68001000.0,,
7588,1103345,,62497000.0,,,-208000.0,,,-68001000.0,,
7589,1103345,,62497000.0,,,-208000.0,,,-68001000.0,,
7590,1103345,,62497000.0,,,-208000.0,,,-68001000.0,,
7591,1103345,,34602000.0,,,208000.0,,,-94146000.0,,
7592,1103345,,34602000.0,,,208000.0,,,-94146000.0,,
7593,1103345,,34602000.0,,,208000.0,,,-94146000.0,,
7594,1103345,,34602000.0,,,208000.0,,,-94146000.0,,
7595,1103345,,18222000.0,,,0.0,,,-114985000.0,,
7596,1103345,,18222000.0,,,0.0,,,-114985000.0,,
7597,1103345,,18222000.0,,,0.0,,,-114985000.0,,
7598,1103345,,18222000.0,,,0.0,,,-114985000.0,,
7599,1103345,,10073000.0,,,-239000.0,,,-123603000.0,,
7600,1103345,,10073000.0,,,-239000.0,,,-123603000.0,,
7601,1103345,,10073000.0,,,-239000.0,,,-123603000.0,,
7602,1103345,,10073000.0,,,-239000.0,,,-123603000.0,,
7603,1103345,,5097000.0,,,16000.0,,,-128933000.0,,
7604,1103345,,5097000.0,,,16000.0,,,-128933000.0,,
7605,1103345,,5097000.0,,,16000.0,,,-128933000.0,,
7606,1103345,,5097000.0,,,16000.0,,,-128933000.0,,
7607,1103345,,13890000.0,,,223000.0,,,-138246000.0,,
7608,1103345,,13890000.0,,,223000.0,,,-138246000.0,,
7609,1103345,,13890000.0,,,223000.0,,,-138246000.0,,
7610,1103345,,13890000.0,,,223000.0,,,-138246000.0,,
7611,1103345,,5251000.0,,,0.0,,,-150409000.0,,
7612,1103345,,5251000.0,,,0.0,,,-150409000.0,,
7613,1103345,,5251000.0,,,0.0,,,-150409000.0,,
7614,1103345,,5251000.0,,,0.0,,,-150409000.0,,
7615,1103345,,30417000.0,,,0.0,,,-163327000.0,,
7616,1103345,,30417000.0,,,0.0,,,-163327000.0,,
7617,1103345,,30417000.0,,,0.0,,,-163327000.0,,
7618,1103345,,30417000.0,,,0.0,,,-163327000.0,,
7619,1103345,,14357480.0,,,,,,-186895210.0,,
7620,1103345,,14357480.0,,,,,,-186895210.0,,
7621,1103345,,14357480.0,,,,,,-186895210.0,,
7622,1103345,,14357480.0,,,,,,-186895210.0,,
7623,1103345,,22605150.0,,,,,,-205955690.0,,
7624,1103345,,22605150.0,,,,,,-205955690.0,,
7625,1103345,,22605150.0,,,,,,-205955690.0,,
7626,1103345,,22605150.0,,,,,,-205955690.0,,
7627,1103345,,10865760.0,,,,,,-228635460.0,,
7628,1103345,,10865760.0,,,,,,-228635460.0,,
7629,1103345,,10865760.0,,,,,,-228635460.0,,
7630,1103345,,10865760.0,,,,,,-228635460.0,,
7631,1103345,,10865760.0,,,,,,-228635460.0,,
7632,1103345,,10865760.0,,,,,,-228635460.0,,
7633,1103345,,10865760.0,,,,,,-228635460.0,,
7634,1103345,,10865760.0,,,,,,-228635460.0,,
7635,1103345,,10865760.0,,,,,,-228635460.0,,
7636,1103345,,10865760.0,,,,,,-228635460.0,,
7637,1103345,,10865760.0,,,,,,-228635460.0,,
7638,1103345,,10865760.0,,,,,,-228635460.0,,
7639,1103345,,10865760.0,,,,,,-228635460.0,,
7640,1103345,,10865760.0,,,,,,-228635460.0,,
7641,1103345,,10865760.0,,,,,,-228635460.0,,
7642,1103345,,10865760.0,,,,,,-228635460.0,,
