,Instrument,Market Capitalisation,Instrument Is Active Flag,Company Common Name,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)",Total Current Assets,Net Debt Incl. Pref.Stock & Min.Interest,"Net Income/Starting Line, Cumulative",Delisted Quote Flag,Tangible Book Value - Insurance,Pricing Volatility
30592,911149,,,,,5201000.0,9440000.0,-3653000.0,,-5815000.0,
30593,911149,,,,,5201000.0,9440000.0,-3653000.0,,-5815000.0,
30594,911149,,,,,5201000.0,9440000.0,-3653000.0,,-5815000.0,
30595,911149,,,,,5201000.0,9440000.0,-3653000.0,,-5815000.0,
30596,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30597,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30598,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30599,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30600,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30601,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30602,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30603,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30604,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30605,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30606,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30607,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30608,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30609,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30610,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30611,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30612,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30613,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30614,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30615,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30616,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30617,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30618,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30619,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30620,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30621,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30622,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30623,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30624,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30625,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30626,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30627,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30628,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30629,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30630,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30631,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30632,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30633,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30634,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30635,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30636,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30637,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30638,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30639,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30640,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30641,911149,,,,,5196000.0,8947000.0,-1594000.0,,-5649000.0,
30642,225211,,1.0,Touchpoint Group Holdings Inc,,11386000.0,-4534000.0,-38073000.0,0.0,6835000.0,
30643,225211,,,,,11386000.0,-4534000.0,-38073000.0,,6835000.0,
30644,225211,,,,,11386000.0,-4534000.0,-38073000.0,,6835000.0,
30645,225211,,,,,11386000.0,-4534000.0,-38073000.0,,6835000.0,
30646,225211,,,,,12149000.0,2049000.0,-42546000.0,,7193000.0,
30647,225211,,,,,12149000.0,2049000.0,-42546000.0,,7193000.0,
30648,225211,,,,,12149000.0,2049000.0,-42546000.0,,7193000.0,
30649,225211,,,,,12149000.0,2049000.0,-42546000.0,,7193000.0,
30650,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30651,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30652,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30653,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30654,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30655,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30656,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30657,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30658,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30659,225211,,,,,3950000.0,9356000.0,-30942000.0,,-93000.0,
30660,225211,,,,,178000.0,3050000.0,-25117000.0,,-9927000.0,
30661,225211,,,,,448000.0,-448000.0,1927000.0,,-7891000.0,
30662,225211,,,,,448000.0,-448000.0,1927000.0,,-7891000.0,
30663,225211,,,,,79000.0,-60000.0,-6641000.0,,-65000.0,
30664,225211,,,,,79000.0,-60000.0,-6641000.0,,-65000.0,
30665,225211,,,,,79000.0,-60000.0,-6641000.0,,-65000.0,
30666,225211,,,,,79000.0,-60000.0,-6641000.0,,-65000.0,
30667,225211,,,,,79000.0,-60000.0,-6641000.0,,-65000.0,
30668,225211,,,,,79000.0,-60000.0,-6641000.0,,-65000.0,
30669,225211,,,,,,,-28000.0,,-28000.0,
30670,225211,,,,,,,-28000.0,,-28000.0,
30671,225211,,,,,319000.0,297000.0,-2898000.0,,-2414000.0,
30672,225211,,,,,319000.0,297000.0,-2898000.0,,-2414000.0,
30673,225211,,,,,319000.0,297000.0,-2898000.0,,-2414000.0,
30674,225211,,,,,319000.0,297000.0,-2898000.0,,-2414000.0,
30675,225211,,,,,67000.0,512000.0,-6488000.0,,-1998000.0,
30676,225211,,,,,67000.0,512000.0,-6488000.0,,-1998000.0,
30677,225211,,,,,67000.0,512000.0,-6488000.0,,-1998000.0,
30678,225211,,,,,67000.0,512000.0,-6488000.0,,-1998000.0,
30679,225211,,,,,20720.0,561260.0,-2836000.0,,-1397590.0,
30680,225211,,,,,20720.0,561260.0,-2836000.0,,-1397590.0,
30681,225211,,,,,20720.0,561260.0,-2836000.0,,-1397590.0,
30682,225211,,,,,20720.0,561260.0,-2836000.0,,-1397590.0,
30683,225211,,,,,2767630.0,1184400.0,-3706130.0,,-2697700.0,
30684,225211,,,,,2767630.0,1184400.0,-3706130.0,,-2697700.0,
30685,225211,,,,,2767630.0,1184400.0,-3706130.0,,-2697700.0,
30686,225211,,,,,2767630.0,1184400.0,-3706130.0,,-2697700.0,
30687,225211,,,,,568750.0,-48900.0,-5601470.0,,-482010.0,
30688,225211,,,,,568750.0,-48900.0,-5601470.0,,-482010.0,
30689,225211,,,,,568750.0,-48900.0,-5601470.0,,-482010.0,
30690,225211,,,,,568750.0,-48900.0,-5601470.0,,-482010.0,
30691,225211,,,,,71030.0,-51120.0,-6140870.0,,-125030.0,
30692,225211,,,,,71030.0,-51120.0,-6140870.0,,-125030.0,
30693,225211,,,,,71030.0,-51120.0,-6140870.0,,-125030.0,
30694,225211,,,,,71030.0,-51120.0,-6140870.0,,-125030.0,
30695,225211,,,,,1812000.0,-331000.0,1678000.0,,-3466000.0,
30696,225211,,,,,1812000.0,-331000.0,1678000.0,,-3466000.0,
30697,225211,,,,,1812000.0,-331000.0,1678000.0,,-3466000.0,
30698,225211,,,,,1812000.0,-331000.0,1678000.0,,-3466000.0,
30699,225211,,,,,9473000.0,-1335000.0,-594000.0,,3330000.0,
30700,225211,,,,,9473000.0,-1335000.0,-594000.0,,3330000.0,
30701,225211,,,,,9473000.0,-1335000.0,-594000.0,,3330000.0,
30702,225211,,,,,12820000.0,-11000.0,-1864000.0,,5828000.0,
30703,225211,,,,,12820000.0,-11000.0,-1864000.0,,5828000.0,
30704,225211,,,,,12820000.0,-11000.0,-1864000.0,,5828000.0,
30705,225211,,,,,12820000.0,-11000.0,-1864000.0,,5828000.0,
30706,225211,,,,,3934000.0,943000.0,-6246000.0,,-1787000.0,
30707,225211,,,,,3934000.0,943000.0,-6246000.0,,-1787000.0,
30708,225211,,,,,3934000.0,943000.0,-6246000.0,,-1787000.0,
30709,225211,,,,,3934000.0,943000.0,-6246000.0,,-1787000.0,
30710,225211,,,,,3934000.0,943000.0,-6246000.0,,-1787000.0,
30711,225211,,,,,1935000.0,2963000.0,-2831000.0,,-2246000.0,
30712,225211,,,,,1935000.0,2963000.0,-2831000.0,,-2246000.0,
30713,225211,,,,,1935000.0,2963000.0,-2831000.0,,-2246000.0,
30714,225211,,,,,1935000.0,2963000.0,-2831000.0,,-2246000.0,
30715,225211,,,,,1443000.0,282000.0,-5059000.0,,1912000.0,
30716,225211,,,,,1443000.0,282000.0,-5059000.0,,1912000.0,
30717,225211,,,,,1443000.0,282000.0,-5059000.0,,1912000.0,
30718,225211,,,,,1443000.0,282000.0,-5059000.0,,1912000.0,
30719,225211,,,,,4022000.0,2118000.0,-13671000.0,,1502000.0,
30720,1061580,,,,,,,,,,
30721,1367396,,0.0,SuperMedia Inc,,,,,1.0,,
30722,1367396,,,,,,,,,,
30723,1367396,,,,,,,,,,
30724,1367396,,,,,,,,,,
30725,1367396,,,,,,,,,,
30726,1367396,,,,,,,,,,
30727,1367396,,,,,,,,,,
30728,1367396,,,,,,,,,,
30729,1367396,,,,,,,,,,
30730,1367396,,,,,,,,,,
30731,1367396,,,,,,,,,,
30732,1367396,,,,,,,,,,
30733,1367396,,,,,,,,,,
30734,1367396,,,,,,,,,,
30735,1367396,,,,,,,,,,
30736,1367396,,,,,,,-568000000.0,,,
30737,1367396,,,,,,,-568000000.0,,,
30738,1367396,,,,,,,-568000000.0,,,
30739,1367396,,,,,,,-568000000.0,,,
30740,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30741,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30742,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30743,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30744,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30745,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30746,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30747,1367396,,,,,919000000.0,,972000000.0,,117000000.0,
30748,1367396,,,,,942000000.0,0.0,1025000000.0,,132000000.0,
30749,1367396,,,,,804000000.0,8943000000.0,787000000.0,,-8930000000.0,
30750,1367396,,,,,804000000.0,8943000000.0,787000000.0,,-8930000000.0,
30751,1367396,,,,,804000000.0,8943000000.0,787000000.0,,-8930000000.0,
30752,1367396,,,,,804000000.0,8943000000.0,787000000.0,,-8930000000.0,
30753,1367396,,,,,793000000.0,9020000000.0,429000000.0,,-8976000000.0,
30754,1367396,,,,,793000000.0,9020000000.0,429000000.0,,-8976000000.0,
30755,1367396,,,,,793000000.0,9020000000.0,429000000.0,,-8976000000.0,
30756,1367396,,,,,793000000.0,9020000000.0,429000000.0,,-8976000000.0,
30757,1367396,,,,,1300000000.0,8757000000.0,183000000.0,,-8630000000.0,
30758,1367396,,,,,1300000000.0,8757000000.0,183000000.0,,-8630000000.0,
30759,1367396,,,,,1300000000.0,8757000000.0,183000000.0,,-8630000000.0,
30760,1367396,,,,,1300000000.0,8757000000.0,183000000.0,,-8630000000.0,
30761,1367396,,,,,1331000000.0,2538000000.0,8257000000.0,,-2121000000.0,
30762,1367396,,,,,1331000000.0,2538000000.0,8257000000.0,,-2121000000.0,
30763,1367396,,,,,1331000000.0,2538000000.0,8257000000.0,,-2121000000.0,
30764,1367396,,,,,1331000000.0,2538000000.0,8257000000.0,,-2121000000.0,
30765,1367396,,,,,596000000.0,1997000000.0,-196000000.0,,-2218000000.0,
30766,1367396,,,,,596000000.0,1997000000.0,-196000000.0,,-2218000000.0,
30767,1367396,,,,,596000000.0,1997000000.0,-196000000.0,,-2218000000.0,
30768,1367396,,,,,596000000.0,1997000000.0,-196000000.0,,-2218000000.0,
30769,1367396,,,,,431000000.0,1655000000.0,-771000000.0,,-1837000000.0,
30770,1367396,,,,,431000000.0,1655000000.0,-771000000.0,,-1837000000.0,
30771,1367396,,,,,431000000.0,1655000000.0,-771000000.0,,-1837000000.0,
30772,1367396,,,,,431000000.0,1655000000.0,-771000000.0,,-1837000000.0,
30773,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30774,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30775,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30776,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30777,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30778,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30779,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30780,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30781,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30782,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30783,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30784,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30785,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30786,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30787,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30788,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30789,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30790,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30791,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30792,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30793,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30794,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30795,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30796,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30797,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30798,1367396,,,,,397000000.0,1337000000.0,223000000.0,,-1386000000.0,
30799,2034,,0.0,Tri Harbor Holdings Corp,,69961000.0,-9618000.0,6091000.0,0.0,61468000.0,
30800,2034,,,,,69961000.0,-9618000.0,6091000.0,,61468000.0,
30801,2034,,,,,73839000.0,-3414000.0,6344000.0,,59137000.0,
30802,2034,,,,,73839000.0,-3414000.0,6344000.0,,59137000.0,
30803,2034,,,,,73839000.0,-3414000.0,6344000.0,,59137000.0,
30804,2034,,,,,73839000.0,-3414000.0,6344000.0,,59137000.0,
30805,2034,,,,,90558000.0,3947000.0,4245000.0,,58836000.0,
30806,2034,,,,,90558000.0,3947000.0,4245000.0,,58836000.0,
30807,2034,,,,,90558000.0,3947000.0,4245000.0,,58836000.0,
30808,2034,,,,,90558000.0,3947000.0,4245000.0,,58836000.0,
30809,2034,,,,,100724000.0,-7967000.0,4945000.0,,63469000.0,
30810,2034,,,,,100724000.0,-7967000.0,4945000.0,,63469000.0,
30811,2034,,,,,100724000.0,-7967000.0,4945000.0,,63469000.0,
30812,2034,,,,,100724000.0,-7967000.0,4945000.0,,63469000.0,
30813,2034,,,,,110115000.0,-17854000.0,7595000.0,,76374000.0,
30814,2034,,,,,110115000.0,-17854000.0,7595000.0,,76374000.0,
30815,2034,,,,,110115000.0,-17854000.0,7595000.0,,76374000.0,
30816,2034,,,,,110115000.0,-17854000.0,7595000.0,,76374000.0,
30817,2034,,,,,132974000.0,-32061000.0,13067000.0,,93386000.0,
30818,2034,,,,,132974000.0,-32061000.0,13067000.0,,93386000.0,
30819,2034,,,,,132974000.0,-32061000.0,13067000.0,,93386000.0,
30820,2034,,,,,132974000.0,-32061000.0,13067000.0,,93386000.0,
30821,2034,,,,,131640000.0,-24221000.0,10015000.0,,102782000.0,
30822,2034,,,,,131640000.0,-24221000.0,10015000.0,,102782000.0,
30823,2034,,,,,131640000.0,-24221000.0,10015000.0,,102782000.0,
30824,2034,,,,,131640000.0,-24221000.0,10015000.0,,102782000.0,
30825,2034,,,,,141106000.0,-36309000.0,9237000.0,,109509000.0,
30826,2034,,,,,141106000.0,-36309000.0,9237000.0,,109509000.0,
30827,2034,,,,,141106000.0,-36309000.0,9237000.0,,109509000.0,
30828,2034,,,,,141106000.0,-36309000.0,9237000.0,,109509000.0,
30829,2034,,,,,161033000.0,-34529000.0,10212000.0,,117190000.0,
30830,2034,,,,,161033000.0,-34529000.0,10212000.0,,117190000.0,
30831,2034,,,,,161033000.0,-34529000.0,10212000.0,,117190000.0,
30832,2034,,,,,161033000.0,-34529000.0,10212000.0,,117190000.0,
30833,2034,,,,,193784000.0,-46090000.0,13473000.0,,133001000.0,
30834,2034,,,,,193784000.0,-46090000.0,13473000.0,,133001000.0,
30835,2034,,,,,193784000.0,-46090000.0,13473000.0,,133001000.0,
30836,2034,,,,,193784000.0,-46090000.0,13473000.0,,133001000.0,
30837,2034,,,,,171646000.0,-57830000.0,8629000.0,,128189000.0,
30838,2034,,,,,171646000.0,-57830000.0,8629000.0,,128189000.0,
30839,2034,,,,,171646000.0,-57830000.0,8629000.0,,128189000.0,
30840,2034,,,,,171646000.0,-57830000.0,8629000.0,,128189000.0,
30841,2034,,,,,195553000.0,-30635000.0,6581000.0,,125554000.0,
30842,2034,,,,,195553000.0,-30635000.0,6581000.0,,125554000.0,
30843,2034,,,,,195553000.0,-30635000.0,6581000.0,,125554000.0,
30844,2034,,,,,195553000.0,-30635000.0,6581000.0,,125554000.0,
30845,2034,,,,,198615000.0,25390000.0,8968000.0,,76538000.0,
30846,2034,,,,,198615000.0,25390000.0,8968000.0,,76538000.0,
30847,2034,,,,,198615000.0,25390000.0,8968000.0,,76538000.0,
30848,2034,,,,,198615000.0,25390000.0,8968000.0,,76538000.0,
30849,2034,,,,,191969000.0,19385000.0,16981000.0,,89257000.0,
30850,2034,,,,,191969000.0,19385000.0,16981000.0,,89257000.0,
30851,2034,,,,,191969000.0,19385000.0,16981000.0,,89257000.0,
30852,2034,,,,,191969000.0,19385000.0,16981000.0,,89257000.0,
30853,2034,,,,,218300000.0,-3306000.0,22328000.0,,120283000.0,
30854,2034,,,,,218300000.0,-3306000.0,22328000.0,,120283000.0,
30855,2034,,,,,218300000.0,-3306000.0,22328000.0,,120283000.0,
30856,2034,,,,,218300000.0,-3306000.0,22328000.0,,120283000.0,
30857,2034,,,,,276354000.0,61858000.0,29000000.0,,79113000.0,
30858,2034,,,,,276354000.0,61858000.0,29000000.0,,79113000.0,
30859,2034,,,,,276354000.0,61858000.0,29000000.0,,79113000.0,
30860,2034,,,,,276354000.0,61858000.0,29000000.0,,79113000.0,
30861,2034,,,,,310310000.0,72721000.0,33483000.0,,107344000.0,
30862,2034,,,,,310310000.0,72721000.0,33483000.0,,107344000.0,
30863,2034,,,,,310310000.0,72721000.0,33483000.0,,107344000.0,
30864,2034,,,,,310310000.0,72721000.0,33483000.0,,107344000.0,
30865,2034,,,,,352661000.0,51080000.0,34766000.0,,157500000.0,
30866,2034,,,,,352661000.0,51080000.0,34766000.0,,157500000.0,
30867,2034,,,,,352661000.0,51080000.0,34766000.0,,157500000.0,
30868,2034,,,,,352661000.0,51080000.0,34766000.0,,157500000.0,
30869,2034,,,,,488155000.0,295940000.0,11376000.0,,-116984000.0,
30870,2034,,,,,488155000.0,295940000.0,11376000.0,,-116984000.0,
30871,2034,,,,,488155000.0,295940000.0,11376000.0,,-116984000.0,
30872,2034,,,,,488155000.0,295940000.0,11376000.0,,-116984000.0,
30873,2034,,,,,502627000.0,213494000.0,-316121000.0,,-141200000.0,
30874,2034,,,,,502627000.0,213494000.0,-316121000.0,,-141200000.0,
30875,2034,,,,,502627000.0,213494000.0,-316121000.0,,-141200000.0,
30876,2034,,,,,502627000.0,213494000.0,-316121000.0,,-141200000.0,
30877,1342514,,,Atlas America Series 26 2005 L P,,,,,,,
30878,1121785,,0.0,SLS International Inc,,,,-245000.0,1.0,,
30879,1121785,,,,,,,-245000.0,,,
30880,1121785,,,,,,,-245000.0,,,
30881,1121785,,,,,385000.0,757000.0,-782000.0,,-790000.0,
30882,1121785,,,,,385000.0,757000.0,-782000.0,,-790000.0,
30883,1121785,,,,,385000.0,757000.0,-782000.0,,-790000.0,
30884,1121785,,,,,385000.0,757000.0,-782000.0,,-790000.0,
30885,1121785,,,,,385000.0,757000.0,-782000.0,,-790000.0,
30886,1121785,,,,,385000.0,757000.0,-782000.0,,-790000.0,
30887,1121785,,,,,370000.0,326000.0,-1040000.0,,-263000.0,
30888,1121785,,,,,370000.0,326000.0,-1040000.0,,-263000.0,
30889,1121785,,,,,370000.0,326000.0,-1040000.0,,-263000.0,
30890,1121785,,,,,438000.0,411000.0,-2242000.0,,-563000.0,
30891,1121785,,,,,438000.0,411000.0,-2242000.0,,-563000.0,
30892,1121785,,,,,438000.0,411000.0,-2242000.0,,-563000.0,
30893,1121785,,,,,438000.0,411000.0,-2242000.0,,-563000.0,
30894,1121785,,,,,2358000.0,-1436000.0,-3979000.0,,2247000.0,
30895,1121785,,,,,2358000.0,-1436000.0,-3979000.0,,2247000.0,
30896,1121785,,,,,2358000.0,-1436000.0,-3979000.0,,2247000.0,
30897,1121785,,,,,2358000.0,-1436000.0,-3979000.0,,2247000.0,
30898,1121785,,,,,13236000.0,-10673000.0,-8600000.0,,12645000.0,
30899,1121785,,,,,13236000.0,-10673000.0,-8600000.0,,12645000.0,
30900,1121785,,,,,13236000.0,-10673000.0,-8600000.0,,12645000.0,
30901,1121785,,,,,13236000.0,-10673000.0,-8600000.0,,12645000.0,
30902,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30903,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30904,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30905,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30906,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30907,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30908,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30909,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30910,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30911,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30912,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30913,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30914,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30915,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30916,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30917,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30918,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30919,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30920,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30921,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30922,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30923,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30924,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30925,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30926,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30927,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30928,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30929,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30930,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30931,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30932,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30933,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30934,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30935,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30936,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30937,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30938,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30939,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30940,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30941,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30942,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30943,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30944,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30945,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30946,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30947,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30948,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30949,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30950,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30951,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30952,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30953,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30954,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30955,1121785,,,,,5578000.0,-185000.0,-10004000.0,,8749000.0,
30956,1360849,,0.0,Redroller Holdings Inc,,,,,1.0,,
30957,1335236,,,Atlas America Public 15-2005 A LP,,,,,,,
30958,1271833,,,CCO Holdings LLC,,,,,,,
30959,1271833,,,,,,,,,,
30960,1271833,,,,,,,,,,
30961,1271833,,,,,,,,,,
30962,1271833,,,,,,,,,,
30963,1271833,,,,,,,,,,
30964,1271833,,,,,,,,,,
30965,1271833,,,,,,,,,,
30966,1271833,,,,,,,,,,
30967,1271833,,,,,,,,,,
30968,1271833,,,,,,,,,,
30969,1271833,,,,,,,-5286000000.0,,,
30970,1271833,,,,,,,-5286000000.0,,,
30971,1271833,,,,,,,-5286000000.0,,,
30972,1271833,,,,,,,-5286000000.0,,,
30973,1271833,,,,,344000000.0,8627000000.0,30000000.0,,-3095000000.0,
30974,1271833,,,,,344000000.0,8627000000.0,30000000.0,,-3095000000.0,
30975,1271833,,,,,344000000.0,8627000000.0,30000000.0,,-3095000000.0,
30976,1271833,,,,,344000000.0,8627000000.0,30000000.0,,-3095000000.0,
30977,1271833,,,,,344000000.0,8627000000.0,30000000.0,,-3095000000.0,
