,Instrument,Market Capitalisation,Instrument Is Active Flag,Company Common Name,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)",Total Current Assets,Net Debt Incl. Pref.Stock & Min.Interest,"Net Income/Starting Line, Cumulative",Delisted Quote Flag,Tangible Book Value - Insurance,Pricing Volatility
13770,1037676,,,,,513645000.0,451859000.0,16686000.0,,688006000.0,
13771,1037676,,,,,730857000.0,688009000.0,113706000.0,,1042416000.0,
13772,1037676,,,,,730857000.0,688009000.0,113706000.0,,1042416000.0,
13773,1037676,,,,,730857000.0,688009000.0,113706000.0,,1042416000.0,
13774,1037676,,,,,730857000.0,688009000.0,113706000.0,,1042416000.0,
13775,1037676,,,,,729564000.0,721905000.0,38123000.0,,1144207000.0,
13776,1037676,,,,,729564000.0,721905000.0,38123000.0,,1144207000.0,
13777,1037676,,,,,729564000.0,721905000.0,38123000.0,,1144207000.0,
13778,1037676,,,,,729564000.0,721905000.0,38123000.0,,1144207000.0,
13779,1037676,,,,,487277000.0,1171259000.0,260931000.0,,1325560000.0,
13780,1037676,,,,,487277000.0,1171259000.0,260931000.0,,1325560000.0,
13781,1037676,,,,,487277000.0,1171259000.0,260931000.0,,1325560000.0,
13782,1037676,,,,,487277000.0,1171259000.0,260931000.0,,1325560000.0,
13783,1037676,,,,,521145000.0,1298114000.0,175943000.0,,1491653000.0,
13784,1037676,,,,,521145000.0,1298114000.0,175943000.0,,1491653000.0,
13785,1037676,,,,,521145000.0,1298114000.0,175943000.0,,1491653000.0,
13786,1037676,,,,,521145000.0,1298114000.0,175943000.0,,1491653000.0,
13787,1037676,,,,,706378000.0,1250649000.0,355211000.0,,1681901000.0,
13788,1037676,,,,,706378000.0,1250649000.0,355211000.0,,1681901000.0,
13789,1037676,,,,,706378000.0,1250649000.0,355211000.0,,1681901000.0,
13790,1037676,,,,,706378000.0,1250649000.0,355211000.0,,1681901000.0,
13791,1037676,,,,,686782000.0,1755511000.0,42179000.0,,2001405000.0,
13792,1037676,,,,,686782000.0,1755511000.0,42179000.0,,2001405000.0,
13793,1037676,,,,,686782000.0,1755511000.0,42179000.0,,2001405000.0,
13794,1037676,,,,,686782000.0,1755511000.0,42179000.0,,2001405000.0,
13795,1037676,,,,,734914000.0,1526592000.0,159394000.0,,2122544000.0,
13796,1037676,,,,,734914000.0,1526592000.0,159394000.0,,2122544000.0,
13797,1037676,,,,,734914000.0,1526592000.0,159394000.0,,2122544000.0,
13798,1037676,,,,,734914000.0,1526592000.0,159394000.0,,2122544000.0,
13799,1037676,,,,,1182774000.0,3916533000.0,142840000.0,,2981937000.0,
13800,1037676,,,,,1182774000.0,3916533000.0,142840000.0,,2981937000.0,
13801,1037676,,,,,1182774000.0,3916533000.0,142840000.0,,2981937000.0,
13802,1037676,,,,,1182774000.0,3916533000.0,142840000.0,,2981937000.0,
13803,1037676,,,,,1914104000.0,4099848000.0,-683687000.0,,2589144000.0,
13804,1037676,,,,,1914104000.0,4099848000.0,-683687000.0,,2589144000.0,
13805,1037676,,,,,1914104000.0,4099848000.0,-683687000.0,,2589144000.0,
13806,1037676,,,,,1914104000.0,4099848000.0,-683687000.0,,2589144000.0,
13807,1037676,,,,,1782071000.0,3991982000.0,-641832000.0,,2253249000.0,
13808,1037676,,,,,1782071000.0,3991982000.0,-641832000.0,,2253249000.0,
13809,1037676,,,,,1782071000.0,3991982000.0,-641832000.0,,2253249000.0,
13810,1037676,,,,,1782071000.0,3991982000.0,-641832000.0,,2253249000.0,
13811,1037676,,,,,1542751000.0,4177185000.0,-558353000.0,,1668154000.0,
13812,1037676,,,,,1542751000.0,4177185000.0,-558353000.0,,1668154000.0,
13813,1037676,,,,,1542751000.0,4177185000.0,-558353000.0,,1668154000.0,
13814,1037676,,,,,1542751000.0,4177185000.0,-558353000.0,,1668154000.0,
13815,1037676,,,,,1138925000.0,4422333000.0,-2913142000.0,,-1244289000.0,
13816,1037676,,,,,1138925000.0,4422333000.0,-2913142000.0,,-1244289000.0,
13817,1037676,,,,,1138925000.0,4422333000.0,-2913142000.0,,-1244289000.0,
13818,1037676,,,,,1138925000.0,4422333000.0,-2913142000.0,,-1244289000.0,
13819,1037676,,,,,878622000.0,-30565000.0,1275530000.0,,746577000.0,
13820,1037676,,,,,878622000.0,-30565000.0,1275530000.0,,746577000.0,
13821,1037676,,,,,878622000.0,-30565000.0,1275530000.0,,746577000.0,
13822,1037676,,,,,878622000.0,-30565000.0,1275530000.0,,746577000.0,
13823,1037676,,,,,830994000.0,-103316000.0,238450000.0,,665865000.0,
13824,1037676,,,,,830994000.0,-103316000.0,238450000.0,,665865000.0,
13825,1037676,,,,,830994000.0,-103316000.0,238450000.0,,665865000.0,
13826,1037676,,,,,830994000.0,-103316000.0,238450000.0,,665865000.0,
13827,1037676,,,,,878783000.0,-109751000.0,312577000.0,,704821000.0,
13828,1037676,,,,,878783000.0,-109751000.0,312577000.0,,704821000.0,
13829,1382911,,0.0,Orexigen Therapeutics Inc,,,,,0.0,,
13830,1382911,,,,,,,,,,
13831,1382911,,,,,,,,,,
13832,1382911,,,,,,,,,,
13833,1382911,,,,,,,,,,
13834,1382911,,,,,,,,,,
13835,1382911,,,,,,,,,,
13836,1382911,,,,,,,,,,
13837,1382911,,,,,,,,,,
13838,1382911,,,,,,,,,,
13839,1382911,,,,,,,,,,
13840,1382911,,,,,,,,,,
13841,1382911,,,,,,,,,,
13842,1382911,,,,,,,,,,
13843,1382911,,,,,,,,,,
13844,1382911,,,,,,,-1882000.0,,,
13845,1382911,,,,,,,-1882000.0,,,
13846,1382911,,,,,,,-1882000.0,,,
13847,1382911,,,,,,,-1882000.0,,,
13848,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13849,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13850,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13851,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13852,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13853,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13854,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13855,1382911,,,,,1677000.0,9254000.0,-7693000.0,,-9537000.0,
13856,1382911,,,,,27912000.0,18219000.0,-12088000.0,,-20575000.0,
13857,1382911,,,,,27912000.0,18219000.0,-12088000.0,,-20575000.0,
13858,1382911,,,,,34635000.0,11493000.0,-27504000.0,,-15856000.0,
13859,1382911,,,,,34635000.0,11493000.0,-27504000.0,,-15856000.0,
13860,1382911,,,,,34635000.0,11493000.0,-27504000.0,,-15856000.0,
13861,1382911,,,,,87925000.0,-69647000.0,-57767000.0,,64883000.0,
13862,1382911,,,,,87925000.0,-69647000.0,-57767000.0,,64883000.0,
13863,1382911,,,,,87925000.0,-69647000.0,-57767000.0,,64883000.0,
13864,1382911,,,,,87925000.0,-69647000.0,-57767000.0,,64883000.0,
13865,1382911,,,,,87351000.0,-69776000.0,-93240000.0,,53794000.0,
13866,1382911,,,,,87351000.0,-69776000.0,-93240000.0,,53794000.0,
13867,1382911,,,,,87351000.0,-69776000.0,-93240000.0,,53794000.0,
13868,1382911,,,,,87351000.0,-69776000.0,-93240000.0,,53794000.0,
13869,1382911,,,,,93687000.0,-83358000.0,-66562000.0,,75903000.0,
13870,1382911,,,,,93687000.0,-83358000.0,-66562000.0,,75903000.0,
13871,1382911,,,,,93687000.0,-83358000.0,-66562000.0,,75903000.0,
13872,1382911,,,,,93687000.0,-83358000.0,-66562000.0,,75903000.0,
13873,1382911,,,,,94868000.0,-89950000.0,-51915000.0,,33788000.0,
13874,1382911,,,,,94868000.0,-89950000.0,-51915000.0,,33788000.0,
13875,1382911,,,,,94868000.0,-89950000.0,-51915000.0,,33788000.0,
13876,1382911,,,,,94868000.0,-89950000.0,-51915000.0,,33788000.0,
13877,1382911,,,,,148719000.0,-147593000.0,-28058000.0,,99706000.0,
13878,1382911,,,,,148719000.0,-147593000.0,-28058000.0,,99706000.0,
13879,1382911,,,,,148719000.0,-147593000.0,-28058000.0,,99706000.0,
13880,1382911,,,,,148719000.0,-147593000.0,-28058000.0,,99706000.0,
13881,1382911,,,,,138894000.0,-137403000.0,-90094000.0,,75469000.0,
13882,1382911,,,,,138894000.0,-137403000.0,-90094000.0,,75469000.0,
13883,1382911,,,,,138894000.0,-137403000.0,-90094000.0,,75469000.0,
13884,1382911,,,,,138894000.0,-137403000.0,-90094000.0,,75469000.0,
13885,1382911,,,,,178282000.0,-96965000.0,-77671000.0,,41862000.0,
13886,1382911,,,,,178282000.0,-96965000.0,-77671000.0,,41862000.0,
13887,1382911,,,,,178282000.0,-96965000.0,-77671000.0,,41862000.0,
13888,1382911,,,,,178282000.0,-96965000.0,-77671000.0,,41862000.0,
13889,1382911,,,,,211326000.0,-121629000.0,-37525000.0,,22344000.0,
13890,1382911,,,,,211326000.0,-121629000.0,-37525000.0,,22344000.0,
13891,1382911,,,,,211326000.0,-121629000.0,-37525000.0,,22344000.0,
13892,1382911,,,,,211326000.0,-121629000.0,-37525000.0,,22344000.0,
13893,1382911,,,,,233895000.0,-126141000.0,-68687000.0,,33378000.0,
13894,1382911,,,,,233895000.0,-126141000.0,-68687000.0,,33378000.0,
13895,1382911,,,,,233895000.0,-126141000.0,-68687000.0,,33378000.0,
13896,1382911,,,,,233895000.0,-126141000.0,-68687000.0,,33378000.0,
13897,1382911,,,,,224461000.0,65529000.0,-24524000.0,,-19017000.0,
13898,1382911,,,,,224461000.0,65529000.0,-24524000.0,,-19017000.0,
13899,1382911,,,,,224461000.0,65529000.0,-24524000.0,,-19017000.0,
13900,1382911,,,,,,,,,,
13901,1382911,,,,,,,,,,
13902,1382911,,,,,,,,,,
13903,1382911,,,,,,,,,,
13904,1382911,,,,,,,,,,
13905,1382911,,,,,,,,,,
13906,1382911,,,,,,,,,,
13907,1173738,,0.0,CDEX Inc,,,,,1.0,,
13908,1173738,,,,,,,,,,
13909,1173738,,,,,,,,,,
13910,1173738,,,,,,,,,,
13911,1173738,,,,,,,,,,
13912,1173738,,,,,,,,,,
13913,1173738,,,,,,,,,,
13914,1173738,,,,,,,,,,
13915,1173738,,,,,,,,,,
13916,1173738,,,,,,,,,,
13917,1173738,,,,,,,,,,
13918,1173738,,,,,,,,,,
13919,1173738,,,,,,,,,,
13920,1173738,,,,,,,,,,
13921,1173738,,,,,,,,,,
13922,1173738,,,,,,,,,,
13923,1173738,,,,,,,,,,
13924,1173738,,,,,,,,,,
13925,1173738,,,,,,,,,,
13926,1173738,,,,,,,,,,
13927,1173738,,,,,,,,,,
13928,1173738,,,,,,,,,,
13929,1173738,,,,,,,,,,
13930,1173738,,,,,,,,,,
13931,1173738,,,,,,,,,,
13932,1173738,,,,,,,,,,
13933,1173738,,,,,,,,,,
13934,1173738,,,,,,,,,,
13935,1173738,,,,,,,,,,
13936,1173738,,,,,,,,,,
13937,1173738,,,,,,,,,,
13938,1173738,,,,,,,,,,
13939,1173738,,,,,,,-2484000.0,,,
13940,1173738,,,,,,,-2484000.0,,,
13941,1173738,,,,,,,-2484000.0,,,
13942,1173738,,,,,,,-2484000.0,,,
13943,1173738,,,,,645430.0,957350.0,-2134000.0,,-1732910.0,
13944,1173738,,,,,645430.0,957350.0,-2134000.0,,-1732910.0,
13945,1173738,,,,,645430.0,957350.0,-2134000.0,,-1732910.0,
13946,1173738,,,,,645430.0,957350.0,-2134000.0,,-1732910.0,
13947,1173738,,,,,417360.0,1524920.0,-1850200.0,,-2888980.0,
13948,1173738,,,,,417360.0,1524920.0,-1850200.0,,-2888980.0,
13949,1173738,,,,,417360.0,1524920.0,-1850200.0,,-2888980.0,
13950,1173738,,,,,417360.0,1524920.0,-1850200.0,,-2888980.0,
13951,1173738,,,,,558620.0,2868110.0,-1725060.0,,-3461080.0,
13952,1173738,,,,,558620.0,2868110.0,-1725060.0,,-3461080.0,
13953,1173738,,,,,558620.0,2868110.0,-1725060.0,,-3461080.0,
13954,1173738,,,,,558620.0,2868110.0,-1725060.0,,-3461080.0,
13955,1173738,,,,,292320.0,1972340.0,-1556870.0,,-2139910.0,
13956,1173738,,,,,292320.0,1972340.0,-1556870.0,,-2139910.0,
13957,1173738,,,,,292320.0,1972340.0,-1556870.0,,-2139910.0,
13958,1173738,,,,,292320.0,1972340.0,-1556870.0,,-2139910.0,
13959,1173738,,,,,767860.0,-561830.0,-1549650.0,,674580.0,
13960,1173738,,,,,767860.0,-561830.0,-1549650.0,,674580.0,
13961,1173738,,,,,767860.0,-561830.0,-1549650.0,,674580.0,
13962,1173738,,,,,767860.0,-561830.0,-1549650.0,,674580.0,
13963,1173738,,,,,371880.0,-98940.0,-745110.0,,330120.0,
13964,1173738,,,,,371880.0,-98940.0,-745110.0,,330120.0,
13965,1173738,,,,,371880.0,-98940.0,-745110.0,,330120.0,
13966,1173738,,,,,371880.0,-98940.0,-745110.0,,330120.0,
13967,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13968,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13969,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13970,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13971,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13972,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13973,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13974,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13975,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13976,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13977,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13978,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13979,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13980,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13981,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13982,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13983,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13984,1173738,,,,,367680.0,44400.0,-578380.0,,122590.0,
13985,1443799,,,Gener8 Maritime Subsidiary II Inc,,,,,,,
13986,870398,,,,,,,,,,
13987,1296391,,1.0,Tengion Inc,,,,,0.0,,
13988,1296391,,,,,,,,,,
13989,1296391,,,,,,,,,,
13990,1296391,,,,,,,,,,
13991,1296391,,,,,,,,,,
13992,1296391,,,,,,,,,,
13993,1296391,,,,,,,,,,
13994,1296391,,,,,,,,,,
13995,1296391,,,,,,,,,,
13996,1296391,,,,,,,,,,
13997,1296391,,,,,,,,,,
13998,1296391,,,,,,,,,,
13999,1296391,,,,,,,,,,
14000,1296391,,,,,,,,,,
14001,1296391,,,,,,,,,,
14002,1296391,,,,,,,,,,
14003,1296391,,,,,,,,,,
14004,1296391,,,,,,,,,,
14005,1296391,,,,,,,,,,
14006,1296391,,,,,,,,,,
14007,1296391,,,,,,,,,,
14008,1296391,,,,,,,,,,
14009,1296391,,,,,,,,,,
14010,1296391,,,,,,,,,,
14011,1296391,,,,,,,,,,
14012,1296391,,,,,,,,,,
14013,1296391,,,,,,,,,,
14014,1296391,,,,,,,,,,
14015,1296391,,,,,,,,,,
14016,1296391,,,,,,,,,,
14017,1296391,,,,,,,,,,
14018,1296391,,,,,,,-30987540.0,,,
14019,1296391,,,,,,,-30987540.0,,,
14020,1296391,,,,,,,-30987540.0,,,
14021,1296391,,,,,,,-30987540.0,,,
14022,1296391,,,,,51168200.0,149727850.0,-42392970.0,,-135078680.0,
14023,1296391,,,,,51168200.0,149727850.0,-42392970.0,,-135078680.0,
14024,1296391,,,,,51168200.0,149727850.0,-42392970.0,,-135078680.0,
14025,1296391,,,,,51168200.0,149727850.0,-42392970.0,,-135078680.0,
14026,1296391,,,,,51168200.0,149727850.0,-42392970.0,,-135078680.0,
14027,1296391,,,,,51168200.0,149727850.0,-42392970.0,,-135078680.0,
14028,1296391,,,,,20803960.0,190449810.0,-29845040.0,,-178073740.0,
14029,1296391,,,,,20803960.0,190449810.0,-29845040.0,,-178073740.0,
14030,1296391,,,,,20803960.0,190449810.0,-29845040.0,,-178073740.0,
14031,1296391,,,,,12504770.0,-3370000.0,-25600270.0,,11059920.0,
14032,1296391,,,,,12504770.0,-3370000.0,-25600270.0,,11059920.0,
14033,1296391,,,,,12504770.0,-3370000.0,-25600270.0,,11059920.0,
14034,1296391,,,,,12504770.0,-3370000.0,-25600270.0,,11059920.0,
14035,1296391,,,,,15718000.0,-8641000.0,-19061000.0,,5015000.0,
14036,1296391,,,,,15718000.0,-8641000.0,-19061000.0,,5015000.0,
14037,1296391,,,,,15718000.0,-8641000.0,-19061000.0,,5015000.0,
14038,1296391,,,,,15718000.0,-8641000.0,-19061000.0,,5015000.0,
14039,1296391,,,,,8896000.0,4793000.0,-16929000.0,,-11343000.0,
14040,1296391,,,,,8896000.0,4793000.0,-16929000.0,,-11343000.0,
14041,1296391,,,,,8896000.0,4793000.0,-16929000.0,,-11343000.0,
14042,1296391,,,,,8896000.0,4793000.0,-16929000.0,,-11343000.0,
14043,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14044,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14045,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14046,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14047,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14048,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14049,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14050,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14051,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14052,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14053,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14054,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14055,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14056,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14057,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14058,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14059,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14060,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14061,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14062,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14063,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14064,1296391,,,,,21844000.0,6414000.0,-18927000.0,,-16856000.0,
14065,1383154,,0.0,COPsync Inc,,,,,1.0,,
14066,1383154,,,,,,,,,,
14067,1383154,,,,,,,,,,
14068,1383154,,,,,,,,,,
14069,1383154,,,,,,,,,,
14070,1383154,,,,,,,,,,
14071,1383154,,,,,,,,,,
14072,1383154,,,,,,,,,,
14073,1383154,,,,,,,,,,
14074,1383154,,,,,,,,,,
14075,1383154,,,,,,,,,,
14076,1383154,,,,,,,,,,
14077,1383154,,,,,,,,,,
14078,1383154,,,,,,,,,,
14079,1383154,,,,,,,,,,
14080,1383154,,,,,,,,,,
14081,1383154,,,,,,,,,,
14082,1383154,,,,,,,,,,
14083,1383154,,,,,,,,,,
14084,1383154,,,,,,,,,,
14085,1383154,,,,,,,,,,
14086,1383154,,,,,,,,,,
14087,1383154,,,,,,,,,,
14088,1383154,,,,,,,,,,
14089,1383154,,,,,,,,,,
14090,1383154,,,,,,,,,,
14091,1383154,,,,,,,,,,
14092,1383154,,,,,,,,,,
14093,1383154,,,,,,,,,,
14094,1383154,,,,,,,-6000.0,,,
14095,1383154,,,,,,,-6000.0,,,
14096,1383154,,,,,,,-6000.0,,,
14097,1383154,,,,,,,-6000.0,,,
14098,1383154,,,,,2770.0,69920.0,-566920.0,,-48230.0,
14099,1383154,,,,,2770.0,69920.0,-566920.0,,-48230.0,
14100,1383154,,,,,2770.0,69920.0,-566920.0,,-48230.0,
14101,1383154,,,,,2770.0,69920.0,-566920.0,,-48230.0,
14102,1383154,,,,,209380.0,242670.0,-630340.0,,-230540.0,
14103,1383154,,,,,209380.0,242670.0,-630340.0,,-230540.0,
14104,1383154,,,,,209380.0,242670.0,-630340.0,,-230540.0,
14105,1383154,,,,,209380.0,242670.0,-630340.0,,-230540.0,
14106,1383154,,,,,1196880.0,-587550.0,-2584120.0,,-236560.0,
14107,1383154,,,,,1196880.0,-587550.0,-2584120.0,,-236560.0,
14108,1383154,,,,,1196880.0,-587550.0,-2584120.0,,-236560.0,
14109,1383154,,,,,1196880.0,-587550.0,-2584120.0,,-236560.0,
14110,1383154,,,,,435110.0,49920.0,-2890770.0,,-1632100.0,
14111,1383154,,,,,435110.0,49920.0,-2890770.0,,-1632100.0,
14112,1383154,,,,,435110.0,49920.0,-2890770.0,,-1632100.0,
14113,1383154,,,,,435110.0,49920.0,-2890770.0,,-1632100.0,
14114,1383154,,,,,1241660.0,-341540.0,-2614270.0,,-1496250.0,
14115,1383154,,,,,1241660.0,-341540.0,-2614270.0,,-1496250.0,
14116,1383154,,,,,1241660.0,-341540.0,-2614270.0,,-1496250.0,
14117,1383154,,,,,1241660.0,-341540.0,-2614270.0,,-1496250.0,
14118,1383154,,,,,670770.0,447910.0,-4182640.0,,-2856730.0,
14119,1383154,,,,,670770.0,447910.0,-4182640.0,,-2856730.0,
14120,1383154,,,,,670770.0,447910.0,-4182640.0,,-2856730.0,
14121,1383154,,,,,990360.0,719900.0,-3614860.0,,-5358610.0,
14122,1383154,,,,,990360.0,719900.0,-3614860.0,,-5358610.0,
14123,1383154,,,,,990360.0,719900.0,-3614860.0,,-5358610.0,
14124,1383154,,,,,990360.0,719900.0,-3614860.0,,-5358610.0,
14125,1383154,,,,,1377310.0,985520.0,-4223470.0,,-5215840.0,
14126,1383154,,,,,1377310.0,985520.0,-4223470.0,,-5215840.0,
14127,1383154,,,,,1377310.0,985520.0,-4223470.0,,-5215840.0,
14128,1383154,,,,,1377310.0,985520.0,-4223470.0,,-5215840.0,
14129,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14130,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14131,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14132,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14133,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14134,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14135,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14136,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14137,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14138,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14139,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14140,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14141,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14142,1383154,,,,,9750220.0,-7784450.0,-6414230.0,,3757060.0,
14143,901696,,0.0,MTI Technology Corp,,88477000.0,-1389000.0,10092000.0,1.0,43251000.0,
14144,901696,,,,,116022000.0,-7291000.0,25320000.0,,104497000.0,
14145,901696,,,,,116022000.0,-7291000.0,25320000.0,,104497000.0,
14146,901696,,,,,116022000.0,-7291000.0,25320000.0,,104497000.0,
14147,901696,,,,,116022000.0,-7291000.0,25320000.0,,104497000.0,
14148,901696,,,,,73581000.0,-15572000.0,-36441000.0,,73566000.0,
14149,901696,,,,,73581000.0,-15572000.0,-36441000.0,,73566000.0,
14150,901696,,,,,73581000.0,-15572000.0,-36441000.0,,73566000.0,
14151,901696,,,,,73581000.0,-15572000.0,-36441000.0,,73566000.0,
14152,901696,,,,,48376000.0,-5924000.0,-59625000.0,,14929000.0,
14153,901696,,,,,48376000.0,-5924000.0,-59625000.0,,14929000.0,
14154,901696,,,,,48376000.0,-5924000.0,-59625000.0,,14929000.0,
14155,901696,,,,,48376000.0,-5924000.0,-59625000.0,,14929000.0,
14156,901696,,,,,48376000.0,-5924000.0,-59625000.0,,14929000.0,
14157,901696,,,,,36373000.0,-7646000.0,-11219000.0,,3790000.0,
14158,901696,,,,,36373000.0,-7646000.0,-11219000.0,,3790000.0,
14159,901696,,,,,36373000.0,-7646000.0,-11219000.0,,3790000.0,
14160,901696,,,,,40193000.0,1187000.0,-3866000.0,,1957000.0,
14161,901696,,,,,40193000.0,1187000.0,-3866000.0,,1957000.0,
14162,901696,,,,,40193000.0,1187000.0,-3866000.0,,1957000.0,
14163,901696,,,,,40193000.0,1187000.0,-3866000.0,,1957000.0,
14164,901696,,,,,56751000.0,-1401000.0,-15787000.0,,-7553000.0,
14165,901696,,,,,56751000.0,-1401000.0,-15787000.0,,-7553000.0,
14166,901696,,,,,56751000.0,-1401000.0,-15787000.0,,-7553000.0,
14167,901696,,,,,56751000.0,-1401000.0,-15787000.0,,-7553000.0,
14168,901696,,,,,78001000.0,2353000.0,-8102000.0,,-8814000.0,
14169,901696,,,,,78001000.0,2353000.0,-8102000.0,,-8814000.0,
14170,901696,,,,,78001000.0,2353000.0,-8102000.0,,-8814000.0,
14171,901696,,,,,78001000.0,2353000.0,-8102000.0,,-8814000.0,
14172,901696,,,,,78001000.0,2353000.0,-8102000.0,,-8814000.0,
14173,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14174,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14175,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14176,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14177,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14178,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14179,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14180,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14181,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14182,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14183,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14184,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14185,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14186,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14187,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14188,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14189,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14190,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14191,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14192,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14193,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14194,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14195,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14196,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14197,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14198,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
14199,901696,,,,,53290000.0,17323000.0,-11163000.0,,-30523000.0,
