,Instrument,Instrument Is Active Flag,Delisted Quote Flag,Pricing Volatility,"Total Assets, Reported","Working Capital, Period over Period Average (Pvt)","Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date,GICS Industry Name,NAICS Industry Group Name,Has Filed For Bankruptcy
0,803014,0.0,1.0,,1372847000.0,,,,,Computer Systems Design and Related Services,
1,803014,,,,1372847000.0,,,,,,
2,803014,,,,1372847000.0,,,,,,
3,803014,,,,1372847000.0,,,,,,
4,803014,,,,2625264000.0,,,,,,
5,803014,,,,2625264000.0,,,,,,
6,803014,,,,2625264000.0,,,,,,
7,803014,,,,2625264000.0,,,,,,
8,803014,,,,2704163000.0,,,,,,
9,803014,,,,2704163000.0,,,,,,
10,803014,,,,2704163000.0,,,,,,
11,803014,,,,2704163000.0,,,,,,
12,803014,,,,2403659000.0,,,,,,
13,803014,,,,2403659000.0,,,,,,
14,803014,,,,2403659000.0,,,,,,
15,803014,,,,2403659000.0,,,,,,
16,803014,,,,2728042000.0,,,,,,
17,803014,,,,2728042000.0,,,,,,
18,803014,,,,2728042000.0,,,,,,
19,803014,,,,2728042000.0,,,,,,
20,803014,,,,2925286000.0,,,,,,
21,803014,,,,2925286000.0,,,,,,
22,803014,,,,2925286000.0,,,,,,
23,803014,,,,2925286000.0,,,,,,
24,803014,,,,3669656000.0,,,,,,
25,803014,,,,3669656000.0,,,,,,
26,803014,,,,3669656000.0,,,,,,
27,803014,,,,3669656000.0,,,,,,
28,803014,,,,3726290000.0,,,,,,
29,803014,,,,3726290000.0,,,,,,
30,803014,,,,3726290000.0,,,,,,
31,803014,,,,3726290000.0,,,,,,
32,803014,,,,4169488000.0,,,,,,
33,803014,,,,4169488000.0,,,,,,
34,803014,,,,4169488000.0,,,,,,
35,803014,,,,4169488000.0,,,,,,
36,803014,,,,4169488000.0,,,,,,
37,803014,,,,4169488000.0,,,,,,
38,803014,,,,4169488000.0,,,,,,
39,803014,,,,4169488000.0,,,,,,
40,803014,,,,4169488000.0,,,,,,
41,803014,,,,4169488000.0,,,,,,
42,803014,,,,4169488000.0,,,,,,
43,803014,,,,3748268000.0,,,,,,
44,803014,,,,3101211000.0,,,,,,
45,803014,,,,2813922000.0,,,,,,
46,803014,,,,2813922000.0,,,,,,
47,803014,,,,2813922000.0,,,,,,
48,803014,,,,2813922000.0,,,,,,
49,803014,,,,2649174000.0,,,,,,
50,803014,,,,2649174000.0,,,,,,
51,803014,,,,2649174000.0,,,,,,
52,803014,,,,2649174000.0,,,,,,
53,803014,,,,2649174000.0,,,,,,
54,803014,,,,2649174000.0,,,,,,
55,803014,,,,2649174000.0,,,,,,
56,803014,,,,2649174000.0,,,,,,
57,803014,,,,2649174000.0,,,,,,
58,803014,,,,2649174000.0,,,,,,
59,803014,,,,2649174000.0,,,,,,
60,803014,,,,2649174000.0,,,,,,
61,803014,,,,2649174000.0,,,,,,
62,803014,,,,2649174000.0,,,,,,
63,803014,,,,2649174000.0,,,,,,
64,803014,,,,2649174000.0,,,,,,
65,803014,,,,2649174000.0,,,,,,
66,803014,,,,2649174000.0,,,,,,
67,803014,,,,2649174000.0,,,,,,
68,803014,,,,2649174000.0,,,,,,
69,803014,,,,2649174000.0,,,,,,
70,803014,,,,2649174000.0,,,,,,
71,803014,,,,2649174000.0,,,,,,
72,803014,,,,2649174000.0,,,,,,
73,803014,,,,2649174000.0,,,,,,
74,803014,,,,2649174000.0,,,,,,
75,803014,,,,2649174000.0,,,,,,
76,803014,,,,2649174000.0,,,,,,
77,803014,,,,2649174000.0,,,,,,
78,1308161,0.0,0.0,,36053188056.0,,,,,Motion Picture and Video Industries,0.0
79,1308161,,,,36053188056.0,,,,,,0.0
80,1308161,,,,39114828415.0,,,,,,0.0
81,1308161,,,,39114828415.0,,,,,,0.0
82,1308161,,,,39114828415.0,,,,,,
83,1308161,,,,41637354066.0,,,,,,
84,1308161,,,,41637354066.0,,,,,,
85,1308161,,,,41637354066.0,,,,,,
86,1308161,,,,41637354066.0,,,,,,
87,1308161,,,,41637354066.0,,,,,,
88,1308161,,,,41637354066.0,,,,,,
89,1308161,,,,37086047937.0,,,,,,
90,1308161,,,,37086047937.0,,,,,,
91,1308161,,,,37086047937.0,,,,,,
92,1308161,,,,42177798234.0,,,,,,
93,1308161,,,,42177798234.0,,,,,,
94,1308161,,,,42177798234.0,,,,,,
95,1308161,,,,42177798234.0,,,,,,
96,1308161,,,,51484019076.0,,,,,,
97,1308161,,,,51484019076.0,,,,,,
98,1308161,,,,51484019076.0,,,,,,
99,1308161,,,,51484019076.0,,,,,,
100,1308161,,,,54692000000.0,,,,,,
101,1308161,,,,54692000000.0,,,,,,
102,1308161,,,,54692000000.0,,,,,,
103,1308161,,,,54692000000.0,,,,,,
104,1308161,,,,56649000000.0,,,,,,
105,1308161,,,,56649000000.0,,,,,,
106,1308161,,,,56649000000.0,,,,,,
107,1308161,,,,56649000000.0,,,,,,
108,1308161,,,,62343000000.0,,,,,,
109,1308161,,,,62343000000.0,,,,,,
110,1308161,,,,62343000000.0,,,,,,
111,1308161,,,,62343000000.0,,,,,,
112,1308161,,,,62308000000.0,,,,,,
113,1308161,,,,62308000000.0,,,,,,
114,1308161,,,,62308000000.0,,,,,,
115,1308161,,,,62308000000.0,,,,,,
116,1308161,,,,53121000000.0,,,,,,
117,1308161,,,,53121000000.0,,,,,,
118,1308161,,,,53121000000.0,,,,,,
119,1308161,,,,53121000000.0,,,,,,
120,1308161,,,,54384000000.0,,,,,,
121,1308161,,,,54384000000.0,,,,,,
122,1308161,,,,54384000000.0,,,,,,
123,1308161,,,,54384000000.0,,,,,,
124,1308161,,,,61980000000.0,,,,,,
125,1308161,,,,61980000000.0,,,,,,
126,1308161,,,,61980000000.0,,,,,,
127,1308161,,,,61980000000.0,,,,,,
128,1308161,,,,56663000000.0,,,,,,
129,1308161,,,,56663000000.0,,,,,,
130,1308161,,,,56663000000.0,,,,,,
131,1308161,,,,56663000000.0,,,,,,
132,1308161,,,,50944000000.0,,,,,,
133,1308161,,,,50944000000.0,,,,,,
134,1308161,,,,50944000000.0,,,,,,
135,1308161,,,,50944000000.0,,,,,,
136,1308161,,,,54793000000.0,,,,,,
137,1308161,,,,54793000000.0,,,,,,
138,1308161,,,,54793000000.0,,,,,,
139,1308161,,,,54793000000.0,,,,,,
140,1308161,,,,50039000000.0,,,,,,
141,1308161,,,,50039000000.0,,,,,,
