,Instrument,Instrument Is Active Flag,Delisted Quote Flag,Pricing Volatility,"Total Assets, Reported","Working Capital, Period over Period Average (Pvt)","Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date,GICS Industry Name,NAICS Industry Group Name,Has Filed For Bankruptcy
0,890393,1.0,0.0,,,,,,,Other Investment Pools and Funds,
1,891038,1.0,0.0,,,,,,,Other Investment Pools and Funds,
2,892482,1.0,0.0,,24625000.0,,,,Software,Computer and Peripheral Equipment Manufacturing,0.0
3,892482,,,,24625000.0,,,,,,0.0
4,892482,,,,24625000.0,,,,,,
5,892482,,,,24625000.0,,,,,,
6,892482,,,,36556000.0,,,,,,
7,892482,,,,36556000.0,,,,,,
8,892482,,,,36556000.0,,,,,,
9,892482,,,,36556000.0,,,,,,
10,892482,,,,40453000.0,,,,,,
11,892482,,,,40453000.0,,,,,,
12,892482,,,,40453000.0,,,,,,
13,892482,,,,40453000.0,,,,,,
14,892482,,,,48708000.0,,,,,,
15,892482,,,,48708000.0,,,,,,
16,892482,,,,48708000.0,,,,,,
17,892482,,,,48708000.0,,,,,,
18,892482,,,,61025000.0,,,,,,
19,892482,,,,61025000.0,,,,,,
20,892482,,,,61025000.0,,,,,,
21,892482,,,,61025000.0,,,,,,
22,892482,,,,74139000.0,,,,,,
23,892482,,,,74139000.0,,,,,,
24,892482,,,,74139000.0,,,,,,
25,892482,,,,74139000.0,,,,,,
26,892482,,,,89009000.0,,,,,,
27,892482,,,,89009000.0,,,,,,
28,892482,,,,89009000.0,,,,,,
29,892482,,,,89009000.0,,,,,,
30,892482,,,,112359000.0,,,,,,
31,892482,,,,112359000.0,,,,,,
32,892482,,,,112359000.0,,,,,,
33,892482,,,,112359000.0,,,,,,
34,892482,,,,125096000.0,,,,,,
35,892482,,,,125096000.0,,,,,,
36,892482,,,,125096000.0,,,,,,
37,892482,,,,125096000.0,,,,,,
38,892482,,,,123456000.0,,,,,,
39,892482,,,,123456000.0,,,,,,
40,892482,,,,123456000.0,,,,,,
41,892482,,,,123456000.0,,,,,,
42,892482,,,,140281000.0,,,,,,
43,892482,,,,140281000.0,,,,,,
44,892482,,,,140281000.0,,,,,,
45,892482,,,,140281000.0,,,,,,
46,892482,,,,148044000.0,,,,,,
47,892482,,,,148044000.0,,,,,,
48,892482,,,,148044000.0,,,,,,
49,892482,,,,148044000.0,,,,,,
50,892482,,,,157660000.0,,,,,,
51,892482,,,,157660000.0,,,,,,
52,892482,,,,157660000.0,,,,,,
53,892482,,,,157660000.0,,,,,,
54,892482,,,,95563000.0,,,,,,
55,892482,,,,95563000.0,,,,,,
56,892482,,,,95563000.0,,,,,,
57,892482,,,,95563000.0,,,,,,
58,892482,,,,89146000.0,,,,,,
59,892482,,,,89146000.0,,,,,,
60,892482,,,,89146000.0,,,,,,
61,892482,,,,89146000.0,,,,,,
62,892482,,,,80177000.0,,,,,,
63,892482,,,,80177000.0,,,,,,
64,892482,,,,80177000.0,,,,,,
65,892482,,,,80177000.0,,,,,,
66,892482,,,,54412000.0,,,,,,
67,892482,,,,54412000.0,,,,,,
68,892482,,,,54412000.0,,,,,,
69,892482,,,,54412000.0,,,,,,
70,892482,,,,42229000.0,,,,,,
71,892482,,,,42229000.0,,,,,,
72,892482,,,,42229000.0,,,,,,
73,892482,,,,42229000.0,,,,,,
74,892482,,,,34276000.0,,,,,,
75,892482,,,,34276000.0,,,,,,
76,892482,,,,34276000.0,,,,,,
77,892482,,,,34276000.0,,,,,,
78,892482,,,,30280000.0,,,,,,
79,892482,,,,30280000.0,,,,,,
80,890923,0.0,1.0,,136756000.0,,,,,Other Electrical Equipment and Component Manufacturing,
81,890923,,,,136756000.0,,,,,,
82,890923,,,,136756000.0,,,,,,
83,890923,,,,207700000.0,,,,,,
84,890923,,,,207700000.0,,,,,,
85,890923,,,,207700000.0,,,,,,
86,890923,,,,207700000.0,,,,,,
87,890923,,,,121492000.0,,,,,,
88,890923,,,,121492000.0,,,,,,
89,890923,,,,121492000.0,,,,,,
90,890923,,,,121492000.0,,,,,,
91,890923,,,,121422000.0,,,,,,
92,890923,,,,121422000.0,,,,,,
93,890923,,,,121422000.0,,,,,,
94,890923,,,,121422000.0,,,,,,
95,890923,,,,121422000.0,,,,,,
96,890923,,,,119455000.0,,,,,,
97,890923,,,,119455000.0,,,,,,
98,890923,,,,119455000.0,,,,,,
99,890923,,,,122455000.0,,,,,,
100,890923,,,,122455000.0,,,,,,
101,890923,,,,122455000.0,,,,,,
102,890923,,,,122455000.0,,,,,,
103,890923,,,,122455000.0,,,,,,
104,890923,,,,130429000.0,,,,,,
105,890923,,,,130429000.0,,,,,,
106,890923,,,,130429000.0,,,,,,
107,890923,,,,187684000.0,,,,,,
108,890923,,,,187684000.0,,,,,,
109,890923,,,,187684000.0,,,,,,
110,890923,,,,187684000.0,,,,,,
111,890923,,,,403599000.0,,,,,,
112,890923,,,,403599000.0,,,,,,
113,890923,,,,403599000.0,,,,,,
114,890923,,,,403599000.0,,,,,,
115,890923,,,,440164000.0,,,,,,
116,890923,,,,440164000.0,,,,,,
117,890923,,,,440164000.0,,,,,,
118,890923,,,,440164000.0,,,,,,
119,890923,,,,366845000.0,,,,,,
120,890923,,,,366845000.0,,,,,,
121,890923,,,,366845000.0,,,,,,
122,890923,,,,366845000.0,,,,,,
123,890923,,,,322140000.0,,,,,,
124,890923,,,,322140000.0,,,,,,
125,890923,,,,322140000.0,,,,,,
126,890923,,,,322140000.0,,,,,,
127,890923,,,,322296000.0,,,,,,
128,890923,,,,322296000.0,,,,,,
129,890923,,,,322296000.0,,,,,,
130,890923,,,,322296000.0,,,,,,
131,890923,,,,358688000.0,,,,,,
132,890923,,,,358688000.0,,,,,,
133,890923,,,,358688000.0,,,,,,
134,890923,,,,358688000.0,,,,,,
135,890923,,,,352865000.0,,,,,,
136,890923,,,,352865000.0,,,,,,
137,890923,,,,352865000.0,,,,,,
138,890923,,,,352865000.0,,,,,,
139,890923,,,,352865000.0,,,,,,
140,890923,,,,352865000.0,,,,,,
141,890923,,,,352865000.0,,,,,,
142,890923,,,,352865000.0,,,,,,
143,890923,,,,352865000.0,,,,,,
144,890923,,,,352865000.0,,,,,,
145,890923,,,,352865000.0,,,,,,
146,890923,,,,352865000.0,,,,,,
147,890923,,,,352865000.0,,,,,,
148,890923,,,,352865000.0,,,,,,
149,890923,,,,352865000.0,,,,,,
150,890923,,,,352865000.0,,,,,,
151,890923,,,,352865000.0,,,,,,
152,890923,,,,352865000.0,,,,,,
153,890923,,,,352865000.0,,,,,,
154,890923,,,,352865000.0,,,,,,
155,890923,,,,352865000.0,,,,,,
156,890923,,,,352865000.0,,,,,,
157,890923,,,,352865000.0,,,,,,
158,887637,0.0,1.0,,,,,,,Rail Transportation,
159,887637,,,,,,,,,,
160,887637,,,,,,,,,,
161,887637,,,,,,,,,,
162,887637,,,,,,,,,,
163,887637,,,,,,,,,,
164,887637,,,,,,,,,,
165,887637,,,,,,,,,,
166,887637,,,,,,,,,,
167,887637,,,,,,,,,,
168,887637,,,,,,,,,,
169,887637,,,,,,,,,,
170,887637,,,,,,,,,,
171,887637,,,,,,,,,,
172,887637,,,,,,,,,,
