,Instrument,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Net Income/Starting Line, Cumulative",Delisted Quote Flag,Total Current Liabilities,Operating Income,Net Debt Incl. Pref.Stock & Min.Interest,Inventories (CF),Cash,Price
61,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
62,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
63,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
64,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
65,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
66,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
67,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
68,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
69,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
70,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
71,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
72,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
73,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
74,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
75,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
76,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
77,1092287,,1992000.0,-17554000.0,,3514000.0,-18244000.0,64622000.0,-797000.0,,
78,1411646,,,,,,,,,,
79,1409302,,,,,,,,,,
80,1409302,,,,,,,,,,
81,1409302,,,,,,,,,,
82,1409302,,,,,,,,,,
83,1409302,,,,,,,,,,
84,1409302,,,,,,,,,,
85,1409302,,,,,,,,,,
86,1409302,,,,,,,,,,
87,1409302,,,,,,,,,,
88,1409302,,,,,,,,,,
89,1409302,,,,,,,,,,
90,1409302,,,,,,-4126000.0,,,,
91,1409302,,,,,,-4126000.0,,,,
92,1409302,,,,,,-4126000.0,,,,
93,1409302,,,,,,-4126000.0,,,,
94,1409302,,,,,,4300000.0,,,,
95,1409302,,,,,,4300000.0,,,,
96,1409302,,,,,,4300000.0,,,,
97,1409302,,,,,,4300000.0,,,,
98,1409302,,,17875000.0,,,6785000.0,,9000.0,,
99,1409302,,,17875000.0,,,6785000.0,,9000.0,,
100,1409302,,,17875000.0,,,6785000.0,,9000.0,,
101,1409302,,,17875000.0,,,6785000.0,,9000.0,,
102,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
103,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
104,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
105,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
106,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
107,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
108,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
109,1409302,,17517000.0,4254000.0,,3373000.0,8144000.0,4327000.0,-752000.0,1646000.0,
110,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
111,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
112,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
113,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
114,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
115,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
116,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
117,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
118,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
119,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
120,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
121,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
122,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
123,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
124,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
125,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
126,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
127,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
128,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
129,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
130,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
131,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
132,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
133,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
134,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
135,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
136,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
137,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
138,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
139,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
140,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
141,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
142,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
143,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
144,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
145,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
146,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
147,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
148,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
149,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
150,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
151,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
152,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
153,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
154,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
155,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
156,1409302,,11711000.0,5430000.0,,7805000.0,10014000.0,-3523000.0,-467000.0,760000.0,
157,1411288,,,,,,,,,,
158,1411288,,,,,,,,,,
159,1411288,,,,,,,,,,
160,1411288,,,,,,,,,,
161,1411288,,,,,,,,,,
162,1411288,,,,,,,,,,
163,1411288,,,,,,,,,,
164,1411288,,,,,,,,,,
165,1411288,,,,,,,,,,
166,1411288,,,,,,,,,,
167,1411288,,,,,,,,,,
168,1411288,,719000.0,,,,-7127000.0,,,,
169,1411288,,719000.0,,,,-7127000.0,,,,
170,1411288,,719000.0,,,,-7127000.0,,,,
171,1411288,,719000.0,,,,-7127000.0,,,,
172,1411288,,188000.0,,,,-3068000.0,,,,
173,1411288,,188000.0,,,,-3068000.0,,,,
174,1411288,,188000.0,,,,-3068000.0,,,,
175,1411288,,188000.0,,,,-3068000.0,,,,
176,1411288,,1577000.0,-541000.0,,,-484000.0,,,,
177,1411288,,1577000.0,-541000.0,,,-484000.0,,,,
178,1411288,,1577000.0,-541000.0,,,-484000.0,,,,
179,1411288,,1577000.0,-541000.0,,,-484000.0,,,,
180,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
181,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
182,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
183,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
184,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
185,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
186,1411288,,3750000.0,-490000.0,,14129000.0,-188000.0,40879000.0,,,
187,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
188,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
189,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
190,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
191,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
192,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
193,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
194,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
195,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
196,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
197,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
198,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
199,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
200,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
201,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
202,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
203,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
204,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
205,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
206,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
207,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
208,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
209,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
210,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
211,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
212,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
213,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
214,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
215,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
216,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
217,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
218,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
219,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
220,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
221,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
222,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
223,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
224,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
225,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
226,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
227,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
228,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
229,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
230,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
231,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
232,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
233,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
234,1411288,,9129000.0,-4995000.0,,19544000.0,-4039000.0,46973000.0,,,
235,1421182,,,,0.0,,,,,,
236,1421182,,,,,,,,,,
237,1421182,,,,,,,,,,
238,1421182,,,,,,,,,,
239,1421182,,,,,,,,,,
240,1421182,,,,,,,,,,
241,1421182,,,,,,,,,,
242,1421182,,,,,,,,,,
243,1421182,,,,,,,,,,
244,1421182,,,,,,,,,,
245,1421182,,,,,,,,,,
246,1421182,,,,,,-12000000.0,,,,
247,1421182,,,,,,-12000000.0,,,,
248,1421182,,,,,,-12000000.0,,,,
249,1421182,,,,,,-12000000.0,,,,
250,1421182,,,,,,-35200000.0,,,,
251,1421182,,,,,,-35200000.0,,,,
252,1421182,,,,,,-35200000.0,,,,
253,1421182,,,,,,-35200000.0,,,,
254,1421182,,,-13083000.0,,,-5593000.0,,3378000.0,,
255,1421182,,,-13083000.0,,,-5593000.0,,3378000.0,,
256,1421182,,,-13083000.0,,,-5593000.0,,3378000.0,,
257,1421182,,,-13083000.0,,,-5593000.0,,3378000.0,,
258,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
259,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
260,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
261,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
262,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
263,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
264,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
265,1421182,,301219000.0,27550000.0,,149903000.0,60247000.0,301173000.0,432000.0,,
266,1421182,,1169288000.0,8120000.0,,229593000.0,70843000.0,1056809000.0,-49818000.0,,
267,1421182,,1169288000.0,8120000.0,,229593000.0,70843000.0,1056809000.0,-49818000.0,,
268,1421182,,1419563000.0,-111463000.0,,231231000.0,29969000.0,1361030000.0,20171000.0,,
269,1421182,,1419563000.0,-111463000.0,,231231000.0,29969000.0,1361030000.0,20171000.0,,
270,1421182,,1419563000.0,-111463000.0,,231231000.0,29969000.0,1361030000.0,20171000.0,,
271,1421182,,1357671000.0,-62826000.0,,251470000.0,62026000.0,1238129000.0,-76314000.0,,
272,1421182,,1357671000.0,-62826000.0,,251470000.0,62026000.0,1238129000.0,-76314000.0,,
273,1421182,,1357671000.0,-62826000.0,,251470000.0,62026000.0,1238129000.0,-76314000.0,,
274,1421182,,1357671000.0,-62826000.0,,251470000.0,62026000.0,1238129000.0,-76314000.0,,
275,1421182,,1192352000.0,106003000.0,,219478000.0,-77439000.0,1040255000.0,27855000.0,,
276,1421182,,1192352000.0,106003000.0,,219478000.0,-77439000.0,1040255000.0,27855000.0,,
277,1421182,,1192352000.0,106003000.0,,219478000.0,-77439000.0,1040255000.0,27855000.0,,
278,1421182,,1192352000.0,106003000.0,,219478000.0,-77439000.0,1040255000.0,27855000.0,,
279,1421182,,1228611000.0,-131082000.0,,243684000.0,-3864000.0,1075831000.0,19885000.0,,
280,1421182,,1228611000.0,-131082000.0,,243684000.0,-3864000.0,1075831000.0,19885000.0,,
281,1421182,,1228611000.0,-131082000.0,,243684000.0,-3864000.0,1075831000.0,19885000.0,,
282,1421182,,1228611000.0,-131082000.0,,243684000.0,-3864000.0,1075831000.0,19885000.0,,
283,1421182,,1262459000.0,-137061000.0,,250439000.0,15686000.0,1175513000.0,-24360000.0,,
284,1421182,,1262459000.0,-137061000.0,,250439000.0,15686000.0,1175513000.0,-24360000.0,,
285,1421182,,1262459000.0,-137061000.0,,250439000.0,15686000.0,1175513000.0,-24360000.0,,
286,1421182,,1262459000.0,-137061000.0,,250439000.0,15686000.0,1175513000.0,-24360000.0,,
287,1421182,,1256959000.0,-173829000.0,,220936000.0,-32421000.0,1203357000.0,28269000.0,,
288,1421182,,1256959000.0,-173829000.0,,220936000.0,-32421000.0,1203357000.0,28269000.0,,
289,1421182,,1256959000.0,-173829000.0,,220936000.0,-32421000.0,1203357000.0,28269000.0,,
290,1421182,,1256959000.0,-173829000.0,,220936000.0,-32421000.0,1203357000.0,28269000.0,,
291,1421182,,1248477000.0,-111206000.0,,224057000.0,33900000.0,1245105000.0,-6176000.0,,
292,1421182,,1248477000.0,-111206000.0,,224057000.0,33900000.0,1245105000.0,-6176000.0,,
293,1421182,,1248477000.0,-111206000.0,,224057000.0,33900000.0,1245105000.0,-6176000.0,,
294,1421182,,1248477000.0,-111206000.0,,224057000.0,33900000.0,1245105000.0,-6176000.0,,
295,1421182,,1304000000.0,-352955000.0,,300000000.0,-174717000.0,1306000000.0,17213000.0,,
296,1421182,,1304000000.0,-352955000.0,,300000000.0,-174717000.0,1306000000.0,17213000.0,,
297,1421182,,1304000000.0,-352955000.0,,300000000.0,-174717000.0,1306000000.0,17213000.0,,
298,1421182,,1304000000.0,-352955000.0,,300000000.0,-174717000.0,1306000000.0,17213000.0,,
299,1421182,,1304000000.0,-352955000.0,,300000000.0,-174717000.0,1306000000.0,17213000.0,,
300,1421182,,2879000000.0,-422000000.0,,3259000000.0,-155000000.0,2883000000.0,15000000.0,,
301,1421182,,2879000000.0,-422000000.0,,3259000000.0,-155000000.0,2883000000.0,15000000.0,,
302,1421182,,2879000000.0,-422000000.0,,3259000000.0,-155000000.0,2883000000.0,15000000.0,,
303,1421182,,293000000.0,1146000000.0,,281000000.0,1182000000.0,287000000.0,16000000.0,,
304,1421182,,293000000.0,1146000000.0,,281000000.0,1182000000.0,287000000.0,16000000.0,,
305,1421182,,293000000.0,1146000000.0,,281000000.0,1182000000.0,287000000.0,16000000.0,,
306,1421182,,293000000.0,1146000000.0,,281000000.0,1182000000.0,287000000.0,16000000.0,,
307,1421182,,190000000.0,-30000000.0,,365000000.0,-7000000.0,183000000.0,60000000.0,,
308,1421182,,190000000.0,-30000000.0,,365000000.0,-7000000.0,183000000.0,60000000.0,,
309,1421182,,190000000.0,-30000000.0,,365000000.0,-7000000.0,183000000.0,60000000.0,,
310,1421182,,190000000.0,-30000000.0,,365000000.0,-7000000.0,183000000.0,60000000.0,,
311,1421182,,0.0,171000000.0,,333000000.0,152000000.0,-26000000.0,-12000000.0,,
312,1421182,,0.0,171000000.0,,333000000.0,152000000.0,-26000000.0,-12000000.0,,
313,1401688,,,,1.0,,,,,,
314,1401688,,,,,,,,,,
315,1401688,,,,,,,,,,
316,1401688,,,,,,,,,,
317,1401688,,,,,,,,,,
318,1401688,,,,,,,,,,
319,1401688,,,,,,,,,,
320,1401688,,,,,,,,,,
321,1401688,,,,,,,,,,
322,1401688,,,,,,,,,,
323,1401688,,,,,,,,,,
324,1401688,,11000.0,,,,-901000.0,,,,
325,1401688,,11000.0,,,,-901000.0,,,,
326,1401688,,11000.0,,,,-901000.0,,,,
327,1401688,,11000.0,,,,-901000.0,,,,
328,1401688,,0.0,,,,-590000.0,,,,
329,1401688,,0.0,,,,-590000.0,,,,
330,1401688,,0.0,,,,-590000.0,,,,
331,1401688,,0.0,,,,-590000.0,,,,
332,1401688,,0.0,-615000.0,,,-645000.0,,-199000.0,,
333,1401688,,0.0,-615000.0,,,-645000.0,,-199000.0,,
334,1401688,,0.0,-615000.0,,,-645000.0,,-199000.0,,
335,1401688,,0.0,-615000.0,,,-645000.0,,-199000.0,,
336,1401688,,410000.0,-617000.0,,6106000.0,-606000.0,94000.0,-1390000.0,,
337,1401688,,410000.0,-617000.0,,6106000.0,-606000.0,94000.0,-1390000.0,,
338,1401688,,410000.0,-617000.0,,6106000.0,-606000.0,94000.0,-1390000.0,,
339,1401688,,410000.0,-617000.0,,6106000.0,-606000.0,94000.0,-1390000.0,,
340,1401688,,410000.0,-617000.0,,6106000.0,-606000.0,94000.0,-1390000.0,,
341,1401688,,410000.0,-617000.0,,6106000.0,-606000.0,94000.0,-1390000.0,,
342,1401688,,700000.0,173000.0,,11701000.0,154000.0,599000.0,-4180000.0,,
343,1401688,,700000.0,173000.0,,11701000.0,154000.0,599000.0,-4180000.0,,
344,1401688,,12340090.0,1826500.0,,23439490.0,318570.0,12339410.0,-5900230.0,,
345,1401688,,12340090.0,1826500.0,,23439490.0,318570.0,12339410.0,-5900230.0,,
346,1401688,,12340090.0,1826500.0,,23439490.0,318570.0,12339410.0,-5900230.0,,
347,1401688,,12340090.0,1826500.0,,23439490.0,318570.0,12339410.0,-5900230.0,,
348,1401688,,12340090.0,1826500.0,,23439490.0,318570.0,12339410.0,-5900230.0,,
349,1401688,,12340090.0,1826500.0,,23439490.0,318570.0,12339410.0,-5900230.0,,
350,1401688,,18232140.0,17410.0,,31253220.0,1662390.0,18170810.0,-7102570.0,,
351,1401688,,18232140.0,17410.0,,31253220.0,1662390.0,18170810.0,-7102570.0,,
352,1401688,,18232140.0,17410.0,,31253220.0,1662390.0,18170810.0,-7102570.0,,
353,1401688,,9404640.0,5893990.0,,27890150.0,8881630.0,-35040740.0,-6434140.0,,
