,Instrument,Instrument Is Active Flag,Delisted Quote Flag,Pricing Volatility,"Total Assets, Reported","Working Capital, Period over Period Average (Pvt)","Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date,GICS Industry Name,NAICS Industry Group Name,Has Filed For Bankruptcy
0,1351548,0.0,1.0,,119620000.0,,,,,Scheduled Air Transportation,
1,1351548,,,,187546000.0,,,,,,
2,1351548,,,,187546000.0,,,,,,
3,1351548,,,,187546000.0,,,,,,
4,1351548,,,,187546000.0,,,,,,
5,1351548,,,,295315000.0,,,,,,
6,1351548,,,,295315000.0,,,,,,
7,1351548,,,,295315000.0,,,,,,
8,1351548,,,,295315000.0,,,,,,
9,1351548,,,,413685000.0,,,,,,
10,1351548,,,,413685000.0,,,,,,
11,1351548,,,,413685000.0,,,,,,
12,1351548,,,,413685000.0,,,,,,
13,1351548,,,,588315000.0,,,,,,
14,1351548,,,,588315000.0,,,,,,
15,1351548,,,,588315000.0,,,,,,
16,1351548,,,,588315000.0,,,,,,
17,1351548,,,,769705000.0,,,,,,
18,1351548,,,,769705000.0,,,,,,
19,1351548,,,,769705000.0,,,,,,
20,1351548,,,,769705000.0,,,,,,
21,1351548,,,,792008000.0,,,,,,
22,1351548,,,,792008000.0,,,,,,
23,1351548,,,,792008000.0,,,,,,
24,1351548,,,,792008000.0,,,,,,
25,1351548,,,,970430000.0,,,,,,
26,1351548,,,,970430000.0,,,,,,
27,1351548,,,,970430000.0,,,,,,
28,1351548,,,,970430000.0,,,,,,
29,1351548,,,,1042868000.0,,,,,,
30,1351548,,,,1042868000.0,,,,,,
31,1351548,,,,1042868000.0,,,,,,
32,1351548,,,,1042868000.0,,,,,,
33,1351548,,,,1249971000.0,,,,,,
34,1351548,,,,1249971000.0,,,,,,
35,1351548,,,,1249971000.0,,,,,,
36,1351548,,,,1249971000.0,,,,,,
37,1351548,,,,929599000.0,,,,,,
38,1351548,,,,929599000.0,,,,,,
39,1351548,,,,929599000.0,,,,,,
40,1351548,,,,929599000.0,,,,,,
41,1351548,,,,929599000.0,,,,,,
42,1351548,,,,929599000.0,,,,,,
43,1351548,,,,929599000.0,,,,,,
44,1351548,,,,929599000.0,,,,,,
45,1351548,,,,929599000.0,,,,,,
46,1351548,,,,929599000.0,,,,,,
47,1351548,,,,929599000.0,,,,,,
48,1351548,,,,929599000.0,,,,,,
49,1351548,,,,929599000.0,,,,,,
50,1351548,,,,929599000.0,,,,,,
51,1351548,,,,929599000.0,,,,,,
52,1351548,,,,929599000.0,,,,,,
53,1351548,,,,929599000.0,,,,,,
54,1351548,,,,929599000.0,,,,,,
55,1351548,,,,929599000.0,,,,,,
56,1351548,,,,929599000.0,,,,,,
57,1351548,,,,929599000.0,,,,,,
58,1351548,,,,929599000.0,,,,,,
59,1351548,,,,929599000.0,,,,,,
60,1351548,,,,929599000.0,,,,,,
61,1351548,,,,929599000.0,,,,,,
62,1351548,,,,929599000.0,,,,,,
63,1351548,,,,929599000.0,,,,,,
64,1351548,,,,929599000.0,,,,,,
65,1351548,,,,929599000.0,,,,,,
66,1351548,,,,929599000.0,,,,,,
67,1351548,,,,929599000.0,,,,,,
68,1351548,,,,929599000.0,,,,,,
69,1351548,,,,929599000.0,,,,,,
70,1351548,,,,929599000.0,,,,,,
71,1351548,,,,929599000.0,,,,,,
72,1351548,,,,929599000.0,,,,,,
73,1351548,,,,929599000.0,,,,,,
74,1351548,,,,929599000.0,,,,,,
75,1351548,,,,929599000.0,,,,,,
76,1351548,,,,929599000.0,,,,,,
77,1351548,,,,929599000.0,,,,,,
78,880406,1.0,0.0,,,,,,,Other Investment Pools and Funds,
79,855182,0.0,1.0,,53728000.0,,,,,Semiconductor and Other Electronic Component Manufacturing,
80,855182,,,,53728000.0,,,,,,
81,855182,,,,53728000.0,,,,,,
82,855182,,,,53728000.0,,,,,,
83,855182,,,,56298000.0,,,,,,
84,855182,,,,56298000.0,,,,,,
85,855182,,,,56298000.0,,,,,,
86,855182,,,,56298000.0,,,,,,
