Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
1029402,,,Basic Chemical Manufacturing,,0.0,,,,,Energy and Environmental Services Inc,1029402.0,,,,,,,,,,,1.0,,,,
1680713,,,,,,,,,,,,,,,,,,,,,,,,,,
55820,,,,,,,,,,,,,,,,,,,,,,,,,,
1019260,2671009.0,,Metal Ore Mining,,1.0,-54848653.0,1260857.0,1866856.0,14123910.0,Etruscan Resources Inc,1019260.0,17912590.0,17912590.0,17912590.0,-24186004.0,17912590.0,1608984.0,,0.503345,,-24186004.0,0.0,17912590.0,32035821.0,,11254068.0
1263011,0.0,,Metal Ore Mining,,0.0,-2062396.0,-664.0,108862.0,61732.0,Excellon Resources Inc,1263011.0,740126.0,740126.0,740126.0,-207340.0,740126.0,664.0,1480000.0,0.235227,,-207340.0,1.0,740126.0,801858.0,,61732.0
1479736,250000.0,,Metal Ore Mining,,0.0,-1796000.0,-149000.0,414000.0,465000.0,Azimut Exploration Inc,1479736.0,1173000.0,1173000.0,1173000.0,-272000.0,1173000.0,399000.0,840000.0,0.25483,,-270000.0,1.0,1173000.0,1637000.0,2000.0,215000.0
1526966,,,Alumina and Aluminum Production and Processing,,0.0,,,,,Orbite Technologies Inc,1526966.0,,,,,,,690000.0,,,,1.0,,,,
740806,,,Depository Credit Intermediation,,0.0,,,,,F & M Bank Corp,740806.0,,,,,,,46630000.0,,,,1.0,,,,
1342645,0.0,,Metal Ore Mining,,1.0,-6551000.0,-650000.0,1425000.0,188000.0,FARALLON Mining Ltd,1342645.0,34928000.0,34928000.0,34928000.0,-856000.0,34928000.0,650000.0,12680000.0,1.94773,,-717000.0,0.0,34928000.0,35115000.0,,188000.0
1342645,,,,,,,,,,,1016041.0,,,,,,,,,,,,,,,
1083643,0.0,,Depository Credit Intermediation,,0.0,15432000.0,,,198849000.0,Fauquier Bankshares Inc,1083643.0,21177000.0,21177000.0,21177000.0,2442000.0,21177000.0,,32110000.0,5.7616,,,1.0,21177000.0,220026000.0,,
316736,824000.0,15000.0,Oil and Gas Extraction,,0.0,98000.0,820000.0,181000.0,1030000.0,FieldPoint Petroleum Corp,316736.0,260000.0,260000.0,260000.0,-160000.0,260000.0,4000.0,5270000.0,0.05905,606000.0,-151000.0,1.0,260000.0,1289000.0,169000.0,656000.0
316736,,,,,,,,,,,1052435.0,,,,,,,,,,,,,,,
1077800,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,1.0,,,,,Accel Brands Inc,1077800.0,,,,,,,4430000.0,,,,0.0,,,,
947969,2750000.0,-140000.0,Other Investment Pools and Funds,63000.0,0.0,-37289000.0,34511000.0,246000.0,5752000.0,Mango Capital Inc,947969.0,-5294000.0,-37288000.0,-37288000.0,-13074000.0,-37288000.0,233000.0,14560000.0,-1322.2695,245000.0,-13106000.0,1.0,-37288000.0,458000.0,,5752000.0
1771039,,,Metal Ore Mining,,0.0,,,,,Silver Spruce Resources Inc,1771039.0,,,,,,,1480000.0,,,,1.0,,,,
1071265,32555000.0,,Metal Ore Mining,442000.0,0.0,-15226000.0,31431000.0,8598000.0,43222000.0,First Quantum Minerals Ltd,1071265.0,22949000.0,22949000.0,22949000.0,-9427000.0,22949000.0,1124000.0,48860000.0,0.19914,19570000.0,-9402000.0,1.0,22949000.0,66170000.0,6652000.0,28580000.0
1071265,,,,,,,,,,,1026530.0,,,,,,,,,,,,,,,
1177439,0.0,,Metal Ore Mining,,0.0,-2842000.0,-167000.0,174000.0,27000.0,FPX Nickel Corp,1177439.0,1709000.0,1709000.0,1709000.0,-396000.0,1709000.0,167000.0,10100000.0,0.16111,,-395000.0,1.0,1709000.0,1736000.0,4000.0,27000.0
866028,0.0,,Metal Ore Mining,,0.0,-7669000.0,-533000.0,754000.0,77000.0,Polymet Mining Corp,866028.0,2796000.0,2796000.0,2796000.0,-1115000.0,2796000.0,533000.0,6390000.0,0.1538,,-1120000.0,1.0,2796000.0,2874000.0,16000.0,77000.0
