,Instrument,Instrument Is Active Flag,Delisted Quote Flag,Pricing Volatility,"Total Assets, Reported","Working Capital, Period over Period Average (Pvt)","Working Capital, Period over Period % Change (Pvt)",Bankruptcy Filing Date,GICS Industry Name,NAICS Industry Group Name,Has Filed For Bankruptcy
0,1538990,1.0,0.0,,,,,,Equity Real Estate Investment Trusts (REITs),Lessors of Real Estate,
1,1538990,,,,,,,,,,
2,1538990,,,,,,,,,,
3,1538990,,,,,,,,,,
4,1538990,,,,,,,,,,
5,1538990,,,,,,,,,,
6,1538990,,,,,,,,,,
7,1538990,,,,,,,,,,
8,1538990,,,,,,,,,,
9,1538990,,,,,,,,,,
10,1538990,,,,,,,,,,
11,1538990,,,,,,,,,,
12,1538990,,,,,,,,,,
13,1538990,,,,,,,,,,
14,1538990,,,,,,,,,,
15,1538990,,,,,,,,,,
16,1538990,,,,,,,,,,
17,1538990,,,,,,,,,,
18,1538990,,,,,,,,,,
19,1538990,,,,,,,,,,
20,1538990,,,,,,,,,,
21,1538990,,,,,,,,,,
22,1538990,,,,,,,,,,
23,1538990,,,,,,,,,,
24,1538990,,,,,,,,,,
25,1538990,,,,,,,,,,
26,1538990,,,,,,,,,,
27,1538990,,,,,,,,,,
28,1538990,,,,,,,,,,
29,1538990,,,,,,,,,,
30,1538990,,,,,,,,,,
31,1538990,,,,,,,,,,
32,1538990,,,,,,,,,,
33,1538990,,,,,,,,,,
34,1538990,,,,,,,,,,
35,1538990,,,,,,,,,,
36,1538990,,,,,,,,,,
37,1538990,,,,,,,,,,
38,1538990,,,,,,,,,,
39,1538990,,,,,,,,,,
40,1538990,,,,,,,,,,
41,1538990,,,,,,,,,,
42,1538990,,,,,,,,,,
43,1538990,,,,,,,,,,
44,1538990,,,,,,,,,,
45,1538990,,,,,,,,,,
46,1538990,,,,,,,,,,
47,1538990,,,,,,,,,,
48,1538990,,,,,,,,,,
49,1538990,,,,,,,,,,
50,1538990,,,,,,,,,,
51,1538990,,,,979833000.0,,,,,,
52,1538990,,,,979833000.0,,,,,,
53,1538990,,,,979833000.0,,,,,,
54,1538990,,,,979833000.0,,,,,,
55,1538990,,,,979833000.0,,,,,,
56,1538990,,,,979833000.0,,,,,,
57,1538990,,,,979833000.0,,,,,,
58,1538990,,,,979833000.0,,,,,,
59,1538990,,,,1786100000.0,,,,,,
60,1538990,,,,2882703000.0,,,,,,
61,1538990,,,,2882703000.0,,,,,,
62,1538990,,,,2882703000.0,,,,,,
63,1538990,,,,2882703000.0,,,,,,
64,1538990,,,,3911388000.0,,,,,,
65,1538990,,,,3911388000.0,,,,,,
66,1538990,,,,3911388000.0,,,,,,
67,1538990,,,,3911388000.0,,,,,,
68,1538990,,,,4941668000.0,,,,,,
69,1538990,,,,4941668000.0,,,,,,
70,1538990,,,,4941668000.0,,,,,,
71,1538990,,,,4941668000.0,,,,,,
72,1538990,,,,5899777000.0,,,,,,
73,1538990,,,,5899777000.0,,,,,,
74,1538990,,,,5899777000.0,,,,,,
75,1538990,,,,5899777000.0,,,,,,
76,1538990,,,,7113971000.0,,,,,,
77,1538990,,,,7113971000.0,,,,,,
78,1501570,1.0,0.0,,,,,,Banks,Depository Credit Intermediation,
79,1501570,,,,,,,,,,
80,1501570,,,,,,,,,,
81,1501570,,,,,,,,,,
