Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
29644,1.0,32017000.0,,Donaldson Company Inc,105594000.0,216280000.0,,,29644.0,280165000.0,216280000.0,-26227000.0,,1092294000.0,,142176000.0,,,1231150000.0,0.0,,383347000.0,397360000.0,677525000.0,216280000.0,70233000.0,243590000.0,,,Motor Vehicle Parts Manufacturing,216280000.0,1.21077,145941000.0,,,177958000.0,
29644,,36136000.0,,,112108000.0,260888000.0,,,,319093000.0,260888000.0,2816000.0,,1137015000.0,,203499000.0,,,1713850000.0,,,407227000.0,387737000.0,706830000.0,260888000.0,75548000.0,217279000.0,,,,260888000.0,1.46953,122539000.0,,,158675000.0,
29669,1.0,41873000.0,,RR Donnelley & Sons Co,530427000.0,740275000.0,,,29669.0,1138258000.0,740275000.0,-1814000.0,,5415642000.0,,1521474000.0,-7651000.0,,3291490000.0,0.0,,1229850000.0,2715206000.0,3853464000.0,740275000.0,308314000.0,1203463000.0,,,Printing and Related Support Activities,740275000.0,18.02089,1126180000.0,,,1168053000.0,
29669,,60873000.0,,,501040000.0,712306000.0,,,,1232548000.0,712306000.0,3761000.0,,5764335000.0,,1666936000.0,10850000.0,,3399650000.0,,,1206449000.0,2681654000.0,3914202000.0,712306000.0,266900000.0,1190561000.0,,,,712306000.0,17.65257,949957000.0,,,1010830000.0,
1172358,1.0,,,Dorchester Minerals LP,,,,,1172358.0,,,,,,,,,,169890000.0,0.0,,,,,,,,,,Oil and Gas Extraction,,,,,,,
1172358,,,,,17424000.0,,2105000.0,,,,,,,27345000.0,,,-2203000.0,,150380000.0,,,,,,,18351000.0,,,,,,,,,,,
351809,0.0,75000.0,,Wind Energy America Inc,-1186000.0,2573000.0,,,351809.0,3074000.0,2573000.0,345000.0,,7355000.0,,-8005000.0,,,1300000.0,1.0,,3432000.0,2018000.0,5092000.0,2573000.0,-1318000.0,1645000.0,,,"Electric Power Generation, Transmission and Distribution",2573000.0,0.63145,411000.0,75000.0,,486000.0,
351809,,69000.0,,,-420000.0,2184000.0,,,,2598000.0,2184000.0,315000.0,,6230000.0,,-8529000.0,,,1670000.0,,,2595000.0,1338000.0,3933000.0,2184000.0,-525000.0,1013000.0,,,,2184000.0,0.52357,492000.0,69000.0,,561000.0,
29834,0.0,142000.0,,Escalera Resources Co,125000.0,4865000.0,427000.0,,29834.0,4865000.0,4865000.0,,,1750000.0,,628000.0,,,23160000.0,1.0,,642000.0,1061000.0,5926000.0,4865000.0,125000.0,1061000.0,,,Oil and Gas Extraction,4865000.0,1.00695,358000.0,,,500000.0,
29834,,82000.0,,,334000.0,5536000.0,506000.0,,,5536000.0,5536000.0,,,2578000.0,,879000.0,,,18150000.0,,,397000.0,2136000.0,7673000.0,5536000.0,251000.0,1110000.0,,,,5536000.0,1.0841,918000.0,,,1000000.0,
29905,1.0,138038000.0,,Dover Corp,605751000.0,218039000.0,,,29905.0,2038756000.0,218039000.0,-22889000.0,,4228465000.0,,2830175000.0,44992000.0,,8238030000.0,0.0,,1611562000.0,2093184000.0,4131940000.0,218039000.0,928992000.0,1326486000.0,,,Other Fabricated Metal Product Manufacturing,218039000.0,1.07605,767887000.0,,,905925000.0,
29905,,185989000.0,,,813916000.0,468509000.0,,,,2441575000.0,468509000.0,-81334000.0,,5064805000.0,,3252319000.0,4026000.0,,7503660000.0,,,1908674000.0,2452188000.0,4893763000.0,468509000.0,519612000.0,1569527000.0,,,,468509000.0,2.30584,1288394000.0,,,1474383000.0,
