,Instrument,Stock Price,Retained Earnings (Accumulated Deficit),Operating Income,"Net Income/Starting Line, Cumulative",Total Current Liabilities,MKT_CAP,"Total Assets, Reported",Market Capitalisation,Total Equity,Net Sales,Price
29,1351548,,17376000.0,-9834000.0,-20370000.0,359326000.0,,1042868000.0,,209496000.0,1138346000.0,
30,1351548,,17376000.0,-9834000.0,-20370000.0,359326000.0,,1042868000.0,,209496000.0,1138346000.0,
31,1351548,,17376000.0,-9834000.0,-20370000.0,359326000.0,,1042868000.0,,209496000.0,1138346000.0,
32,1351548,,17376000.0,-9834000.0,-20370000.0,359326000.0,,1042868000.0,,209496000.0,1138346000.0,
33,1351548,,-42877000.0,-35313000.0,-60253000.0,449367000.0,,1249971000.0,,152119000.0,1356518000.0,
34,1351548,,-42877000.0,-35313000.0,-60253000.0,449367000.0,,1249971000.0,,152119000.0,1356518000.0,
35,1351548,,-42877000.0,-35313000.0,-60253000.0,449367000.0,,1249971000.0,,152119000.0,1356518000.0,
36,1351548,,-42877000.0,-35313000.0,-60253000.0,449367000.0,,1249971000.0,,152119000.0,1356518000.0,
37,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
38,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
39,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
40,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
41,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
42,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
43,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
44,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
45,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
46,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
47,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
48,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
49,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
50,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
51,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
52,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
53,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
54,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
55,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
56,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
57,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
58,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
59,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
60,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
61,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
62,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
63,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
64,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
65,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
66,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
67,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
68,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
69,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
70,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
71,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
72,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
73,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
74,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
75,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
76,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
77,1351548,,-291066000.0,-220371000.0,-248189000.0,293032000.0,,929599000.0,,-93927000.0,1231940000.0,
78,880406,,,,,,,,,,,
79,855182,,-15229000.0,-303000.0,827000.0,5317000.0,,53728000.0,,48380000.0,16603000.0,
80,855182,,-15229000.0,-303000.0,827000.0,5317000.0,,53728000.0,,48380000.0,16603000.0,
81,855182,,-15229000.0,-303000.0,827000.0,5317000.0,,53728000.0,,48380000.0,16603000.0,
82,855182,,-15229000.0,-303000.0,827000.0,5317000.0,,53728000.0,,48380000.0,16603000.0,
83,855182,,-16731000.0,-3444000.0,-1502000.0,6761000.0,,56298000.0,,49519000.0,14475000.0,
84,855182,,-16731000.0,-3444000.0,-1502000.0,6761000.0,,56298000.0,,49519000.0,14475000.0,
85,855182,,-16731000.0,-3444000.0,-1502000.0,6761000.0,,56298000.0,,49519000.0,14475000.0,
86,855182,,-16731000.0,-3444000.0,-1502000.0,6761000.0,,56298000.0,,49519000.0,14475000.0,
87,855182,,-26326000.0,-11859000.0,-9595000.0,11842000.0,,54921000.0,,40359000.0,7434000.0,
88,855182,,-26326000.0,-11859000.0,-9595000.0,11842000.0,,54921000.0,,40359000.0,7434000.0,
89,855182,,-26326000.0,-11859000.0,-9595000.0,11842000.0,,54921000.0,,40359000.0,7434000.0,
90,855182,,-26326000.0,-11859000.0,-9595000.0,11842000.0,,54921000.0,,40359000.0,7434000.0,
91,855182,,-40422000.0,-7539000.0,-7286000.0,11759000.0,,51700000.0,,38755000.0,6386000.0,
92,855182,,-40422000.0,-7539000.0,-7286000.0,11759000.0,,51700000.0,,38755000.0,6386000.0,
93,855182,,-40422000.0,-7539000.0,-7286000.0,11759000.0,,51700000.0,,38755000.0,6386000.0,
94,855182,,-40422000.0,-7539000.0,-7286000.0,11759000.0,,51700000.0,,38755000.0,6386000.0,
95,855182,,-61872000.0,-3888000.0,-21450000.0,4226000.0,,35343000.0,,31117000.0,9442000.0,
96,855182,,-61872000.0,-3888000.0,-21450000.0,4226000.0,,35343000.0,,31117000.0,9442000.0,
97,855182,,-61872000.0,-3888000.0,-21450000.0,4226000.0,,35343000.0,,31117000.0,9442000.0,
98,855182,,-61872000.0,-3888000.0,-21450000.0,4226000.0,,35343000.0,,31117000.0,9442000.0,
99,855182,,-72790000.0,-5883000.0,-10919000.0,1863000.0,,22281000.0,,20420000.0,7926000.0,
100,855182,,-72790000.0,-5883000.0,-10919000.0,1863000.0,,22281000.0,,20420000.0,7926000.0,
101,855182,,-72790000.0,-5883000.0,-10919000.0,1863000.0,,22281000.0,,20420000.0,7926000.0,
102,855182,,-72790000.0,-5883000.0,-10919000.0,1863000.0,,22281000.0,,20420000.0,7926000.0,
103,855182,,-82035000.0,-9676000.0,-9245000.0,8696000.0,,19993000.0,,11298000.0,603000.0,
104,855182,,-82035000.0,-9676000.0,-9245000.0,8696000.0,,19993000.0,,11298000.0,603000.0,
105,855182,,-82035000.0,-9676000.0,-9245000.0,8696000.0,,19993000.0,,11298000.0,603000.0,
106,855182,,-82035000.0,-9676000.0,-9245000.0,8696000.0,,19993000.0,,11298000.0,603000.0,
107,855182,,-81631000.0,-800000.0,405000.0,1534000.0,,13789000.0,,12254000.0,13987000.0,
108,855182,,-81631000.0,-800000.0,405000.0,1534000.0,,13789000.0,,12254000.0,13987000.0,
109,855182,,-81631000.0,-800000.0,405000.0,1534000.0,,13789000.0,,12254000.0,13987000.0,
110,855182,,-81631000.0,-800000.0,405000.0,1534000.0,,13789000.0,,12254000.0,13987000.0,
111,855182,,-81631000.0,-800000.0,405000.0,1534000.0,,13789000.0,,12254000.0,13987000.0,
112,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
113,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
114,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
115,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
116,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
117,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
118,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
119,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
120,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
121,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
122,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
123,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
124,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
125,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
126,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
127,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
128,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
129,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
130,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
131,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
132,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
133,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
134,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
135,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
136,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
137,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
138,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
139,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
140,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
141,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
142,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
143,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
144,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
145,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
146,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
147,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
148,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
149,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
150,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
151,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
152,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
153,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
154,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
155,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
156,855182,,-90170000.0,-9238000.0,-8540000.0,731000.0,,9763000.0,,9032000.0,951000.0,
157,64279,,-68242000.0,111000.0,109000.0,49615000.0,,301281000.0,,155071000.0,244031000.0,
158,64279,,-68242000.0,111000.0,109000.0,49615000.0,,301281000.0,,155071000.0,244031000.0,
159,64279,,-68242000.0,111000.0,109000.0,49615000.0,,301281000.0,,155071000.0,244031000.0,
160,64279,,-68242000.0,111000.0,109000.0,49615000.0,,301281000.0,,155071000.0,244031000.0,
161,64279,,-199750000.0,920000.0,-131508000.0,148004000.0,,299324000.0,,59177000.0,58468000.0,
162,64279,,-199750000.0,920000.0,-131508000.0,148004000.0,,299324000.0,,59177000.0,58468000.0,
163,64279,,-199750000.0,920000.0,-131508000.0,148004000.0,,299324000.0,,59177000.0,58468000.0,
164,64279,,-199750000.0,920000.0,-131508000.0,148004000.0,,299324000.0,,59177000.0,58468000.0,
165,64279,,-199750000.0,920000.0,-131508000.0,148004000.0,,299324000.0,,59177000.0,58468000.0,
166,64279,,-347811000.0,-104917000.0,-148061000.0,112974000.0,,189686000.0,,-87772000.0,72942000.0,
167,64279,,-347811000.0,-104917000.0,-148061000.0,112974000.0,,189686000.0,,-87772000.0,72942000.0,
168,64279,,-347811000.0,-104917000.0,-148061000.0,112974000.0,,189686000.0,,-87772000.0,72942000.0,
169,64279,,-330770000.0,17942000.0,18041000.0,25151000.0,,72448000.0,,-30658000.0,43768000.0,
170,64279,,-330770000.0,17942000.0,18041000.0,25151000.0,,72448000.0,,-30658000.0,43768000.0,
171,64279,,-330770000.0,17942000.0,18041000.0,25151000.0,,72448000.0,,-30658000.0,43768000.0,
172,64279,,-330770000.0,17942000.0,18041000.0,25151000.0,,72448000.0,,-30658000.0,43768000.0,
173,64279,,-360688000.0,-38947000.0,-30918000.0,34332000.0,,169280000.0,,-54007000.0,17284000.0,
174,64279,,-360688000.0,-38947000.0,-30918000.0,34332000.0,,169280000.0,,-54007000.0,17284000.0,
175,64279,,-360688000.0,-38947000.0,-30918000.0,34332000.0,,169280000.0,,-54007000.0,17284000.0,
176,64279,,-360688000.0,-38947000.0,-30918000.0,34332000.0,,169280000.0,,-54007000.0,17284000.0,
177,64279,,-412359000.0,-43940000.0,-51671000.0,75218000.0,,383920000.0,,-19981000.0,29849000.0,
178,64279,,-412359000.0,-43940000.0,-51671000.0,75218000.0,,383920000.0,,-19981000.0,29849000.0,
179,64279,,-412359000.0,-43940000.0,-51671000.0,75218000.0,,383920000.0,,-19981000.0,29849000.0,
180,64279,,-412359000.0,-43940000.0,-51671000.0,75218000.0,,383920000.0,,-19981000.0,29849000.0,
181,64279,,-452071000.0,-22373000.0,-39712000.0,129036000.0,,407636000.0,,-57629000.0,130127000.0,
182,64279,,-452071000.0,-22373000.0,-39712000.0,129036000.0,,407636000.0,,-57629000.0,130127000.0,
183,64279,,-452071000.0,-22373000.0,-39712000.0,129036000.0,,407636000.0,,-57629000.0,130127000.0,
184,64279,,-452071000.0,-22373000.0,-39712000.0,129036000.0,,407636000.0,,-57629000.0,130127000.0,
185,64279,,-499725000.0,-32567000.0,-47654000.0,143018000.0,,408677000.0,,-39400000.0,209738000.0,
186,64279,,-499725000.0,-32567000.0,-47654000.0,143018000.0,,408677000.0,,-39400000.0,209738000.0,
187,64279,,-499725000.0,-32567000.0,-47654000.0,143018000.0,,408677000.0,,-39400000.0,209738000.0,
188,64279,,-499725000.0,-32567000.0,-47654000.0,143018000.0,,408677000.0,,-39400000.0,209738000.0,
189,64279,,-559459000.0,3509000.0,-59734000.0,400312000.0,,1715288000.0,,372229000.0,481167000.0,
190,64279,,-559459000.0,3509000.0,-59734000.0,400312000.0,,1715288000.0,,372229000.0,481167000.0,
191,64279,,-559459000.0,3509000.0,-59734000.0,400312000.0,,1715288000.0,,372229000.0,481167000.0,
192,64279,,-559459000.0,3509000.0,-59734000.0,400312000.0,,1715288000.0,,372229000.0,481167000.0,
193,64279,,-776153000.0,-155234000.0,-216694000.0,279812000.0,,1330282000.0,,309023000.0,1072482000.0,
194,64279,,-776153000.0,-155234000.0,-216694000.0,279812000.0,,1330282000.0,,309023000.0,1072482000.0,
195,64279,,-776153000.0,-155234000.0,-216694000.0,279812000.0,,1330282000.0,,309023000.0,1072482000.0,
196,64279,,-776153000.0,-155234000.0,-216694000.0,279812000.0,,1330282000.0,,309023000.0,1072482000.0,
197,64279,,-987139000.0,-168434000.0,-210986000.0,244535000.0,,1248882000.0,,265808000.0,435435000.0,
198,64279,,-987139000.0,-168434000.0,-210986000.0,244535000.0,,1248882000.0,,265808000.0,435435000.0,
199,64279,,-987139000.0,-168434000.0,-210986000.0,244535000.0,,1248882000.0,,265808000.0,435435000.0,
200,64279,,-987139000.0,-168434000.0,-210986000.0,244535000.0,,1248882000.0,,265808000.0,435435000.0,
201,64279,,-1107481000.0,-78985000.0,-120342000.0,418244000.0,,2899364000.0,,1724337000.0,434376000.0,
202,64279,,-1107481000.0,-78985000.0,-120342000.0,418244000.0,,2899364000.0,,1724337000.0,434376000.0,
203,64279,,-1107481000.0,-78985000.0,-120342000.0,418244000.0,,2899364000.0,,1724337000.0,434376000.0,
204,64279,,-1107481000.0,-78985000.0,-120342000.0,418244000.0,,2899364000.0,,1724337000.0,434376000.0,
205,64279,,-1123449000.0,1368000.0,-15968000.0,421399000.0,,2939214000.0,,1722964000.0,555414000.0,
206,64279,,-1123449000.0,1368000.0,-15968000.0,421399000.0,,2939214000.0,,1722964000.0,555414000.0,
207,64279,,-1123449000.0,1368000.0,-15968000.0,421399000.0,,2939214000.0,,1722964000.0,555414000.0,
208,64279,,-1123449000.0,1368000.0,-15968000.0,421399000.0,,2939214000.0,,1722964000.0,555414000.0,
209,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
210,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
211,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
212,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
213,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
214,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
215,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
216,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
217,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
218,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
219,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
220,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
221,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
222,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
223,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
224,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
225,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
226,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
227,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
228,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
229,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
230,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
231,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
232,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
233,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
234,64279,,-1227743000.0,-97601000.0,-104294000.0,357514000.0,,2677122000.0,,1603211000.0,376888000.0,
235,921187,,,,,,,,,,,
236,61398,,-18405000.0,2570000.0,945000.0,3185000.0,,45147000.0,,19734000.0,12213000.0,
237,61398,,-18405000.0,2570000.0,945000.0,3185000.0,,45147000.0,,19734000.0,12213000.0,
238,61398,,-16914000.0,3882000.0,1490000.0,4993000.0,,43976000.0,,19097000.0,15147000.0,
239,61398,,-16914000.0,3882000.0,1490000.0,4993000.0,,43976000.0,,19097000.0,15147000.0,
240,61398,,-16914000.0,3882000.0,1490000.0,4993000.0,,43976000.0,,19097000.0,15147000.0,
241,61398,,-16914000.0,3882000.0,1490000.0,4993000.0,,43976000.0,,19097000.0,15147000.0,
242,61398,,-15843000.0,3475000.0,1072000.0,3642000.0,,37498000.0,,17173000.0,13176000.0,
243,61398,,-15843000.0,3475000.0,1072000.0,3642000.0,,37498000.0,,17173000.0,13176000.0,
244,61398,,-15843000.0,3475000.0,1072000.0,3642000.0,,37498000.0,,17173000.0,13176000.0,
245,61398,,-15843000.0,3475000.0,1072000.0,3642000.0,,37498000.0,,17173000.0,13176000.0,
246,61398,,-15751000.0,538000.0,92000.0,3643000.0,,40167000.0,,18616000.0,11926000.0,
247,61398,,-15751000.0,538000.0,92000.0,3643000.0,,40167000.0,,18616000.0,11926000.0,
248,61398,,-15751000.0,538000.0,92000.0,3643000.0,,40167000.0,,18616000.0,11926000.0,
249,61398,,-15751000.0,538000.0,92000.0,3643000.0,,40167000.0,,18616000.0,11926000.0,
250,61398,,-15598000.0,490000.0,152000.0,6034000.0,,50742000.0,,22147000.0,13511000.0,
251,61398,,-15598000.0,490000.0,152000.0,6034000.0,,50742000.0,,22147000.0,13511000.0,
252,61398,,-15598000.0,490000.0,152000.0,6034000.0,,50742000.0,,22147000.0,13511000.0,
253,61398,,-15598000.0,490000.0,152000.0,6034000.0,,50742000.0,,22147000.0,13511000.0,
254,61398,,-15598000.0,490000.0,152000.0,6034000.0,,50742000.0,,22147000.0,13511000.0,
255,61398,,-15248000.0,-981000.0,350000.0,6185000.0,,52895000.0,,24921000.0,17793000.0,
