Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
1029402,,,Basic Chemical Manufacturing,,0.0,,,,,Energy and Environmental Services Inc,1029402.0,,,,,,,,,,,1.0,,,,
1680713,,,,,,,,,,,,,,,,,,,,,,,,,,
55820,,,,,,,,,,,,,,,,,,,,,,,,,,
1019260,0.0,,Metal Ore Mining,,1.0,-60788436.0,-785274.0,897183.0,1084123.0,Etruscan Resources Inc,1019260.0,7283014.0,7283014.0,7283014.0,-675071.0,7283014.0,785274.0,,0.193762,1257498.0,-112080.0,0.0,7283014.0,8367773.0,,1084123.0
1263011,52409.0,,Metal Ore Mining,,0.0,-5134182.0,50515.0,599861.0,658585.0,Excellon Resources Inc,1263011.0,-58092.0,-58092.0,-58092.0,-1561365.0,-58092.0,1894.0,7010000.0,-0.007047,,-1562003.0,1.0,-58092.0,599861.0,,606176.0
1479736,350000.0,,Metal Ore Mining,,0.0,-3423000.0,277000.0,100000.0,371000.0,Azimut Exploration Inc,1479736.0,322000.0,322000.0,322000.0,16000.0,322000.0,73000.0,510000.0,0.03739,,16000.0,1.0,322000.0,692000.0,1000.0,21000.0
1526966,,,Alumina and Aluminum Production and Processing,,0.0,,,,,Orbite Technologies Inc,1526966.0,,,,,,,1050000.0,,,,1.0,,,,
740806,,,Depository Credit Intermediation,,0.0,,,,,F & M Bank Corp,740806.0,,,,,,,45330000.0,,,,1.0,,,,
1342645,0.0,,Metal Ore Mining,,1.0,-35588000.0,-1566000.0,1823000.0,1723000.0,FARALLON Mining Ltd,1342645.0,9236000.0,9236000.0,9236000.0,-835000.0,9236000.0,1566000.0,13060000.0,0.28663,,-1066000.0,0.0,9236000.0,10958000.0,,1723000.0
1342645,,,,,,,,,,,1016041.0,,,,,,,,,,,,,,,
1083643,0.0,,Depository Credit Intermediation,,0.0,18686000.0,,,261044000.0,Fauquier Bankshares Inc,1083643.0,24158000.0,24158000.0,24158000.0,3515000.0,24158000.0,,50280000.0,7.20893,,,1.0,24158000.0,285202000.0,,
316736,1792000.0,,Oil and Gas Extraction,,0.0,873000.0,1438000.0,810000.0,2149000.0,FieldPoint Petroleum Corp,316736.0,3532000.0,3532000.0,3532000.0,308000.0,3532000.0,354000.0,3870000.0,0.47281,2500000.0,598000.0,1.0,3532000.0,5680000.0,481000.0,762000.0
316736,,,,,,,,,,,1052435.0,,,,,,,,,,,,,,,
1077800,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,1.0,,,,,Accel Brands Inc,1077800.0,,,,,,,90000.0,,,,0.0,,,,
947969,0.0,-520000.0,Other Investment Pools and Funds,,0.0,-81115000.0,-6912000.0,7154000.0,1237000.0,Mango Capital Inc,947969.0,6794000.0,6794000.0,6794000.0,-11213000.0,6794000.0,6912000.0,3010000.0,6.79346,331000.0,-11724000.0,1.0,6794000.0,8031000.0,,1237000.0
1771039,,,Metal Ore Mining,,0.0,,,,,Silver Spruce Resources Inc,1771039.0,,,,,,,120000.0,,,,1.0,,,,
1071265,44506000.0,,Metal Ore Mining,-8660000.0,0.0,-30843000.0,36993000.0,49507000.0,108379000.0,First Quantum Minerals Ltd,1071265.0,46345000.0,46345000.0,46345000.0,-20975000.0,46345000.0,9836000.0,159240000.0,0.21315,138102000.0,-17910000.0,1.0,46345000.0,154724000.0,12368000.0,48088000.0
1071265,,,,,,,,,,,1026530.0,,,,,,,,,,,,,,,
1177439,0.0,,Metal Ore Mining,,0.0,-3583000.0,-199000.0,287000.0,101000.0,FPX Nickel Corp,1177439.0,2526000.0,2526000.0,2526000.0,-245000.0,2526000.0,199000.0,6620000.0,0.15006,,-246000.0,1.0,2526000.0,2628000.0,7000.0,101000.0
866028,0.0,,Metal Ore Mining,,0.0,-13742000.0,-323000.0,364000.0,63000.0,Polymet Mining Corp,866028.0,441000.0,441000.0,441000.0,-1156000.0,441000.0,323000.0,1960000.0,0.0135,,-1227000.0,1.0,441000.0,506000.0,21000.0,63000.0
