Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1070732,1.0,,,Eaton Vance Senior Income Trust,,,,,1070732.0,,,,,,,,,,259620000.0,0.0,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1070732,,,,,,,,,,,,,,,,,,,281910000.0,,,,,,,,,,,,,,,,,,
1071426,,,,Mediaone Finance Trust Iii,,,,,1071426.0,,,,,,,,,,,,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1061580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13372,1.0,117537000.0,,NSTAR Electric Co,327286000.0,717823000.0,176705000.0,,13372.0,810102000.0,717823000.0,-1387000.0,,,,,-49084000.0,,16940000.0,0.0,,1510359000.0,2430899000.0,3241001000.0,717823000.0,160314000.0,554906000.0,,,"Electric Power Generation, Transmission and Distribution",717823000.0,2870.14394,1451173000.0,,,1476431000.0,
13372,,12125000.0,,,346323000.0,834719000.0,169333000.0,,,877719000.0,834719000.0,605000.0,,,,,128753000.0,,18380000.0,,,1529794000.0,2414321000.0,3292040000.0,834719000.0,146028000.0,596838000.0,,,,834719000.0,3337.54098,1375752000.0,,,1344877000.0,
1096835,0.0,,,Diversified Thermal Solutions Inc,,,,,1096835.0,,,,,,,,,,13100000.0,1.0,,,,,,,,,,Clay Product and Refractory Manufacturing,,,,,,,
1096835,,,,,,,,,,,,,,,,,,,610000.0,,,,,,,,,,,,,,,,,,
1284766,1.0,,,Future Science Holdings Inc,,,,,1284766.0,,,,,,,,,,510000.0,0.0,,,,,,,,,,Metal Ore Mining,,,,,,,
1284766,,,,,,,,,1281715.0,,,,,,,,,,510000.0,,,,,,,,,,,,,,,,,,
74145,,,,Oklahoma Gas And Electric Co,271100000.0,,117200000.0,,74145.0,,,-2500000.0,,,,,45800000.0,,,,,,,,,142400000.0,,,,"Electric Power Generation, Transmission and Distribution",,,,,,,
74145,,400000.0,,,236600000.0,883200000.0,119800000.0,,,925600000.0,883200000.0,20800000.0,,,,433100000.0,-66700000.0,,,,,276900000.0,1508700000.0,2434300000.0,883200000.0,121200000.0,224800000.0,,,,883200000.0,21.87289,700000000.0,,,700400000.0,
1084966,0.0,411000.0,,Abviva Inc,-1150000.0,4667000.0,8000.0,,1084966.0,4667000.0,4667000.0,,,0.0,,-3570000.0,,,11900000.0,1.0,,462000.0,411000.0,5079000.0,4667000.0,-1737000.0,411000.0,,,Pharmaceutical and Medicine Manufacturing,4667000.0,11.41215,-371000.0,,,40000.0,
1084966,,651000.0,,,-2638000.0,7300000.0,7000.0,,,7300000.0,7300000.0,,,0.0,,-9561000.0,,,37540000.0,,,721000.0,3358000.0,10657000.0,7300000.0,-5868000.0,3358000.0,,,,7300000.0,13.28843,2191000.0,,,2842000.0,
1092796,1.0,1000.0,,American Outdoor Brands Corp,-1243000.0,-352000.0,,,1092796.0,-352000.0,-352000.0,,,0.0,,-1438000.0,,,1750000.0,0.0,,1000.0,374000.0,22000.0,-352000.0,-1243000.0,34000.0,,,Other Fabricated Metal Product Manufacturing,-352000.0,-0.04103,339000.0,,,340000.0,
1092796,,69000.0,,,-1579000.0,-1372000.0,,,,-1372000.0,-1372000.0,-22000.0,,23000.0,,-5559000.0,,,15650000.0,,,284000.0,1693000.0,321000.0,-1372000.0,-1579000.0,596000.0,,,,-1372000.0,-0.07793,1028000.0,,,1097000.0,
1069996,1.0,,,Fednat Holding Co,2248000.0,12352000.0,548000.0,,1069996.0,15754000.0,12352000.0,,,,,4298000.0,,,10150000.0,0.0,,,22933000.0,38685000.0,12352000.0,1567000.0,,,,Insurance Carriers,12352000.0,2.44715,,,,6597000.0,
1069996,,,,,-985000.0,12161000.0,607000.0,,,14957000.0,12161000.0,,,,,3642000.0,,,9570000.0,,,,40457000.0,55413000.0,12161000.0,-523000.0,,,,,12161000.0,2.49451,,,,11304000.0,
1169238,0.0,,,Texas United Bancshares Inc,,17312000.0,,,1169238.0,24604000.0,17312000.0,,,,,9011000.0,,,,1.0,,,354958000.0,379562000.0,17312000.0,3037000.0,,,,Depository Credit Intermediation,17312000.0,4.65767,,,,16127000.0,
1169238,,,,,,17312000.0,,,,24604000.0,17312000.0,,,,,9011000.0,,,,,,,354958000.0,379562000.0,17312000.0,3037000.0,,,,,17312000.0,4.65767,,,,16127000.0,
1065078,1.0,3023000.0,,Network-1 Technologies Inc,-6703000.0,1664000.0,,,1065078.0,2169000.0,1664000.0,,,394000.0,,-21693000.0,,,21070000.0,0.0,,3331000.0,2427000.0,4596000.0,1664000.0,-6561000.0,924000.0,,,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),1664000.0,0.33717,-1518000.0,,,1500000.0,
1065078,,4425000.0,,,-5416000.0,3556000.0,,,,4182000.0,3556000.0,,,1147000.0,,-26482000.0,,,9570000.0,,,4864000.0,1825000.0,6007000.0,3556000.0,-6674000.0,1825000.0,,,,3556000.0,0.55146,-3755000.0,,,669000.0,
1068851,1.0,,,Prosperity Bancshares Inc,,24037000.0,,,1068851.0,43266000.0,24037000.0,,,,,24889000.0,,,103730000.0,0.0,,,565407000.0,608673000.0,24037000.0,9431000.0,,,,Depository Credit Intermediation,24037000.0,2.31333,,,,22000000.0,
1068851,,,,,,56330000.0,,,,80333000.0,56330000.0,,,,,45665000.0,,,218590000.0,,,,1065807000.0,1146140000.0,56330000.0,10701000.0,,,,,56330000.0,3.48926,,,,25931000.0,
1572334,1.0,,,Virginia National Bankshares Corp,,,,,1572334.0,,,,,,,,,,35200000.0,0.0,,,,,,,,,,Depository Credit Intermediation,,,,,,,
1572334,,,,,,,,,,,,,,,,,,,33240000.0,,,,,,,,,,,,,,,,,,
3906,0.0,18155000.0,,Allied Capital Corp,71041000.0,667513000.0,,,3906.0,674513000.0,667513000.0,,,141140000.0,,-480000.0,,,,1.0,,,615525000.0,1290038000.0,667513000.0,98570000.0,,,,Other Investment Pools and Funds,667513000.0,10.12452,581695000.0,,,592850000.0,
3906,,2449000.0,,,112717000.0,1029692000.0,,,,1036692000.0,1029692000.0,,,211589000.0,,-8265000.0,,,,,,,817125000.0,1853817000.0,1029692000.0,143101000.0,,,,,1029692000.0,12.07259,791199000.0,,,786648000.0,
1066764,1.0,0.0,,Spine Injury Solutions Inc,-653000.0,1841000.0,493000.0,,1066764.0,1868000.0,1841000.0,,,0.0,,-692000.0,,,1260000.0,0.0,,82000.0,256000.0,2123000.0,1841000.0,-652000.0,256000.0,,,Outpatient Care Centers,1841000.0,15.81072,215000.0,0.0,,215000.0,
1066764,,0.0,,,-5724000.0,-324000.0,632000.0,,,-324000.0,-324000.0,,,566000.0,,-6417000.0,,,190000.0,,,0.0,324000.0,0.0,-324000.0,-5725000.0,324000.0,,,,-324000.0,-2.16621,20000.0,0.0,,20000.0,
1070423,1.0,53768000.0,,Plains All American Pipeline LP,-99636000.0,194955000.0,17344000.0,,1070423.0,192973000.0,194955000.0,34772000.0,,10910423000.0,,,,,440810000.0,0.0,,739000000.0,1030064000.0,1223037000.0,194955000.0,-103360000.0,637461000.0,,,Pipeline Transportation of Crude Oil,194955000.0,3.39434,428738000.0,,,482819000.0,
1070423,,3426000.0,,,47229000.0,211777000.0,24523000.0,,,213999000.0,211777000.0,-11954000.0,,6641187000.0,,,,,702150000.0,,,397904000.0,671802000.0,885801000.0,211777000.0,77502000.0,350793000.0,,,,211777000.0,3.68723,321074000.0,,,321300000.0,
842294,0.0,5698000.0,,Excel Maritime Carriers LLC,2667000.0,13753000.0,624000.0,,842294.0,13753000.0,13753000.0,-534000.0,,19566000.0,,1551000.0,1470000.0,,14640000.0,1.0,,8801000.0,13717000.0,27470000.0,13753000.0,1824000.0,11517000.0,,,"Deep Sea, Coastal, and Great Lakes Water Transportation",13753000.0,1.18447,4636000.0,,,10334000.0,
842294,,1019000.0,,,9108000.0,23831000.0,932000.0,,,23831000.0,23831000.0,-32000.0,,32204000.0,,11609000.0,545000.0,,41040000.0,,,5021000.0,26995000.0,50826000.0,23831000.0,10058000.0,15241000.0,,,,23831000.0,2.05243,21741000.0,,,22760000.0,
1051251,,38693000.0,,J Crew Group Inc,29183000.0,-264593000.0,,,1051251.0,-264593000.0,-264593000.0,26094000.0,,714119000.0,,-331178000.0,821000.0,,,,,207631000.0,638197000.0,373604000.0,-264593000.0,-6628000.0,131702000.0,,,Clothing Stores,-264593000.0,-11.63937,419525000.0,,,458218000.0,
1051251,,32930000.0,,,56071000.0,-278347000.0,,,,-278347000.0,-278347000.0,-10739000.0,,787658000.0,,-345733000.0,8754000.0,,,,,197337000.0,668208000.0,389861000.0,-278347000.0,11929000.0,147855000.0,,,,-278347000.0,-12.2444,431380000.0,,,464310000.0,
1026743,,,,Omnimax Holdings Inc,,,,,1026743.0,,,,,,,,,,,,,,,,,,,,,Alumina and Aluminum Production and Processing,,,,,,,
50471,1.0,1099000.0,,Park City Group Inc,2582000.0,-1165000.0,,,50471.0,-1165000.0,-1165000.0,,,6514000.0,,-7459000.0,-1000.0,,3240000.0,0.0,,2070000.0,4727000.0,3561000.0,-1165000.0,1394000.0,2303000.0,,,Software Publishers,-1165000.0,-0.53136,1491000.0,1099000.0,,2590000.0,
50471,,218000.0,,,-276000.0,-6744000.0,,,,-6089000.0,-6744000.0,,,1495000.0,,-8089000.0,326000.0,,14550000.0,,,1179000.0,9453000.0,3361000.0,-6744000.0,-630000.0,4663000.0,,,,-6744000.0,-2.2589,6408000.0,218000.0,,6626000.0,
