,RIC,error
05684B107,BCSF.K,
10319T101,BWMC.O,
644393100,NFE.O,
58403P105,MDRR.O,
53199B931,,No best match available
87808Q103,,No best match available
87241D107,,No best match available
87241W105,,No best match available
30053B108,,No best match available
87167A103,THOR.O,
34970E104,FVTI.PK,
46435U440,,No best match available
26922A362,,No best match available
26922A354,,No best match available
69344A602,,No best match available
69344A503,,No best match available
98499N937,,No best match available
930752100,WTRH.O,
46435U432,,No best match available
260557103,DOW,
12528N107,CFFA.O,
82837P408,,No best match available
08862E109,BYND.O,
17164W105,CBUS.O,
92899I937,,No best match available
G04415108,,No best match available
76156B107,RVLV.K,
15957A108,CHAC.K,
00848H108,AGE,
609754106,MNCL.O,
80821R109,SAMA.O,
G45139105,,No best match available
37954Y467,,No best match available
25459Y702,,No best match available
25459Y801,,No best match available
25459Y884,,No best match available
25459Y785,,No best match available
88034P109,TME,
22587M106,CL.CD,
21899Z938,,No best match available
46139W874,,No best match available
46139W882,,No best match available
69344A305,,No best match available
233051192,,No best match available
233051226,,No best match available
23163L405,,No best match available
23163L306,,No best match available
23163L207,,No best match available
23163L108,,No best match available
88557W101,QFIN.O,
03999F939,,No best match available
G3968T103,,No best match available
60040X103,MLND.O,
09661G105,,No best match available
37954Y558,,No best match available
09661H103,,No best match available
37954Y566,,No best match available
37954Y533,,No best match available
56503M204,,No best match available
37954Y517,,No best match available
37954Y541,,No best match available
37954Y525,,No best match available
382872109,GMHI.O,
45409B362,,No best match available
97717Y741,,No best match available
46641Q613,,No best match available
46641Q449,,No best match available
G0602B100,,No best match available
40703R106,,No best match available
68621F102,ORGO.O,
45409B339,,No best match available
44148G105,HOTH.O,
14161Y200,CRDL.TO,
47737C104,JFIN.O,
G4887W110,,No best match available
38341P102,GOSS.O,
G6181K106,,No best match available
293828885,,No best match available
71948P100,PHUN.O,
41358P106,HARP.O,
72583A101,PVT,
33899F937,,No best match available
85789A105,MITO.O,
87808K106,TCRR.O,
749641106,RMG,
69373Y109,,No best match available
36118L106,FHL.O,
52199O935,,No best match available
G72007100,,No best match available
86804F202,SLGG.O,
30199L937,,No best match available
004285102,ACAM.O,
014442107,ALEC.O,
28252W105,BCOW.O,
03899M935,,No best match available
35137L105,FOXA.O,
483347100,KLDO.O,
17277T106,CSTX.O,
G44300104,,No best match available
70490A206,,No best match available
05355N109,AVDR.O,
25280H100,DPHC.O,
73740G106,PPHI.O,
48299F931,,No best match available
23255M105,CYCN.O,
G94787101,,No best match available
22304C100,CVET.O,
78396V109,WORX.O,
074304106,BGF.V,
89154L100,SHLL.K,
42589C104,HCAC.O,
90069K104,THCB.O,
834251100,SOLY.O,
82489T104,SWAV.O,
91531W106,TIGR.O,
89628U207,TRNE_u.K,
55087P104,LYFT.O,
82710M100,SILK.O,
74019P108,DTIL.O,
53227R106,LSPD.TO,
35999A932,,No best match available
781314109,RUHN.O,
46499C930,,No best match available
892672106,TW.O,
41199B936,,No best match available
33631P102,FSEA.O,
76525P100,RMBI.O,
723561106,PBFS.O,
05586Y106,BRPM.K,
G75130123,,No best match available
69753M105,PLMR.O,
15912K100,CHNG.O,
69553P100,PD,
Y20676105,,No best match available
01626N101,,No best match available
G2956M104,,No best match available
457867109,INSU.O,
48138M105,JMIA.K,
10918L103,MNRL.K,
98980L101,ZM.O,
90041T108,TPTX.O,
98873N107,YJ.O,
M4130Y106,,No best match available
395330103,GNLN.O,
72352L106,PINS.K,
43906K100,HOOK.O,
40145Q203,GHSI.O,
73757R102,PSTL.K,
50050N103,KTB,
M8893U102,,No best match available
80999G935,,No best match available
89532M101,TRVI.O,
809087109,SCPL.O,
H01301128,,No best match available
83356Q108,SY.O,
89377M109,TMDX.O,
32999Z934,,No best match available
05352A100,AVTR.K,
90353T100,UBER.K,
75686R202,RRBI.O,
G0120M109,,No best match available
05454B105,AXLA.O,
65343E108,NXTC.O,
03828A101,APLT.O,
578605107,MEC,
59935V107,MIST.O,
83946P107,SPFI.O,
22053A107,CRTX.O,
21255G102,,No best match available
83548F101,SONM.O,
42227C102,HSAC.O,
74317H105,PAAC.O,
31188V100,FSLY.K,
81799O938,,No best match available
51476X105,,No best match available
42207L106,HHR.O,
83088V102,WORK.K,
36251A107,GXGX.O,
70699H937,,No best match available
45166A102,IDYA.O,
088786108,BCYC.O,
19299L939,,No best match available
70202L102,PSN,
38399F931,,No best match available
22052L104,CTVA.K,
54951L109,LK.O,
22788C105,CRWD.O,
36257Y109,GSX,
608189106,MWK.O,
M4R82T106,,No best match available
29299H937,,No best match available
74199K937,,No best match available
31499I939,,No best match available
71535D106,PSNL.O,
86150R107,STOK.O,
10806X102,BBIO.O,
G2818U104,40D.SG^F19,
74140Y101,PRVL.O,
00973Y108,AKRO.O,
G0703G107,,No best match available
88899T931,,No best match available
04965G109,BCEL.O,
00650F109,ADPT.O,
61775R105,MORF.O,
16679L109,CHWY.K,
88339P101,REAL.O,
48576A100,KRTX.O,
45799K931,,No best match available
16954W101,CIH.O,
00199L930,,No best match available
50299Y936,,No best match available
G17766109,,No best match available
584021109,MDLA.K,
604749101,MIRM.O,
359616109,FULC.O,
71944F106,PHR,
G01125106,,No best match available
46431W663,,No best match available
583926100,,No best match available
829226109,SBGI.O,
83368E200,SCKT.O,
907647101,,No best match available
74018G109,,No best match available
82980K107,,No best match available
985021104,,No best match available
90338W939,,No best match available
730481934,,No best match available
155038201,CEPU.K,
894065309,TXCCQ.PK,
959221102,,No best match available
89699D936,,No best match available
817523103,,No best match available
552541104,,No best match available
379887508,GLOW.K,
28199A000,,No best match available
92908U103,,No best match available
13342B105,,No best match available
25536K303,,No best match available
05699Z008,,No best match available
25470M109,DISH.O,
419879101,HA.O,
63888P406,NHTC.O,
53223X107,LSI,
75954T104,REMI.PK,
75962A303,RMTD.PK,
292748100,,No best match available
238337109,PLAY.O,
871851101,SYX,
664196201,NIDB.PK,
56086P202,,No best match available
248239105,,No best match available
38982K107,GTPS.PK,
17299Z007,,No best match available
185066107,CSYS.PK,
03875W105,,No best match available
929740108,WAB,
029326105,AMRB.O,
12487X203,,No best match available
055936108,BNCC.PK,
86732Y109,,No best match available
003881307,ACTG.O,
98157K100,,No best match available
404459109,HABC.PK,
946760105,WSTG.O,
250639101,DSWL.O,
Y8564W103,,No best match available
090619107,,No best match available
03823M100,AMNL.PK,
050473107,AUBN.O,
76871N204,RHWI.PK,
876289109,,No best match available
212172100,,No best match available
50399Z932,,No best match available
928297100,,No best match available
05968L102,CIB,
171708100,CICN.PK,
04622E208,ATEA.PK,
36227K106,GVP.O,
59125J104,,No best match available
68750M100,OMRX.PK,
96445P105,,No best match available
023178205,,No best match available
02341Q205,DIT,
758075402,RWT,
90458E107,,No best match available
97382D204,WINT.PK,
92923B106,,No best match available
14166N209,,No best match available
01951W205,ADSV.PK,
673662102,,No best match available
384313508,EAF,
049164205,AAWW.O,
29257B104,ENCS.PK,
867892101,SHO,
15199X932,,No best match available
927624502,,No best match available
232217109,,No best match available
422910109,HBP.TO,
493732101,KFRC.O,
457985208,IART.O,
53620L102,,No best match available
44106M102,HPT.O,
224122101,BREW.O,
16941P102,,No best match available
200468106,,No best match available
545731200,LTEC.PK,
N07059210,,No best match available
314645102,FETM.PK,
367600301,,No best match available
002458107,,No best match available
92326Q106,,No best match available
73936A103,,No best match available
00761J206,ADVC.PK,
058516105,BTN,
707573101,,No best match available
88022F105,,No best match available
G0450A105,,No best match available
832154207,SMSI.O,
58502B106,MD,
72702X107,,No best match available
87426R202,,No best match available
15670S402,,No best match available
597911106,,No best match available
225223304,CRAY.O,
162813109,,No best match available
67000B104,NOVT.O,
16939T108,CDSG.PK,
74340R104,PLNTQ.PK,
988909107,,No best match available
29530P102,ERIE.O,
02906V102,APGI.PK,
G3223R108,,No best match available
32058A101,,No best match available
32053S107,,No best match available
842233108,SRNN.PK,
269151106,,No best match available
52324W109,,No best match available
62855J104,MYGN.O,
45320V109,ZCOM.PK,
92343C106,,No best match available
92857V102,,No best match available
98142V104,,No best match available
154785109,,No best match available
G7496G103,,No best match available
00185E106,,No best match available
410867105,THG,
25271C102,DO,
835692104,,No best match available
11499Q933,,No best match available
74934Q108,RICK.O,
87509W102,TINO.PK,
73278L105,POOL.O,
006515100,,No best match available
583185103,,No best match available
00089C107,,No best match available
19422J108,,No best match available
750459109,,No best match available
780641205,KKPNY.PK,
422317107,,No best match available
452680101,,No best match available
559900105,,No best match available
716933106,,No best match available
36240B109,GCV,
G2519Y108,,No best match available
847461100,,No best match available
973859101,,No best match available
23918K108,DVA,
06652V208,BANR.O,
749121109,,No best match available
68375N103,OPK.O,
806407102,HSIC.O,
59935P209,MLSS.K,
44914M104,,No best match available
80004C101,,No best match available
12660F102,CNVT.PK,
461915100,,No best match available
808541106,SWM,
00088U108,,No best match available
585081102,,No best match available
29382Y102,,No best match available
469865109,,No best match available
M7946T104,,No best match available
046220109,ASFI.O,
45766J107,,No best match available
715684106,TLK,
529771107,,No best match available
007974108,,No best match available
719364101,,No best match available
007973100,AEIS.O,
290818103,,No best match available
518439104,EL,
813705100,,No best match available
G82245104,,No best match available
941848103,WAT,
125252106,,No best match available
42210P102,,No best match available
100557107,SAM,
14983Y107,,No best match available
291005106,,No best match available
343873105,FFIC.O,
45254P508,IMH,
461148108,IVAC.O,
58319P108,,No best match available
64110D104,NTAP.O,
827057100,,No best match available
118255108,,No best match available
699462107,,No best match available
33761X107,,No best match available
98906R208,,No best match available
26874R108,E,
725811103,,No best match available
85209D408,SRHI.TO,
667746101,NWPX.O,
268484102,,No best match available
957541204,WSTL.O,
21870T109,,No best match available
670002401,NVAX.O,
00430U103,,No best match available
286590203,,No best match available
522015106,LTRE.PK,
892721101,,No best match available
67059V100,,No best match available
177376100,CTXS.O,
391648102,,No best match available
67020Y100,NUAN.O,
671337103,,No best match available
001733104,,No best match available
42234Q102,HTLF.O,
293361101,,No best match available
86336Y109,SQP.TO,
25037Y109,,No best match available
490057106,,No best match available
60851C107,,No best match available
832156103,SMID.PK,
88322Q108,TGTX.O,
093698108,BDR,
29481Q307,ERGN.PK,
04651M204,,No best match available
747135101,,No best match available
459412102,,No best match available
889542106,,No best match available
006854202,,No best match available
553530106,MSM,
85512C105,SGU,
98975F101,,No best match available
416515104,HIG,
496904202,KFS,
45256B101,,No best match available
67034Y104,,No best match available
P73398102,,No best match available
147905103,,No best match available
86260A101,STRB.PK,
284434206,ELCO.PK,
29089W102,,No best match available
N22717107,,No best match available
28660G106,,No best match available
046484200,ASTC.O,
18499U962,,No best match available
872538103,AXLE.PK,
054923107,,No best match available
84336P103,SOMC.PK,
84265V105,SCCO.K,
073320103,BESIY.PK,
111444105,BYFC.O,
45820M104,,No best match available
054924105,,No best match available
140065202,,No best match available
888314507,TTNP.O,
030975106,APU^H19,
225401009,,No best match available
090935305,,No best match available
836167106,,No best match available
683715106,OTEX.TO,
717124101,,No best match available
64050T101,,No best match available
45811V105,INBP.PK,
30049T304,,No best match available
20363C102,,No best match available
206827305,CONC.PK,
46264M303,IRBS.PK,
45168K405,IDRA.O,
501803308,,No best match available
64099W933,,No best match available
653656108,NICE.O,
71376K102,,No best match available
L20708100,,No best match available
002539005,,No best match available
456314103,IDSA.O,
N88795104,,No best match available
841584105,,No best match available
00389L104,ACCA.PK,
37803P105,,No best match available
001092105,AGFb.TO,
52200L102,,No best match available
293306106,ENG.O,
693737108,,No best match available
41150R102,HRBR.PK,
33613R209,FPCG.PK,
00765G109,AOLS.PK,
48268R106,,No best match available
33763B103,,No best match available
759543200,,No best match available
912396934,,No best match available
043136100,,No best match available
83013P105,,No best match available
29642R103,ESCU.PK,
759930100,,No best match available
859410102,,No best match available
847723202,SPDE.PK,
743494106,,No best match available
15699W939,,No best match available
967590100,WYY,
781904107,,No best match available
872226105,,No best match available
69562E104,,No best match available
020772109,APT,
025929209,,No best match available
30049Y105,,No best match available
G5808F102,,No best match available
45881X106,,No best match available
644398109,,No best match available
836151209,,No best match available
94110U103,,No best match available
37363N102,,No best match available
625453105,,No best match available
03832V307,,No best match available
654865104,NFTI.PK,
628449100,MYSL.PK,
87163M101,SYVC.PK,
169374204,CHIF.PK,
92834L102,VSMD.PK,
70319R109,PBHC.O,
693604100,,No best match available
92658Y206,VCTY.PK,
729273102,PLBC.O,
462684101,IRIX.O,
514766104,LNDC.O,
640522108,,No best match available
58446C103,MEDT.PK,
69561N402,PAYD.PK,
92909L102,VBTC.PK,
855906103,,No best match available
14199R946,,No best match available
75971P101,RNWF.PK,
29264P203,,No best match available
37245R107,,No best match available
731912101,,No best match available
88033R502,TGC,
888325107,,No best match available
714205101,PERT.PK,
90328S500,USAT.O,
156697104,,No best match available
532257805,LPTH.O,
199333105,CMCO.O,
18450P200,CCTC.PK,
610313108,,No best match available
619696107,,No best match available
206016107,,No best match available
208192104,,No best match available
913290102,UNTY.O,
919629105,,No best match available
987413101,,No best match available
36866W106,,No best match available
349862300,FORD.O,
015351109,ALXN.O,
126349109,CSGS.O,
338494107,,No best match available
416187201,,No best match available
45578L100,,No best match available
78402X107,,No best match available
761525609,REV,
29407T104,EVTN.PK,
G81365101,,No best match available
784933103,SGRP.O,
75041A100,RAIO.PK,
45399I930,,No best match available
62948Q107,SFD.TO,
881448203,,No best match available
561046103,MLGF.PK,
740585104,,No best match available
31846W102,,No best match available
52543H107,,No best match available
28257U104,,No best match available
G4933P101,,No best match available
232946103,,No best match available
450913108,IMG.TO,
81782W103,ACES.V,
35908J107,FRGY.PK,
532349107,,No best match available
82934H101,,No best match available
335925103,FNRN.PK,
46284V101,IRM,
443320106,HUBG.O,
04624B103,,No best match available
92535G204,,No best match available
27033X101,,No best match available
29256E109,,No best match available
448947507,IDT,
46612K108,,No best match available
743406100,PRLO.PK,
554516104,,No best match available
29399S932,,No best match available
88874W107,TNKY.PK,
M23798107,,No best match available
872549100,,No best match available
92778Q109,,No best match available
03879J100,ABUS.O,
702145103,,No best match available
69357C503,PRGX.O,
34958N100,,No best match available
M39927120,,No best match available
864482104,SPH,
74838Y207,,No best match available
815807102,,No best match available
766714109,,No best match available
156431108,CENX.O,
42366C509,,No best match available
001984103,AMFC.PK,
22004Y105,CRRSQ.PK,
003069101,AAB.TO,
482738101,KVHI.O,
135294106,,No best match available
683827208,OCC.O,
74347E106,,No best match available
92849T108,,No best match available
829909209,,No best match available
036384105,,No best match available
30243C107,FFDF.PK,
001627108,ALJJ.O,
221485105,,No best match available
74365A101,PLX,
449793306,,No best match available
549463107,,No best match available
803062108,,No best match available
930888102,WAKE.PK,
747587103,,No best match available
97652L100,WIRX.PK,
G23773107,,No best match available
30049A107,EPM,
294700703,,No best match available
74050U107,,No best match available
829669100,,No best match available
021346101,AABA.O,
543881106,LORL.O,
140071101,,No best match available
204157101,CWBC.O,
000955104,,No best match available
800363103,SASR.O,
242370203,DF,
44920B100,,No best match available
86323X106,STRM.O,
19421W100,,No best match available
927637306,,No best match available
12099Z000,,No best match available
140781105,CRR,
89417E109,TRV,
822809109,,No best match available
59283R104,,No best match available
57685L105,,No best match available
00826M103,,No best match available
904346103,UNDR.PK,
847580107,,No best match available
105755201,,No best match available
465754208,,No best match available
36199K936,,No best match available
898697206,TCX.O,
73172K104,,No best match available
759720105,RCG,
871237103,SYKE.O,
957070105,,No best match available
47012E106,JAKK.O,
965063100,,No best match available
073844102,,No best match available
444172100,,No best match available
723454104,,No best match available
599902103,,No best match available
74266R302,,No best match available
989929104,,No best match available
34956A100,FEI.TO^C11,
29247F108,,No best match available
683972103,,No best match available
73937M106,PWVI.PK,
302941109,FCN,
556103760,,No best match available
683399109,,No best match available
030405104,,No best match available
731745204,,No best match available
40065W107,GSH,
37245X203,,No best match available
010196103,AKSY.PK,
74050M105,PFBI.O,
899896104,TUP,
234902104,,No best match available
053690103,,No best match available
253752109,,No best match available
583928106,MFIN.O,
64125C109,NBIX.O,
65440K106,,No best match available
62936A304,,No best match available
94733C100,,No best match available
30064E109,,No best match available
917273104,ULGX.PK,
721491108,PRLE.PK,
M20115180,,No best match available
009417106,,No best match available
14159W109,,No best match available
G80475109,,No best match available
78467J100,SSNC.O,
86768K106,,No best match available
830920104,,No best match available
062896105,,No best match available
814047106,,No best match available
795435106,,No best match available
84470P109,SBSI.O,
888339207,,No best match available
00826T108,,No best match available
038287108,APVS.PK,
781846209,RUSHA.O,
05337M104,AVDL.O,
Y02516105,,No best match available
238134209,DTRK.PK,
30162U104,ELED.PK,
57055W103,,No best match available
00767T109,ASNB.PK,
14757U109,CASI.O,
034553107,,No best match available
64114K104,,No best match available
44929Y101,,No best match available
576561104,,No best match available
233720101,,No best match available
78408D105,SBFG.O,
897887204,,No best match available
26826X104,,No best match available
76199N936,,No best match available
04516X106,,No best match available
100582105,,No best match available
823901103,S.TO,
857555932,,No best match available
03662Q105,ANSS.O,
038505400,ARDMQ.PK,
29266S304,ELGX.O,
19419B100,,No best match available
240028308,,No best match available
111412706,BVSN.O,
26881P103,,No best match available
49338N109,,No best match available
00089J102,ACLH.PK,
054536107,AXAHY.PK,
29254Q104,ECIA.PK,
371559105,GWR,
504905100,,No best match available
253922108,DCOM.O,
377185103,,No best match available
900435108,TRQ.TO,
N43837108,,No best match available
887151207,,No best match available
98976N103,,No best match available
832653109,,No best match available
876123100,,No best match available
75884M302,RGBOQ.PK,
491203105,KTYB.PK,
15146E102,,No best match available
237545108,DASTY.PK,
303075105,FDS,
335940102,,No best match available
88431N301,,No best match available
743868101,PROV.O,
M22465104,,No best match available
N72482123,,No best match available
202630208,CXIA.PK,
12613R104,,No best match available
159186105,,No best match available
374276103,,No best match available
43708T101,HWEN.PK,
M37576135,,No best match available
155685100,CVCY.O,
675234108,OCFC.O,
60670P107,,No best match available
69313P101,,No best match available
57772M107,,No best match available
759549108,,No best match available
717067102,,No best match available
127639102,,No best match available
16517A109,CPKF.PK,
925284309,,No best match available
30239F106,FFG,
705573103,PEGA.O,
78464W104,,No best match available
69900Q884,PDMI.PK,
228090106,,No best match available
75988J106,RCAR.PK,
39167M108,,No best match available
268073103,DYNR.PK,
55302P202,MGTI.PK,
86272C103,STRA.O,
131722605,,No best match available
448954206,HDYNQ.PK,
055969109,,No best match available
92276H106,,No best match available
00430E109,,No best match available
968235200,WHLM.O,
421962101,HLAN.PK,
227072105,CHBH.PK,
08659G101,,No best match available
374163103,GERN.O,
824916100,,No best match available
02051Q205,,No best match available
302563101,,No best match available
89854H102,TTEC.O,
131910101,,No best match available
512816109,LAMR.O,
858495104,,No best match available
278578109,EACC.PK,
02301P205,AMAR.PK,
401617105,GES,
74621T209,PURE.PK,
05453N100,AWRE.O,
143905107,CSV,
78464M106,,No best match available
700164106,,No best match available
26784F103,,No best match available
004404109,,No best match available
64114W306,,No best match available
292949104,ENGH.TO,
05523R107,BAESY.PK,
059690107,,No best match available
56034R102,,No best match available
09069N108,,No best match available
39260A100,GACR.PK,
86787D208,,No best match available
969203108,,No best match available
269246401,ETFC.O,
58984Y103,,No best match available
74386S107,,No best match available
22834M305,CRWE.PK,
892918103,TACT.O,
59163F204,WOWI.PK,
858912108,SRCL.O,
594960304,MVIS.O,
86663B201,,No best match available
952815108,,No best match available
55315D105,MMAC.O,
84502A104,SGB,
870886108,SSREY.PK,
320744105,,No best match available
007975402,AEZS.TO,
253675201,,No best match available
43760Q102,,No best match available
50105X106,KNOS.PK,
761905108,,No best match available
06279J109,BKRIY.PK,
74727K102,QEPC.PK,
922932108,VLN.TO,
970646105,WLFC.O,
232572107,,No best match available
13199K935,,No best match available
25614R105,,No best match available
442120101,,No best match available
441339108,,No best match available
501810105,,No best match available
599903002,,No best match available
616988101,,No best match available
675746309,OCN,
705536100,,No best match available
002896207,ANF,
007525108,,No best match available
G30401106,,No best match available
84763A108,SPPI.O,
775043102,RSTI.O^K16,
224051102,,No best match available
45816A106,,No best match available
052686102,,No best match available
280358102,,No best match available
91499R966,,No best match available
M7531S206,,No best match available
204940308,,No best match available
629294109,,No best match available
232860106,,No best match available
15643B205,,No best match available
984164202,,No best match available
29206E100,,No best match available
740473103,,No best match available
036642106,ATRS.O,
840468102,,No best match available
039793104,,No best match available
219141108,,No best match available
260174107,DVD,
70557X107,PEGX.PK,
088577101,BXLC.PK,
412479107,HFBK.PK,
62874M104,,No best match available
63935N107,NCI,
95123P106,WTBA.O,
267924108,,No best match available
44999X009,,No best match available
02099X006,,No best match available
41699X008,,No best match available
00799X003,,No best match available
09180C106,BJRI.O,
68618K106,,No best match available
570762104,,No best match available
85219Y103,SPYR.PK,
74730W507,,No best match available
80917Q106,SCRYY.PK,
428567101,HIBB.O,
785905100,,No best match available
86815V105,,No best match available
97650W108,WTFC.O,
04269E107,ARQL.O,
576314108,,No best match available
68617W101,,No best match available
03073V107,AMTY.PK,
111091104,,No best match available
44970B109,,No best match available
874918105,,No best match available
92534N101,,No best match available
66304M204,,No best match available
05399S932,,No best match available
70959W103,PAG,
96808B107,,No best match available
68388R307,,No best match available
46571P106,,No best match available
90328M107,USNA.K,
229678107,,No best match available
85254C305,SSI,
36242E200,,No best match available
896818101,TGI,
718141104,,No best match available
26702V107,DGRI.PK,
637071101,NOV,
091736108,,No best match available
103430104,,No best match available
66999F936,,No best match available
740910302,PICa.TO,
74112E208,PBIO.PK,
20440T201,CBD,
28140M103,EDMCQ.PK,
00099X919,,No best match available
N20935206,,No best match available
019924208,ALLN.PK,
247918105,,No best match available
457153104,,No best match available
64109T201,,No best match available
911163103,UNFI.K,
92906L501,,No best match available
307068106,DAVE.O,
32021X105,,No best match available
811699107,SEAC.O,
31865X106,,No best match available
03071L101,,No best match available
03820G205,,No best match available
62899S938,,No best match available
404139107,HCHC.K,
20114L104,,No best match available
50212A106,,No best match available
901144105,TUXS.PK,
257455105,,No best match available
866934409,,No best match available
P8744Y102,,No best match available
091917104,,No best match available
88677A104,,No best match available
294268107,PLUS.O,
91822M106,VEON.O,
126667104,,No best match available
12582Q103,,No best match available
379907108,,No best match available
928241108,,No best match available
740925102,,No best match available
20343F100,,No best match available
45899E934,,No best match available
69830E209,,No best match available
929212207,VUOC.PK,
440271203,HPTO.PK,
204421101,,No best match available
59199U936,,No best match available
67018T105,NUS,
858119100,STLD.O,
M87896102,,No best match available
109502203,,No best match available
640505400,NEOM.PK,
769725102,,No best match available
92240C308,VCMP.PK,
952355204,,No best match available
105494108,,No best match available
318120102,,No best match available
346563109,FORR.O,
371927104,GEL,
74061A108,PBH.TO,
17253H100,CLOK.PK,
615579307,,No best match available
740921200,,No best match available
92552V100,VSAT.O,
M88258104,,No best match available
45567S108,IDG.TO,
458176104,,No best match available
219750106,,No best match available
461212102,,No best match available
739363307,,No best match available
895945103,TCW.TO,
196877104,,No best match available
199907106,,No best match available
G4481U106,,No best match available
78453M208,,No best match available
980905400,,No best match available
051642205,,No best match available
247850100,DEL^B18,
20363J107,,No best match available
237926100,,No best match available
303051106,,No best match available
611742107,,No best match available
00203R105,,No best match available
00211W104,,No best match available
222816100,,No best match available
26140E501,,No best match available
45169U105,,No best match available
74834L100,DGX,
G64518106,,No best match available
536797103,LAD,
03299V006,,No best match available
053495305,AVXT.PK,
774320204,,No best match available
087866109,BHBCQ.PK,
290828102,EMCF.O,
320795107,,No best match available
403925407,HR_u.TO,
14171A200,,No best match available
768475105,,No best match available
88604T101,,No best match available
898530100,TSD.V,
649487204,BBAL.PK,
572904100,,No best match available
97186T108,,No best match available
233377407,DXPE.O,
911460103,UBFO.O,
43706C209,,No best match available
89499X009,,No best match available
42328H109,HLIO.O,
505440107,LIF.TO,
128030202,CALM.O,
M40184208,,No best match available
96684U104,WTRO.PK,
26843B101,,No best match available
45778Q107,NSP,
03072M108,,No best match available
49427F108,KRC,
26881Q309,,No best match available
58445P105,,No best match available
78402P104,,No best match available
M70378100,,No best match available
157085101,CERS.O,
92346J108,VCEL.O,
16937R104,CEA,
669954109,,No best match available
29481V108,,No best match available
91879Q109,MTN,
26882D109,,No best match available
253855100,,No best match available
G39637205,,No best match available
171779309,CIEN.K,
42218Q102,,No best match available
45840F105,,No best match available
369147103,,No best match available
38168B103,,No best match available
63934Q309,,No best match available
090945106,,No best match available
75025N102,,No best match available
452360100,,No best match available
827048109,SLGN.O,
053893103,,No best match available
730698107,,No best match available
592142103,,No best match available
690310305,,No best match available
143130102,KMX,
25269L106,,No best match available
46206P109,,No best match available
24784L105,,No best match available
31865W504,,No best match available
37935E101,,No best match available
769648106,RIVT.PK,
88870P106,TIVO.O,
00388N101,ABLP.PK^I11,
640497202,NMGC.PK,
402040109,,No best match available
G32030127,,No best match available
205249105,CMG.TO,
746091107,PFTI.PK,
12648L601,CTIC.O,
29384J103,ETG.TO,
74283A100,,No best match available
G0535E106,,No best match available
457683100,,No best match available
023434103,,No best match available
279862106,,No best match available
298736109,EEFT.O,
21898V912,,No best match available
500648100,,No best match available
37955N106,SELF.O,
840441109,SSB.O,
167250109,CBI^E18,
021373303,,No best match available
590915203,MTX.V,
87236Y108,AMTD.O,
362274102,,No best match available
25099X932,,No best match available
402307102,GIFI.O,
20441B407,ELP,
89783T102,,No best match available
836144105,SOR,
33646W100,,No best match available
031498207,,No best match available
039675103,AG_u.CD,
583062203,,No best match available
71366Q200,,No best match available
919792101,,No best match available
37950A109,GLEC.PK,
073325102,,No best match available
76154Q106,,No best match available
459969200,,No best match available
459407102,IDND.PK,
926713108,VCST.PK,
638612101,,No best match available
45810U108,,No best match available
88105G103,TVK.TO,
666511100,NPI.TO,
871630208,,No best match available
842243107,SBNC.PK,
85899B936,,No best match available
874054109,TTWO.O,
14057U304,,No best match available
361970106,GBU.V,
290846203,EMKR.O,
22281W103,,No best match available
74926T201,RBCL.PK,
09060C309,BKYI.O,
286401104,,No best match available
550904106,,No best match available
01626P403,ATDb.TO,
69351F106,,No best match available
85815M107,,No best match available
983950700,,No best match available
26884V107,EQ.V,
91335U108,UNVC.PK,
40432D105,HTC.V,
29159B103,EMh.V,
05561N208,GBT.TO,
743164105,,No best match available
899905103,TRBD.PK,
052800109,ALV,
712308204,PPSF.PK,
03240P207,ANX.TO,
337930705,FBC,
806693107,,No best match available
37958J102,,No best match available
457637106,IN.TO,
795916105,,No best match available
877256107,,No best match available
16942H109,,No best match available
09253N104,MHD,
74051M104,PRHL.PK,
37944W209,,No best match available
276252103,EATR.PK,
481138105,,No best match available
109178103,,No best match available
45170V209,,No best match available
498904200,KNL,
959522103,,No best match available
405904103,,No best match available
928450105,,No best match available
319420105,,No best match available
754402105,RAV_u.TO,
750917106,RMBS.O,
92846N104,,No best match available
023135106,AMZN.O,
248356107,DML.TO,
602900102,,No best match available
12599O935,,No best match available
47559A103,JFBC.PK,
690481106,,No best match available
M52523103,,No best match available
137580106,,No best match available
90984P303,UCBI.O,
G84385106,,No best match available
M69676209,,No best match available
134921105,CAR_u.TO,
741390108,PRVU.PK,
015271109,ARE,
00256K205,,No best match available
96149R100,,No best match available
783513203,RYAAY.O,
Q3080Q101,,No best match available
028913101,,No best match available
598153104,,No best match available
482564101,KMG^K18,
75936P105,REIS.O^J18,
096227301,,No best match available
74736K101,QRVO.O,
803607100,SRPT.O,
14147M502,,No best match available
828395103,,No best match available
41099X939,,No best match available
465790509,,No best match available
751212101,RL,
W17218152,,No best match available
749388104,,No best match available
577933104,MMS,
941057101,,No best match available
91729J107,USGA.PK,
46123E104,ITC.TO,
268353109,EDPFY.PK,
461147100,INTT.K,
560913105,,No best match available
656567401,,No best match available
685929101,,No best match available
85815A103,,No best match available
101121101,BXP,
829214105,SLP.O,
872449202,,No best match available
398231100,GRIF.O,
168883304,CMX.V,
846481109,SPA.V,
85593H999,,No best match available
86269P307,SGE.V,
00433B201,,No best match available
G69586108,,No best match available
445532104,,No best match available
135928109,,No best match available
69478X105,PPBI.O,
748718103,,No best match available
6435EV108,,No best match available
629471103,NXCN.PK,
374393106,,No best match available
