,RIC,error
74348A194,,No best match available
74347B482,,No best match available
380237107,GDDY.K,
26885J103,,No best match available
91325V108,UNIT.O,
40426A208,,No best match available
500767801,,No best match available
63902N106,SHMP.PK,
29272W109,ENR,
08160H101,BHE,
65341D102,NXRT.K,
928469105,,No best match available
31399E939,,No best match available
91914N301,VLRX.O,
34960W106,FRTA.O,
46434Y104,,No best match available
46435D109,,No best match available
039014204,RKDA.O,
83403K997,,No best match available
46435C101,,No best match available
46435E107,,No best match available
92672L107,VRAY.O,
33761G104,,No best match available
87132P102,SYZ.V,
37185X106,GEN,
46435F104,,No best match available
56062Y102,,No best match available
560345308,,No best match available
00768Y594,,No best match available
26923H101,,No best match available
05945K102,,No best match available
83417M104,SEDG.O,
717560106,8PE.TG^H15,
27033P108,,No best match available
637870106,NSA,
476405105,JCAP.K,
26923G509,,No best match available
29362Y106,,No best match available
78467V848,,No best match available
461364101,IFB_u.TO,
095306106,BLBD.O,
518416102,,No best match available
518416201,,No best match available
656512209,,No best match available
518416409,,No best match available
44052M205,,No best match available
G04897107,,No best match available
379477102,,No best match available
46435U796,,No best match available
042765784,,No best match available
233051747,,No best match available
233051739,,No best match available
233051713,,No best match available
46431W838,,No best match available
75087B103,,No best match available
576853105,MTRX.O,
98999X955,,No best match available
06777U101,BNED.K,
68557N103,OA^F18,
694915208,,No best match available
296315104,ESE,
12685J105,CABO.K,
46122W204,INUV.K,
97717X552,,No best match available
29786A106,ETSY.O,
68373L208,,No best match available
M6372Q113,,No best match available
89055F103,BLD,
69343T107,PJT,
55024U109,LITE.O,
297602104,ETH,
750341208,,No best match available
09074A208,BNKL.PK,
874696107,TGE,
842812109,,No best match available
20557C108,,No best match available
25490K703,,No best match available
525169207,THLM.PK,
25490K505,,No best match available
25490K604,,No best match available
282539105,,No best match available
75747A107,RDFY.PK^D19,
090911207,BIOL.O,
63546L102,NCOM.O^D19,
29414J107,EVA,
98400H102,XBIT.O,
46434VAR1,,No best match available
46434VAU4,,No best match available
46434VBK5,,No best match available
46434VAX8,,No best match available
46434VBG4,,No best match available
46434VBA7,,No best match available
21144M203,,No best match available
46434VBD1,,No best match available
12649L105,,No best match available
00739L101,ADRO.O,
90238J103,TYME.O,
488445107,KMPH.O,
37950E119,,No best match available
37950E127,,No best match available
38147U107,GSBD.K,
48114A109,,No best match available
74726N107,QNBC.PK,
171757107,CDTX.O,
007636103,AQS.V,
98887G106,,No best match available
94604J101,,No best match available
86269D106,STQN.PK,
824567200,TYHT.O,
46434V381,,No best match available
74840E108,,No best match available
98950E400,,No best match available
74840B104,,No best match available
662642107,NORSA.PK,
74840J107,,No best match available
74840F105,,No best match available
74840G103,,No best match available
74840H101,,No best match available
45409B404,,No best match available
45409B305,,No best match available
518416508,,No best match available
36117L107,FUTL.PK,
90321C106,UPDC.PK,
09627Y109,BPMC.O,
41756A107,,No best match available
767836307,RTTR.O,
03765N108,,No best match available
201616109,,No best match available
928254101,VIRT.O,
09225M101,BSM,
54289V100,LNGB.PK,
27900T100,ECM.V,
666762109,NRIM.O,
68401U204,OPRX.O,
69399J003,,No best match available
67062A101,,No best match available
67062X101,,No best match available
081360208,BMXC.PK,
00162Q585,,No best match available
22282E102,CVA,
13765D109,CPMD.PK,
19200J106,CDRBQ.PK,
62548C102,,No best match available
37232H104,,No best match available
149150104,CATY.O,
390124105,,No best match available
19716T101,,No best match available
45665B106,,No best match available
67062N103,,No best match available
92657J101,,No best match available
292468204,ETEC.PK,
20855T100,CCR,
03675F104,,No best match available
44052W104,HZN,
15677J108,CDAY.K,
233422104,DBIN.PK,
75623U300,,No best match available
36850R105,,No best match available
69404P200,,No best match available
057124109,BBBK.PK,
19459J104,COLL.O,
20369C106,CHCT.K,
238661102,DTEA.O,
45663L502,IFNY.PK,
776382509,,No best match available
59870L106,MCRN.K,
423287507,HXBM.PK,
457696102,,No best match available
00653A107,ADAP.O,
875378101,TBACQ.PK,
420877201,HAYN.O,
398743104,,No best match available
338480106,PFD,
097488100,BOJA.O^A19,
45782C102,,No best match available
97717X586,,No best match available
233051689,,No best match available
233051671,,No best match available
46138E388,,No best match available
44052Q107,,No best match available
00754E107,,No best match available
58732R103,MRPI.PK,
79957L100,SMTI.PK,
002120202,LIFE.O,
31446L100,,No best match available
75622P104,RECP.TO,
78468R812,,No best match available
25490K869,,No best match available
53299B930,,No best match available
886453109,TWM.TO,
44052Y100,,No best match available
82509L107,SHOP.K,
888341104,TTR.V,
26922A834,,No best match available
46130Y101,,No best match available
500467501,ADRNY.PK,
26599B933,,No best match available
654902204,NOK,
670970102,,No best match available
670971100,,No best match available
670972108,NQP,
74640N100,,No best match available
74640P105,,No best match available
37950E689,,No best match available
835451105,SONC.O^L18,
712706209,PUB.O,
36199C934,,No best match available
989524301,,No best match available
829205202,SMRL.PK,
06684L103,BZUN.O,
46187J205,,No best match available
70387R106,PAVM.O,
46989Q100,JSE.V,
G40357124,,No best match available
203668108,CYH,
829204304,,No best match available
G3105C104,,No best match available
46222Q107,IINX.PK,
13722D101,CCM.TO,
87874X206,TEHG.PK,
37954Y608,,No best match available
14179A103,CRYW.PK^A19,
709788202,,No best match available
258278100,DORM.O,
39572A103,JTR.V,
46434V282,,No best match available
46434V290,,No best match available
46434V266,,No best match available
46434V316,,No best match available
46434V274,,No best match available
26922A842,,No best match available
049513104,ATML.O^D16,
693366205,PICO.O,
98160A107,,No best match available
577914104,,No best match available
834445405,,No best match available
228895108,CCEL.PK,
69360J107,PSB,
03759P101,,No best match available
670973106,,No best match available
457690105,,No best match available
053332102,AZO,
462044207,IO,
75886F107,REGN.O,
30050B101,EVH,
36473H104,GCI,
919067207,VTI.V,
198280109,,No best match available
974155103,WING.O,
45299C934,,No best match available
344798202,,No best match available
86899F935,,No best match available
33812L102,FIT,
30227H106,EXTN.K,
05614L100,,No best match available
222862104,,No best match available
27616L102,,No best match available
399844109,GRSO.PK,
26922A875,,No best match available
29272U103,,No best match available
74933C100,,No best match available
74933G101,,No best match available
760112201,,No best match available
74933E106,,No best match available
74933K110,,No best match available
74933F103,,No best match available
527070007,,No best match available
135624203,,No best match available
G0750W203,,No best match available
60255W105,MB.O^B19,
G2920Y101,,No best match available
292037108,,No best match available
90934C105,UAHC.PK,
69344F106,,No best match available
156708109,,No best match available
690113105,,No best match available
361569205,GDI.TO,
37954Y103,,No best match available
37954Y301,,No best match available
37954Y400,,No best match available
37954Y509,,No best match available
253830103,,No best match available
03784Y200,APLE.K,
912909108,X,
14875P206,CATB.O,
38149A109,XAU.TO,
219880101,CCT^L18,
65481J109,,No best match available
03799U938,,No best match available
481905875,,No best match available
377322102,GKOS.K,
51599Q938,,No best match available
663278208,NWC.TO,
379378201,GNL,
00439V763,,No best match available
796043206,SSNYY.PK,
00439V771,,No best match available
53999Q930,,No best match available
003830106,AXAS.O,
584699102,,No best match available
023164106,ABCP.PK,
405024100,HAE,
30067T103,,No best match available
48020T101,,No best match available
462222100,IONS.O,
487911208,,No best match available
45819Y101,ITDD.PK,
670975101,,No best match available
670976109,,No best match available
101505105,,No best match available
03783C100,APPF.O,
393221106,GPP.O,
98386L101,,No best match available
681116109,OLLI.O,
20717E101,CFMS.O,
41755D102,,No best match available
03755M102,APEX.O,
876703109,TTCM.PK,
08899E932,,No best match available
53222Q103,LCUT.O,
449295104,,No best match available
69840W108,,No best match available
053436309,CITY.PK,
287711105,,No best match available
33767E202,FSV.TO,
45699E936,,No best match available
755841103,,No best match available
25490K323,,No best match available
73931Q103,,No best match available
25460E539,,No best match available
25490K356,,No best match available
25460E174,,No best match available
848550208,SPND.PK,
97717X461,,No best match available
011642105,ALRM.O,
37954Y707,,No best match available
G9396G100,,No best match available
21850P200,CORG.PK,
927426106,,No best match available
G8253L103,,No best match available
33767D105,FCFS.O,
430101725,,No best match available
430101733,,No best match available
918324104,,No best match available
250565108,DBI,
430101691,,No best match available
542614102,LBCC.PK,
632307104,NTRA.O,
81750R102,MCRB.O,
368706206,,No best match available
02744X104,ADLI.PK,
67104A101,,No best match available
45811K208,,No best match available
583916101,,No best match available
670977107,,No best match available
89628W203,,No best match available
45168D104,IDXX.O,
688582105,,No best match available
02362F104,AMRH.O,
86084H100,RAYa.TO,
45765Y105,ISIG.O,
97717X545,,No best match available
00130H105,AES,
131255101,CLWY.PK,
759148109,,No best match available
23126W100,,No best match available
221006109,CRVL.O,
97717X529,,No best match available
69374H105,,No best match available
69374H204,,No best match available
69374H303,,No best match available
410120109,HWC.O,
855707105,STFC.O,
452465107,IMBI.O,
46435G102,,No best match available
69374H402,,No best match available
87918A105,TDOC.K,
665751103,,No best match available
87304R100,,No best match available
08999X004,,No best match available
023139884,AMBC.O,
254423106,DIN,
483007704,KALU.O,
G01767105,,No best match available
771497104,,No best match available
61174X109,MNST.O,
G98294104,,No best match available
81752R100,SRG,
26923G608,,No best match available
92532F100,VRTX.O,
437355100,,No best match available
610236101,MNRO.O,
535219109,LIND.O,
743312100,PRGS.O,
92189F619,,No best match available
831683107,,No best match available
118759109,,No best match available
N74108106,,No best match available
13321L108,CCO.TO,
78463X186,,No best match available
63045E104,,No best match available
78699V939,,No best match available
584946107,,No best match available
552848103,MTG,
25490K711,,No best match available
88870R102,TVTY.O,
337719108,,No best match available
989207105,ZBRA.O,
25490K695,,No best match available
871130100,,No best match available
97717X479,,No best match available
29666N301,,No best match available
216844100,,No best match available
05591B109,BMCH.O,
36468J107,,No best match available
103197109,BOXL.O,
03837J101,AQMS.O,
006743306,AEY.O,
302301106,EZPW.O,
87159E402,SYBRQ.PK,
872443601,,No best match available
09531U102,BUFF.O^D18,
78099I934,,No best match available
74267C106,PRA,
05561Q201,BOKF.O,
29355Y105,,No best match available
03072A500,,No best match available
81255T108,SPNE.O,
635017106,FIZZ.O,
450828108,IBKC.O,
09062X103,BIIB.O,
817315104,,No best match available
87872T207,TSCC.PK,
46436A203,ISGN.PK,
670984103,,No best match available
02553P200,,No best match available
55825T103,MSG,
37954X105,,No best match available
09776J101,BONTQ.PK,
36117N103,,No best match available
924914104,,No best match available
09247M105,,No best match available
36238K103,,No best match available
46133H105,,No best match available
83414A608,SLTZ.PK,
753422104,RPD.O,
25459Y116,,No best match available
74584P202,PULM.O,
683416101,OOMA.K,
918385105,VTVT.O,
824911101,,No best match available
16706W102,CHMA.O,
Y7076B102,,No best match available
48205B107,JP,
46435G508,,No best match available
713569309,,No best match available
63633D104,NHI,
795757103,,No best match available
860370105,,No best match available
918194101,,No best match available
552074700,WLH,
46435G409,,No best match available
78503N107,,No best match available
23753F107,DSKE.O,
670978105,,No best match available
670979103,NUM,
670980101,NUO,
G6890N136,,No best match available
670983105,NTX,
870195104,SWDBY.PK,
799175104,,No best match available
88104M101,,No best match available
09060U507,BCDA.O,
00773J103,AGLE.O,
46590H101,,No best match available
126402106,CSWI.O,
564055101,,No best match available
92699B934,,No best match available
976524108,WTT,
78469X107,FLOW.K,
70450Y103,PYPL.O,
679580100,ODFL.O,
78377T107,RHP,
382588101,,No best match available
61744G107,,No best match available
89151E109,TOT,
264901109,DCa.TO,
16361E108,,No best match available
89400J107,TRU,
87164M100,SYNI.PK,
10214R101,,No best match available
45166V106,IDEX.O,
03814F403,ARCI.O,
290817105,,No best match available
026649103,,No best match available
02364L109,,No best match available
001930205,,No best match available
162809305,,No best match available
00083U202,ABQQ.PK,
87243W103,THC.CD,
440327104,HMN,
33739D100,,No best match available
46131J103,VKQ,
129247102,,No best match available
104576103,,No best match available
45245W109,,No best match available
928502301,,No best match available
45799Y006,,No best match available
670985100,,No best match available
00215F107,ATNI.O,
090931106,BSTC.O,
517924304,,No best match available
26841Y103,,No best match available
670986108,,No best match available
816343107,,No best match available
929566107,WNC,
G9001E128,,No best match available
981419104,WRLD.O,
13758B102,,No best match available
138906300,,No best match available
23334J107,DTF,
18915A202,CLOW.PK,
49446R109,KIM,
46131K100,,No best match available
02365V205,,No best match available
74347B474,,No best match available
00253G108,,No best match available
15133V208,,No best match available
97717P104,WETF.O,
800422107,JBSS.O,
74347B193,,No best match available
637269101,NQCI.PK,
74347B458,,No best match available
74347B664,,No best match available
36867G209,,No best match available
74347B656,,No best match available
670987106,,No best match available
26830K205,,No best match available
74347B649,,No best match available
37245M801,,No best match available
G97822103,,No best match available
88162G103,TTEK.O,
09253W104,MYD,
233051663,,No best match available
00434A103,,No best match available
030111207,AMSC.O,
09065A100,BLGO.PK,
747525103,QCOM.O,
536736101,LTE.V,
928497304,,No best match available
030098107,,No best match available
092475102,,No best match available
29250R106,EEP^L18,
670988104,,No best match available
60800C109,MOGO.TO,
01699U933,,No best match available
74347B615,,No best match available
22002T108,OFC,
983117102,,No best match available
78387P103,,No best match available
74347B599,,No best match available
019222207,AHPI.O,
387241805,GRRP.PK,
87306E107,,No best match available
740294301,PEYE.PK,
032346108,,No best match available
84863T106,SPOK.O,
301505806,,No best match available
743697104,,No best match available
84760C107,,No best match available
42588J100,,No best match available
375558103,GILD.O,
72703H101,PLNT.K,
862719101,,No best match available
153663000,,No best match available
26699A009,,No best match available
69329Y104,PDLI.O,
16938V203,,No best match available
002567105,,No best match available
604871103,MSON.O,
693298101,PDRX.PK,
966837106,,No best match available
02589Y100,,No best match available
266898105,,No best match available
502074305,LMFA.O,
86771W105,RUN.O,
847248200,,No best match available
57637H103,MCFT.O,
004848107,ACFN.PK,
33848E106,PFO,
56167N720,,No best match available
73936N105,,No best match available
87972E308,,No best match available
776696106,ROP,
579176108,MKP.TO,
45670G108,,No best match available
56068V102,MJCO.O,
46131L108,,No best match available
46131M106,VGM,
46435G839,,No best match available
460919103,ITP.TO,
448811208,H.TO,
67061Y100,NMSCA.PK,
092474105,,No best match available
46132W103,,No best match available
00162Q569,,No best match available
00162Q577,,No best match available
46435G854,,No best match available
46435G607,,No best match available
46435G847,,No best match available
46435G706,,No best match available
881005201,,No best match available
373678309,GOVX.PK,
46435G821,,No best match available
46435G870,,No best match available
46435G813,,No best match available
46435G862,,No best match available
871607107,SNPS.O,
131193104,ELY,
22757R109,CRT,
46435G805,,No best match available
531927101,,No best match available
46435G888,,No best match available
03211L102,BETR.K^A18,
09066L105,,No best match available
G6331W109,,No best match available
731738100,,No best match available
97476P204,,No best match available
69341D104,,No best match available
958435109,SBI,
911380103,,No best match available
918866104,,No best match available
003013109,FCO,
542307103,,No best match available
53222K205,LFVN.O,
92828Q109,VRTS.O,
376395109,,No best match available
65715D209,,No best match available
92913A100,PPR,
09254M105,MYC,
09254R104,MYF,
09254W103,,No best match available
09255E102,MYN,
80862K104,,No best match available
00162Q551,,No best match available
05157J108,,No best match available
887317303,TWX^F18,
33734X846,,No best match available
92647N865,,No best match available
317928109,,No best match available
532791100,,No best match available
67062F100,NXP,
902925106,USAK.O,
92647N832,,No best match available
92647N873,,No best match available
19046E105,,No best match available
00900T107,AIMT.O,
553769100,MNTG.O^I14,
055472104,,No best match available
03819M106,AERG.PK,
68276T100,OPMZ.PK,
876511106,TKO.TO,
85857R303,,No best match available
148867104,,No best match available
20731J102,CNFR.O,
89557L103,TOE.V,
91599A939,,No best match available
171046105,CBKC.PK,
44930G107,ICUI.O,
753820109,,No best match available
393407101,,No best match available
608190104,MHK,
G5494J103,,No best match available
105884100,,No best match available
82967G103,,No best match available
98986X109,ZYNE.O,
82640U107,SRRA.O,
21925D109,CNR,
731822102,,No best match available
04649U102,ASUR.O,
404172108,,No best match available
22821L104,CRWN.TO,
00686U104,,No best match available
39303R102,,No best match available
85856W105,,No best match available
87258Q108,TMMI.PK,
88553J104,,No best match available
30151E608,,No best match available
30151E509,,No best match available
32008D106,FDC^G19,
292448206,ICAYY.PK,
09254E103,MYI,
500600101,KOPN.O,
87403A107,TLRD.K,
683948103,,No best match available
53224G707,LSCG.PK,
75970E107,RNST.O,
97717X511,,No best match available
97717X537,,No best match available
74255Y102,,No best match available
001084102,AGCO.K,
171117104,,No best match available
858375108,SMRT.O,
24610U105,,No best match available
36466W100,,No best match available
516648102,,No best match available
14808P109,CASS.O,
87911K100,HQL,
584949101,,No best match available
441593100,HLI,
826160103,,No best match available
918914102,,No best match available
37954Y806,,No best match available
118440106,BKE,
742282106,PNBC.PK,
05299E934,,No best match available
67110P407,,No best match available
46131T101,VTN,
920932100,,No best match available
46131R105,,No best match available
920934106,,No best match available
G28471103,,No best match available
683737209,,No best match available
91347P105,OLED.O,
101137107,BSX,
500255104,KSS,
91822J103,VBIV.O,
09254Y109,MYJ,
981442106,,No best match available
71400Y102,,No best match available
67099V938,,No best match available
70336N107,PTSC.PK,
929267102,,No best match available
67063C106,NXQ,
46121E205,INTZ.PK,
92189F593,,No best match available
83125J104,ZZZ.TO,
038496204,,No best match available
42226J108,MDS_u.TO,
26924G300,,No best match available
26779V105,DYII.PK,
G8473T100,,No best match available
464592104,,No best match available
90337L108,USPH.K,
26924G409,,No best match available
237917208,,No best match available
317492106,,No best match available
23130E104,,No best match available
74383X109,PVBC.O,
46132C107,VMO,
91399A006,,No best match available
353469109,FC,
543518104,LOOP.O,
714273109,PFOH.PK,
619430101,,No best match available
075896100,BBBY.O,
225310101,CACC.O,
23331A109,DHI,
501052104,,No best match available
63016Q102,NK.O,
37890U108,GBT.O,
042764100,,No best match available
30219G108,ESRX.O^L18,
317923100,FINL.O^F18,
670711100,,No best match available
09061Q307,BNET.PK,
91399O006,,No best match available
365476100,,No best match available
97717X453,,No best match available
40051D303,GTMAY.PK,
97717X495,,No best match available
559166103,MGIC.O,
197236102,COLB.O,
64052L106,NEOS.O,
05329M104,APR_u.TO,
92899C930,,No best match available
74837A101,,No best match available
388689101,GPK,
00435L108,ACD.TO,
09071B100,,No best match available
408859106,,No best match available
369300108,BGC^F18,
47733C207,JCTCF.O,
45409B552,,No best match available
51828C106,,No best match available
45409B560,,No best match available
67063R103,NXC,
67063V104,NXN,
746920107,,No best match available
45409B537,,No best match available
44109J106,TWNK.O,
00215C104,,No best match available
35952H601,FCEL.O,
170393102,,No best match available
855244109,SBUX.O,
91915P107,VLDI.PK,
768540106,,No best match available
G7361A108,,No best match available
863167201,STRS.O,
N3167Y103,,No best match available
37955C100,,No best match available
58489M109,MDMN.PK,
871562203,,No best match available
634865109,NKSH.O,
65136R308,,No best match available
26817R108,DYN^D18,
772089108,,No best match available
53500R104,LXh.V,
848510103,TOY.TO,
868157108,SPN,
00434X301,AEF.TO,
46435G797,,No best match available
55405U108,,No best match available
169373107,CHN,
G3729B102,,No best match available
32020V100,,No best match available
92856G106,,No best match available
153527205,CENTA.O,
003031101,,No best match available
83013Q103,SIM.V,
12634H200,PMTS.O,
465647402,ITEX.PK,
90399Q938,,No best match available
032092306,,No best match available
95766M105,MMU,
92647N881,,No best match available
92647N840,,No best match available
09254F100,MQY,
03283P106,,No best match available
292562105,WIRE.O,
48126T104,,No best match available
847577103,EDT.TO,
989922109,,No best match available
08947P103,BR.TO,
69399K000,,No best match available
02927U208,AREC.O,
25158V108,,No best match available
67063W102,,No best match available
67063X100,NXR,
41013G103,,No best match available
030099105,,No best match available
141624106,,No best match available
222654105,,No best match available
05501V104,AMZ.V,
84763F107,,No best match available
42840B101,,No best match available
494550106,,No best match available
29100U101,,No best match available
489398107,KW,
681936100,OHI,
88024L100,TMPS.PK,
053801304,AVTI.PK,
013091103,,No best match available
771195104,RHHBY.PK,
10157Q102,,No best match available
099469504,,No best match available
34459U504,,No best match available
00306J109,JEQ,
37955J105,,No best match available
502175102,LTC,
71361F100,PRCP.O,
879944205,,No best match available
521050104,LAYN.O^F18,
16944E104,,No best match available
70433R209,,No best match available
30024B203,,No best match available
233051630,,No best match available
26923G707,,No best match available
46435K103,,No best match available
46435J106,,No best match available
294766100,EQS,
296074305,ESMC.PK,
Y1799Q934,,No best match available
824596100,SHG,
233051622,,No best match available
233051614,,No best match available
147272108,,No best match available
125919308,CVU,
233051598,,No best match available
22940F103,,No best match available
09247G108,,No best match available
09247H106,,No best match available
09247K109,,No best match available
09247L107,,No best match available
163072101,CAKE.O,
46137V290,,No best match available
09074B107,BHTG.O,
09254G108,MQT,
22662K207,,No best match available
87199S932,,No best match available
537008104,LFUS.O,
00191U102,ASGN.K,
03835T200,APS.TO,
P16994132,,No best match available
204429104,CCU,
74624M102,PSTG.K,
G8915Z102,,No best match available
G6865N103,,No best match available
G28195124,,No best match available
Y1775U107,,No best match available
286082102,EFII.O^G19,
80201E108,SFEG.PK,
579064106,,No best match available
45810N302,,No best match available
10949Q105,,No best match available
290876101,EMA.TO,
228890109,,No best match available
67110P506,,No best match available
339670200,,No best match available
400518106,,No best match available
45669R701,,No best match available
67110P605,,No best match available
552374100,,No best match available
233051549,,No best match available
233051556,,No best match available
233051564,,No best match available
233051580,,No best match available
233051572,,No best match available
693419202,,No best match available
233051655,,No best match available
92189F585,,No best match available
238111207,,No best match available
25490K596,,No best match available
25490K588,,No best match available
25459Y132,,No best match available
25460E802,,No best match available
09065N102,,No best match available
60688K108,,No best match available
488360207,KEM,
378989107,GCEH.PK,
896438306,TRIB.O,
981517105,,No best match available
210502100,CPSS.O,
00301L109,,No best match available
29426L108,,No best match available
858907108,,No best match available
95766F100,,No best match available
603158106,MTX,
92553T104,,No best match available
716748306,PQUEQ.PK^B19,
404132102,,No best match available
703395103,PDCO.O,
90403T209,ULUR.PK,
461368102,,No best match available
82982L103,SITE.K,
750236101,RDN,
098570104,,No best match available
018796102,,No best match available
86881A100,SGRY.O,
00461U105,ACRS.O,
G68588105,,No best match available
74835Y101,QCOR.O^H14,
09255A100,,No best match available
09254N103,MCA,
09254T100,MFT,
09254V105,MIY,
09255G107,MPA,
749063103,QUMU.O,
98975W104,,No best match available
750753402,,No best match available
48282T104,KAI,
42834P108,STLY.PK,
63937X202,NAVB.K,
803893403,,No best match available
68699Y934,,No best match available
44052X102,,No best match available
40251W309,GURE.O,
53220K504,LGND.O,
36734P101,,No best match available
67061W104,NAZ,
67061X102,,No best match available
849163209,,No best match available
13605E101,,No best match available
876664103,TCO,
67524Q132,FEO.V,
004403101,,No best match available
669938300,,No best match available
16115Q308,GTLS.O,
75903Q201,RGBD.PK,
25475N201,DUG.V^G19,
01923A109,,No best match available
922907746,,No best match available
553477407,,No best match available
714157203,PESI.O,
78423R105,,No best match available
740822309,,No best match available
490593100,,No best match available
14888D208,CBIO.O,
760943100,,No best match available
205638109,,No best match available
091826107,BBOX.O^A19,
78454L100,SM,
895919108,,No best match available
91359V107,UVE,
811904101,CKH,
863902102,,No best match available
98942B100,,No best match available
292034204,EMPR.PK,
351680814,,No best match available
351680830,,No best match available
40425J101,HMSY.O,
697529303,,No best match available
98981X401,ZNCM.PK,
04915Q207,AIQh.V^A14,
72764Y100,,No best match available
903899102,ULBI.O,
46186X106,,No best match available
67101N106,,No best match available
67101Q109,,No best match available
67101R107,,No best match available
67101V108,,No best match available
16945G207,CCTR.PK,
44919P508,IAC.O,
268180403,DYNE.PK,
693654105,,No best match available
402635304,GPOR.O,
31983A103,FCBC.O,
71400W304,POG.V,
15641R103,,No best match available
72302T100,PNPL.PK,
50127T109,KURA.O,
88631G205,CIIT.PK,
44052V106,,No best match available
60470J103,,No best match available
M0182P100,,No best match available
68235A101,OBMP.PK,
920909108,,No best match available
920937109,,No best match available
921124103,,No best match available
67061T101,NIM,
746446103,,No best match available
74683V100,,No best match available
746921105,,No best match available
23284F105,CTMX.O,
19762B202,,No best match available
46133G107,IQI,
46435G755,,No best match available
46435G789,,No best match available
G6674U108,,No best match available
G8586W107,,No best match available
029227105,ARA,
71716A103,,No best match available
14055M106,,No best match available
79971N108,,No best match available
009905100,AKTa.TO,
Y3864F108,,No best match available
G03926105,,No best match available
132061888,,No best match available
04650Y100,HOME.K,
73071T107,PCLK.TMX^I15,
75901B107,RGNX.O,
70975L107,PEN,
G63637105,,No best match available
15671L109,CERC.O,
05581B101,,No best match available
05581C109,,No best match available
05581A103,,No best match available
05580X104,,No best match available
74347B540,,No best match available
42824C109,HPE,
74909E106,QHC,
464291103,,No best match available
46435H100,,No best match available
032724106,ANAB.O,
53634D203,,No best match available
37253Q108,,No best match available
36268Y106,,No best match available
78463X160,,No best match available
78463X178,,No best match available
83190L208,SMBK.O,
25490K513,,No best match available
25490K497,,No best match available
25490K489,,No best match available
25490K471,,No best match available
00687D101,IOTS.O,
62426E402,MPVD.TO,
46434V423,,No best match available
557808102,,No best match available
87166A104,,No best match available
25433V105,,No best match available
69391D103,PSAV.K,
675742506,,No best match available
34985Q100,FMC.V,
00972G108,AKTX.O,
58501X208,,No best match available
381430503,,No best match available
52110H100,LAZY.O,
33939L753,,No best match available
33939L746,,No best match available
26923G806,,No best match available
74347B581,,No best match available
37959M203,GGAMu.CD,
74347B573,,No best match available
74347B565,,No best match available
60151C104,MCAh.V,
74347B557,,No best match available
33740D107,FDEU.K,
11222T105,,No best match available
68236D104,,No best match available
74840M100,,No best match available
60466E100,,No best match available
927912105,,No best match available
05499M934,,No best match available
09099T935,,No best match available
46435R108,,No best match available
46435L101,,No best match available
46435M109,,No best match available
381430206,,No best match available
47804J305,,No best match available
47804J404,,No best match available
47804J503,,No best match available
47804J107,,No best match available
988918108,,No best match available
47804J206,,No best match available
47804J602,,No best match available
45409B511,,No best match available
62857M105,MYOK.O,
01748H107,ABTX.O,
09065U106,,No best match available
G0443N107,,No best match available
279870109,,No best match available
46641Q407,,No best match available
46435G722,,No best match available
78410A107,,No best match available
46435N107,,No best match available
46435P102,,No best match available
37499B931,,No best match available
53946R106,,No best match available
728137100,,No best match available
12650T104,CSRA.K^D18,
518613203,LAUR.O,
307292201,FAS.V^L17,
46138J858,,No best match available
46138J825,,No best match available
81369Y878,,No best match available
81369Y860,,No best match available
46138E826,,No best match available
46138E339,,No best match available
73937B548,,No best match available
73937B522,,No best match available
46138E396,,No best match available
45781U103,INST.K,
828363101,SIL.TO,
45327U203,IMII.PK,
26443V101,DLTH.O,
72942A107,PLXP.O,
98415E300,XCOMQ.PK,
Y95308105,,No best match available
92915B106,VYGR.O,
665575106,,No best match available
04238R106,AFI,
29460X109,EQBK.O,
666136106,,No best match available
05464T104,AXSM.O,
863077103,,No best match available
66706L101,NRE,
006903207,ADE.V,
716013107,,No best match available
04301G201,ARTL.O,
03753U106,APLS.O,
75700L108,RRR.O,
20717F108,,No best match available
852234103,SQ,
G14838109,,No best match available
12649L303,,No best match available
12649L204,,No best match available
233051523,,No best match available
67103T101,,No best match available
28866P108,,No best match available
07725L102,BGNE.O,
058592106,,No best match available
086346103,,No best match available
897787107,8TH.TG^A16,
57665R106,MTCH.O,
67075N108,NVTR.O,
N5749R100,,No best match available
78468R788,,No best match available
358055101,,No best match available
69487T202,,No best match available
35086T109,FCPT.K,
65506L105,NBLX.K,
92853A102,,No best match available
045528106,AC,
37955H109,,No best match available
238116206,DTSS.O,
78463X210,,No best match available
74641B105,,No best match available
G97223104,,No best match available
693459208,,No best match available
Y71726106,,No best match available
97717X388,,No best match available
97717X487,,No best match available
97717X396,,No best match available
464289115,,No best match available
46435G714,,No best match available
46434G871,,No best match available
46435G680,,No best match available
46435G698,,No best match available
26924G870,,No best match available
33739Q507,,No best match available
18885T306,CLPR.K,
922060108,VNJA.PK,
46138E768,,No best match available
46138E412,,No best match available
82455E107,,No best match available
26922A818,,No best match available
381430107,,No best match available
G06242104,,No best match available
949090104,WBT,
33939L712,,No best match available
33939L720,,No best match available
97717X446,,No best match available
03077T108,,No best match available
237921200,,No best match available
70499A934,,No best match available
28621V101,ELVT.K,
46435G672,,No best match available
64045Y108,,No best match available
61199B934,,No best match available
33739Q606,,No best match available
45499E938,,No best match available
806870200,SMIT.O,
288664204,ECT.V,
670712108,,No best match available
45845F100,IBIT.V,
30066J106,XGN.O,
98585L100,YRD,
52170Y100,,No best match available
284902509,ELD.TO,
26924G888,,No best match available
71677L106,PRHR.PK,
74967R106,RMR.O,
