,Instrument,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Net Income/Starting Line, Cumulative",Delisted Quote Flag,Total Current Liabilities,Operating Income,Net Debt Incl. Pref.Stock & Min.Interest,Inventories (CF),Cash,Price
19,1351548,,302493000.0,12635000.0,,181660000.0,32690000.0,111884000.0,-785000.0,,
20,1351548,,302493000.0,12635000.0,,181660000.0,32690000.0,111884000.0,-785000.0,,
21,1351548,,306015000.0,-23430000.0,,233850000.0,-26447000.0,131220000.0,-2701000.0,,
22,1351548,,306015000.0,-23430000.0,,233850000.0,-26447000.0,131220000.0,-2701000.0,,
23,1351548,,306015000.0,-23430000.0,,233850000.0,-26447000.0,131220000.0,-2701000.0,,
24,1351548,,306015000.0,-23430000.0,,233850000.0,-26447000.0,131220000.0,-2701000.0,,
25,1351548,,427756000.0,-13971000.0,,301012000.0,-7897000.0,154917000.0,405000.0,,
26,1351548,,427756000.0,-13971000.0,,301012000.0,-7897000.0,154917000.0,405000.0,,
27,1351548,,427756000.0,-13971000.0,,301012000.0,-7897000.0,154917000.0,405000.0,,
28,1351548,,427756000.0,-13971000.0,,301012000.0,-7897000.0,154917000.0,405000.0,,
29,1351548,,478755000.0,-20370000.0,,359326000.0,-9834000.0,275774000.0,-9012000.0,,
30,1351548,,478755000.0,-20370000.0,,359326000.0,-9834000.0,275774000.0,-9012000.0,,
31,1351548,,478755000.0,-20370000.0,,359326000.0,-9834000.0,275774000.0,-9012000.0,,
32,1351548,,478755000.0,-20370000.0,,359326000.0,-9834000.0,275774000.0,-9012000.0,,
33,1351548,,665457000.0,-60253000.0,,449367000.0,-35313000.0,536119000.0,-1927000.0,,
34,1351548,,665457000.0,-60253000.0,,449367000.0,-35313000.0,536119000.0,-1927000.0,,
35,1351548,,665457000.0,-60253000.0,,449367000.0,-35313000.0,536119000.0,-1927000.0,,
36,1351548,,665457000.0,-60253000.0,,449367000.0,-35313000.0,536119000.0,-1927000.0,,
37,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
38,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
39,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
40,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
41,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
42,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
43,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
44,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
45,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
46,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
47,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
48,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
49,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
50,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
51,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
52,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
53,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
54,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
55,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
56,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
57,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
58,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
59,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
60,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
61,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
62,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
63,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
64,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
65,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
66,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
67,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
68,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
69,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
70,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
71,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
72,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
73,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
74,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
75,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
76,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
77,1351548,,507327000.0,-248189000.0,,293032000.0,-220371000.0,435534000.0,4943000.0,,
78,880406,,,,0.0,,,,,,
79,855182,,40000.0,827000.0,1.0,5317000.0,-303000.0,-36322000.0,-3755000.0,,
80,855182,,40000.0,827000.0,,5317000.0,-303000.0,-36322000.0,-3755000.0,,
81,855182,,40000.0,827000.0,,5317000.0,-303000.0,-36322000.0,-3755000.0,,
82,855182,,40000.0,827000.0,,5317000.0,-303000.0,-36322000.0,-3755000.0,,
83,855182,,31000.0,-1502000.0,,6761000.0,-3444000.0,-26335000.0,-4057000.0,,
84,855182,,31000.0,-1502000.0,,6761000.0,-3444000.0,-26335000.0,-4057000.0,,
85,855182,,31000.0,-1502000.0,,6761000.0,-3444000.0,-26335000.0,-4057000.0,,
86,855182,,31000.0,-1502000.0,,6761000.0,-3444000.0,-26335000.0,-4057000.0,,
87,855182,,4222000.0,-9595000.0,,11842000.0,-11859000.0,-8866000.0,-2756000.0,,
88,855182,,4222000.0,-9595000.0,,11842000.0,-11859000.0,-8866000.0,-2756000.0,,
89,855182,,4222000.0,-9595000.0,,11842000.0,-11859000.0,-8866000.0,-2756000.0,,
90,855182,,4222000.0,-9595000.0,,11842000.0,-11859000.0,-8866000.0,-2756000.0,,
91,855182,,2685000.0,-7286000.0,,11759000.0,-7539000.0,-9061000.0,0.0,,
92,855182,,2685000.0,-7286000.0,,11759000.0,-7539000.0,-9061000.0,0.0,,
93,855182,,2685000.0,-7286000.0,,11759000.0,-7539000.0,-9061000.0,0.0,,
94,855182,,2685000.0,-7286000.0,,11759000.0,-7539000.0,-9061000.0,0.0,,
95,855182,,1184000.0,-21450000.0,,4226000.0,-3888000.0,-12991000.0,0.0,,
96,855182,,1184000.0,-21450000.0,,4226000.0,-3888000.0,-12991000.0,0.0,,
97,855182,,1184000.0,-21450000.0,,4226000.0,-3888000.0,-12991000.0,0.0,,
98,855182,,1184000.0,-21450000.0,,4226000.0,-3888000.0,-12991000.0,0.0,,
99,855182,,0.0,-10919000.0,,1863000.0,-5883000.0,-7726000.0,141000.0,,
100,855182,,0.0,-10919000.0,,1863000.0,-5883000.0,-7726000.0,141000.0,,
101,855182,,0.0,-10919000.0,,1863000.0,-5883000.0,-7726000.0,141000.0,,
102,855182,,0.0,-10919000.0,,1863000.0,-5883000.0,-7726000.0,141000.0,,
103,855182,,0.0,-9245000.0,,8696000.0,-9676000.0,-6857000.0,-651000.0,,
104,855182,,0.0,-9245000.0,,8696000.0,-9676000.0,-6857000.0,-651000.0,,
105,855182,,0.0,-9245000.0,,8696000.0,-9676000.0,-6857000.0,-651000.0,,
106,855182,,0.0,-9245000.0,,8696000.0,-9676000.0,-6857000.0,-651000.0,,
107,855182,,0.0,405000.0,,1534000.0,-800000.0,-4812000.0,2705000.0,,
108,855182,,0.0,405000.0,,1534000.0,-800000.0,-4812000.0,2705000.0,,
109,855182,,0.0,405000.0,,1534000.0,-800000.0,-4812000.0,2705000.0,,
110,855182,,0.0,405000.0,,1534000.0,-800000.0,-4812000.0,2705000.0,,
111,855182,,0.0,405000.0,,1534000.0,-800000.0,-4812000.0,2705000.0,,
112,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
113,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
114,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
115,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
116,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
117,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
118,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
119,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
120,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
121,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
122,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
123,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
124,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
125,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
126,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
127,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
128,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
129,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
130,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
131,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
132,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
133,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
134,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
135,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
136,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
137,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
138,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
139,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
140,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
141,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
142,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
143,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
144,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
145,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
146,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
147,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
148,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
149,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
150,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
151,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
152,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
153,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
154,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
155,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
156,855182,,0.0,-8540000.0,,731000.0,-9238000.0,-5770000.0,1785000.0,,
157,64279,,14000000.0,109000.0,1.0,49615000.0,111000.0,14000000.0,-4274000.0,,
158,64279,,14000000.0,109000.0,,49615000.0,111000.0,14000000.0,-4274000.0,,
159,64279,,14000000.0,109000.0,,49615000.0,111000.0,14000000.0,-4274000.0,,
160,64279,,14000000.0,109000.0,,49615000.0,111000.0,14000000.0,-4274000.0,,
161,64279,,46000000.0,-131508000.0,,148004000.0,920000.0,-2906000.0,-1561000.0,,
162,64279,,46000000.0,-131508000.0,,148004000.0,920000.0,-2906000.0,-1561000.0,,
163,64279,,46000000.0,-131508000.0,,148004000.0,920000.0,-2906000.0,-1561000.0,,
164,64279,,46000000.0,-131508000.0,,148004000.0,920000.0,-2906000.0,-1561000.0,,
165,64279,,46000000.0,-131508000.0,,148004000.0,920000.0,-2906000.0,-1561000.0,,
166,64279,,104657000.0,-148061000.0,,112974000.0,-104917000.0,104157000.0,-222000.0,,
167,64279,,104657000.0,-148061000.0,,112974000.0,-104917000.0,104157000.0,-222000.0,,
168,64279,,104657000.0,-148061000.0,,112974000.0,-104917000.0,104157000.0,-222000.0,,
169,64279,,0.0,18041000.0,,25151000.0,17942000.0,18550000.0,211000.0,,
170,64279,,0.0,18041000.0,,25151000.0,17942000.0,18550000.0,211000.0,,
171,64279,,0.0,18041000.0,,25151000.0,17942000.0,18550000.0,211000.0,,
172,64279,,0.0,18041000.0,,25151000.0,17942000.0,18550000.0,211000.0,,
173,64279,,130000000.0,-30918000.0,,34332000.0,-38947000.0,58687000.0,-142000.0,,
174,64279,,130000000.0,-30918000.0,,34332000.0,-38947000.0,58687000.0,-142000.0,,
175,64279,,130000000.0,-30918000.0,,34332000.0,-38947000.0,58687000.0,-142000.0,,
176,64279,,130000000.0,-30918000.0,,34332000.0,-38947000.0,58687000.0,-142000.0,,
177,64279,,270000000.0,-51671000.0,,75218000.0,-43940000.0,95550000.0,103000.0,,
178,64279,,270000000.0,-51671000.0,,75218000.0,-43940000.0,95550000.0,103000.0,,
179,64279,,270000000.0,-51671000.0,,75218000.0,-43940000.0,95550000.0,103000.0,,
180,64279,,270000000.0,-51671000.0,,75218000.0,-43940000.0,95550000.0,103000.0,,
181,64279,,270000000.0,-39712000.0,,129036000.0,-22373000.0,166777000.0,-7127000.0,,
182,64279,,270000000.0,-39712000.0,,129036000.0,-22373000.0,166777000.0,-7127000.0,,
183,64279,,270000000.0,-39712000.0,,129036000.0,-22373000.0,166777000.0,-7127000.0,,
184,64279,,270000000.0,-39712000.0,,129036000.0,-22373000.0,166777000.0,-7127000.0,,
185,64279,,244620000.0,-47654000.0,,143018000.0,-32567000.0,255833000.0,-17050000.0,,
186,64279,,244620000.0,-47654000.0,,143018000.0,-32567000.0,255833000.0,-17050000.0,,
187,64279,,244620000.0,-47654000.0,,143018000.0,-32567000.0,255833000.0,-17050000.0,,
188,64279,,244620000.0,-47654000.0,,143018000.0,-32567000.0,255833000.0,-17050000.0,,
189,64279,,808051000.0,-59734000.0,,400312000.0,3509000.0,1061971000.0,13527000.0,,
190,64279,,808051000.0,-59734000.0,,400312000.0,3509000.0,1061971000.0,13527000.0,,
191,64279,,808051000.0,-59734000.0,,400312000.0,3509000.0,1061971000.0,13527000.0,,
192,64279,,808051000.0,-59734000.0,,400312000.0,3509000.0,1061971000.0,13527000.0,,
193,64279,,374720000.0,-216694000.0,,279812000.0,-155234000.0,440168000.0,-19777000.0,,
194,64279,,374720000.0,-216694000.0,,279812000.0,-155234000.0,440168000.0,-19777000.0,,
195,64279,,374720000.0,-216694000.0,,279812000.0,-155234000.0,440168000.0,-19777000.0,,
196,64279,,374720000.0,-216694000.0,,279812000.0,-155234000.0,440168000.0,-19777000.0,,
197,64279,,374720000.0,-210986000.0,,244535000.0,-168434000.0,378486000.0,-16535000.0,,
198,64279,,374720000.0,-210986000.0,,244535000.0,-168434000.0,378486000.0,-16535000.0,,
199,64279,,374720000.0,-210986000.0,,244535000.0,-168434000.0,378486000.0,-16535000.0,,
200,64279,,374720000.0,-210986000.0,,244535000.0,-168434000.0,378486000.0,-16535000.0,,
201,64279,,559976000.0,-120342000.0,,418244000.0,-78985000.0,376355000.0,10895000.0,,
202,64279,,559976000.0,-120342000.0,,418244000.0,-78985000.0,376355000.0,10895000.0,,
203,64279,,559976000.0,-120342000.0,,418244000.0,-78985000.0,376355000.0,10895000.0,,
204,64279,,559976000.0,-120342000.0,,418244000.0,-78985000.0,376355000.0,10895000.0,,
205,64279,,553586000.0,-15968000.0,,421399000.0,1368000.0,698822000.0,2187000.0,,
206,64279,,553586000.0,-15968000.0,,421399000.0,1368000.0,698822000.0,2187000.0,,
207,64279,,553586000.0,-15968000.0,,421399000.0,1368000.0,698822000.0,2187000.0,,
208,64279,,553586000.0,-15968000.0,,421399000.0,1368000.0,698822000.0,2187000.0,,
209,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
210,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
211,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
212,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
213,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
214,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
215,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
216,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
217,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
218,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
219,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
220,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
221,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
222,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
223,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
224,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
225,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
226,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
227,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
228,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
229,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
230,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
231,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
232,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
233,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
234,64279,,557302000.0,-104294000.0,,357514000.0,-97601000.0,1154517000.0,7741000.0,,
235,921187,,,,1.0,,,,,,
236,61398,,0.0,945000.0,0.0,3185000.0,2570000.0,1543000.0,14000.0,133000.0,
237,61398,,0.0,945000.0,,3185000.0,2570000.0,1543000.0,14000.0,133000.0,
238,61398,,0.0,1490000.0,,4993000.0,3882000.0,-777000.0,-33000.0,141000.0,
239,61398,,0.0,1490000.0,,4993000.0,3882000.0,-777000.0,-33000.0,141000.0,
240,61398,,0.0,1490000.0,,4993000.0,3882000.0,-777000.0,-33000.0,141000.0,
241,61398,,0.0,1490000.0,,4993000.0,3882000.0,-777000.0,-33000.0,141000.0,
242,61398,,0.0,1072000.0,,3642000.0,3475000.0,-937000.0,-308000.0,17000.0,
243,61398,,0.0,1072000.0,,3642000.0,3475000.0,-937000.0,-308000.0,17000.0,
244,61398,,0.0,1072000.0,,3642000.0,3475000.0,-937000.0,-308000.0,17000.0,
245,61398,,0.0,1072000.0,,3642000.0,3475000.0,-937000.0,-308000.0,17000.0,
246,61398,,0.0,92000.0,,3643000.0,538000.0,-2752000.0,85000.0,270000.0,
247,61398,,0.0,92000.0,,3643000.0,538000.0,-2752000.0,85000.0,270000.0,
248,61398,,0.0,92000.0,,3643000.0,538000.0,-2752000.0,85000.0,270000.0,
249,61398,,0.0,92000.0,,3643000.0,538000.0,-2752000.0,85000.0,270000.0,
250,61398,,0.0,152000.0,,6034000.0,490000.0,-4907000.0,-69000.0,180000.0,
251,61398,,0.0,152000.0,,6034000.0,490000.0,-4907000.0,-69000.0,180000.0,
252,61398,,0.0,152000.0,,6034000.0,490000.0,-4907000.0,-69000.0,180000.0,
253,61398,,0.0,152000.0,,6034000.0,490000.0,-4907000.0,-69000.0,180000.0,
254,61398,,0.0,152000.0,,6034000.0,490000.0,-4907000.0,-69000.0,180000.0,
255,61398,,0.0,350000.0,,6185000.0,-981000.0,-6458000.0,-142000.0,1648000.0,
256,61398,,0.0,350000.0,,6185000.0,-981000.0,-6458000.0,-142000.0,1648000.0,
257,61398,,0.0,350000.0,,6185000.0,-981000.0,-6458000.0,-142000.0,1648000.0,
258,61398,,0.0,87000.0,,4936000.0,-28000.0,-6367000.0,57000.0,309000.0,
259,61398,,0.0,87000.0,,4936000.0,-28000.0,-6367000.0,57000.0,309000.0,
260,61398,,0.0,87000.0,,4936000.0,-28000.0,-6367000.0,57000.0,309000.0,
261,61398,,0.0,87000.0,,4936000.0,-28000.0,-6367000.0,57000.0,309000.0,
262,61398,,0.0,749000.0,,3879000.0,2927140.0,-22423000.0,-171000.0,1926000.0,
263,61398,,0.0,749000.0,,3879000.0,2927140.0,-22423000.0,-171000.0,1926000.0,
264,61398,,0.0,749000.0,,3879000.0,2927140.0,-22423000.0,-171000.0,1926000.0,
265,61398,,0.0,749000.0,,3879000.0,2927140.0,-22423000.0,-171000.0,1926000.0,
266,61398,,0.0,749000.0,,3879000.0,2927140.0,-22423000.0,-171000.0,1926000.0,
267,61398,,0.0,446840.0,,8566000.0,-224390.0,-31444000.0,143950.0,3421000.0,
268,61398,,0.0,446840.0,,8566000.0,-224390.0,-31444000.0,143950.0,3421000.0,
269,61398,,0.0,446840.0,,8566000.0,-224390.0,-31444000.0,143950.0,3421000.0,
270,61398,,0.0,-8891650.0,,8678000.0,3316010.0,-36323000.0,-428330.0,2916000.0,
271,61398,,0.0,-8891650.0,,8678000.0,3316010.0,-36323000.0,-428330.0,2916000.0,
272,61398,,0.0,-8891650.0,,8678000.0,3316010.0,-36323000.0,-428330.0,2916000.0,
273,61398,,0.0,-8891650.0,,8678000.0,3316010.0,-36323000.0,-428330.0,2916000.0,
274,61398,,0.0,664580.0,,6381000.0,1279930.0,-35686000.0,203310.0,13295000.0,
275,61398,,0.0,664580.0,,6381000.0,1279930.0,-35686000.0,203310.0,13295000.0,
276,61398,,0.0,664580.0,,6381000.0,1279930.0,-35686000.0,203310.0,13295000.0,
277,61398,,0.0,664580.0,,6381000.0,1279930.0,-35686000.0,203310.0,13295000.0,
278,61398,,1154020.0,-1457000.0,,6112900.0,2452000.0,-30716240.0,647000.0,18030160.0,
279,61398,,1154020.0,-1457000.0,,6112900.0,2452000.0,-30716240.0,647000.0,18030160.0,
280,61398,,1154020.0,-1457000.0,,6112900.0,2452000.0,-30716240.0,647000.0,18030160.0,
281,61398,,1154020.0,-1457000.0,,6112900.0,2452000.0,-30716240.0,647000.0,18030160.0,
282,61398,,1423000.0,-32437000.0,,6469000.0,-28219000.0,-27750000.0,143000.0,,
283,61398,,1423000.0,-32437000.0,,6469000.0,-28219000.0,-27750000.0,143000.0,,
284,61398,,1423000.0,-32437000.0,,6469000.0,-28219000.0,-27750000.0,143000.0,,
285,61398,,1423000.0,-32437000.0,,6469000.0,-28219000.0,-27750000.0,143000.0,,
286,61398,,920000.0,26483000.0,,7531000.0,19774000.0,-40295000.0,142000.0,,
287,61398,,920000.0,26483000.0,,7531000.0,19774000.0,-40295000.0,142000.0,,
288,61398,,920000.0,26483000.0,,7531000.0,19774000.0,-40295000.0,142000.0,,
289,61398,,920000.0,26483000.0,,7531000.0,19774000.0,-40295000.0,142000.0,,
290,61398,,441000.0,-19767000.0,,5824000.0,-18283000.0,-8570000.0,-47000.0,,
291,61398,,441000.0,-19767000.0,,5824000.0,-18283000.0,-8570000.0,-47000.0,,
292,61398,,441000.0,-19767000.0,,5824000.0,-18283000.0,-8570000.0,-47000.0,,
293,61398,,441000.0,-19767000.0,,5824000.0,-18283000.0,-8570000.0,-47000.0,,
