,Instrument,Tangible Book Value - Utility,Market Capitalisation,Stock Price,Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period Average (Pvt)",Tangible Book Value - Banks,Has Filed For Bankruptcy,Earnings Before Interest & Taxes (EBIT) (Pvt),"Working Capital, Period over Period % Change (Pvt)",Tangible Book Value - Insurance
0,1351548,44391000.0,,,-13071000.0,,44391000.0,,,,44391000.0
1,1351548,81044000.0,,,13938000.0,,81044000.0,,,,81044000.0
2,1351548,81044000.0,,,13938000.0,,81044000.0,,,,81044000.0
3,1351548,81044000.0,,,13938000.0,,81044000.0,,,,81044000.0
4,1351548,81044000.0,,,13938000.0,,81044000.0,,,,81044000.0
5,1351548,144779000.0,,,68806000.0,,144779000.0,,,,144779000.0
6,1351548,144779000.0,,,68806000.0,,144779000.0,,,,144779000.0
7,1351548,144779000.0,,,68806000.0,,144779000.0,,,,144779000.0
8,1351548,144779000.0,,,68806000.0,,144779000.0,,,,144779000.0
9,1351548,169132000.0,,,85356000.0,,169132000.0,,,,169132000.0
10,1351548,169132000.0,,,85356000.0,,169132000.0,,,,169132000.0
11,1351548,169132000.0,,,85356000.0,,169132000.0,,,,169132000.0
12,1351548,169132000.0,,,85356000.0,,169132000.0,,,,169132000.0
13,1351548,158968000.0,,,62513000.0,,158968000.0,,,,158968000.0
14,1351548,158968000.0,,,62513000.0,,158968000.0,,,,158968000.0
15,1351548,158968000.0,,,62513000.0,,158968000.0,,,,158968000.0
16,1351548,158968000.0,,,62513000.0,,158968000.0,,,,158968000.0
17,1351548,257941000.0,,,75148000.0,,257941000.0,,,,257941000.0
18,1351548,257941000.0,,,75148000.0,,257941000.0,,,,257941000.0
19,1351548,257941000.0,,,75148000.0,,257941000.0,,,,257941000.0
20,1351548,257941000.0,,,75148000.0,,257941000.0,,,,257941000.0
21,1351548,237920000.0,,,51718000.0,,237920000.0,,,,237920000.0
22,1351548,237920000.0,,,51718000.0,,237920000.0,,,,237920000.0
23,1351548,237920000.0,,,51718000.0,,237920000.0,,,,237920000.0
24,1351548,237920000.0,,,51718000.0,,237920000.0,,,,237920000.0
25,1351548,228776000.0,,,37746000.0,,228776000.0,,,,228776000.0
26,1351548,228776000.0,,,37746000.0,,228776000.0,,,,228776000.0
27,1351548,228776000.0,,,37746000.0,,228776000.0,,,,228776000.0
28,1351548,228776000.0,,,37746000.0,,228776000.0,,,,228776000.0
29,1351548,209496000.0,,,17376000.0,,209496000.0,,,,209496000.0
30,1351548,209496000.0,,,17376000.0,,209496000.0,,,,209496000.0
31,1351548,209496000.0,,,17376000.0,,209496000.0,,,,209496000.0
32,1351548,209496000.0,,,17376000.0,,209496000.0,,,,209496000.0
33,1351548,152119000.0,,,-42877000.0,,152119000.0,,,,152119000.0
34,1351548,152119000.0,,,-42877000.0,,152119000.0,,,,152119000.0
35,1351548,152119000.0,,,-42877000.0,,152119000.0,,,,152119000.0
36,1351548,152119000.0,,,-42877000.0,,152119000.0,,,,152119000.0
37,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
38,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
39,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
40,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
41,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
42,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
43,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
44,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
45,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
46,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
47,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
48,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
49,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
50,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
51,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
52,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
53,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
54,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
55,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
56,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
57,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
58,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
59,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
60,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
61,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
62,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
63,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
64,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
65,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
66,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
67,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
68,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
69,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
70,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
71,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
72,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
73,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
74,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
75,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
76,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
77,1351548,-93927000.0,,,-291066000.0,,-93927000.0,,,,-93927000.0
78,880406,,,,,,,,,,
79,855182,48255000.0,,,-15229000.0,,48255000.0,,,,48255000.0
80,855182,48255000.0,,,-15229000.0,,48255000.0,,,,48255000.0
81,855182,48255000.0,,,-15229000.0,,48255000.0,,,,48255000.0
82,855182,48255000.0,,,-15229000.0,,48255000.0,,,,48255000.0
83,855182,47108000.0,,,-16731000.0,,47108000.0,,,,47108000.0
84,855182,47108000.0,,,-16731000.0,,47108000.0,,,,47108000.0
85,855182,47108000.0,,,-16731000.0,,47108000.0,,,,47108000.0
86,855182,47108000.0,,,-16731000.0,,47108000.0,,,,47108000.0
87,855182,38255000.0,,,-26326000.0,,38255000.0,,,,38255000.0
88,855182,38255000.0,,,-26326000.0,,38255000.0,,,,38255000.0
89,855182,38255000.0,,,-26326000.0,,38255000.0,,,,38255000.0
90,855182,38255000.0,,,-26326000.0,,38255000.0,,,,38255000.0
91,855182,36861000.0,,,-40422000.0,,36861000.0,,,,36861000.0
92,855182,36861000.0,,,-40422000.0,,36861000.0,,,,36861000.0
93,855182,36861000.0,,,-40422000.0,,36861000.0,,,,36861000.0
94,855182,36861000.0,,,-40422000.0,,36861000.0,,,,36861000.0
95,855182,29448000.0,,,-61872000.0,,29448000.0,,,,29448000.0
96,855182,29448000.0,,,-61872000.0,,29448000.0,,,,29448000.0
97,855182,29448000.0,,,-61872000.0,,29448000.0,,,,29448000.0
98,855182,29448000.0,,,-61872000.0,,29448000.0,,,,29448000.0
99,855182,18740000.0,,,-72790000.0,,18740000.0,,,,18740000.0
100,855182,18740000.0,,,-72790000.0,,18740000.0,,,,18740000.0
