,Instrument,Tangible Book Value - Utility,Market Capitalisation,Stock Price,Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period Average (Pvt)",Tangible Book Value - Banks,Has Filed For Bankruptcy,Earnings Before Interest & Taxes (EBIT) (Pvt),"Working Capital, Period over Period % Change (Pvt)",Tangible Book Value - Insurance
0,1354327,,,,,,,,,,
1,1354327,,,,,,,,,,
2,1354327,,,,,,,,,,
3,1354327,,,,,,,,,,
4,1354327,,,,,,,,,,
5,1354327,,,,,,,,,,
6,1354327,,,,,,,,,,
7,1354327,,,,,,,,,,
8,1354327,,,,,,,,,,
9,1354327,,,,,,,,,,
10,1354327,,,,,,,,,,
11,1354327,,,,,,,,,,
12,1354327,,,,,,,,,,
13,1354327,,,,,,,,,,
14,1354327,,,,,,,,,,
15,1354327,,,,,,,,,,
16,1354327,,,,,,,,,,
17,1354327,,,,,,,,,,
18,1354327,,,,,,,,,,
19,1354327,-126521000.0,,,6992000.0,,-126521000.0,,,,-126521000.0
20,1354327,-126521000.0,,,6992000.0,,-126521000.0,,,,-126521000.0
21,1354327,-126521000.0,,,6992000.0,,-126521000.0,,,,-126521000.0
22,1354327,-126521000.0,,,6992000.0,,-126521000.0,,,,-126521000.0
23,1354327,-126521000.0,,,6992000.0,,-126521000.0,,,,-126521000.0
24,1354327,-120837000.0,,,0.0,,-120837000.0,,,,-120837000.0
25,1354327,-120837000.0,,,0.0,,-120837000.0,,,,-120837000.0
26,1354327,-120837000.0,,,0.0,,-120837000.0,,,,-120837000.0
27,1354327,-120837000.0,,,0.0,,-120837000.0,,,,-120837000.0
28,1354327,-66360000.0,,,-969000.0,,-66360000.0,,,,-66360000.0
29,1354327,-66360000.0,,,-969000.0,,-66360000.0,,,,-66360000.0
30,1354327,-66360000.0,,,-969000.0,,-66360000.0,,,,-66360000.0
31,1354327,-66360000.0,,,-969000.0,,-66360000.0,,,,-66360000.0
32,1354327,-55524000.0,,,-346000.0,,-55524000.0,,,,-55524000.0
33,1354327,-55524000.0,,,-346000.0,,-55524000.0,,,,-55524000.0
34,1354327,-55524000.0,,,-346000.0,,-55524000.0,,,,-55524000.0
35,1354327,-55524000.0,,,-346000.0,,-55524000.0,,,,-55524000.0
36,1354327,1507000.0,,,-163378000.0,,1507000.0,,,,1507000.0
37,1354327,1507000.0,,,-163378000.0,,1507000.0,,,,1507000.0
38,1354327,1507000.0,,,-163378000.0,,1507000.0,,,,1507000.0
39,1354327,1507000.0,,,-163378000.0,,1507000.0,,,,1507000.0
40,1354327,687000.0,,,-172795000.0,,687000.0,,,,687000.0
41,1354327,687000.0,,,-172795000.0,,687000.0,,,,687000.0
42,1354327,687000.0,,,-172795000.0,,687000.0,,,,687000.0
43,1354327,687000.0,,,-172795000.0,,687000.0,,,,687000.0
44,1354327,18751000.0,,,-187290000.0,,18751000.0,,,,18751000.0
45,1354327,18751000.0,,,-187290000.0,,18751000.0,,,,18751000.0
46,1354327,18751000.0,,,-187290000.0,,18751000.0,,,,18751000.0
47,1354327,18751000.0,,,-187290000.0,,18751000.0,,,,18751000.0
48,1354327,15532000.0,,,-204188000.0,,15532000.0,,,,15532000.0
49,1354327,15532000.0,,,-204188000.0,,15532000.0,,,,15532000.0
50,1354327,15532000.0,,,-204188000.0,,15532000.0,,,,15532000.0
51,1354327,15532000.0,,,-204188000.0,,15532000.0,,,,15532000.0
52,1354327,28883000.0,,,-195233000.0,,28883000.0,,,,28883000.0
53,1354327,28883000.0,,,-195233000.0,,28883000.0,,,,28883000.0
54,1354327,28883000.0,,,-195233000.0,,28883000.0,,,,28883000.0
55,1354327,28883000.0,,,-195233000.0,,28883000.0,,,,28883000.0
56,1354327,10206000.0,,,-168414000.0,,10206000.0,,,,10206000.0
57,1354327,10206000.0,,,-168414000.0,,10206000.0,,,,10206000.0
58,1354327,10206000.0,,,-168414000.0,,10206000.0,,,,10206000.0
59,1354327,10206000.0,,,-168414000.0,,10206000.0,,,,10206000.0
60,1354327,-75328000.0,,,-152009000.0,,-75328000.0,,,,-75328000.0
61,1354327,-75328000.0,,,-152009000.0,,-75328000.0,,,,-75328000.0
62,1354327,-75328000.0,,,-152009000.0,,-75328000.0,,,,-75328000.0
63,1354327,-75328000.0,,,-152009000.0,,-75328000.0,,,,-75328000.0
64,1354327,-37985000.0,,,-128457000.0,,-37985000.0,,,,-37985000.0
65,1354327,-37985000.0,,,-128457000.0,,-37985000.0,,,,-37985000.0
