,Instrument,Tangible Book Value - Utility,Market Capitalisation,Stock Price,Retained Earnings (Accumulated Deficit),"Working Capital, Period over Period Average (Pvt)",Tangible Book Value - Banks,Has Filed For Bankruptcy,Earnings Before Interest & Taxes (EBIT) (Pvt),"Working Capital, Period over Period % Change (Pvt)",Tangible Book Value - Insurance
0,1289001,,,,,,,,,,
1,1111247,,,,,,,,,,
2,1111247,,,,,,,,,,
3,1111247,,,,,,,,,,
4,1111247,,,,,,,,,,
5,1111247,,,,,,,,,,
6,1111247,,,,,,,,,,
7,1111247,,,,,,,,,,
8,1111247,,,,,,,,,,
9,1111247,,,,,,,,,,
10,1111247,,,,,,,,,,
11,1111247,,,,,,,,,,
12,1111247,-41765000.0,,,-40310000.0,,-41765000.0,,,,-41765000.0
13,1111247,-41765000.0,,,-40310000.0,,-41765000.0,,,,-41765000.0
14,1111247,-41765000.0,,,-40310000.0,,-41765000.0,,,,-41765000.0
15,1111247,-41765000.0,,,-40310000.0,,-41765000.0,,,,-41765000.0
16,1111247,-45626000.0,,,-44430000.0,,-45626000.0,,,,-45626000.0
17,1111247,-45626000.0,,,-44430000.0,,-45626000.0,,,,-45626000.0
18,1111247,-45626000.0,,,-44430000.0,,-45626000.0,,,,-45626000.0
19,1111247,-45626000.0,,,-44430000.0,,-45626000.0,,,,-45626000.0
20,1111247,-45626000.0,,,-44430000.0,,-45626000.0,,,,-45626000.0
21,1111247,29988000.0,,,-40981000.0,,29988000.0,,,,29988000.0
22,1111247,29988000.0,,,-40981000.0,,29988000.0,,,,29988000.0
23,1111247,29988000.0,,,-40981000.0,,29988000.0,,,,29988000.0
24,1111247,29988000.0,,,-40981000.0,,29988000.0,,,,29988000.0
25,1111247,43168000.0,,,-33288000.0,,43168000.0,,,,43168000.0
26,1111247,43168000.0,,,-33288000.0,,43168000.0,,,,43168000.0
27,1111247,43168000.0,,,-33288000.0,,43168000.0,,,,43168000.0
28,1111247,43168000.0,,,-33288000.0,,43168000.0,,,,43168000.0
29,1111247,38638000.0,,,-38296000.0,,38638000.0,,,,38638000.0
30,1111247,38638000.0,,,-38296000.0,,38638000.0,,,,38638000.0
31,1111247,38638000.0,,,-38296000.0,,38638000.0,,,,38638000.0
32,1111247,38638000.0,,,-38296000.0,,38638000.0,,,,38638000.0
33,1111247,30185000.0,,,-56937000.0,,30185000.0,,,,30185000.0
34,1111247,30185000.0,,,-56937000.0,,30185000.0,,,,30185000.0
35,1111247,30185000.0,,,-56937000.0,,30185000.0,,,,30185000.0
36,1111247,30185000.0,,,-56937000.0,,30185000.0,,,,30185000.0
37,1111247,20784000.0,,,-64220000.0,,20784000.0,,,,20784000.0
38,1111247,20784000.0,,,-64220000.0,,20784000.0,,,,20784000.0
39,1111247,20784000.0,,,-64220000.0,,20784000.0,,,,20784000.0
40,1111247,20784000.0,,,-64220000.0,,20784000.0,,,,20784000.0
41,1111247,29101000.0,,,-58349000.0,,29101000.0,,,,29101000.0
42,1111247,29101000.0,,,-58349000.0,,29101000.0,,,,29101000.0
43,1111247,29101000.0,,,-58349000.0,,29101000.0,,,,29101000.0
44,1111247,29101000.0,,,-58349000.0,,29101000.0,,,,29101000.0
45,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
46,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
47,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
48,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
49,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
50,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
51,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
52,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
53,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
54,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
55,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
56,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
57,1111247,65473000.0,,,-29959000.0,,65473000.0,,,,65473000.0
