,Instrument,"Total Assets, Reported",Tangible Book Value - Reported,Instrument Is Active Flag,Accounts Payable (CF),"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)",Company Common Name,Bankruptcy Filing Date,Market Value for Company,Net Sales,Tangible Book Value Per Share
0,1289001,,,,,,,,,,
1,1111247,,,0.0,,,RightNow Technologies Inc,,,,
2,1111247,,,,,,,,,,
3,1111247,,,,,,,,,,
4,1111247,,,,,,,,,,
5,1111247,,,,,,,,,,
6,1111247,,,,,,,,,,
7,1111247,,,,,,,,,,
8,1111247,,,,-929000.0,,,,,21007000.0,
9,1111247,,,,-929000.0,,,,,21007000.0,
10,1111247,,,,-929000.0,,,,,21007000.0,
11,1111247,,,,-929000.0,,,,,21007000.0,
12,1111247,23102000.0,-41765000.0,,8000.0,,,,,26941000.0,-2.90164
13,1111247,23102000.0,-41765000.0,,8000.0,,,,,26941000.0,-2.90164
14,1111247,23102000.0,-41765000.0,,8000.0,,,,,26941000.0,-2.90164
15,1111247,23102000.0,-41765000.0,,8000.0,,,,,26941000.0,-2.90164
16,1111247,29386000.0,-45626000.0,,1107000.0,,,,,35879000.0,-3.09823
17,1111247,29386000.0,-45626000.0,,1107000.0,,,,,35879000.0,-3.09823
18,1111247,29386000.0,-45626000.0,,1107000.0,,,,,35879000.0,-3.09823
19,1111247,29386000.0,-45626000.0,,1107000.0,,,,,35879000.0,-3.09823
20,1111247,29386000.0,-45626000.0,,1107000.0,,,,,35879000.0,-3.09823
21,1111247,88309000.0,29988000.0,,1671000.0,,,,,61764000.0,1.02984
22,1111247,88309000.0,29988000.0,,1671000.0,,,,,61764000.0,1.02984
23,1111247,88309000.0,29988000.0,,1671000.0,,,,,61764000.0,1.02984
24,1111247,88309000.0,29988000.0,,1671000.0,,,,,61764000.0,1.02984
25,1111247,123676000.0,43168000.0,,1053000.0,,,,,87148000.0,1.35442
26,1111247,123676000.0,43168000.0,,1053000.0,,,,,87148000.0,1.35442
27,1111247,123676000.0,43168000.0,,1053000.0,,,,,87148000.0,1.35442
28,1111247,123676000.0,43168000.0,,1053000.0,,,,,87148000.0,1.35442
29,1111247,178242000.0,38638000.0,,2941000.0,,,,,110388000.0,1.17842
30,1111247,178242000.0,38638000.0,,2941000.0,,,,,110388000.0,1.17842
31,1111247,178242000.0,38638000.0,,2941000.0,,,,,110388000.0,1.17842
32,1111247,178242000.0,38638000.0,,2941000.0,,,,,110388000.0,1.17842
33,1111247,173786000.0,30185000.0,,912000.0,,,,,112077000.0,0.90231
34,1111247,173786000.0,30185000.0,,912000.0,,,,,112077000.0,0.90231
35,1111247,173786000.0,30185000.0,,912000.0,,,,,112077000.0,0.90231
36,1111247,173786000.0,30185000.0,,912000.0,,,,,112077000.0,0.90231
37,1111247,162337000.0,20784000.0,,1825000.0,,,,,140435000.0,0.65297
38,1111247,162337000.0,20784000.0,,1825000.0,,,,,140435000.0,0.65297
39,1111247,162337000.0,20784000.0,,1825000.0,,,,,140435000.0,0.65297
40,1111247,162337000.0,20784000.0,,1825000.0,,,,,140435000.0,0.65297
41,1111247,164435000.0,29101000.0,,689000.0,,,,,152687000.0,0.91286
42,1111247,164435000.0,29101000.0,,689000.0,,,,,152687000.0,0.91286
