CIK,Year,d_income,d_loss,d_increase,d_decrease,d_strong,d_discontinued,d_international,d_focus,d_repurchase,d_service,d_goodwill,d_reset,d_expenditure,d_stress,d_exit,d_tranche,d_accordingly
0000891288,2008,0.5440154,0.3553921,0.46723133,0.48372117,0.24527389,0.3956322,0.22651601,0.24579105,0.4802344,0.29093212,0.29788843,0.22165193,0.3983925,0.17877519,0.19026996,0.3487057,0.2752217
0001330487,2008,0.52238756,0.32786417,0.4175795,0.43573838,0.23654297,0.36526683,0.22663085,0.23114496,0.4511391,0.32903773,0.30975047,0.21909384,0.38499886,0.17970166,0.19217548,0.3470133,0.27935886
0001419581,2008,0.46756765,0.3356561,0.45526204,0.4744357,0.24824023,0.34603444,0.24611606,0.22830935,0.41877002,0.2810077,0.30077943,0.22927597,0.37894404,0.18378949,0.20713323,0.30834475,0.27551538
0000866830,2008,0.5116591,0.36358798,0.45278955,0.46315354,0.2557677,0.33490938,0.22379617,0.24025604,0.4371117,0.27484548,0.32269636,0.24091981,0.3852347,0.17319465,0.19446345,0.3130383,0.26656196
0001345968,2008,0.53882194,0.36080554,0.48087433,0.49168488,0.26347703,0.3533433,0.22966954,0.24053027,0.45522994,0.289363,0.33175927,0.24319284,0.4198913,0.20064522,0.21981485,0.35842007,0.28488076
0001105542,2008,0.4038521,0.24311668,0.40062472,0.37587455,0.27344024,0.30134782,0.2882987,0.2919236,0.37513655,0.4374307,0.22527325,0.23036633,0.33597812,0.20446625,0.17843841,0.29828936,0.29103532
0001278027,2008,0.544898,0.33526242,0.45230868,0.44637218,0.26734623,0.3375711,0.24382055,0.25149378,0.479924,0.29341447,0.32471114,0.2271979,0.4310568,0.21637085,0.20195943,0.38049215,0.29986566
0000810536,2008,0.5330467,0.31465945,0.41968685,0.43133944,0.21892998,0.2854351,0.20694216,0.21998186,0.44114044,0.28666478,0.27583012,0.27672228,0.37260628,0.22642612,0.19153768,0.37251663,0.26109907
0000880460,2008,0.5237641,0.3432193,0.46753195,0.48518714,0.25885433,0.36123613,0.22674449,0.23147473,0.43548396,0.2889314,0.29794082,0.22737236,0.40233755,0.18316402,0.19576266,0.32068467,0.27230936
0001050007,2008,0.53907573,0.33813748,0.4350946,0.45621133,0.25652882,0.35361555,0.24011406,0.24694356,0.44218296,0.2921205,0.33238792,0.20270996,0.40468147,0.20525889,0.18146794,0.3186237,0.26844567
0000853695,2008,0.52176183,0.3402685,0.47270906,0.49131638,0.2635733,0.3657192,0.268775,0.2422528,0.44783285,0.31893727,0.31645983,0.22433221,0.41061118,0.19369984,0.19584589,0.3440554,0.2906001
0001124024,2008,0.4328609,0.27237338,0.42064837,0.42340285,0.23925564,0.315455,0.23942684,0.26352412,0.42363748,0.2882319,0.27923042,0.21149534,0.43628305,0.19519721,0.1943519,0.34393233,0.29626265
0000902281,2008,0.50238717,0.33880597,0.43818069,0.45511428,0.25169104,0.35672474,0.2334463,0.24720073,0.45461142,0.30777025,0.30939138,0.24729788,0.39874822,0.20912294,0.1920708,0.33414972,0.2983751
0001109189,2008,0.5131662,0.30411416,0.4494202,0.46306252,0.2575848,0.32767817,0.23032984,0.25524443,0.4379669,0.35003254,0.3037515,0.21976005,0.422781,0.21419097,0.20106712,0.34191203,0.28758803
0000314132,2008,0.52921784,0.36720484,0.4495767,0.46615615,0.26839173,0.36453155,0.2244666,0.23146394,0.46178412,0.30411035,0.29573017,0.22974277,0.3838954,0.18709944,0.19865976,0.33880207,0.27244455
0000895642,2008,0.38197494,0.22163314,0.37947613,0.36625522,0.2472813,0.32716948,0.2783968,0.2855357,0.42597696,0.40441445,0.21714212,0.19971746,0.32181677,0.18515706,0.17403008,0.31636837,0.30329546
0001023362,2008,0.50545704,0.36756906,0.46563303,0.483446,0.26423854,0.37325108,0.23793977,0.25403634,0.43309814,0.31666985,0.31581903,0.23859446,0.4062196,0.19526514,0.20101398,0.31911498,0.26871344
0000313395,2008,0.48106894,0.3029578,0.3980715,0.4197509,0.21656944,0.31492227,0.20092618,0.21187463,0.458061,0.26161864,0.2758415,0.23013571,0.3790695,0.17762,0.19405977,0.3315177,0.28379098
0000832488,2008,0.4794439,0.29585835,0.45822647,0.45078638,0.2854236,0.35920295,0.2934146,0.3010073,0.4123329,0.38363612,0.28514412,0.2204746,0.38287342,0.21066938,0.18953566,0.31013757,0.2885207
0000096885,2008,0.50581557,0.35719687,0.46284908,0.4781094,0.2687465,0.3744651,0.25206384,0.26321062,0.43084222,0.30940345,0.30426583,0.22306131,0.40033042,0.20070046,0.18929376,0.32244557,0.28571677
0001001614,2008,0.49255088,0.31946984,0.4273209,0.44537652,0.22449754,0.33902267,0.21594004,0.22256969,0.47166756,0.27744696,0.3013928,0.23211806,0.39985245,0.19610833,0.1937638,0.35778332,0.28125373
0001239819,2008,0.51528794,0.32805127,0.47177255,0.46974927,0.25547415,0.34934026,0.2425907,0.2631622,0.39914414,0.32070488,0.2921272,0.22292145,0.43506324,0.18413459,0.18636185,0.31769416,0.26004347
0001298341,2008,0.514066,0.3398113,0.45038897,0.4497393,0.26147544,0.33830437,0.23880836,0.2461972,0.44109097,0.30960634,0.3103942,0.23594251,0.39628652,0.20191076,0.20984358,0.32754463,0.2684388
0000004281,2008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0001092302,2008,0.5382173,0.36016157,0.4846702,0.4973368,0.24232067,0.35576206,0.21772742,0.21420412,0.46081686,0.28913185,0.32005966,0.21827213,0.40416074,0.17845693,0.18263139,0.3262424,0.25872216
0001010286,2008,0.49596003,0.33414346,0.4411036,0.44807684,0.25533378,0.34224653,0.24432665,0.26551005,0.41121086,0.38154328,0.32022956,0.24231483,0.39944696,0.21709147,0.210377,0.31952542,0.29178423
0001172222,2008,0.50854456,0.3485285,0.44574353,0.4623905,0.23673989,0.34798962,0.23405086,0.22617297,0.4350532,0.32947344,0.31900662,0.26219085,0.40811542,0.21584812,0.21103825,0.33929744,0.28755346
0001049210,2008,0.47683603,0.3298444,0.4619268,0.45510897,0.27218407,0.34322634,0.25308412,0.2792254,0.4454444,0.30311707,0.29133183,0.23530036,0.40130404,0.18743543,0.20194113,0.355278,0.26895866
0000802356,2008,0.50935864,0.3346803,0.45757872,0.47603664,0.27153802,0.38658157,0.26722467,0.26426524,0.43932536,0.3069705,0.30972585,0.21827659,0.38845834,0.20891958,0.18594494,0.30818927,0.31367627
0001071941,2008,0.5267233,0.34487507,0.45407715,0.48512864,0.24732038,0.3757774,0.22261411,0.2476155,0.4338282,0.31123748,0.33021587,0.20720348,0.408102,0.18690284,0.19520079,0.30150324,0.27615526
0000708821,2008,0.4239279,0.256959,0.37406653,0.38227558,0.25829384,0.32573435,0.30314252,0.26859826,0.38050494,0.38257566,0.2571341,0.13991515,0.34709734,0.20378262,0.14935188,0.2733102,0.31566522
0000812301,2008,0.41170806,0.27006108,0.38695243,0.3850935,0.24391901,0.32832858,0.273588,0.2710424,0.43442467,0.33212268,0.2396775,0.21455187,0.34697443,0.2182349,0.178691,0.32845125,0.31129786
0001000697,2008,0.5242743,0.32556185,0.4837861,0.49354178,0.2669718,0.3619814,0.2496186,0.24187045,0.45211896,0.31462955,0.30712563,0.21382867,0.41378167,0.19814567,0.19270997,0.3457502,0.28924248
0000827809,2008,0.5011854,0.34015927,0.43157777,0.4612488,0.23914848,0.3930607,0.2604709,0.25618568,0.43217495,0.2832191,0.31342375,0.2183078,0.4183719,0.20156036,0.19121462,0.34531957,0.28396478
0001002517,2008,0.53220284,0.32228604,0.46877253,0.46477726,0.25791332,0.3354549,0.23890392,0.2606938,0.44229382,0.33033687,0.32533738,0.22578278,0.4436398,0.1855377,0.19342348,0.3410161,0.27154103
0001168195,2008,0.52178454,0.3178041,0.49168724,0.47906804,0.2695596,0.3455999,0.26178893,0.2694756,0.4024588,0.35859135,0.2905772,0.21414821,0.43388948,0.20285775,0.18375812,0.31484595,0.27437863
0000721371,2008,0.5187447,0.34438714,0.48538974,0.49454093,0.2707492,0.37651455,0.22801228,0.25348037,0.4500921,0.3228769,0.29974082,0.2073012,0.41582143,0.17443258,0.18160217,0.3296988,0.28165674
0000048039,2008,0.53772897,0.33009872,0.45589364,0.47367385,0.24377449,0.3623566,0.23376158,0.21585305,0.44251364,0.2757847,0.30852866,0.20209818,0.40623227,0.17659032,0.19843942,0.35879657,0.2662946
0000075252,2008,0.52136946,0.33832115,0.46210867,0.46652487,0.25417292,0.34150398,0.21946658,0.23702197,0.44071478,0.3038628,0.31132126,0.22776449,0.4074348,0.18662767,0.18678686,0.32462117,0.2677322
0000319126,2008,0.4901585,0.31761885,0.47202474,0.48956835,0.2745776,0.3635563,0.28310332,0.26201758,0.44996104,0.3204609,0.3098473,0.23553829,0.4153354,0.20701963,0.18532783,0.3576118,0.3101683
0001003214,2008,0.5268891,0.31651932,0.4675147,0.4800178,0.2521318,0.3613354,0.24289754,0.25617105,0.43254447,0.3179575,0.3189073,0.22992007,0.41794118,0.19033839,0.1830953,0.32209864,0.2900554
0000885551,2008,0.50330055,0.32867855,0.43704447,0.4448884,0.25205016,0.3506317,0.233364,0.23226908,0.49767086,0.29157314,0.30390415,0.23095076,0.38535988,0.16893303,0.18543352,0.36018267,0.26852727
0000314606,2008,0.5001462,0.3233156,0.44015455,0.4595383,0.25695792,0.33732837,0.26080966,0.25293678,0.46665484,0.31778407,0.32428315,0.22159375,0.41615388,0.20244323,0.20347598,0.36266804,0.27784643
0000806817,2008,0.49478793,0.32010916,0.43634358,0.44557983,0.24998155,0.35383284,0.2419228,0.26287204,0.4371376,0.3327057,0.2758915,0.2205245,0.36524826,0.19649385,0.20558766,0.31725946,0.28468114
0000082628,2008,0.52119344,0.35754687,0.45206553,0.4705453,0.24282171,0.35382336,0.22149776,0.2287846,0.44785732,0.306395,0.32342163,0.23603414,0.4052559,0.18544008,0.19583839,0.33128875,0.2669315
0000712515,2008,0.5405404,0.3286992,0.48442194,0.48918355,0.25927243,0.35176688,0.24851678,0.25945088,0.42951927,0.31877726,0.31320626,0.21755397,0.42450878,0.18848373,0.19401705,0.3230123,0.28117085
0001005010,2008,0.51555413,0.3292712,0.46179906,0.47866145,0.24664168,0.35946915,0.24292149,0.24430494,0.4300032,0.30021268,0.29603642,0.22584754,0.39883938,0.20192325,0.18264134,0.3145862,0.2728222
0001334036,2008,0.54922837,0.34892654,0.47500095,0.46819007,0.27785182,0.3515613,0.26771945,0.26248825,0.44118434,0.3020737,0.324773,0.21500424,0.41219482,0.200709,0.20217288,0.32533777,0.28858793
0000885639,2008,0.5109869,0.33057046,0.47658098,0.47752455,0.26787832,0.33630282,0.22764038,0.23922056,0.45357776,0.2966775,0.2886617,0.24210007,0.39399034,0.18530793,0.20669724,0.33633116,0.2616761
0001157443,2008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0001123647,2008,0.48624504,0.33072948,0.43851125,0.46270704,0.23978117,0.31617197,0.2234424,0.23138021,0.4343429,0.26346555,0.29647425,0.24016275,0.40356693,0.19226542,0.20351903,0.35676214,0.28024766
0001030058,2001,0.4374982,0.2606875,0.3926762,0.38299316,0.24013211,0.31663647,0.26129866,0.2587644,0.42565098,0.41901287,0.24521181,0.22357893,0.35404173,0.18085228,0.17713302,0.32151613,0.2758334
0000073887,2001,0.42862764,0.28133154,0.41016445,0.4138105,0.23467952,0.31781846,0.2991676,0.24211423,0.386814,0.3707659,0.26112595,0.18584202,0.36045483,0.18592909,0.18460198,0.2914184,0.26003468
0000855109,2001,0.42457405,0.31493613,0.42735687,0.43823606,0.27561447,0.3592169,0.25897518,0.2693792,0.41785258,0.33815596,0.23587501,0.22366543,0.33991683,0.20274197,0.18064989,0.3026738,0.2883747
0000077597,2001,0.39183727,0.23090138,0.38110197,0.35997972,0.25915837,0.28702253,0.26163116,0.30475432,0.3835024,0.3058423,0.24979049,0.18456906,0.3591428,0.23399119,0.20252435,0.26428837,0.32291082
0000865415,2001,0.41328466,0.28110892,0.43309543,0.42278865,0.2872467,0.32675657,0.28125915,0.3042576,0.3880596,0.36711836,0.2280901,0.23497961,0.35367858,0.22394909,0.18124342,0.2854373,0.28822583
0001023731,2001,0.47272235,0.32274285,0.46243504,0.4668192,0.2736691,0.35094714,0.27016354,0.2689082,0.42197478,0.35301793,0.28866163,0.22159258,0.39454234,0.20150489,0.18250075,0.3198821,0.28390205
0000945841,2001,0.48147312,0.31724975,0.44066015,0.46140096,0.25110266,0.34880495,0.22390378,0.23098214,0.4480941,0.30750352,0.2770728,0.20736074,0.34606048,0.16567856,0.17934732,0.31501338,0.25083378
0000863650,2001,0.5022683,0.36469895,0.4865268,0.509991,0.24985883,0.36820918,0.22967649,0.23658569,0.43275428,0.29927602,0.27830207,0.21530637,0.37631077,0.15446973,0.16701959,0.3161881,0.22162771
0000727273,2001,0.43221214,0.27136037,0.3964578,0.40591618,0.22374246,0.3165503,0.2696638,0.24953768,0.40598652,0.30880168,0.25521204,0.17165753,0.3534494,0.18307413,0.18872763,0.32123578,0.25359184
0001041859,2001,0.5365776,0.36031204,0.482994,0.483499,0.2723795,0.3356279,0.21069054,0.22822712,0.4407753,0.29820254,0.29487383,0.21917227,0.40082064,0.1574163,0.1954011,0.32886958,0.23133156
0000792641,2001,0.4941609,0.35113662,0.49516872,0.5228909,0.25035256,0.35763985,0.22784178,0.22995171,0.42165852,0.30757138,0.28274232,0.20918404,0.4040808,0.1846663,0.16480063,0.3211743,0.23790003
0000065011,2001,0.57294804,0.37083307,0.517371,0.51990193,0.27151316,0.36975175,0.20831925,0.23780574,0.43895712,0.30091783,0.2997538,0.20597303,0.40474856,0.15439124,0.18296872,0.31506047,0.21610528
0000354963,2001,0.37724867,0.21413618,0.3031565,0.30520043,0.1761473,0.24729206,0.2126117,0.21865997,0.36628237,0.3169622,0.17997853,0.19211252,0.2961382,0.14283708,0.19139133,0.28835732,0.24761844
0000811596,2001,0.49473998,0.3477264,0.4590161,0.4863129,0.2698148,0.35896152,0.22160916,0.24243148,0.4294307,0.2823848,0.28014764,0.22148988,0.36902583,0.17968577,0.185229,0.3253481,0.27795792
0000093542,2001,0.30596116,0.1689217,0.23696779,0.22444183,0.15911277,0.22712456,0.17758219,0.179867,0.3183548,0.24334866,0.20146786,0.13738902,0.27150393,0.11265906,0.13604504,0.24557869,0.22442298
0001094739,2001,0.5355864,0.3464041,0.4927391,0.49767712,0.25259298,0.34929842,0.20703265,0.21713139,0.43271196,0.29072514,0.29266948,0.21398325,0.42265925,0.15539275,0.17886868,0.31086752,0.21866918
0000717954,2001,0.5270087,0.31276327,0.38749614,0.41100946,0.2048747,0.34005368,0.20031464,0.19634402,0.48042175,0.26638228,0.29409885,0.2196609,0.3692379,0.17107648,0.16824971,0.33051053,0.26547307
0001010552,2001,0.4591835,0.30733484,0.48004735,0.4708097,0.30094936,0.3430349,0.29054177,0.2801823,0.3895889,0.35585037,0.26708096,0.20434457,0.38598102,0.2112042,0.18090567,0.30295724,0.28431594
0000815097,2001,0.46640435,0.23546289,0.3487335,0.3334933,0.20295322,0.29700255,0.23651849,0.24058034,0.40588483,0.2688716,0.23348665,0.17956369,0.36117247,0.20037928,0.1902299,0.28164476,0.30041134
0000932696,2001,0.48938295,0.3093961,0.48725352,0.47781205,0.2893232,0.36433622,0.28185514,0.2836586,0.41251898,0.35115454,0.27614617,0.20516331,0.391488,0.20068261,0.18455547,0.2960995,0.29296243
0000315852,2001,0.47053045,0.319005,0.42980155,0.44876957,0.23602995,0.3006057,0.22773422,0.21890111,0.44544095,0.26089486,0.27108344,0.22598216,0.39103514,0.19023667,0.19292966,0.34603843,0.2878856
0000095052,2001,0.5358149,0.3502572,0.46129557,0.47684893,0.25745487,0.37264064,0.21825847,0.21933979,0.4633378,0.27564466,0.3059285,0.19108416,0.36767632,0.13480225,0.18892622,0.32242885,0.20972401
0001060390,2001,0.44820893,0.28040463,0.43062395,0.41657603,0.2801504,0.34792313,0.260065,0.28630146,0.4198631,0.3491959,0.24635641,0.20870823,0.33982232,0.19249313,0.20852147,0.28244218,0.27287948
0000887596,2001,0.53054094,0.3328283,0.52053505,0.52036744,0.24560116,0.3314186,0.20098157,0.22371587,0.38866,0.29771987,0.25943068,0.19841984,0.42814037,0.16820273,0.17542665,0.27483928,0.23707922
0001022225,2001,0.43004084,0.30212164,0.42805135,0.43109223,0.27269387,0.3356106,0.26769564,0.28058,0.41103634,0.35270515,0.25530165,0.22904336,0.37294474,0.21452905,0.18776484,0.31652975,0.28972286
0000913165,2001,0.49288592,0.34630904,0.44214857,0.47587368,0.23169623,0.37694085,0.21651244,0.19589275,0.44014764,0.2540586,0.26476628,0.22091806,0.34185913,0.13626255,0.17609797,0.30934542,0.21022636
0000006769,2001,0.40559375,0.24579516,0.4321535,0.38626933,0.34475458,0.25278684,0.28787732,0.34484163,0.3856532,0.2819702,0.25949058,0.20030348,0.38414735,0.2066095,0.23256713,0.30016539,0.28210083
0001021848,2001,0.50135976,0.31102812,0.4123981,0.43276423,0.22623762,0.32070816,0.22530502,0.23682038,0.4665091,0.3200934,0.2944095,0.278853,0.35024944,0.20968574,0.21667539,0.3916362,0.27903438
0000943452,2001,0.5165707,0.35660732,0.4593457,0.46426362,0.24338675,0.35053006,0.2165052,0.21129432,0.4639943,0.28529733,0.30141973,0.23655479,0.37782887,0.17058341,0.20264357,0.34219503,0.24366163
0000906193,2001,0.5457037,0.3623961,0.5095248,0.5212023,0.26786244,0.36267588,0.21856686,0.20945862,0.46005502,0.28551894,0.29933342,0.20418529,0.4091096,0.14374253,0.16780204,0.34799513,0.21082115
0000944163,2001,0.439914,0.31351024,0.46668187,0.45115483,0.29473868,0.33776468,0.28690022,0.26955816,0.38842404,0.3618395,0.27683654,0.22749338,0.38354954,0.20330854,0.185379,0.30871773,0.28223154
0000829224,2001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0000025212,2001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0000793733,2001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0001122976,2001,0.2692258,0.15502912,0.25357112,0.26978683,0.13012522,0.24270774,0.19344823,0.19554056,0.30253446,0.20794354,0.16589,0.12060066,0.2175128,0.10673533,0.124050096,0.2302291,0.23422235
0000804331,2001,0.47011453,0.31947812,0.49219126,0.49770257,0.2800507,0.3404148,0.2579876,0.24955224,0.36215228,0.32000872,0.25385052,0.19232182,0.40191016,0.17208733,0.17572041,0.2677736,0.28147286
0000830052,2001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0000727510,2001,0.42078233,0.29159614,0.4242932,0.42793226,0.26624486,0.37893954,0.29229692,0.2704407,0.4284175,0.31393895,0.24613807,0.21961345,0.35984367,0.22847876,0.18441793,0.33620444,0.29589832
0001017673,2001,0.46478474,0.31194714,0.47787496,0.4783559,0.25265774,0.350483,0.24483079,0.24534288,0.40669584,0.295006,0.25517368,0.21669702,0.37985092,0.1684001,0.21150829,0.29951018,0.22814405
0001110903,2001,0.48420113,0.31569335,0.5026371,0.48112652,0.29775614,0.35434884,0.2743145,0.29158297,0.4186983,0.3648741,0.26049832,0.20707847,0.39336827,0.20750152,0.17624232,0.30693394,0.29551724
0000049826,2001,0.33042195,0.20592985,0.32688522,0.332568,0.22644383,0.2916349,0.25887203,0.22043465,0.36320746,0.297491,0.21084405,0.17803782,0.30007833,0.14632644,0.12421611,0.25208703,0.24446003
0000788329,2001,0.51498365,0.36721283,0.4682129,0.49934447,0.26053956,0.36375022,0.233729,0.21340223,0.43322802,0.26630658,0.321964,0.21266721,0.35959876,0.16383092,0.19160953,0.29717866,0.24159901
0000888507,2001,0.4400353,0.27279207,0.42035133,0.40930688,0.21183306,0.31907994,0.22851562,0.23106024,0.40524644,0.34043938,0.24058178,0.21206854,0.35614282,0.17503655,0.21273595,0.29977855,0.26644185
0001108109,2001,0.5325786,0.34264487,0.50975627,0.5258258,0.2238577,0.33922312,0.19998045,0.2075547,0.42082825,0.29513356,0.29930118,0.21151188,0.42229176,0.17034708,0.1790909,0.30870736,0.22539537
0000907242,2001,0.47722435,0.35946435,0.55270755,0.5568311,0.25598305,0.30042997,0.20806877,0.20262569,0.34316278,0.26455963,0.25345346,0.20084819,0.37678352,0.13922088,0.18551892,0.2602007,0.19719349
0000851310,2001,0.38888323,0.24046876,0.39300615,0.38110542,0.2783628,0.30261862,0.3030225,0.2873656,0.36503765,0.39824852,0.22143197,0.21161035,0.336058,0.22584164,0.17590754,0.2881096,0.3149529
0001058033,2001,0.44480765,0.3170616,0.48596075,0.4875525,0.2516696,0.34206212,0.23662801,0.20372225,0.44044885,0.35809135,0.26045543,0.24514516,0.35923362,0.17679061,0.20633319,0.3495725,0.21922418
0001038274,2001,0.50844324,0.33393535,0.45064008,0.464833,0.25502673,0.3543508,0.23955427,0.23614758,0.45337778,0.3066446,0.3047327,0.23171797,0.39911145,0.18742445,0.19450818,0.3403308,0.30137447
0001096509,2001,0.4590521,0.31621876,0.4612445,0.45112237,0.27389425,0.33911178,0.27208874,0.2705484,0.40874362,0.41319475,0.2719682,0.23498641,0.376248,0.19582622,0.20124167,0.31306925,0.28585714
0000882235,2001,0.51054835,0.3309037,0.43477774,0.4650823,0.23873736,0.35529572,0.23459783,0.22887263,0.4748098,0.2848082,0.31920847,0.23611452,0.39499187,0.1950946,0.18030642,0.33120373,0.27089912
0000833081,2001,0.5078831,0.3504992,0.44454885,0.4786367,0.24298675,0.36558762,0.2803669,0.22375798,0.47338966,0.2945441,0.31761363,0.21536022,0.38287818,0.16161487,0.1991715,0.3503161,0.25126734
0000103595,2001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0000319240,2001,0.43931502,0.30078268,0.46343803,0.47979516,0.2622147,0.35806304,0.26763463,0.26569077,0.38778722,0.32925785,0.24372204,0.2300681,0.37323633,0.21770968,0.18067288,0.30181444,0.25282022
0000911801,2001,0.44338778,0.3313794,0.44268337,0.4704016,0.20810418,0.36171365,0.20384902,0.19906154,0.43620482,0.25185838,0.2555815,0.2086322,0.3360017,0.12943754,0.18772298,0.31634334,0.20578752
0001052595,2001,0.48151964,0.30222255,0.45401472,0.46463048,0.21102722,0.31082487,0.18862711,0.18095773,0.42810327,0.27446583,0.2655904,0.20568398,0.36796117,0.13463192,0.18410867,0.32263717,0.214574
0000867665,2001,0.4270254,0.2784427,0.40269557,0.41729838,0.23487443,0.2788022,0.25511914,0.23264778,0.40426204,0.2823728,0.25545108,0.20650232,0.3683001,0.20842567,0.17896715,0.31207734,0.3131402
0000913353,2001,0.5185468,0.3327471,0.5035058,0.49832666,0.28012216,0.33204964,0.2307909,0.23591974,0.44948483,0.2873221,0.29351786,0.21104856,0.39262426,0.15032166,0.19501951,0.32196063,0.23708743
0000864233,2001,0.4922231,0.32844839,0.49386635,0.49280465,0.23542486,0.32600197,0.2017969,0.21206057,0.41822213,0.30325,0.27498987,0.21953599,0.3939686,0.17359276,0.19277054,0.28298375,0.24082437
0001036292,2001,0.46228746,0.30400485,0.43690532,0.4375981,0.2761146,0.35865763,0.26997796,0.2712209,0.44679332,0.32719895,0.26792136,0.21835847,0.35464782,0.1879183,0.20460464,0.3243782,0.28402382
0000030302,2001,0.49612972,0.3368171,0.4550713,0.47278887,0.23509565,0.35103038,0.1937435,0.2013558,0.46421564,0.26181555,0.2694388,0.2189905,0.36039525,0.14848222,0.18894,0.31087103,0.23696294
0001008817,2001,0.5522963,0.3545332,0.44051066,0.46000382,0.23365329,0.35598692,0.21246246,0.23012067,0.46282113,0.2792034,0.31774345,0.20576508,0.39745077,0.16189657,0.18977395,0.33777082,0.2440343
0000856250,2001,0.49994165,0.33049947,0.4680981,0.4743692,0.28572455,0.3686978,0.2504721,0.25366253,0.4698459,0.31335333,0.272599,0.20952234,0.35149148,0.15903188,0.1911183,0.30883753,0.2609671
0001047739,2001,0.44459337,0.29408365,0.43731758,0.4681765,0.25010508,0.31926495,0.21560045,0.22276461,0.40782323,0.29776606,0.24486092,0.21817443,0.3405176,0.17376459,0.17876963,0.30319902,0.2902291
0000882873,2001,0.4629051,0.31064466,0.46437457,0.48371038,0.241822,0.36836097,0.24986164,0.22946206,0.43647188,0.3136091,0.25875714,0.21394277,0.38644013,0.18265028,0.16351022,0.30549255,0.2519346
0000043196,2001,0.471287,0.31554523,0.44478846,0.46129468,0.2086471,0.33727413,0.19068651,0.18678723,0.4436319,0.29232213,0.27749538,0.20233592,0.3563603,0.11481808,0.17958812,0.30861655,0.21693845
0001041803,2001,0.522812,0.3318182,0.48894975,0.4837882,0.25391763,0.34368774,0.23924975,0.21778898,0.45636627,0.2774286,0.27425545,0.179944,0.38918728,0.12076216,0.18060748,0.3318104,0.21930242
0000713275,2001,0.5191346,0.3193783,0.4779216,0.49477977,0.2434806,0.38886288,0.22788608,0.23265515,0.50564617,0.2904446,0.30446073,0.21363248,0.42219356,0.16983205,0.18007189,0.38969702,0.2463143
0001038074,2001,0.49908796,0.31177694,0.44915634,0.47607446,0.2264748,0.36850706,0.22063725,0.22989918,0.4600802,0.29944,0.3056432,0.22738831,0.45395392,0.20802283,0.14946516,0.32697964,0.30118996
0001057083,2001,0.52568865,0.3317709,0.48703715,0.49513206,0.25698596,0.375989,0.24157454,0.25195065,0.42994303,0.31647742,0.28611758,0.22024998,0.40293187,0.16784556,0.17835529,0.3181339,0.24747233
0000311471,2001,0.49082884,0.31856346,0.5190294,0.5120906,0.25580806,0.3167178,0.24316755,0.23535265,0.40678725,0.26630402,0.2750604,0.22609618,0.4127949,0.19160134,0.18464196,0.3152785,0.25356904
0000879303,2001,0.580347,0.35369197,0.5457882,0.5628249,0.24209307,0.35192987,0.18222848,0.21832015,0.40394554,0.282959,0.28636575,0.18549678,0.4631345,0.14369373,0.16295496,0.30294898,0.20829213
0000918964,2001,0.52213997,0.37992966,0.4292504,0.45916086,0.22100176,0.361609,0.20338722,0.20041628,0.45670882,0.2571125,0.30916902,0.23244214,0.35670292,0.15849599,0.2062399,0.33793774,0.22711836
0000742112,2001,0.4900295,0.33827928,0.5516103,0.55680716,0.33251435,0.37219447,0.2816914,0.29743803,0.393761,0.32507434,0.27452126,0.20500271,0.40060732,0.21529065,0.18120244,0.29119787,0.25308195
0000311871,2001,0.30795106,0.19021468,0.22904277,0.22137453,0.13673979,0.23777848,0.17276704,0.16652183,0.3167837,0.19862542,0.19385402,0.14151677,0.2753182,0.119110785,0.1387495,0.26625422,0.26126927
0000738076,2001,0.4027289,0.25054282,0.40664622,0.38357452,0.2775317,0.30784285,0.29261333,0.2958486,0.39691123,0.42520136,0.22787347,0.22357844,0.32670173,0.20162028,0.19469298,0.29573414,0.2786262
0000058492,2001,0.4716369,0.3150221,0.4586907,0.46504268,0.29152793,0.33332407,0.22222343,0.26058847,0.44020686,0.2919825,0.2516709,0.22617815,0.3605744,0.19050083,0.18856275,0.3094473,0.2595773
0001089976,2001,0.53571725,0.3405469,0.44587186,0.45808384,0.24721074,0.3676052,0.2296726,0.23806609,0.47775722,0.28365576,0.309303,0.20817193,0.39155224,0.18183634,0.20758,0.34874496,0.2536232
0001005229,2001,0.50235724,0.3400145,0.4396339,0.45763704,0.24299458,0.34025425,0.20451535,0.20526873,0.45191327,0.2617408,0.2939842,0.21915248,0.36453083,0.15012175,0.1745289,0.32298124,0.23419292
0001056923,2001,0.42858392,0.25472397,0.42629308,0.4015735,0.27185503,0.30332413,0.26128522,0.30389023,0.3906715,0.4215879,0.21317557,0.20639312,0.33810416,0.20336019,0.17269234,0.27087045,0.26816073
