CIK,Year,d_income,d_loss,d_increase,d_decrease,d_strong,d_discontinued,d_international,d_focus,d_repurchase,d_service,d_goodwill,d_reset,d_expenditure,d_stress,d_exit,d_tranche,d_accordingly
0000870753,2013,0.51506436,0.36430132,0.4726466,0.49620736,0.26104605,0.3562736,0.2198647,0.24086048,0.38609612,0.3119845,0.31462547,0.24519333,0.3950769,0.18557286,0.18298265,0.2757981,0.2560975
0000278041,2013,0.50025946,0.33273673,0.43454364,0.45488834,0.24302144,0.35015488,0.23762102,0.22730602,0.44096968,0.29401562,0.3154249,0.22819394,0.38106665,0.17870416,0.20218582,0.3470748,0.26681775
0000912093,2013,0.5330926,0.34800106,0.47576684,0.48563513,0.2658722,0.35825613,0.2389841,0.2725333,0.42980945,0.3360887,0.30694553,0.23519781,0.42664817,0.20901868,0.20798846,0.33177158,0.28512183
0000797721,2013,0.5220855,0.3273371,0.49485973,0.5042177,0.24977595,0.3426586,0.22144327,0.23649038,0.41123858,0.3553016,0.29270917,0.22606872,0.4211365,0.17047714,0.17224213,0.33904693,0.25457624
0001389050,2013,0.5377454,0.36745805,0.4776122,0.49498594,0.2645073,0.3460824,0.25167492,0.2471165,0.43767315,0.30834082,0.32527176,0.23786387,0.40269083,0.20312084,0.20520097,0.33767566,0.2619979
0001275283,2013,0.46640995,0.30043676,0.4363468,0.43663153,0.25059795,0.33466604,0.25367615,0.24652615,0.4085444,0.27931052,0.24302801,0.20987017,0.37841028,0.22222683,0.19590935,0.28587285,0.2801173
0001216596,2013,0.50095135,0.34128177,0.4901786,0.5106831,0.2765966,0.35475698,0.24877982,0.26367995,0.43121457,0.3207595,0.30033684,0.23341608,0.39692596,0.21018142,0.1965516,0.33085465,0.29080123
0000821995,2013,0.4784165,0.3201057,0.43482855,0.46289238,0.22550024,0.39620164,0.22926977,0.21537393,0.4682824,0.26207682,0.281288,0.22061035,0.3726181,0.167183,0.18773843,0.3749046,0.25368673
0001494448,2013,0.5458,0.35507694,0.43264404,0.45635045,0.21791467,0.32446754,0.21535526,0.2364606,0.435359,0.29623646,0.31987315,0.23936352,0.38529515,0.20060301,0.20679487,0.35089374,0.26802725
0000894627,2013,0.4452057,0.29660788,0.42117608,0.43494678,0.21993282,0.28197262,0.23136689,0.21540147,0.41401884,0.24754634,0.27222702,0.1917004,0.40250063,0.15042049,0.19183606,0.33347258,0.24009813
